Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,505.3,42.86,22098.61,3817.29,2907.72,76.17,76.43,19.2,2.87,0.76,4.38,2.49,15.94,675.52,-0.48,27.02,123.65,0.0,7.39,0.77,-0.33,6.49,0.0,10.25
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1376.7,44.78,10915.85,2764.62,2040.97,73.82,73.67,15.89,2.17,1.05,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.03,0.01,-0.46,7.85,0.0,22.44
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1392.85,54.57,26155.95,25441.73,2629.19,10.33,11.39,13.8,1.27,0.44,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.34,-0.5,-0.1,0.23,0.54,29.9
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,378.0,59.13,26719.82,2369.9,2057.79,86.83,88.04,44.95,4.44,0.3,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,5.03,12.05,0.79,9.71,0.05,5.18
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,815.0,50.77,16019.86,7783.95,1167.13,14.99,15.26,21.45,2.91,0.76,8.79,0.25,13.45,1948.76,-1.23,1466.3,835.08,2510.64,5.2,-0.24,-0.09,1.61,1.46,18.9
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,299.1,37.21,27328.37,5425.77,2028.11,37.38,35.42,26.52,4.44,21.74,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.17,1.46,0.95,4.15,1.34,17.02
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,446.0,59.79,28325.46,28470.6,4170.34,14.65,14.65,13.71,1.7,0.52,7.32,0.22,13.07,2614.57,-899.51,3190.84,3224.29,5452.28,9.0,1.49,-2.06,1.34,1.32,17.48
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,266.25,35.01,13334.32,2272.27,1872.29,82.4,83.07,13.47,2.58,0.58,7.76,1.56,20.11,754.67,53.74,0.0,19.79,0.0,9.39,0.47,-0.38,4.13,1.7,27.02
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6800.0,62.16,20020.37,6643.49,1188.81,17.89,16.48,25.21,3.24,2.92,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.41,0.04,-0.06,0.17,0.43,5.53
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,897.0,34.27,12221.25,6065.86,749.88,12.36,12.36,21.97,3.76,0.8,15.19,0.0,18.29,1073.29,198.68,143.89,243.18,940.27,7.17,0.53,-0.44,0.02,1.11,43.72
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1262.0,45.96,392654.22,135731.89,81034.17,59.7,59.29,14.25,1.78,0.41,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.54,-0.66,-2.13,15.01,0.08,11.02
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2084.7,76.8,333666.66,157641.68,59568.13,37.79,37.93,32.45,4.28,2.07,2.83,5.52,13.23,-132648.93,-344.19,9332.08,9052.12,0.0,7.77,0.35,-0.33,7.38,0.07,5.03
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,86.9,52.74,72408.0,11604.2,10595.59,91.31,90.96,26.82,3.2,1.0,2.24,4.6,12.11,-231.05,-12.76,27.8,126.1,0.0,5.99,-0.18,-0.09,9.83,0.0,26.34
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,245.7,43.86,127060.37,136546.33,87323.66,63.95,64.22,5.74,0.76,0.57,1.01,10.89,12.7,104206.96,17511.43,0.0,0.0,0.0,5.78,-0.59,0.45,16.61,3.4,24.53
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,140.8,48.1,64101.59,77243.58,55814.43,72.26,72.61,5.45,0.7,0.13,0.95,11.83,12.41,83817.63,10440.65,0.0,0.0,0.0,6.06,0.0,-0.39,16.25,3.26,21.1
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,79.24,40.07,60947.9,30262.41,20806.29,68.75,69.25,8.14,1.71,0.21,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.73,0.35,0.27,15.61,2.71,16.15
