Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Chola Financial,504973,CHOLAHLDNG,Finance,1758.80,33026.30,34788.94,19629.35,56.42,57.02,14.99,2.64,0.52,2.36,13.93,19.11,-8003.21,383.15,204.19,2289.25,0.00,9.97,-0.37,0.64,8.85,23.50
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1431.40,120410.56,27300.47,19069.10,69.85,70.32,27.04,5.09,1.06,2.38,7.40,19.71,7527.49,351.53,204.19,236.94,0.00,6.70,0.56,-0.27,9.13,15.02
CIE Automotive,532756,CIEINDIA,Auto Components,399.20,15144.15,8886.21,1301.88,14.65,15.07,19.35,2.19,0.70,8.47,0.07,13.15,1085.46,126.54,1268.42,1661.71,1110.20,7.07,0.57,-0.23,0.45,33.38
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1569.20,126752.77,27811.15,7190.24,25.85,25.87,23.51,4.06,0.91,14.72,0.01,17.77,10471.78,960.24,5506.37,2837.49,5642.11,5.57,1.09,-1.04,0.06,7.81
City Union Bank,532210,CUB,Banks,200.74,14875.00,6050.74,4168.14,68.89,70.59,12.77,1.57,0.92,1.51,6.94,12.58,5422.25,949.81,0.00,472.76,0.00,6.61,2.16,-0.66,12.84,13.73
Cyient,532175,CYIENT,IT - Services,1203.10,13364.64,7396.50,1101.60,14.89,15.47,21.36,2.52,3.90,8.87,0.10,12.81,2610.00,145.20,1406.70,393.40,576.60,7.78,1.50,-2.48,0.53,44.24
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1447.80,18276.71,10651.84,1973.32,18.53,18.73,18.63,2.93,1.68,7.47,0.67,15.56,492.41,92.84,1617.21,1713.55,1068.80,7.53,0.94,0.52,2.51,18.60
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1253.70,104632.04,33519.90,8521.00,25.42,26.18,18.42,3.12,0.48,12.95,0.14,17.96,8653.60,1286.10,9042.00,2647.80,7108.50,7.49,1.10,-0.42,0.58,10.83
Engineers India,532178,ENGINERSIN,Construction,203.43,11433.63,3334.12,533.34,16.00,16.59,20.65,4.28,0.33,11.59,0.01,23.55,475.31,157.74,444.43,475.94,0.70,6.43,3.54,0.38,0.03,20.36
Federal Bank,500469,FEDERALBNK,Banks,193.56,47592.83,28529.32,19260.07,67.51,69.68,11.75,1.38,0.41,1.25,9.15,12.86,39043.59,4152.61,0.00,522.98,0.00,6.80,-0.90,0.58,13.50,12.02
Five-Star Bus.Fi,543663,FIVESTAR,Finance,526.95,15515.98,2968.38,2159.22,72.74,74.26,14.27,2.46,0.43,8.22,1.26,18.65,2091.61,19.46,0.00,26.72,0.00,10.09,0.39,-0.62,3.69,44.16
G M D C,532181,GMDCLTD,Minerals & Mining,440.05,13993.59,2765.31,595.06,21.52,22.36,21.03,2.18,1.39,9.00,0.02,10.87,1961.79,372.83,84.99,235.66,92.79,6.44,0.03,0.10,0.15,6.85
G R Infraproject,543317,GRINFRA,Construction,1275.60,12340.19,7352.19,1666.28,22.66,22.13,11.49,1.45,2.08,7.02,0.59,12.15,2891.57,465.02,224.72,875.27,538.01,11.33,0.11,0.04,2.67,28.13
GAIL (India),532155,GAIL,Gas,179.29,117884.96,142476.40,14310.54,10.04,10.92,12.09,1.39,-2.58,8.23,0.25,13.09,-370.74,5091.90,9436.44,7759.85,6276.99,9.74,-0.09,0.12,1.62,26.85
GE Shipping Co,500620,GESHIP,Transport Services,960.60,13714.21,5015.78,2409.03,48.03,50.30,8.28,0.96,0.18,10.90,0.15,14.09,5415.24,774.87,480.99,290.25,252.69,19.46,0.21,-0.80,1.09,29.65
Genus Power,530343,GENUSPOWER,Electrical Equipment,333.80,10145.12,2970.27,606.13,20.41,19.24,26.49,5.49,0.21,8.28,0.74,17.18,1665.50,87.50,1363.72,579.49,849.61,6.07,-0.11,-1.95,2.09,31.32
Godawari Power,532734,GPIL,Industrial Products,240.36,16089.78,5356.50,1110.18,20.73,22.23,21.73,3.28,-1.32,13.86,0.06,17.23,1328.94,102.30,132.34,459.94,931.82,6.69,0.24,-0.07,0.29,5.22
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,507.80,12321.45,4511.85,932.68,20.67,21.15,25.81,3.31,5.22,8.21,0.39,13.86,1112.32,32.05,942.22,726.07,1342.82,5.45,1.07,-1.90,2.02,29.14
Gujarat Gas,539336,GUJGASLTD,Gas,437.05,30086.09,15907.54,1863.99,11.72,11.40,26.27,3.54,-6.58,9.43,0.02,14.17,0.86,233.53,1023.97,719.94,61.86,5.28,0.19,-0.11,0.10,36.23
H U D C O,540530,HUDCO,Finance,216.31,43303.10,11060.25,11044.47,99.86,100.45,15.57,2.41,0.95,2.44,5.97,15.67,968.22,36.41,1.84,0.00,0.00,7.35,0.57,-0.50,9.69,20.31
HCL Technologies,532281,HCLTECH,IT - Software,1465.70,397741.89,119347.00,25746.00,21.57,21.79,23.43,5.71,2.68,16.95,0.09,25.00,26597.00,1838.00,25842.00,6225.00,133.00,6.12,0.73,-0.59,0.27,27.16
HDB FINANC SER,544429,HDBFS,Finance,777.55,64502.96,16300.28,9555.38,58.62,58.62,29.65,,1.02,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.20,,,9.34,12.82
Hero Motocorp,500182,HEROMOTOCO,Automobiles,5312.00,106276.05,40440.38,5719.44,14.14,14.15,21.10,5.51,0.88,15.62,0.04,23.06,-678.08,1829.69,3381.29,5699.66,2013.34,6.32,-0.12,-0.38,0.10,14.96
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,720.95,162013.80,245715.00,32208.00,13.11,13.34,9.36,1.31,1.46,6.51,0.52,14.02,25911.00,2340.00,19834.00,40632.00,48801.00,12.57,0.25,-0.55,2.37,6.69
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,440.90,186294.31,33562.00,17161.00,51.13,51.04,18.29,14.02,7.14,30.23,0.82,72.42,-8680.00,918.00,112.00,2777.00,1882.00,7.34,0.67,-0.07,0.76,23.38
Home First Finan,543259,HOMEFIRST,Finance,1246.70,12874.50,1647.13,1313.80,79.76,80.29,31.16,4.45,1.15,3.51,3.79,16.46,1019.31,6.00,5.55,16.09,0.00,6.07,2.07,1.19,7.33,17.93
I O B,532388,IOB,Banks,40.00,77026.36,28981.53,17080.75,58.94,59.02,20.20,2.28,0.81,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.37,-0.22,-0.14,16.09,35.28
IDBI Bank,500116,IDBI,Banks,89.19,95900.68,29273.85,19604.77,66.97,70.28,12.12,1.56,0.27,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.25,-0.03,0.08,13.01,16.13
Indiamart Inter.,542726,INDIAMART,Retailing,2548.00,15296.19,1429.20,484.80,33.92,34.12,25.92,7.00,1.23,13.93,0.02,26.92,-1074.10,311.60,3.97,26.99,0.00,5.02,-0.20,0.26,0.04,19.77
Indian Renewable,544026,IREDA,Finance,144.14,40492.26,7179.45,6333.03,88.21,93.03,25.93,3.77,0.67,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,6.04,2.44,0.30,10.25,39.94
Indraprastha Gas,532514,IGL,Gas,216.87,30361.83,15318.00,1900.38,12.41,13.13,18.23,2.86,3.22,11.49,0.01,16.97,329.28,709.66,706.70,934.57,48.76,7.54,-2.19,2.15,0.04,23.84
Indus Towers,534816,INDUSTOWER,Telecom - Services,329.45,88784.70,30797.40,20607.20,66.91,68.55,9.11,2.73,0.56,16.26,0.65,32.50,1656.90,374.50,4767.50,2445.00,7.60,13.36,-0.25,1.09,1.47,25.89
Infosys,500209,INFY,IT - Software,1498.70,622615.47,165954.00,39741.00,23.95,24.07,22.83,6.56,3.54,18.62,0.09,28.83,52214.00,3803.00,32414.00,3616.00,0.00,6.42,1.07,-0.97,0.22,25.32
ITC,500875,ITC,Diversified FMCG,406.75,509522.01,79040.32,26249.84,33.21,34.30,25.44,7.27,2.79,22.16,0.00,27.32,13271.67,17635.96,4719.67,4807.30,15637.56,5.40,1.72,-1.89,0.01,17.90
J & K Bank,532209,J&KBANK,Banks,102.69,11308.04,12816.16,8701.52,67.89,69.38,5.26,0.80,0.09,1.28,10.62,15.77,17655.57,1201.72,0.00,267.07,0.00,6.37,-0.82,0.37,15.24,12.42
Jindal Saw,500378,JINDALSAW,Industrial Products,205.26,13126.55,19974.49,3259.80,16.32,16.58,7.63,1.15,0.12,7.13,0.43,16.31,3120.33,122.92,3563.82,2522.22,4920.51,16.12,0.37,-1.87,1.75,46.53
Jindal Stain.,532508,JSL,Ferrous Metals,761.25,62709.46,40089.59,4708.56,11.75,11.37,24.34,3.76,-3.68,7.50,0.38,16.15,3551.00,302.14,3107.01,9139.88,9700.28,6.05,0.18,-0.11,1.58,7.05
Karur Vysya Bank,590003,KARURVYSYA,Banks,210.01,20291.72,9957.10,6418.90,64.47,65.02,10.12,1.70,0.24,1.73,8.66,17.65,6870.28,1893.41,0.00,512.18,0.00,7.11,0.60,0.29,12.43,9.20
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,916.40,13311.14,6471.41,1191.38,18.41,18.66,29.85,4.31,0.77,4.59,1.89,15.40,430.94,105.87,695.86,708.31,591.30,6.15,0.62,-0.67,5.22,34.77
L T Foods,532783,LTFOODS,Agricultural Food & other Products,436.70,15164.54,9074.88,1002.78,11.05,11.27,24.43,3.94,0.89,9.09,0.33,16.76,2514.59,132.27,752.00,1772.58,4360.32,5.77,1.06,0.36,1.34,15.78
Larsen & Toubro,500510,LT,Construction,3574.90,491731.72,264293.56,33715.16,12.76,13.43,31.63,5.03,1.38,4.98,1.36,16.55,-147.25,5035.75,53713.68,52459.34,7670.55,5.68,0.77,-0.47,3.88,9.80
LIC Housing Fin.,500253,LICHSGFIN,Finance,556.45,30608.26,28563.39,26870.46,94.07,94.28,5.57,0.84,0.17,1.80,7.45,16.05,-4626.37,2.75,11.62,216.24,0.00,8.93,0.86,-1.30,10.11,24.35
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,1889.70,86312.90,23375.91,5744.67,24.58,23.24,23.33,5.02,0.39,12.41,0.32,20.62,6778.08,231.99,5497.10,2958.16,5476.35,5.37,0.14,-0.21,1.15,21.38
M & M,500520,M&M,Automobiles,3234.50,402219.40,167522.29,31502.87,18.81,19.17,29.30,5.22,1.08,5.51,1.67,18.05,14303.79,4380.32,8279.70,30855.30,20330.93,5.78,-0.20,0.23,4.37,5.75
M & M Fin. Serv.,532720,M&MFIN,Finance,260.70,36236.55,19138.19,12018.27,62.80,63.11,15.81,1.68,0.60,1.69,5.53,10.90,4461.21,117.09,246.69,1440.65,0.00,7.90,1.02,-1.35,10.09,21.89
Mahanagar Gas,539957,MGL,Gas,1276.30,12607.01,7309.97,1576.66,21.57,21.81,11.62,2.14,0.65,12.67,0.03,17.72,-1003.86,182.54,345.62,415.41,48.92,11.58,-1.30,1.72,0.11,35.82
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,875.10,52541.87,8758.54,4873.50,55.64,54.51,18.89,4.73,0.78,7.64,1.33,25.25,6175.79,62.44,2403.60,5320.76,0.00,8.51,-0.27,1.28,3.06,17.75
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,865.65,15504.65,4395.80,1962.20,44.64,49.58,9.13,2.04,0.07,24.23,0.04,28.00,4005.70,368.10,1246.60,274.90,765.80,15.30,0.17,-1.97,0.13,47.18
NLC India,513683,NLCINDIA,Power,233.46,32372.42,15730.34,3844.03,24.44,31.67,11.32,1.73,0.22,4.81,1.20,14.87,-2686.02,2655.65,3141.45,1898.00,1912.65,8.28,-0.38,0.04,4.97,21.34
NMDC,526371,NMDC,Minerals & Mining,72.80,64004.43,25230.19,8287.26,32.85,34.09,9.79,2.16,-0.85,17.01,0.14,23.60,13704.72,1527.78,7744.61,321.46,2637.72,16.09,-0.64,0.49,0.46,12.11
NTPC,532555,NTPC,Power,336.30,326098.88,186664.79,52329.86,28.03,28.91,13.61,1.77,1.62,4.26,1.36,12.13,-7954.75,11632.93,34720.30,11159.96,18999.03,8.18,1.70,-1.70,5.42,25.01
O N G C,500312,ONGC,Oil,239.49,301285.11,658345.63,92536.61,14.06,14.52,8.34,0.88,-1.02,5.15,0.55,10.63,-34300.57,12594.19,21227.80,38975.53,59966.84,14.97,-0.08,-0.03,2.72,24.55
Oil India,533106,OIL,Oil,402.05,65397.77,32320.93,10016.86,30.99,35.19,9.97,1.31,1.78,7.08,0.62,13.26,3225.97,2641.61,3281.69,2305.51,5422.85,11.56,0.10,-0.35,2.98,44.72
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,212.79,17371.02,15196.84,1574.13,10.36,9.20,21.65,4.25,2.12,5.19,1.07,14.14,628.59,119.75,2534.69,2028.25,2286.99,6.91,-6.26,6.80,3.03,9.22
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,379.05,14307.72,8374.74,1297.56,15.49,15.91,34.81,3.87,31.65,3.76,1.51,12.46,-172.17,41.79,1793.74,1594.72,1268.15,5.06,0.96,-0.05,5.65,35.15
Petronet LNG,532522,PETRONET,Gas,277.45,41617.50,49446.76,5120.85,10.36,10.84,11.22,2.09,2.40,14.92,0.13,21.16,10128.29,811.86,3266.89,2563.04,1232.11,14.54,-0.32,0.27,0.52,25.11
PNB Housing,540173,PNBHOUSING,Finance,785.45,20457.22,7884.11,7344.04,93.15,92.72,10.02,1.21,0.30,2.52,3.70,12.27,569.23,25.71,49.85,24.63,0.00,9.22,8.11,2.73,8.52,34.67
Power Fin.Corpn.,532810,PFC,Finance,392.65,129578.50,110323.90,107184.08,97.15,96.42,5.33,1.10,0.30,2.75,8.25,21.01,15156.02,167.05,274.06,152.15,0.00,9.83,-0.06,-0.18,9.06,30.69
Power Grid Corpn,532898,POWERGRID,Power,286.70,266648.31,45982.36,38425.92,83.57,84.81,17.28,2.88,6.24,5.91,1.41,17.00,-10745.02,2193.30,7964.75,620.44,1803.36,7.17,0.19,-0.29,4.72,21.72
Punjab Natl.Bank,532461,PNB,Banks,102.86,118216.41,127437.64,93012.63,72.99,72.67,7.11,0.86,0.10,1.07,12.26,15.17,0.00,18258.12,0.00,0.00,0.00,6.39,0.39,-0.19,15.22,11.14
REC Ltd,532955,RECLTD,Finance,364.75,96046.85,58043.68,56365.13,97.11,96.18,5.69,1.23,0.34,2.73,6.33,21.51,5283.38,140.23,235.13,133.87,0.00,9.57,0.72,-1.32,8.79,42.60
Rites,541556,RITES,Construction,264.18,12696.59,2221.79,523.37,23.56,24.48,32.90,4.81,-3.55,7.19,0.00,14.66,1679.34,117.63,739.97,364.28,79.69,6.19,-0.02,0.14,0.02,31.20
S C I,523598,SCI,Transport Services,220.02,10248.53,5407.59,1743.61,32.24,31.49,11.31,1.23,-14.14,7.02,0.27,10.53,1769.64,333.86,1192.87,807.74,192.76,9.22,-0.59,1.46,2.03,19.85
Sarda Energy,504614,SARDAEN,Ferrous Metals,576.80,20325.35,5349.75,1593.97,29.80,26.65,21.72,3.23,-4.75,8.71,0.46,13.76,2118.61,176.62,221.04,194.39,808.78,6.48,0.02,0.37,1.96,6.87
SBFC Finance,543959,SBFC,Finance,104.05,11333.42,1396.06,955.64,68.45,68.63,30.85,3.54,0.41,4.41,1.65,11.58,315.95,1.10,14.81,9.46,0.00,5.81,-0.68,0.59,5.61,13.65
SBI,500112,SBIN,Banks,803.90,742049.35,498424.02,236889.59,47.53,48.66,9.34,1.38,0.31,1.15,11.76,17.20,0.00,179786.07,0.00,0.00,0.00,6.31,2.16,0.04,14.69,8.18
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,812.20,10022.38,2571.18,610.66,23.75,23.96,24.29,8.41,0.29,23.85,0.14,42.61,931.56,16.03,1048.68,463.98,341.97,6.04,2.09,0.56,0.28,41.90
Shriram Finance,511218,SHRIRAMFIN,Finance,584.60,109958.38,43778.40,31553.83,72.08,72.05,12.92,1.95,0.29,3.04,4.15,15.57,22877.38,1671.87,50.82,298.85,0.00,9.58,0.98,-0.97,7.58,19.97
Shriram Pistons,544344,SHRIPISTON,Auto Components,2531.40,11150.77,3676.09,753.99,20.51,20.40,21.24,4.66,0.47,14.87,0.21,23.20,1332.83,113.47,583.72,410.69,472.32,7.03,0.19,0.58,0.68,5.72
Sun TV Network,532733,SUNTV,Entertainment,567.40,22360.36,3994.19,2016.28,50.48,53.03,13.05,1.92,3.41,14.47,0.01,15.69,1195.98,691.92,1222.44,269.66,0.00,10.11,-0.10,0.04,0.06,33.54
Sundaram Finance,590071,SUNDARMFIN,Finance,4305.30,47833.54,8882.96,7058.80,79.46,80.42,24.92,3.62,1.49,2.66,4.63,15.27,1722.36,73.47,89.87,222.20,0.00,6.46,0.28,-0.19,8.85,22.23
Tata Motors,500570,TATAMOTORS,Automobiles,684.40,251976.26,437968.00,51624.00,11.79,12.56,11.66,2.17,0.18,7.65,0.62,28.08,-33558.00,5999.00,13248.00,97368.00,47269.00,12.82,0.05,-0.67,1.97,36.97
Tata Power Co.,500400,TATAPOWER,Power,386.05,123356.08,66219.68,12983.37,19.61,18.58,29.93,3.44,1.46,3.05,1.75,10.97,-16783.64,2575.64,5709.78,13984.48,4571.82,6.52,0.08,0.67,5.53,21.99
TCS,532540,TCS,IT - Software,3111.50,1125767.93,256148.00,67620.00,26.40,26.40,22.85,11.88,2.79,32.07,0.10,52.38,39321.00,4660.00,59046.00,13909.00,21.00,5.97,0.46,-0.56,0.14,31.61
Time Technoplast,532856,TIMETECHNO,Industrial Products,474.30,10763.25,5579.65,805.42,14.43,14.38,26.66,3.72,0.98,9.25,0.25,14.22,1766.35,5.53,1162.35,451.09,1148.28,5.63,-0.07,0.22,1.15,7.64
Torrent Power,532779,TORNTPOWER,Power,1304.60,65739.26,28037.90,4932.49,17.59,18.25,23.93,3.73,0.50,8.28,0.50,19.03,157.53,515.59,2362.25,1824.13,658.02,5.28,-0.49,0.36,2.25,35.97
Transrail Light,544317,TRANSRAILL,Electrical Equipment,772.65,10373.29,6051.82,752.59,12.44,12.69,27.25,5.51,0.38,6.02,0.35,21.63,1316.77,45.77,1317.14,2339.67,539.03,7.11,-1.64,0.82,0.89,9.72
TVS Holdings,520056,TVSHLTD,Finance,12340.00,24966.42,47456.11,7385.89,15.56,15.21,19.57,5.32,0.53,4.78,6.93,30.20,440.62,59.45,1749.53,7665.70,2416.58,11.98,-0.26,0.15,5.18,18.48
Union Bank (I),532477,UNIONBANK,Banks,127.66,97450.61,109365.28,74066.07,67.72,67.96,5.18,0.86,0.10,1.24,11.77,17.05,122413.21,21632.43,0.00,2750.22,0.00,7.09,0.30,0.59,14.00,19.53
UTI AMC,543238,UTIAMC,Capital Markets,1305.80,16738.15,1878.78,1090.14,58.02,59.52,23.44,3.63,2.12,14.79,0.00,16.28,246.19,6.28,79.72,62.35,0.00,6.47,-0.24,-0.15,0.00,12.65
Vedanta,500295,VEDL,Diversified Metals,431.60,168772.35,155028.00,42316.00,27.30,27.68,12.50,4.10,-1.21,9.77,2.22,38.48,-34719.00,5595.00,3636.00,10195.00,14474.00,13.81,0.09,-0.55,2.62,18.10
Welspun Corp,532144,WELCORP,Industrial Products,824.30,21729.12,14391.80,1819.24,12.64,12.05,13.33,2.91,0.33,8.93,0.15,18.59,1568.30,1265.91,1769.13,3224.50,4211.54,10.50,0.22,-0.05,0.49,17.12
Welspun Living,514162,WELSPUNLIV,Textiles & Apparels,112.57,10939.65,10269.17,1179.08,11.48,12.31,20.21,2.27,10.36,6.51,0.57,13.69,2215.73,132.75,1644.93,1122.91,2183.37,7.07,0.31,-0.60,2.92,41.66
