Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AAVAS Financiers,541988,AAVAS,Finance,1601.00,12673.73,2439.67,1827.58,74.91,75.29,21.58,2.91,1.26,3.27,3.19,14.11,1751.04,4.12,11.37,4.88,0.00,7.17,0.77,0.10,7.76,28.47
ACC,500410,ACC,Cement & Cement Products,1843.10,34611.07,22742.68,3159.95,13.89,14.07,14.82,1.87,2.24,9.46,0.02,13.23,2017.70,1172.60,1162.91,1638.30,1925.42,9.62,-0.79,-0.17,0.13,27.58
Adani Power,533096,ADANIPOWER,Power,609.30,235003.29,55356.61,20796.41,37.57,38.11,18.94,4.17,0.50,12.46,0.70,26.10,8834.76,2648.97,13022.07,2977.66,3317.28,7.10,0.12,0.10,2.07,10.60
Aditya AMC,543374,ABSLAMC,Capital Markets,833.50,24059.71,1745.55,1034.68,59.28,64.91,24.75,6.45,2.17,24.44,0.02,26.99,75.86,324.11,57.87,68.11,0.00,5.49,-0.12,0.20,0.05,8.60
Afcons Infrastr.,544280,AFCONS,Construction,434.25,15971.05,12764.44,1437.77,11.26,10.85,29.99,3.04,2.80,2.94,0.45,11.06,3021.22,463.91,2779.32,3541.35,1010.22,7.99,2.46,-2.41,1.67,23.82
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,937.35,11499.54,2400.12,695.41,28.97,28.67,23.20,4.08,4.93,15.37,0.02,18.69,1387.38,38.07,969.74,390.46,673.95,5.84,0.43,-0.15,0.08,29.79
Amara Raja Ener.,500008,ARE&M,Auto Components,1021.65,18698.79,12623.62,1585.38,12.56,13.17,22.36,2.53,1.13,9.28,0.04,12.34,1308.56,192.75,1142.80,1046.54,2036.44,6.19,-0.59,-1.32,0.22,31.10
Angel One,543235,ANGELONE,Capital Markets,2272.20,20594.80,4973.46,1785.14,35.89,37.85,20.72,3.65,0.89,7.78,0.61,27.07,4675.08,7.23,299.59,7317.72,0.00,13.78,2.16,1.61,2.03,35.14
Aptus Value Hou.,543335,APTUS,Finance,332.15,16627.21,1875.74,1584.23,84.46,84.58,20.82,3.85,0.78,7.42,1.59,18.58,449.78,48.18,0.00,3.55,0.00,7.02,6.16,2.67,4.24,17.31
AU Small Finance,540611,AUBANK,Banks,713.95,53235.81,16673.13,8607.88,51.63,53.37,24.37,3.10,1.05,1.58,7.92,14.19,7006.29,2827.65,0.00,210.84,0.00,6.32,1.70,2.10,11.89,15.11
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,1034.90,60638.79,32024.85,6506.88,20.32,20.65,17.88,1.86,2.26,7.35,0.25,11.08,12480.11,537.21,5745.93,4188.85,10543.72,8.89,0.70,-0.95,1.53,35.02
Axis Bank,532215,AXISBANK,Banks,1054.70,327209.25,128563.88,78314.42,60.91,63.58,11.74,1.74,0.46,1.78,7.43,16.30,90167.24,29958.10,0.00,6193.80,0.00,6.55,0.35,-0.13,12.85,17.71
Bajaj Finance,500034,BAJFINANCE,Finance,896.30,557721.05,73107.06,50059.96,68.47,68.79,32.01,5.76,0.96,3.99,3.74,19.22,12937.90,59.18,1913.11,1878.04,0.00,5.43,-0.26,0.26,7.34,8.43
Bajaj Finserv,532978,BAJAJFINSV,Finance,1966.10,314146.06,137779.99,51699.34,37.52,37.01,32.99,4.34,1.32,2.96,4.92,13.39,-121431.86,29.53,8319.35,7964.85,0.00,7.72,1.10,0.87,7.05,7.91
Bajaj Housing,544252,BAJAJHFL,Finance,113.19,94313.70,9982.68,9123.08,91.39,91.85,41.67,4.73,0.93,2.35,4.11,13.46,-212.69,3.01,21.88,76.46,0.00,5.15,-0.13,-0.08,9.04,39.95
Bandhan Bank,541153,BANDHANBNK,Banks,164.73,26537.53,21888.01,10207.15,46.63,51.91,12.92,1.08,0.07,1.49,6.60,11.88,12067.61,3132.05,0.00,749.30,0.00,7.32,0.16,1.61,12.17,23.54
Bank of Baroda,532134,BANKBARODA,Banks,238.42,123295.62,130143.00,81093.72,62.31,64.41,6.34,0.80,0.17,1.18,10.37,15.53,0.00,25344.36,0.00,0.00,0.00,6.40,0.82,-0.90,14.97,10.69
Bank of India,532149,BANKINDIA,Banks,113.57,51704.65,72728.68,51338.40,70.59,71.03,5.24,0.64,0.12,0.94,11.91,12.35,0.00,9458.93,0.00,0.00,0.00,6.36,0.07,-0.35,15.72,12.87
Bank of Maha,532525,MAHABANK,Banks,52.82,40626.79,26126.89,16663.95,63.78,62.68,7.06,1.42,0.10,1.64,11.53,22.81,37828.80,3386.14,0.00,663.37,0.00,5.99,-0.27,0.17,16.51,16.78
Belrise Industri,544405,BELRISE,Auto Components,140.65,12516.15,8772.05,1061.56,12.10,12.32,31.64,,2.95,5.36,1.10,14.11,929.45,81.61,1591.13,1065.71,769.73,5.26,,,3.68,10.53
Birlasoft Ltd,532400,BSOFT,IT - Software,377.05,10482.10,5332.71,661.15,12.40,12.98,22.16,3.01,6.50,12.12,0.04,15.59,920.79,107.11,980.16,235.33,10.39,6.70,-2.11,0.70,0.22,44.24
Brigade Enterpr.,532929,BRIGADE,Realty,931.90,22783.37,5277.63,1444.97,27.38,28.00,30.30,4.04,0.65,3.39,0.97,14.92,2337.32,255.33,629.12,785.77,8868.81,5.62,0.57,-0.88,3.89,35.73
Can Fin Homes,511196,CANFINHOME,Finance,764.65,10181.63,3967.50,3646.06,91.90,92.25,11.55,2.01,0.52,2.20,6.92,18.22,-71.39,1.38,0.93,6.08,0.00,8.09,-0.13,-0.04,9.65,19.66
Canara Bank,532483,CANBK,Banks,108.33,98262.37,123951.13,75867.53,61.21,62.10,5.32,0.93,0.13,1.08,14.67,17.75,162006.81,31349.49,0.00,2572.54,0.00,7.00,-0.44,0.84,14.18,9.20
Capri Global,531595,CGCL,Finance,188.86,18161.44,3533.58,2259.60,63.95,61.76,31.44,3.62,0.96,2.66,3.62,11.76,1039.74,4.18,58.78,102.53,0.00,6.71,6.01,3.74,7.21,18.49
Castrol India,500870,CASTROLIND,Petroleum Products,198.53,19637.05,5560.90,1318.85,23.72,23.83,20.53,10.80,3.09,26.09,0.04,41.83,827.05,85.57,562.13,770.16,612.05,6.92,0.35,-0.33,0.06,28.32
CEAT,500878,CEATLTD,Auto Components,3319.00,13425.39,13554.46,1478.99,10.91,11.16,29.18,3.07,0.37,4.66,0.49,11.77,-1732.81,-24.23,1653.31,2740.19,1411.53,5.89,-1.45,2.11,2.34,18.03
Central Bank,532885,CENTRALBK,Banks,35.68,32295.40,34053.81,19718.00,57.90,57.65,7.66,0.88,0.14,0.85,11.80,11.43,38551.56,6575.73,0.00,948.92,0.00,5.88,-0.81,-0.30,16.60,42.36
CESC,500084,CESC,Power,155.16,20567.55,17340.00,3182.00,18.35,16.76,14.93,1.71,-25.31,3.55,1.50,11.34,-139.82,1189.00,2427.66,1588.00,725.19,9.17,0.28,-0.08,5.68,27.05
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,569.75,22827.16,17410.58,2492.42,14.32,15.02,13.04,2.62,23.71,13.81,0.01,19.78,1619.69,339.97,367.92,630.27,1802.29,11.02,1.98,-3.07,0.04,23.26
Chola Financial,504973,CHOLAHLDNG,Finance,1748.20,32827.26,34788.94,19629.35,56.42,57.02,14.90,2.62,0.52,2.36,13.93,19.11,-8003.21,383.15,204.19,2289.25,0.00,9.98,-0.37,0.64,8.85,23.96
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1439.80,121117.17,27300.47,19069.10,69.85,70.32,27.20,5.12,1.06,2.38,7.40,19.71,7527.49,351.53,204.19,236.94,0.00,6.69,0.56,-0.27,9.13,14.52
CIE Automotive,532756,CIEINDIA,Auto Components,399.40,15151.73,8886.21,1301.88,14.65,15.07,19.36,2.19,0.70,8.47,0.07,13.15,1085.46,126.54,1268.42,1661.71,1110.20,7.06,0.57,-0.23,0.45,33.34
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1578.40,127495.90,27811.15,7190.24,25.85,25.87,23.64,4.09,0.91,14.72,0.01,17.77,10471.78,960.24,5506.37,2837.49,5642.11,5.54,1.09,-1.04,0.06,7.26
City Union Bank,532210,CUB,Banks,197.98,14670.48,6050.74,4168.14,68.89,70.59,12.59,1.55,0.90,1.51,6.94,12.58,5422.25,949.81,0.00,472.76,0.00,6.62,2.16,-0.66,12.84,14.92
Cyient,532175,CYIENT,IT - Services,1203.20,13365.75,7396.50,1101.60,14.89,15.47,21.36,2.52,3.90,8.87,0.10,12.81,2610.00,145.20,1406.70,393.40,576.60,7.78,1.50,-2.48,0.53,44.23
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1442.50,18209.81,10651.84,1973.32,18.53,18.73,18.56,2.92,1.67,7.47,0.67,15.56,492.41,92.84,1617.21,1713.55,1068.80,7.55,0.94,0.52,2.51,18.90
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1262.20,105341.44,33519.90,8521.00,25.42,26.18,18.54,3.14,0.49,12.95,0.14,17.96,8653.60,1286.10,9042.00,2647.80,7108.50,7.45,1.10,-0.42,0.58,10.22
Engineers India,532178,ENGINERSIN,Construction,201.93,11349.32,3334.12,533.34,16.00,16.59,20.50,4.25,0.33,11.59,0.01,23.55,475.31,157.74,444.43,475.94,0.70,6.48,3.54,0.38,0.03,20.95
Federal Bank,500469,FEDERALBNK,Banks,193.23,47511.69,28529.32,19260.07,67.51,69.68,11.73,1.37,0.41,1.25,9.15,12.86,39043.59,4152.61,0.00,522.98,0.00,6.81,-0.90,0.58,13.50,12.17
Five-Star Bus.Fi,543663,FIVESTAR,Finance,533.20,15700.01,2968.38,2159.22,72.74,74.26,14.44,2.49,0.43,8.22,1.26,18.65,2091.61,19.46,0.00,26.72,0.00,10.00,0.39,-0.62,3.69,43.50
G R Infraproject,543317,GRINFRA,Construction,1286.80,12448.54,7352.19,1666.28,22.66,22.13,11.59,1.47,2.10,7.02,0.59,12.15,2891.57,465.02,224.72,875.27,538.01,11.26,0.11,0.04,2.67,27.50
GAIL (India),532155,GAIL,Gas,178.02,117049.92,142476.40,14310.54,10.04,10.92,12.01,1.38,-2.56,8.23,0.25,13.09,-370.74,5091.90,9436.44,7759.85,6276.99,9.80,-0.09,0.12,1.62,27.37
GE Shipping Co,500620,GESHIP,Transport Services,958.80,13688.52,5015.78,2409.03,48.03,50.30,8.26,0.96,0.18,10.90,0.15,14.09,5415.24,774.87,480.99,290.25,252.69,19.51,0.21,-0.80,1.09,29.78
Genus Power,530343,GENUSPOWER,Electrical Equipment,339.60,10321.40,2970.27,606.13,20.41,19.24,26.95,5.59,0.22,8.28,0.74,17.18,1665.50,87.50,1363.72,579.49,849.61,5.97,-0.11,-1.95,2.09,30.13
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,518.45,12579.86,4511.85,932.68,20.67,21.15,26.35,3.38,5.33,8.21,0.39,13.86,1112.32,32.05,942.22,726.07,1342.82,5.35,1.07,-1.90,2.02,27.66
Gujarat Gas,539336,GUJGASLTD,Gas,442.35,30450.94,15907.54,1863.99,11.72,11.57,26.59,3.59,-7.00,9.49,0.02,14.25,0.86,233.53,1023.97,719.94,61.86,5.22,0.19,-0.11,0.10,35.46
H U D C O,540530,HUDCO,Finance,216.44,43329.12,11060.25,11044.47,99.86,100.45,15.58,2.41,0.95,2.44,5.97,15.67,968.22,36.41,1.84,0.00,0.00,7.35,0.57,-0.50,9.69,19.69
HCL Technologies,532281,HCLTECH,IT - Software,1466.10,397850.44,119347.00,25746.00,21.57,21.79,23.44,5.71,2.68,16.95,0.09,25.00,26597.00,1838.00,25842.00,6225.00,133.00,6.11,0.73,-0.59,0.27,27.14
HDB FINANC SER,544429,HDBFS,Finance,777.80,64523.70,16300.28,9555.38,58.62,58.62,29.66,,1.02,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.20,,,9.34,12.79
Hero Motocorp,500182,HEROMOTOCO,Automobiles,5349.00,107016.30,40440.38,5719.44,14.14,14.15,21.24,5.55,0.89,15.62,0.04,23.06,-678.08,1829.69,3381.29,5699.66,2013.34,6.28,-0.12,-0.38,0.10,14.36
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,444.60,187857.68,33562.00,17161.00,51.13,51.04,18.44,14.14,7.20,30.23,0.82,72.42,-8680.00,918.00,112.00,2777.00,1882.00,7.28,0.67,-0.07,0.76,22.73
Home First Finan,543259,HOMEFIRST,Finance,1261.00,13022.17,1647.13,1313.80,79.76,80.29,31.52,4.50,1.16,3.51,3.79,16.46,1019.31,6.00,5.55,16.09,0.00,6.02,2.07,1.19,7.33,16.98
I O B,532388,IOB,Banks,39.47,76005.76,28981.53,17080.75,58.94,59.02,19.93,2.25,0.80,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.38,-0.22,-0.14,16.09,36.13
IDBI Bank,500116,IDBI,Banks,90.62,97438.27,29273.85,19604.77,66.97,70.28,12.31,1.58,0.28,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.22,-0.03,0.08,13.01,14.78
Indiamart Inter.,542726,INDIAMART,Retailing,2527.80,15174.93,1429.20,484.80,33.92,34.12,25.71,6.94,1.22,13.93,0.02,26.92,-1074.10,311.60,3.97,26.99,0.00,5.06,-0.20,0.26,0.04,20.41
Indian Renewable,544026,IREDA,Finance,145.70,40930.50,7179.45,6333.03,88.21,93.03,26.21,3.81,0.67,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,6.02,2.44,0.30,10.25,39.29
Indraprastha Gas,532514,IGL,Gas,219.12,30676.84,15318.00,1900.38,12.41,13.13,18.42,2.89,3.25,11.49,0.01,16.97,329.28,709.66,706.70,934.57,48.76,7.45,-2.19,2.15,0.04,23.05
Indus Towers,534816,INDUSTOWER,Telecom - Services,324.15,87356.38,30797.40,20607.20,66.91,68.55,8.97,2.69,0.55,16.26,0.65,32.50,1656.90,374.50,4767.50,2445.00,7.60,13.53,-0.25,1.09,1.47,27.08
Infosys,500209,INFY,IT - Software,1479.10,614472.91,165954.00,39741.00,23.95,24.07,22.54,6.47,3.49,18.62,0.09,28.83,52214.00,3803.00,32414.00,3616.00,0.00,6.51,1.07,-0.97,0.22,26.30
ITC,500875,ITC,Diversified FMCG,411.75,515785.35,79040.32,26249.84,33.21,34.30,25.75,7.36,2.83,22.16,0.00,27.32,13271.67,17635.96,4719.67,4807.30,15637.56,5.33,1.72,-1.89,0.01,16.90
J & K Bank,532209,J&KBANK,Banks,102.84,11324.56,12816.16,8701.52,67.89,69.38,5.27,0.80,0.09,1.28,10.62,15.77,17655.57,1201.72,0.00,267.07,0.00,6.37,-0.82,0.37,15.24,12.29
Jindal Saw,500378,JINDALSAW,Industrial Products,209.59,13403.45,19974.49,3259.80,16.32,16.58,7.79,1.17,0.12,7.13,0.43,16.31,3120.33,122.92,3563.82,2522.22,4920.51,15.87,0.37,-1.87,1.75,45.40
Jindal Stain.,532508,JSL,Ferrous Metals,760.65,62660.03,40089.59,4708.56,11.75,11.37,24.32,3.75,-3.67,7.50,0.38,16.15,3551.00,302.14,3107.01,9139.88,9700.28,6.05,0.18,-0.11,1.58,7.12
Karur Vysya Bank,590003,KARURVYSYA,Banks,208.31,20127.46,9957.10,6418.90,64.47,65.02,10.04,1.69,0.24,1.73,8.66,17.65,6870.28,1893.41,0.00,512.18,0.00,7.12,0.60,0.29,12.43,9.94
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,893.50,12978.51,6471.41,1191.38,18.41,18.66,29.11,4.20,0.76,4.59,1.89,15.40,430.94,105.87,695.86,708.31,591.30,6.26,0.62,-0.67,5.22,35.16
L T Foods,532783,LTFOODS,Agricultural Food & other Products,449.40,15605.55,9074.88,1002.78,11.05,11.27,25.14,4.05,0.91,9.09,0.33,16.76,2514.59,132.27,752.00,1772.58,4360.32,5.62,1.06,0.36,1.34,13.34
Larsen & Toubro,500510,LT,Construction,3600.80,495294.30,264293.56,33715.16,12.76,13.43,31.86,5.07,1.39,4.98,1.36,16.55,-147.25,5035.75,53713.68,52459.34,7670.55,5.64,0.77,-0.47,3.88,9.15
