Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,482.35,57.57,20962.57,3520.63,2695.55,76.56,76.30,20.11,3.03,0.74,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.27,0.20,0.08,6.58,11.95
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1456.40,22.95,27349.34,24689.33,3153.91,12.77,14.07,10.87,1.37,1.64,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,9.44,-1.18,0.95,0.19,31.41
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,853.40,43.57,10162.56,3211.94,495.23,15.42,15.20,24.04,5.70,0.42,16.70,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.71,-0.07,0.04,0.24,38.60
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,138.85,44.23,267767.99,54254.83,19886.27,36.65,38.11,23.38,4.58,0.62,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.73,0.71,0.11,2.76,24.02
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,323.80,38.86,84814.98,44263.78,15953.88,36.04,35.13,23.90,2.63,0.98,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.92,1.85,-0.95,9.64,12.32
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,616.55,31.03,21640.91,7443.86,1236.48,16.61,16.23,28.13,3.64,1.23,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.24,-0.84,0.99,1.80,34.86
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,280.30,23.86,10309.00,12543.26,1554.35,12.39,11.71,17.49,2.09,0.57,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.87,1.66,0.00,2.48,43.82
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,706.10,29.65,13879.32,7266.82,1159.51,15.96,15.11,20.92,2.61,6.58,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,5.94,-0.13,0.19,1.64,36.27
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,949.75,62.09,11656.88,2512.27,781.18,31.09,28.67,20.73,3.86,4.40,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.48,1.66,-1.76,0.08,22.48
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,790.95,33.52,14476.39,13062.79,1509.33,11.55,13.17,19.17,1.86,0.97,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.18,0.88,-0.60,0.27,28.68
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,218.53,33.29,19865.58,4733.20,1562.04,33.00,37.85,25.82,3.42,1.11,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,10.86,3.24,-0.66,3.07,33.48
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,229.57,37.53,11495.55,2101.94,1755.64,83.52,84.58,12.93,2.47,0.49,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,9.78,1.42,-2.17,4.08,37.08
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,184.66,36.37,108466.60,53811.19,10427.68,19.38,18.97,30.08,8.62,0.11,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.22,0.14,0.09,5.55,14.28
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,918.40,36.57,68704.68,17887.79,9304.97,52.02,53.37,29.70,3.78,1.29,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.98,-0.64,1.95,11.60,11.62
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),453.15,42.97,38482.65,3693.87,3340.79,90.44,89.63,10.57,2.38,0.12,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,8.26,-0.07,0.37,0.84,33.70
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1210.00,53.08,16485.72,5980.89,759.89,12.71,11.30,26.06,5.48,0.79,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.76,-0.03,1.00,0.02,18.76
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1255.80,34.07,390226.44,130819.57,77849.31,59.51,63.58,14.86,1.90,0.58,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.79,-0.22,0.69,14.07,11.46
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),893.65,29.42,556072.09,79373.52,53111.16,66.91,68.79,30.54,5.39,0.92,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.54,0.47,-0.48,7.62,18.94
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1795.30,27.30,287346.74,149145.43,54959.49,36.85,37.01,29.29,3.75,1.17,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,8.05,0.25,-0.05,7.31,18.21
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,83.74,31.75,69774.97,10764.45,9778.23,90.84,91.85,28.05,3.29,0.62,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,5.95,0.85,0.03,9.66,38.88
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,519.05,71.16,10482.24,6170.83,821.73,13.32,13.12,23.40,2.67,-4.37,5.97,0.20,10.96,677.85,71.68,99.72,35.00,883.42,6.38,-0.09,-0.65,1.08,17.32
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,182.47,61.42,29395.40,21694.54,9522.44,43.89,51.91,29.18,1.20,0.16,1.49,6.76,11.88,9601.39,2662.95,0.00,0.00,0.00,6.40,0.94,-1.12,13.64,5.20
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,289.30,41.51,149607.51,132604.32,83027.27,62.61,64.41,7.69,0.91,0.20,1.18,10.45,15.53,106937.68,24128.67,0.00,0.00,0.00,5.90,-0.21,1.13,16.01,11.14
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,154.30,39.44,70247.67,74518.88,53019.58,71.15,71.03,6.89,0.81,0.16,0.94,11.54,12.35,63717.28,9692.57,0.00,0.00,0.00,6.12,-0.45,1.58,15.77,13.53
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,67.04,47.40,51564.18,28257.38,18659.70,66.03,62.68,7.96,1.54,0.12,1.64,10.54,22.81,9929.94,3584.64,0.00,0.00,0.00,5.66,3.44,2.57,15.82,12.94
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,33.35,40.53,15531.10,13802.55,1758.25,12.74,12.74,19.69,,0.16,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,12.10,,,0.13,26.23
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1807.00,26.25,1030370.43,203465.80,115191.70,56.61,49.17,33.63,8.75,0.40,5.35,1.77,23.18,-104864.50,2365.50,8908.90,45232.60,429.60,5.46,0.14,1.33,3.13,16.91
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,381.90,44.69,10674.35,5278.22,790.46,14.98,12.98,21.87,2.88,6.41,12.12,0.04,15.59,2554.35,47.72,1073.04,256.19,5.02,7.67,2.19,-0.34,0.19,19.43
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",249.15,36.46,10258.52,2876.43,789.05,27.43,29.58,15.93,4.82,0.24,24.22,0.19,34.31,1196.14,89.60,157.25,132.97,0.96,8.37,0.02,-0.45,0.51,41.87
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",672.00,31.82,16436.68,5700.01,1477.73,25.93,28.00,21.67,2.53,0.47,3.39,0.83,14.92,2662.87,199.08,625.85,1003.99,10443.57,7.14,0.27,-0.53,3.87,49.56
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,865.95,48.32,11530.48,4141.20,3807.55,91.94,92.25,11.84,2.11,0.54,2.20,6.61,18.22,213.97,1.48,0.75,3.26,0.00,8.01,0.82,0.72,9.52,10.86
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,139.41,36.64,126453.95,126028.23,83510.19,66.26,62.10,6.27,1.08,0.15,1.08,14.22,17.75,204647.60,28939.54,0.00,0.00,0.00,6.55,-1.76,2.72,14.60,14.42
Caplin Point Lab,524742,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1690.10,43.24,12846.74,2089.48,724.66,34.68,33.59,20.93,4.07,0.97,18.32,0.00,22.66,2043.22,113.06,694.45,209.15,329.43,6.28,-0.05,0.07,0.01,29.49
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),169.24,51.28,16283.49,4302.79,2807.07,65.24,61.76,19.29,2.44,0.59,2.66,2.52,11.76,1250.02,9.57,43.85,133.28,0.00,8.68,-0.18,-0.33,6.20,26.96
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,185.79,46.89,18376.90,5721.50,1347.52,23.55,23.55,19.18,9.67,3.34,27.26,0.03,45.86,936.45,44.90,473.21,786.05,546.34,7.53,-0.37,-0.59,0.05,23.12
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3553.30,45.56,14373.13,14879.73,1842.54,12.38,11.16,23.08,3.14,0.29,4.66,0.68,11.77,-2208.06,-79.13,1724.60,3547.77,1921.70,6.87,-0.57,0.71,2.60,19.93
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,36.61,43.36,33137.18,35123.16,20468.99,58.28,57.65,6.87,0.84,0.13,0.85,12.26,11.43,42226.98,7138.50,0.00,0.00,0.00,5.49,-0.04,-0.03,17.60,22.60
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,154.29,49.62,20452.23,18351.00,3516.00,19.16,16.76,13.88,1.61,-23.53,3.55,1.48,11.34,707.00,1017.00,3003.00,1839.00,612.00,9.52,-0.04,0.79,5.69,16.72
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,431.75,43.78,17298.16,20457.36,2586.80,12.64,15.02,9.04,1.76,16.44,13.81,0.01,19.78,3215.87,288.99,2260.21,1791.83,2068.93,15.00,0.65,-2.68,0.04,41.85
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1569.90,37.75,29479.18,37619.89,20922.40,55.62,57.02,12.45,2.16,0.44,2.36,13.68,19.11,-1097.78,452.62,211.86,395.95,0.00,10.22,1.03,-0.92,8.88,31.71
Cholaman.Inv.&Fn,511243,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1557.40,34.90,132667.06,29701.96,20391.17,68.65,70.37,27.37,5.07,1.07,2.38,7.23,19.71,9140.07,413.16,211.86,128.16,0.00,6.62,0.27,-0.29,9.14,14.98
CIE Automotive,532756,CIEINDIA,INE536H01010,Auto Components,Auto Components & Equipments,471.05,55.89,17869.86,9406.47,1362.47,14.48,14.48,21.71,2.40,0.17,8.03,0.06,11.73,1258.74,108.78,609.04,1863.24,1129.57,6.14,0.12,0.09,0.38,10.45
Cipla,500087,CIPLA,INE059A01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1329.50,44.79,107394.44,28351.08,6465.54,22.81,25.87,22.59,3.26,0.87,14.72,0.01,17.77,18620.79,747.40,6902.26,3035.06,6160.12,5.93,0.47,-0.61,0.07,20.53
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,247.05,33.06,18356.98,6546.86,4477.59,68.39,70.59,14.63,1.85,1.05,1.51,7.22,12.58,7007.20,999.58,0.00,0.00,0.00,6.43,3.48,-2.47,13.08,23.77
Coforge,532541,COFORGE,INE591G01025,IT - Software,Computers - Software & Consulting,1108.80,16.75,37231.57,15272.30,2566.70,16.81,14.05,29.61,5.39,4.53,10.05,0.14,15.98,1638.20,1.60,3152.10,1226.50,0.00,5.42,-1.20,0.44,0.48,44.39
Container Corpn.,531344,CONCOR,INE111A01025,Transport Services,Logistics Solution Provider,470.45,34.43,35830.32,9103.50,1963.01,21.56,21.72,28.04,2.80,3.81,9.18,0.07,10.79,3959.14,403.89,432.21,120.03,50.50,5.33,2.86,-3.33,0.52,27.90
Coromandel Inter,506395,COROMANDEL,INE169A01031,Fertilizers & Agrochemicals,Fertilizers,2020.70,32.58,59613.61,30464.27,3137.61,10.30,10.70,28.10,4.89,6.79,9.90,0.12,16.89,5851.05,756.13,5372.00,9411.48,5573.11,5.18,0.91,-0.72,0.48,25.71
Cyient,532175,CYIENT,INE136B01020,IT - Services,IT Enabled Services,924.60,39.25,10274.19,7250.50,975.60,13.46,15.47,18.39,1.85,3.36,8.87,0.08,12.81,2894.00,170.00,1171.20,404.10,596.80,9.58,1.09,-2.28,0.49,32.85
Deepak Fertilis.,500645,DEEPAKFERT,INE501A01019,Chemicals & Petrochemicals,Commodity Chemicals,996.85,45.99,12584.02,11162.00,1809.79,16.21,18.73,14.38,1.93,1.30,7.47,0.68,15.56,1643.01,146.56,1713.47,2332.01,1740.03,9.12,0.56,-0.63,2.90,43.95
eClerx Services,532927,ECLERX,INE738I01010,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3114.40,30.50,14840.23,3908.03,986.44,25.24,24.04,22.18,5.66,2.81,17.14,0.15,22.80,1852.07,103.34,550.93,78.57,0.25,6.40,-1.19,0.49,0.43,37.65
EIH,500840,EIHOTEL,INE230A01023,Leisure Services,Hotels & Resorts,320.05,45.26,20014.78,2871.86,1040.60,36.23,37.48,26.35,4.25,0.28,14.70,0.05,17.95,1050.59,55.15,218.27,241.26,64.16,5.76,-0.04,0.23,0.22,26.39
Engineers India,532178,ENGINERSIN,INE510A01028,Construction,Civil Construction,199.02,47.69,11185.77,4012.12,845.01,21.06,16.66,14.42,4.13,0.24,11.39,0.01,23.17,460.76,168.78,499.99,586.19,0.64,9.77,-0.36,0.74,0.02,22.09
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,269.45,35.00,66384.93,28835.44,18950.02,65.72,69.68,16.21,1.83,0.57,1.25,8.71,12.86,26370.05,4459.80,0.00,0.00,0.00,6.38,1.39,-0.60,13.49,10.78
Finolex Cables,500144,FINCABLES,INE235A01022,Industrial Products,Cables - Electricals,887.85,55.46,13578.72,5964.51,609.89,10.23,10.20,19.94,2.38,3.69,11.78,0.00,13.44,3425.83,333.67,228.66,268.30,794.03,6.56,-0.11,-0.48,0.02,13.67
Firstsour.Solu.,532809,FSL,INE684F01012,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),218.00,30.67,15413.21,9134.41,1458.58,15.97,15.51,21.93,3.53,7.14,8.56,0.54,15.03,-67.58,-86.95,1774.36,458.63,0.00,6.05,0.56,-0.05,2.23,46.01
Godawari Power,532734,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,253.75,46.58,17030.89,5238.46,1120.48,21.39,22.23,22.96,3.25,-1.39,13.86,0.04,17.23,1513.51,107.76,98.78,304.89,862.45,6.39,0.10,-0.73,0.18,12.50
Granules India,532482,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,586.20,53.05,14225.24,5092.45,1085.39,21.31,21.15,26.18,3.57,5.30,8.21,0.45,13.86,669.59,18.32,760.54,755.08,1488.29,5.33,0.60,-0.30,2.20,6.57
Gujarat Gas,539336,GUJGASLTD,INE844O01030,Gas,LPG/CNG/PNG/LNG Supplier,391.00,43.56,26916.05,15411.71,1863.95,12.09,11.57,23.16,3.09,-6.09,9.49,0.02,14.25,179.17,263.04,954.56,647.91,60.84,6.08,0.09,0.12,0.09,23.14
