Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,476.00,51.44,20677.20,3520.63,2695.55,76.56,76.30,19.84,2.99,0.73,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.33,0.20,0.08,6.58,13.11
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1289.00,31.03,10208.22,2604.99,1927.47,73.99,75.29,16.28,2.18,0.95,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.32,0.17,-1.16,7.63,42.41
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1617.60,36.49,30384.80,24689.33,3153.91,12.77,14.07,12.08,1.52,1.82,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,8.50,-1.18,0.95,0.19,23.82
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,877.15,45.60,10446.55,3211.94,495.23,15.42,15.20,24.71,5.86,0.43,16.70,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.56,-0.07,0.04,0.24,36.90
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,140.45,45.34,270928.54,54254.83,19886.27,36.65,38.11,23.65,4.63,0.63,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.67,0.71,0.11,2.76,23.15
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,344.30,47.67,90167.68,44263.78,15953.88,36.04,35.13,25.41,2.80,1.04,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.76,1.85,-0.95,9.64,6.77
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,681.50,41.16,23910.30,7443.86,1236.48,16.61,16.23,31.07,4.03,1.36,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.65,-0.84,0.99,1.80,28.00
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,320.20,29.54,11785.58,12543.26,1554.35,12.39,11.71,19.99,2.39,0.65,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,9.78,1.66,0.00,2.48,35.82
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,767.50,37.76,15067.76,7266.82,1159.51,15.96,15.11,22.71,2.84,7.14,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,5.51,-0.13,0.19,1.64,30.72
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,890.00,42.65,10922.33,2512.27,781.18,31.09,28.67,19.42,3.62,4.12,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.91,1.66,-1.76,0.08,27.35
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,848.90,44.95,15544.31,13062.79,1509.33,11.55,13.17,20.58,2.00,1.04,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,6.70,0.88,-0.60,0.27,23.45
Angel One,543235,ANGELONE,INE732I01013,Capital Markets,Stockbroking & Allied,2509.60,44.72,22840.81,4733.20,1562.04,33.00,37.85,29.69,3.92,1.27,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,8.89,3.24,-0.66,3.07,23.60
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,244.65,34.99,12245.52,2101.94,1755.64,83.52,84.58,13.77,2.63,0.52,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,9.40,1.42,-2.17,4.08,32.95
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,203.49,57.30,119550.02,53811.19,10427.68,19.38,18.97,33.16,9.50,0.12,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,5.82,0.14,0.09,5.55,5.54
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1171.40,49.70,68026.31,33181.86,6814.20,20.54,20.65,19.26,1.94,2.44,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,8.40,0.06,-0.26,1.39,8.38
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),507.70,43.72,43141.01,3693.87,3340.79,90.44,89.63,11.85,2.66,0.14,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,7.41,-0.07,0.37,0.84,25.72
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1346.75,74.16,18346.86,5980.89,759.89,12.71,11.30,29.01,6.10,0.88,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.16,-0.03,1.00,0.02,9.58
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1017.05,61.84,632857.51,79373.52,53111.16,66.91,68.79,34.75,6.13,1.05,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.12,0.47,-0.48,7.62,7.75
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2033.20,54.04,325423.82,149145.43,54959.49,36.85,37.01,33.17,4.25,1.33,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,7.61,0.25,-0.05,7.31,7.37
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,88.19,34.66,73474.58,10764.45,9778.23,90.84,91.85,29.53,3.47,0.66,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,5.82,0.85,0.03,9.66,35.63
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,169.47,67.05,27299.54,21694.54,9522.44,43.89,51.91,27.10,1.11,0.15,1.49,6.76,11.88,9601.39,2662.95,0.00,0.00,0.00,6.48,0.94,-1.12,13.64,11.95
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,183.61,55.24,16348.77,9230.62,1139.62,12.35,12.32,33.97,3.29,3.18,5.35,0.29,14.09,2326.48,93.54,1709.59,1307.61,960.03,5.10,5.27,1.23,1.60,5.36
