Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,500.4,57.65,21802.68,3672.58,2803.94,76.35,76.35,19.66,2.91,0.78,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.08,0.7,-0.06,6.73,0.0,8.65
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1404.9,69.8,11138.46,2683.46,1977.01,73.67,73.67,17.0,2.22,1.13,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.65,7.84,-7.98,8.11,0.0,34.74
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1360.0,44.21,25539.11,25961.85,2950.2,11.36,11.36,12.09,1.22,0.39,7.97,0.02,10.79,5611.37,436.74,3841.63,2453.81,1789.12,8.61,0.25,-0.06,0.19,0.55,32.97
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,290.25,47.17,17588.32,2023.38,1781.34,88.04,88.04,35.42,3.39,0.24,2.12,3.93,10.38,3765.58,486.38,332.95,15.27,17.37,5.82,0.18,-0.43,11.07,0.07,10.5
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,921.65,64.44,10975.25,3211.94,495.23,15.42,15.2,25.94,6.13,0.45,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.15,0.08,-0.82,0.24,0.21,33.69
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,354.5,62.13,92898.24,45508.98,16694.14,36.68,36.68,24.4,2.72,-3.28,1.27,5.22,11.74,-66325.64,505.92,843.34,1842.17,0.0,6.28,-0.96,1.86,10.59,0.0,5.71
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,687.3,58.48,24124.28,7443.86,1236.48,16.61,16.23,31.32,4.24,1.37,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.34,-1.74,1.69,1.8,1.09,27.39
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,327.4,59.4,12041.25,12543.26,1554.35,12.39,11.71,20.46,2.5,0.66,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,9.31,1.36,-0.62,2.48,0.77,31.71
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,788.75,62.75,15503.91,7266.82,1159.51,15.96,15.11,23.41,2.87,7.36,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.38,0.0,0.03,1.64,1.35,28.81
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1126.0,71.17,13820.09,2512.27,781.18,31.09,28.67,24.6,4.57,5.22,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,5.49,0.14,0.22,0.08,0.45,8.09
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,868.9,62.87,15903.03,13062.79,1509.33,11.55,13.17,21.07,2.06,1.06,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,6.4,-0.17,-0.06,0.27,1.2,20.71
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,318.0,69.1,28965.29,5136.61,1817.88,35.39,35.39,31.69,4.65,25.98,4.49,1.3,15.59,8087.75,15.63,434.45,9170.28,0.0,8.1,0.77,0.36,4.65,1.47,5.07
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,287.6,75.52,14401.26,2192.24,1819.65,83.0,83.0,15.17,2.83,0.65,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,8.66,2.14,-2.85,4.25,1.59,21.17
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,161.6,48.4,94921.49,53811.19,10427.68,19.38,18.97,26.29,7.58,0.09,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.62,-0.67,0.16,5.55,1.92,24.98
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1022.5,64.48,76539.76,18636.34,10019.77,53.76,53.76,28.94,3.79,1.27,1.51,8.44,14.32,6000.56,2977.94,0.0,0.0,0.0,5.46,0.03,0.82,12.81,0.1,5.29
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),502.55,57.38,42677.83,3693.87,3340.79,90.44,89.63,11.68,2.61,0.14,31.3,0.17,34.14,369.48,23.74,17.59,53.94,0.0,7.6,0.02,-0.22,0.84,0.04,26.47
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1271.05,43.73,395164.99,132538.24,76694.75,57.87,57.87,14.98,1.84,0.43,1.47,7.56,13.17,94565.22,29673.71,0.0,0.0,0.0,5.51,0.7,-0.54,15.18,0.08,10.38
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),936.1,58.14,582811.54,81982.38,55733.22,67.98,67.98,30.4,5.17,1.64,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.4,0.24,-0.16,7.95,0.57,15.09
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1795.05,53.84,287306.69,150503.77,56742.71,37.7,37.7,28.93,3.69,1.84,2.83,5.52,13.22,-127167.85,-336.42,9332.08,9052.12,0.0,7.89,1.02,-0.83,7.75,0.05,18.22
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,86.26,52.29,71874.59,11147.2,10136.79,90.94,90.94,28.03,3.15,1.04,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.72,-0.21,0.05,10.28,0.0,32.98
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,525.4,57.35,10610.45,6170.83,821.73,13.32,13.12,23.67,2.73,-4.42,5.97,0.2,10.96,677.85,71.68,99.72,35.0,883.42,6.34,0.17,-0.12,1.08,0.68,16.31
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,266.0,41.2,137558.33,134298.12,84277.3,62.75,62.75,6.98,0.83,0.69,1.01,11.13,12.71,125124.95,22527.32,0.0,0.0,0.0,5.57,0.2,-0.15,17.29,3.13,18.29
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,143.9,41.01,65512.98,75613.28,54174.71,71.65,71.65,6.08,0.7,0.14,0.96,11.67,12.53,84123.88,9517.48,0.0,0.0,0.0,6.03,-1.22,1.44,16.35,3.17,19.36
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,81.44,67.9,62640.03,29281.74,19933.36,68.07,68.07,8.95,1.91,0.23,1.76,11.61,22.66,26342.47,3541.98,0.0,0.0,0.0,5.54,0.43,0.63,16.43,1.81,5.23
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1758.15,48.2,1071289.14,203465.8,115191.7,56.61,49.17,35.03,8.56,0.42,5.35,1.77,23.18,-104864.5,2365.5,8908.9,45232.6,429.6,5.09,0.99,-0.96,3.13,0.88,19.15
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",284.65,56.78,11720.17,2876.43,789.05,27.43,29.58,18.17,5.44,0.28,24.22,0.19,34.31,1196.14,89.6,157.25,132.97,0.96,7.12,0.07,-0.23,0.51,0.7,32.55
