Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,488.00,21169.26,3375.53,2577.37,76.35,76.30,21.43,3.07,0.79,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.91,-0.18,0.53,6.89,10.92
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1458.20,11545.96,2527.53,1878.12,74.31,75.29,19.14,2.47,1.12,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.66,2.61,-3.89,7.82,34.85
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1751.50,32890.94,24060.83,3569.63,14.84,14.07,10.18,1.65,1.54,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.04,-1.58,0.38,0.13,17.51
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,927.50,11044.97,3232.42,500.38,15.48,15.20,26.42,6.20,0.46,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.27,-0.22,-1.08,0.24,42.03
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,141.76,273379.83,55474.57,20671.12,37.26,38.11,22.72,4.68,0.60,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.07,0.94,-0.93,2.56,22.43
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,760.70,21967.30,1782.66,1066.81,59.84,64.91,22.62,6.16,1.98,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.92,-0.50,0.66,0.05,16.55
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,348.70,91211.88,41693.04,15151.78,36.34,35.13,27.95,2.83,1.14,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.38,0.76,-0.37,10.16,5.49
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,379.85,13970.30,12793.14,1421.99,11.12,10.85,27.81,2.59,2.59,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.15,3.41,-2.99,2.61,33.36
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,900.65,11049.30,2481.22,740.22,29.83,28.67,20.83,3.66,4.42,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.47,-0.15,0.42,0.08,28.51
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,925.55,16939.91,12875.97,1550.66,12.04,13.17,20.99,2.18,1.06,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.51,2.24,-1.42,0.26,25.48
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2518.10,22874.25,4660.51,1528.72,32.80,37.85,29.24,3.93,1.25,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,8.69,-1.56,-1.55,3.13,23.35
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,283.55,14197.99,1998.39,1683.70,84.25,84.58,16.84,3.05,0.63,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.15,9.83,4.95,4.27,22.28
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1225.10,71154.01,32514.48,6618.84,20.36,20.65,20.79,2.03,2.63,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,7.77,0.67,-0.17,1.43,10.25
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),2908.50,49399.45,3865.32,3616.75,93.57,89.63,12.30,3.05,0.14,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,7.05,0.09,6.17,0.77,12.36
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,854.35,11640.15,5963.96,745.01,12.49,11.30,18.82,3.87,0.57,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,7.96,0.19,-0.61,0.02,11.47
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1230.60,382008.10,129272.60,77132.26,59.67,63.58,14.70,1.93,0.57,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.07,1.65,-1.92,13.49,5.63
Bajaj Finance,500034,BAJFINANCE,Finance,Non Banking Financial Company (NBFC),1008.30,627412.85,76194.74,52179.07,68.48,68.79,34.28,6.08,1.03,3.99,3.85,19.22,11609.47,56.70,1631.26,2054.22,0.00,5.06,-0.13,0.26,7.75,8.54
Bajaj Finserv,532978,BAJAJFINSV,Finance,Holding Company,2043.80,326561.07,141479.18,53466.32,37.79,37.01,33.73,4.27,1.35,2.96,5.13,13.39,20015.70,29.28,7937.86,7873.72,0.00,7.40,0.40,-0.29,7.51,6.89
Bajaj Housing,544252,BAJAJHFL,Finance,Housing Finance Company,95.31,79415.48,10327.38,9394.08,90.96,91.85,33.64,3.75,0.75,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.40,-0.05,-0.13,10.06,30.43
Banco Products,500039,BANCOINDIA,Auto Components,Auto Components & Equipments,704.15,10071.97,3521.99,603.79,17.14,19.02,23.27,6.16,0.65,16.03,0.45,32.18,1423.36,96.36,768.67,434.69,1376.40,5.57,-0.14,0.57,1.22,19.96
Bandhan Bank,541153,BANDHANBNK,Banks,Private Sector Bank,150.09,24179.07,21742.03,9378.08,43.13,51.91,19.69,0.98,0.11,1.49,6.76,11.88,9601.39,3083.77,0.00,0.00,0.00,6.73,1.30,-0.90,13.34,22.02
