Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,470.05,39.45,20390.60,3375.53,2577.37,76.35,76.30,20.64,2.95,0.76,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.06,0.20,0.08,6.89,14.19
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1462.80,49.89,11582.38,2527.53,1878.12,74.31,75.29,19.20,2.47,1.12,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.65,0.17,-1.16,7.82,34.65
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1728.20,45.84,32453.39,24060.83,3569.63,14.84,14.07,10.05,1.63,1.52,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.18,-1.18,0.95,0.13,18.61
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,140.92,45.15,271759.92,55474.57,20671.12,37.26,38.11,22.59,4.65,0.60,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.10,0.71,0.11,2.56,22.89
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,774.25,43.64,22358.59,1815.63,1082.18,59.60,64.91,21.96,6.27,1.92,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,6.09,0.49,-0.13,0.05,15.07
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,658.40,23.89,23109.84,7425.45,1172.28,15.79,16.23,32.24,3.89,1.42,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.55,-0.84,0.99,1.90,30.44
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,345.65,27.49,12712.48,12793.14,1421.99,11.12,10.85,25.31,2.36,2.36,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.81,1.66,0.00,2.61,31.51
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,769.40,23.78,15123.57,7083.25,1128.07,15.93,15.11,23.84,2.84,7.50,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.33,-0.13,0.19,1.70,30.55
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,861.50,38.83,10573.74,2512.27,781.18,31.09,28.67,18.80,3.51,3.99,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,7.14,1.66,-1.76,0.08,31.61
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,854.65,25.77,15642.26,12875.97,1550.66,12.04,13.17,19.38,2.01,0.98,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,7.05,0.88,-0.60,0.26,22.94
Angel One,543235,ANGELONE,INE732I01013,Capital Markets,Stockbroking & Allied,2566.60,52.86,23318.97,4733.20,1562.04,33.00,37.85,30.31,4.01,1.30,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,8.63,3.24,-0.66,3.07,21.87
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,265.15,35.65,13276.93,1998.39,1683.70,84.25,84.58,15.74,2.85,0.59,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.53,1.42,-2.17,4.27,27.33
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1145.30,39.95,66519.21,32514.48,6618.84,20.36,20.65,19.44,1.90,2.46,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,8.32,0.06,-0.26,1.43,10.43
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),555.00,39.55,47132.02,3865.32,3616.75,93.57,89.63,11.73,2.91,0.14,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,7.38,-0.07,0.37,0.77,18.80
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,778.10,42.72,10601.27,5963.96,745.01,12.49,11.30,17.14,3.52,0.52,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,8.80,-0.03,1.00,0.02,19.37
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),942.85,37.69,586686.70,76194.74,52179.07,68.48,68.79,32.06,5.68,0.96,3.99,3.85,19.22,11609.47,56.70,1631.26,2054.22,0.00,5.27,0.47,-0.48,7.75,14.48
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1993.10,44.01,318460.15,141479.18,53466.32,37.79,37.01,32.90,4.16,1.32,2.96,5.13,13.39,20015.70,29.28,7937.86,7873.72,0.00,7.48,0.25,-0.05,7.51,9.20
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,90.55,32.02,75449.29,10327.38,9394.08,90.96,91.85,31.96,3.56,0.71,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.52,0.85,0.03,10.06,33.91
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,142.46,44.64,22949.90,21694.54,9522.44,43.89,51.91,22.78,0.93,0.13,1.49,6.76,11.88,9601.39,2662.95,0.00,0.00,0.00,6.63,0.94,-1.12,13.64,25.99
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,165.02,42.44,14684.79,9056.86,1114.49,12.31,12.32,32.25,2.95,3.02,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.52,5.27,1.23,1.64,13.19
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,38.94,,18134.36,13802.55,1758.25,12.74,12.74,14.66,,0.12,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,10.27,,,0.13,13.87
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,415.40,46.98,11576.79,5293.39,709.98,13.41,12.98,25.08,3.13,7.35,12.12,0.04,15.59,2554.35,95.78,1073.04,256.19,5.02,6.39,2.19,-0.34,0.21,25.77
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",284.15,29.44,11699.62,2652.82,749.16,28.24,29.58,19.43,5.49,0.30,24.22,0.19,34.31,1196.14,83.35,157.25,132.97,0.96,6.84,0.02,-0.45,0.54,37.95
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",779.80,26.92,19065.98,5588.84,1480.83,26.50,28.00,23.97,2.94,0.51,3.39,0.83,14.92,2662.87,235.85,625.85,1003.99,10443.57,6.40,0.27,-0.53,3.80,41.47
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,912.50,49.63,12150.31,4141.20,3807.55,91.94,92.25,12.47,2.22,0.56,2.20,6.61,18.22,213.97,1.48,0.75,3.26,0.00,7.91,0.82,0.72,9.52,6.07
Caplin Point Lab,524742,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1736.00,33.45,13195.63,2039.67,697.27,34.19,33.59,22.41,4.18,1.04,18.32,0.00,22.66,2043.22,110.74,694.45,209.15,329.43,5.90,-0.05,0.07,0.01,27.57
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),168.64,28.43,16225.76,3903.31,2540.55,65.09,61.76,22.64,2.43,0.69,2.66,2.52,11.76,1250.02,5.52,43.85,133.28,0.00,7.83,-0.18,-0.33,6.88,27.22
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,186.04,45.20,18401.63,5635.47,1355.54,24.05,23.83,18.84,10.12,2.84,26.09,0.04,41.83,827.05,76.97,562.13,770.16,612.05,7.56,-0.37,-0.59,0.05,26.17
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3738.80,47.49,15123.48,14879.73,1842.54,12.38,11.16,24.28,3.31,0.31,4.66,0.68,11.77,-2208.06,-79.13,1724.60,3547.77,1921.70,6.59,-0.57,0.71,2.60,15.75
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,37.20,47.15,33671.21,35123.16,20468.99,58.28,57.65,6.98,0.85,0.13,0.85,12.26,11.43,42226.98,7138.50,0.00,0.00,0.00,5.48,-0.04,-0.03,17.60,31.62
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,143.45,20.90,19015.31,17907.00,3347.00,18.69,16.76,13.11,1.50,-22.22,3.55,1.48,11.34,707.00,1152.00,3003.00,1839.00,612.00,9.83,-0.04,0.79,5.74,22.57
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,426.65,35.36,17093.83,19477.16,2543.99,13.06,15.02,9.18,1.74,16.69,13.81,0.01,19.78,3215.87,347.55,2260.21,1791.83,2068.93,15.31,0.65,-2.68,0.04,42.53
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1645.50,26.37,30898.78,36160.19,20178.18,55.80,57.02,13.87,2.26,0.49,2.36,13.68,19.11,-1097.78,421.82,211.86,395.95,0.00,9.78,1.03,-0.92,9.22,28.43
Cholaman.Inv.&Fn,511243,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1664.00,43.62,140444.46,28536.73,19741.86,69.18,70.32,30.23,5.40,1.18,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.26,0.27,-0.29,9.44,9.16
CIE Automotive,532756,CIEINDIA,INE536H01010,Auto Components,Auto Components & Equipments,409.60,51.49,15538.68,9123.42,1326.97,14.54,15.07,19.39,2.24,0.70,8.47,0.07,13.15,1085.46,120.02,1268.42,1661.71,1110.20,6.95,0.12,0.09,0.44,15.91
Cipla,500087,CIPLA,INE059A01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1370.40,22.52,110696.97,28349.57,7199.40,25.40,25.87,20.34,3.36,0.79,14.72,0.01,17.77,18620.79,1038.58,6902.26,3035.06,6160.12,6.43,0.47,-0.61,0.07,18.09
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,283.20,53.58,21016.22,6269.92,4325.87,68.99,70.59,17.39,2.11,1.25,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.04,3.48,-2.47,13.50,6.36
Container Corpn.,531344,CONCOR,INE111A01025,Transport Services,Logistics Solution Provider,494.35,33.74,37650.58,9004.30,1913.95,21.26,21.72,28.73,2.94,3.91,9.18,0.07,10.79,3959.14,407.11,432.21,120.03,50.50,5.11,2.86,-3.33,0.51,24.24
Cyient,532175,CYIENT,INE136B01020,IT - Services,IT Enabled Services,1134.40,45.93,12604.84,7250.50,975.60,13.46,15.47,22.56,2.27,4.12,8.87,0.08,12.81,2894.00,170.00,1171.20,404.10,596.80,7.65,1.09,-2.28,0.49,30.02
Deepak Fertilis.,500645,DEEPAKFERT,INE501A01019,Chemicals & Petrochemicals,Commodity Chemicals,1182.20,40.57,14923.84,10910.95,1942.77,17.81,18.73,15.16,2.29,1.37,7.47,0.68,15.56,1643.01,112.96,1713.47,2332.01,1740.03,8.57,0.56,-0.63,2.71,33.53
Dr Reddy's Labs,500124,DRREDDY,INE089A01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,1217.50,48.37,101616.25,34682.20,8068.90,23.27,26.18,18.25,2.82,0.48,12.95,0.16,17.96,12851.70,1419.40,9775.40,3532.30,7582.20,7.14,2.45,-2.35,0.78,11.76
EIH,500840,EIHOTEL,INE230A01023,Leisure Services,Hotels & Resorts,330.45,21.09,20665.16,2799.14,1021.11,36.48,37.48,27.12,4.39,0.29,14.70,0.05,17.95,1050.59,76.98,218.27,241.26,64.16,5.45,-0.04,0.23,0.23,24.00
Finolex Cables,500144,FINCABLES,INE235A01022,Industrial Products,Cables - Electricals,727.95,39.87,11133.22,5548.00,569.28,10.26,9.69,18.51,2.32,1.77,11.25,0.00,12.39,3425.83,263.43,228.66,268.30,794.03,7.03,-0.11,-0.48,0.03,31.32
Five-Star Bus.Fi,543663,FIVESTAR,INE128S01021,Finance,Non Banking Financial Company (NBFC),514.20,37.66,15145.47,3065.77,2198.93,71.73,74.26,13.70,2.22,0.41,8.22,1.23,18.65,2095.00,22.74,0.00,29.12,0.00,10.27,2.58,-2.85,3.83,39.54
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1114.40,52.96,15909.97,4903.16,2483.47,50.65,50.30,8.92,1.05,0.19,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,17.70,0.36,0.82,0.60,5.62
Glenmark Pharma.,532296,GLENMARK,INE935A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,1997.20,50.00,56361.15,15955.06,4101.31,25.71,17.65,22.42,5.88,3.59,8.69,0.13,15.79,4493.72,-1811.28,3773.12,2951.33,3280.72,7.02,1.48,-1.53,0.32,12.64
Godawari Power,532734,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,250.55,47.16,16816.11,5396.61,1123.69,20.82,22.23,22.62,3.21,-1.37,13.86,0.04,17.23,1513.51,101.13,98.78,304.89,862.45,6.50,0.10,-0.73,0.18,13.60
Godfrey Phillips,500163,GODFRYPHLP,INE260B01028,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,2064.10,27.63,32196.20,5937.44,1282.11,21.59,20.98,25.31,5.53,0.70,14.75,0.03,19.93,2390.58,458.24,405.62,540.41,2585.22,5.04,0.09,0.21,0.11,47.70
Granules India,532482,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,571.30,45.56,13863.66,4842.21,1007.59,20.81,21.15,27.14,3.48,5.49,8.21,0.45,13.86,669.59,27.64,760.54,755.08,1488.29,5.11,-0.44,-0.54,2.35,8.95
Gujarat Gas,539336,GUJGASLTD,INE844O01030,Gas,LPG/CNG/PNG/LNG Supplier,406.75,48.43,28000.27,15411.71,1863.95,12.09,11.57,24.09,3.22,-6.34,9.49,0.02,14.25,179.17,263.04,954.56,647.91,60.84,5.84,0.09,0.12,0.09,20.04
H U D C O,540530,HUDCO,INE031A01017,Finance,Financial Institution,207.11,38.38,41461.35,11761.56,11460.76,97.44,100.45,14.79,2.30,0.90,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.84,0.54,0.03,11.02,18.40
HCL Technologies,532281,HCLTECH,INE860A01027,IT - Software,Computers - Software & Consulting,1703.10,60.93,462164.30,126409.00,26474.00,20.94,21.79,26.92,6.49,3.08,16.95,0.10,25.00,37284.00,749.00,20169.00,6721.00,160.00,5.36,0.57,-0.43,0.28,6.90
HDB FINANC SER,544429,HDBFS,INE756I01012,Finance,Non Banking Financial Company (NBFC),714.10,32.70,59273.03,17950.40,10076.20,56.13,58.62,25.51,3.07,0.88,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.65,0.48,0.15,9.18,19.93
Hero Motocorp,500182,HEROMOTOCO,INE158A01026,Automobiles,2/3 Wheelers,5488.50,34.71,109814.79,42175.84,6035.64,14.31,14.15,20.79,5.23,0.87,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,6.39,-0.04,0.67,0.10,14.11
Home First Finan,543259,HOMEFIRST,INE481N01025,Finance,Housing Finance Company,1048.60,38.46,10897.39,1827.83,1449.55,79.30,80.29,21.99,2.71,0.81,3.51,2.40,16.46,1400.30,6.34,6.46,15.92,0.00,7.47,-1.23,0.83,6.71,30.97
I O B,532388,IOB,INE565A01014,Banks,Public Sector Bank,34.76,40.56,66935.91,31040.32,19050.17,61.37,59.02,14.08,1.85,0.56,0.89,10.93,11.02,20022.76,5926.66,0.00,0.00,0.00,5.57,1.96,0.04,15.86,33.68
I R F C,543257,IRFC,INE053F01010,Finance,Financial Institution,117.02,42.54,152927.66,26671.87,26428.02,99.09,99.43,21.83,2.70,9.88,1.34,2.73,12.77,49111.28,61.31,0.00,13.40,0.00,8.63,0.06,0.01,5.85,24.76
IDBI Bank,500116,IDBI,INE008A01015,Banks,Private Sector Bank,100.01,46.53,107534.77,28198.84,20042.37,71.08,70.28,11.57,1.54,0.26,1.97,4.81,13.55,27515.47,7004.64,0.00,0.00,0.00,6.31,0.01,0.05,12.37,15.57
IIFL Capital,542773,IIFLCAPS,INE489L01022,Capital Markets,Stockbroking & Allied,345.80,44.93,10765.31,2309.18,865.20,37.47,44.24,18.41,3.82,0.58,8.57,0.62,31.58,2076.38,138.55,75.09,7.22,0.00,11.18,0.35,-0.42,1.85,15.93
Indegene,544172,INDGN,INE065X01017,Healthcare Services,"Healthcare Research, Analytics & Technology",475.20,20.71,11426.98,3041.00,575.20,18.91,19.29,25.63,3.98,0.87,14.19,0.04,20.59,2180.80,105.10,686.50,91.50,0.00,5.38,1.11,0.18,0.21,28.54
Indiamart Inter.,542726,INDIAMART,INE933S01016,Retailing,Internet & Catalogue Retail,2211.40,49.63,13287.67,1519.80,474.60,31.23,34.12,21.96,6.22,1.04,13.93,0.01,26.92,1578.10,346.80,4.40,36.40,0.00,5.96,3.42,-3.25,0.04,20.99
Indian Energy Ex,540750,IEX,INE022Q01020,Capital Markets,Exchange and Data Platform,131.06,40.83,11686.52,564.80,480.69,85.11,85.01,25.98,9.74,2.13,21.23,0.00,40.53,849.10,136.54,0.84,10.90,0.00,5.13,-1.48,-1.78,0.01,39.16
Indian Renewable,544026,IREDA,INE202E01016,Finance,Financial Institution,129.93,38.89,36500.34,8038.19,7124.06,88.63,93.03,19.39,2.83,0.50,2.39,5.41,18.05,-1147.39,33.12,5.22,4.91,0.00,6.75,-0.06,0.15,9.83,37.80
Indraprastha Gas,532514,IGL,INE203G01027,Gas,LPG/CNG/PNG/LNG Supplier,179.52,36.27,25132.83,15643.80,1806.61,11.55,13.36,15.74,2.24,3.54,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.97,0.09,-0.21,0.05,21.68
Indus Towers,534816,INDUSTOWER,INE121J01017,Telecom - Services,Telecom - Infrastructure,419.20,48.04,110591.78,31520.30,20315.50,64.45,68.55,11.82,3.06,0.73,16.26,0.58,32.50,4427.10,343.50,4851.50,2546.20,20.20,10.69,0.71,-0.29,1.51,7.87
Infosys,500209,INFY,INE009A01021,IT - Software,Computers - Software & Consulting,1663.50,58.11,674495.16,173173.00,40986.00,23.67,24.07,23.37,8.12,3.62,18.62,0.11,28.83,40524.00,3064.00,36131.00,4826.00,0.00,6.11,-0.38,0.19,0.22,13.54
International Ge,544311,IGIL,INE0Q9301021,Commercial Services & Supplies,Diversified Commercial Services,301.15,35.71,13014.49,1174.43,697.61,59.40,57.00,25.48,10.52,,40.56,0.11,54.37,808.10,46.47,209.90,41.46,1.48,5.40,0.29,-0.94,0.19,45.65
ITC,500875,ITC,INE154A01025,Diversified FMCG,Diversified FMCG,324.85,16.11,407012.02,78551.59,26392.45,33.60,34.30,20.17,5.73,2.21,22.16,0.01,27.32,31741.61,17684.49,6503.38,5157.96,18762.59,6.81,1.49,-1.28,0.01,31.10
J & K Bank,532209,J&KBANK,INE168A01041,Banks,Private Sector Bank,107.09,61.98,11792.56,13090.78,9028.99,68.97,69.38,5.50,0.76,0.09,1.28,10.21,15.77,18288.62,1098.21,0.00,0.00,0.00,6.18,0.08,0.29,15.62,8.67
Jindal Saw,500378,JINDALSAW,INE324A01032,Industrial Products,Iron & Steel Products,187.98,65.40,12021.48,18308.28,2470.02,13.49,16.58,10.68,0.99,0.17,7.13,0.43,16.31,3482.24,118.54,3073.75,2125.19,5528.69,11.59,-0.85,-1.26,2.63,34.39
Jindal Stain.,532508,JSL,INE220G01021,Ferrous Metals,Iron & Steel,756.95,39.63,62404.44,41815.79,5111.04,12.22,11.37,21.11,3.45,-3.19,7.50,0.38,16.15,2319.01,340.27,3050.61,10354.59,10079.32,6.66,0.15,0.11,1.54,14.37
Karur Vysya Bank,590003,KARURVYSYA,INE036D01028,Banks,Private Sector Bank,263.65,52.70,25481.35,10381.07,6707.93,64.62,65.02,12.11,1.99,0.29,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.52,0.23,1.06,13.08,6.01
