Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Castrol India,500870,CASTROLIND,Petroleum Products,200.88,19869.49,5560.90,1318.85,23.72,23.83,20.78,10.92,3.13,26.09,0.04,41.83,827.05,85.57,562.13,770.16,612.05,6.83,0.35,-0.33,0.06,28.73
CEAT,500878,CEATLTD,Auto Components,3039.30,12294.00,13554.46,1478.99,10.91,11.16,26.72,2.81,0.34,4.66,0.49,11.77,-1732.81,-24.23,1653.31,2740.19,1411.53,6.35,-1.45,2.11,2.34,24.94
Central Bank,532885,CENTRALBK,Banks,34.84,31535.08,34053.81,19718.00,57.90,57.65,7.48,0.86,0.14,0.85,11.80,11.43,38551.56,6575.73,0.00,948.92,0.00,5.89,-0.81,-0.30,16.60,43.72
CESC,500084,CESC,Power,161.64,21426.52,17340.00,3182.00,18.35,16.76,15.55,1.78,-26.36,3.55,1.50,11.34,-139.82,1189.00,2427.66,1588.00,725.19,8.94,0.28,-0.08,5.68,24.01
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,552.70,22144.05,17410.58,2492.42,14.32,15.02,12.65,2.54,23.00,13.81,0.01,19.78,1619.69,339.97,367.92,630.27,1802.29,11.36,1.98,-3.07,0.04,25.56
Chola Financial,504973,CHOLAHLDNG,Finance,1784.50,33508.89,34788.94,19629.35,56.42,57.02,15.21,2.68,0.53,2.36,13.93,19.11,-8003.21,383.15,204.19,2289.25,0.00,9.94,-0.37,0.64,8.85,22.38
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1476.20,124179.17,27300.47,19069.10,69.85,70.32,27.88,5.24,1.09,2.38,7.40,19.71,7527.49,351.53,204.19,236.94,0.00,6.62,0.56,-0.27,9.13,12.36
CIE Automotive,532756,CIEINDIA,Auto Components,386.80,14673.74,8886.21,1301.88,14.65,15.07,18.75,2.12,0.68,8.47,0.07,13.15,1085.46,126.54,1268.42,1661.71,1110.20,7.29,0.57,-0.23,0.45,35.84
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1579.80,127608.99,27811.15,7190.24,25.85,25.87,23.66,4.09,0.91,14.72,0.01,17.77,10471.78,960.24,5506.37,2837.49,5642.11,5.53,1.09,-1.04,0.06,7.18
City Union Bank,532210,CUB,Banks,202.56,15009.86,6050.74,4168.14,68.89,70.59,12.88,1.59,0.93,1.51,6.94,12.58,5422.25,949.81,0.00,472.76,0.00,6.59,2.16,-0.66,12.84,12.95
Cyient,532175,CYIENT,IT - Services,1202.60,13359.09,7396.50,1101.60,14.89,15.47,21.35,2.52,3.90,8.87,0.10,12.81,2610.00,145.20,1406.70,393.40,576.60,7.78,1.50,-2.48,0.53,44.26
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1453.70,18351.19,10651.84,1973.32,18.53,18.73,18.70,2.94,1.68,7.47,0.67,15.56,492.41,92.84,1617.21,1713.55,1068.80,7.50,0.94,0.52,2.51,18.27
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1263.20,105424.90,33519.90,8521.00,25.42,26.18,18.56,3.14,0.49,12.95,0.14,17.96,8653.60,1286.10,9042.00,2647.80,7108.50,7.44,1.10,-0.42,0.58,10.73
Engineers India,532178,ENGINERSIN,Construction,195.68,10998.05,3334.12,533.34,16.00,16.59,19.87,4.12,0.32,11.59,0.01,23.55,475.31,157.74,444.43,475.94,0.70,6.71,3.54,0.38,0.03,23.40
Federal Bank,500469,FEDERALBNK,Banks,192.46,47319.49,28529.32,19260.07,67.51,69.68,11.68,1.37,0.41,1.25,9.15,12.86,39043.59,4152.61,0.00,522.98,0.00,6.81,-0.90,0.58,13.50,12.52
Five-Star Bus.Fi,543663,FIVESTAR,Finance,562.70,16568.64,2968.38,2159.22,72.74,74.26,15.24,2.63,0.46,8.22,1.26,18.65,2091.61,19.46,0.00,26.72,0.00,9.61,0.39,-0.62,3.69,40.38
G M D C,532181,GMDCLTD,Minerals & Mining,409.65,13026.87,2765.31,595.06,21.52,22.36,19.57,2.03,1.27,9.07,0.02,10.95,1961.06,372.83,84.99,235.66,91.33,6.94,0.03,0.10,0.15,13.28
G R Infraproject,543317,GRINFRA,Construction,1260.90,12197.99,7352.19,1666.28,22.66,22.13,11.36,1.44,1.58,7.36,0.59,12.73,3221.87,465.02,224.72,875.27,538.01,11.43,0.11,0.04,2.67,28.96
GAIL (India),532155,GAIL,Gas,171.64,112855.01,142476.40,14310.54,10.04,10.92,11.58,1.33,-2.47,8.23,0.25,13.09,-370.74,5091.90,9436.44,7759.85,6276.99,10.11,-0.09,0.12,1.62,29.97
GE Shipping Co,500620,GESHIP,Transport Services,947.40,13525.76,5015.78,2409.03,48.03,50.30,8.16,0.95,0.17,10.90,0.15,14.09,5415.24,774.87,480.99,290.25,252.69,19.83,0.21,-0.80,1.09,30.62
Genus Power,530343,GENUSPOWER,Electrical Equipment,351.05,10669.40,2970.27,606.13,20.41,19.24,27.86,5.78,0.22,8.28,0.74,17.18,1665.50,87.50,1363.72,579.49,849.61,5.79,-0.11,-1.95,2.09,27.77
Godawari Power,532734,GPIL,Industrial Products,238.45,15961.92,5356.50,1110.18,20.73,22.21,21.55,3.25,-1.31,13.89,0.06,17.27,1328.94,102.30,132.34,459.95,931.82,6.75,0.24,-0.07,0.29,5.97
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,469.50,11392.12,4511.85,932.68,20.67,21.15,23.86,3.06,4.83,8.21,0.39,13.86,1112.32,32.05,942.22,726.07,1342.82,5.86,1.07,-1.90,2.02,35.20
Gujarat Gas,539336,GUJGASLTD,Gas,425.35,29280.67,15907.54,1863.99,11.72,11.40,25.57,3.45,-6.41,9.43,0.02,14.17,0.86,233.53,1023.97,719.94,61.86,5.43,0.19,-0.11,0.10,38.35
H U D C O,540530,HUDCO,Finance,207.88,41615.50,11060.25,11044.47,99.86,100.45,14.96,2.32,0.91,2.44,5.97,15.67,628.32,36.41,1.84,0.00,0.00,7.44,0.57,-0.50,9.69,30.64
HCL Technologies,532281,HCLTECH,IT - Software,1492.80,405095.93,119347.00,25746.00,21.57,21.79,23.86,5.82,2.73,16.95,0.09,25.00,26597.00,1838.00,25842.00,6225.00,133.00,6.00,0.73,-0.59,0.27,25.81
HDB FINANC SER,544429,HDBFS,Finance,790.05,65539.92,16300.28,9555.38,58.62,58.62,30.12,,1.04,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.16,,,9.34,11.42
Hero Motocorp,500182,HEROMOTOCO,Automobiles,5073.40,101502.43,40440.38,5719.44,14.14,14.15,20.15,5.27,0.84,15.62,0.04,23.06,-678.08,1829.69,3381.29,5699.66,2013.34,6.62,-0.12,-0.38,0.10,18.78
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,705.70,158586.78,245715.00,32208.00,13.11,13.34,9.16,1.28,1.43,6.51,0.52,14.02,25911.00,2340.00,19834.00,40632.00,48801.00,12.77,0.25,-0.55,2.37,8.66
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,430.15,181752.10,33562.00,17161.00,51.13,51.04,17.84,13.68,6.97,30.23,0.82,72.42,-8680.00,918.00,112.00,2777.00,1882.00,7.51,0.67,-0.07,0.76,25.24
Home First Finan,543259,HOMEFIRST,Finance,1294.50,13368.12,1647.13,1313.80,79.76,80.29,32.35,4.62,1.19,3.51,3.79,16.46,1019.31,6.00,5.55,16.09,0.00,5.93,2.07,1.19,7.33,14.78
I O B,532388,IOB,Banks,38.18,73521.66,28981.53,17080.75,58.94,59.02,19.28,2.18,0.77,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.41,-0.22,-0.14,16.09,38.57
IDBI Bank,500116,IDBI,Banks,91.87,98782.32,29273.85,19604.77,66.97,70.28,12.48,1.60,0.28,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.20,-0.03,0.08,13.01,13.61
Indian Renewable,544026,IREDA,Finance,144.17,40500.69,7179.45,6333.03,88.21,93.03,25.94,3.77,0.67,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,6.04,2.44,0.30,10.25,45.17
Indraprastha Gas,532514,IGL,Gas,207.58,29061.23,15318.00,1900.38,12.41,13.13,17.45,2.74,3.08,11.49,0.01,16.97,329.28,709.66,706.70,934.57,48.76,7.90,-2.19,2.15,0.04,27.24
Indus Towers,534816,INDUSTOWER,Telecom - Services,342.55,92315.07,30797.40,20607.20,66.91,68.55,9.48,2.84,0.58,16.26,0.65,32.50,1656.90,374.50,4767.50,2445.00,7.60,12.93,-0.25,1.09,1.47,25.65
Infosys,500209,INFY,IT - Software,1529.60,635452.48,165954.00,39741.00,23.95,24.07,23.31,6.69,3.61,18.62,0.09,28.83,52214.00,3803.00,32414.00,3616.00,0.00,6.28,1.07,-0.97,0.22,23.78
ITC,500875,ITC,Diversified FMCG,403.35,505210.92,79040.32,26249.84,33.21,34.30,25.22,7.21,2.77,22.16,0.00,27.32,13271.67,17635.96,4719.67,4807.30,15637.56,5.44,1.72,-1.89,0.01,18.59
J & K Bank,532209,J&KBANK,Banks,101.00,11121.94,12816.16,8701.52,67.89,69.38,5.18,0.78,0.08,1.28,10.62,15.77,17655.57,1201.72,0.00,267.07,0.00,6.38,-0.82,0.37,15.24,13.86
Jindal Saw,500378,JINDALSAW,Industrial Products,198.17,12673.13,19974.49,3259.80,16.32,16.58,7.36,1.11,0.12,7.13,0.43,16.31,3120.33,122.92,3563.82,2522.22,4920.51,16.56,0.37,-1.87,1.75,48.37
Karur Vysya Bank,590003,KARURVYSYA,Banks,216.10,20880.15,9957.10,6418.90,64.47,65.02,10.42,1.75,0.25,1.73,8.66,17.65,6870.28,1893.41,0.00,512.18,0.00,7.08,0.60,0.29,12.43,6.57
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,923.60,13415.72,6471.41,1191.38,18.41,18.66,30.09,4.34,0.78,4.59,1.89,15.40,430.94,105.87,695.86,708.31,591.30,6.11,0.62,-0.67,5.22,34.26
L T Foods,532783,LTFOODS,Agricultural Food & other Products,437.55,15194.05,9074.88,1002.78,11.05,11.27,24.48,3.94,0.89,9.09,0.33,16.76,2514.59,132.27,752.00,1772.58,4360.32,5.76,1.06,0.36,1.34,15.62
Larsen & Toubro,500510,LT,Construction,3541.30,487110.00,264293.56,33715.16,12.76,13.43,31.34,4.99,1.37,4.98,1.36,16.55,-147.25,5035.75,53713.68,52459.34,7670.55,5.72,0.77,-0.47,3.88,10.65
LIC Housing Fin.,500253,LICHSGFIN,Finance,560.40,30825.53,28563.39,26870.46,94.07,94.28,5.60,0.85,0.17,1.80,7.45,16.05,-4626.37,2.75,11.62,216.24,0.00,8.92,0.86,-1.30,10.11,23.81
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,1924.60,87906.97,23375.91,5744.67,24.58,23.24,23.76,5.11,0.40,12.41,0.32,20.62,6778.08,231.99,5497.10,2958.16,5476.35,5.27,0.14,-0.21,1.15,19.92
M & M Fin. Serv.,532720,M&MFIN,Finance,260.50,36208.75,19138.19,12018.27,62.80,63.11,15.80,1.68,0.60,1.69,5.53,10.90,4461.21,117.09,246.69,1440.65,0.00,7.90,1.02,-1.35,10.09,21.95
Mahanagar Gas,539957,MGL,Gas,1282.50,12668.25,7309.97,1576.66,21.57,21.81,11.68,2.15,0.65,12.67,0.03,17.72,-1003.86,182.54,345.62,415.41,48.92,11.52,-1.30,1.72,0.11,35.51
Manappuram Fin.,531213,MANAPPURAM,Finance,266.90,22591.34,9781.86,4828.00,49.36,54.36,28.24,1.82,-9.74,2.51,2.90,10.14,3965.76,12.03,0.00,120.13,0.00,8.32,0.62,1.28,7.91,6.35
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,908.95,54492.52,8758.54,4873.50,55.64,54.51,19.59,4.92,0.81,7.64,1.33,25.25,6175.79,62.44,2403.60,5320.76,0.00,8.22,-0.27,1.28,3.06,14.57
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,855.25,15318.37,4395.80,1962.20,44.64,49.58,9.02,2.01,0.06,24.24,0.04,28.01,4326.50,368.10,1246.60,274.90,765.80,15.51,0.17,-1.97,0.13,47.82
Nava,513023,NAVA,Power,659.80,19147.48,3954.39,1833.51,46.37,46.07,18.32,2.52,0.76,13.70,0.12,15.03,2904.19,153.28,1409.25,168.39,817.68,8.59,0.21,0.52,0.55,7.19
NLC India,513683,NLCINDIA,Power,236.04,32730.17,15730.34,3844.03,24.44,31.67,11.45,1.75,0.22,4.81,1.20,14.87,-2686.02,2655.65,3141.45,1898.00,1912.65,8.22,-0.38,0.04,4.97,20.47
NMDC,526371,NMDC,Minerals & Mining,69.88,61437.22,25230.19,8287.26,32.85,34.09,9.39,2.07,-0.82,17.01,0.14,23.60,13704.72,1527.78,7744.61,321.46,2637.72,16.83,-0.64,0.49,0.46,15.63
NTPC,532555,NTPC,Power,333.20,323092.92,186664.79,52329.86,28.03,28.91,13.49,1.76,1.60,4.26,1.36,12.13,-7954.75,11632.93,34720.30,11159.96,18999.03,8.22,1.70,-1.70,5.42,25.70
Nuvama Wealth,543988,NUVAMA,Capital Markets,6728.50,24243.70,4328.16,2331.28,53.86,53.30,23.56,6.94,0.45,4.04,2.25,30.89,6293.84,18.91,749.81,6043.52,0.00,19.01,0.55,0.56,3.48,20.93
O N G C,500312,ONGC,Oil,234.19,294617.56,658345.63,92536.61,14.06,14.52,8.16,0.86,-1.00,5.15,0.55,10.63,-34300.57,12594.19,21227.80,38975.53,59966.84,15.19,-0.08,-0.03,2.72,29.97
Oil India,533106,OIL,Oil,398.90,64885.38,32320.93,10016.86,30.99,34.32,9.89,1.30,1.69,7.15,0.62,13.35,3491.11,2641.61,3281.69,2305.51,5044.09,11.62,0.10,-0.35,2.98,48.05
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,375.50,14173.72,8374.74,1297.56,15.49,15.91,34.48,3.83,31.35,3.76,1.51,12.46,-172.17,41.79,1793.74,1594.72,1268.15,5.10,0.96,-0.05,5.65,35.76
Petronet LNG,532522,PETRONET,Gas,268.80,40320.00,49446.76,5120.85,10.36,10.84,10.87,2.03,2.21,15.04,0.13,21.31,11142.49,811.86,3266.89,2563.04,1204.42,15.10,-0.32,0.27,0.52,27.79
PNB Housing,540173,PNBHOUSING,Finance,782.90,20390.81,7884.11,7344.04,93.15,92.72,9.99,1.21,0.30,2.52,3.70,12.27,569.23,25.71,49.85,24.63,0.00,9.23,8.11,2.73,8.52,34.88
Power Fin.Corpn.,532810,PFC,Finance,388.55,128225.45,110323.90,107184.08,97.15,96.42,5.27,1.09,0.29,2.75,8.25,21.01,15156.02,167.05,274.06,152.15,0.00,9.84,-0.06,-0.18,9.06,31.41
Power Grid Corpn,532898,POWERGRID,Power,279.90,260323.90,45982.36,38425.92,83.57,84.81,16.87,2.81,6.09,5.91,1.41,17.00,-10745.02,2193.30,7964.75,620.44,1803.36,7.29,0.19,-0.29,4.72,23.58
Punjab Natl.Bank,532461,PNB,Banks,102.77,118112.98,127437.64,93012.63,72.99,72.67,7.10,0.86,0.10,1.07,12.26,15.17,0.00,18258.12,0.00,0.00,0.00,6.39,0.39,-0.19,15.22,12.57
REC Ltd,532955,RECLTD,Finance,363.55,95730.86,58043.68,56365.13,97.11,96.18,5.67,1.22,0.34,2.73,6.33,21.51,5283.38,140.23,235.13,133.87,0.00,9.58,0.72,-1.32,8.79,42.85
Rites,541556,RITES,Construction,250.25,12027.11,2221.79,523.37,23.56,23.22,31.17,4.56,-3.37,7.19,0.00,14.66,1697.73,117.63,739.97,364.28,78.08,6.67,-0.02,0.14,0.02,34.83
SBFC Finance,543959,SBFC,Finance,108.11,11775.64,1396.06,955.64,68.45,68.63,32.06,3.68,0.43,4.41,1.65,11.58,315.95,1.10,14.81,9.46,0.00,5.65,-0.68,0.59,5.61,10.28
SBI,500112,SBIN,Banks,807.85,745695.44,498424.02,236889.59,47.53,48.66,9.39,1.39,0.31,1.15,11.76,17.20,0.00,179786.07,0.00,0.00,0.00,6.31,2.16,0.04,14.69,7.73
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,812.80,10029.79,2571.18,610.66,23.75,23.96,24.31,8.41,0.29,23.85,0.14,42.61,931.56,16.03,1048.68,463.98,341.97,6.04,2.09,0.56,0.28,41.86
Shriram Finance,511218,SHRIRAMFIN,Finance,594.70,111858.11,43778.40,31553.83,72.08,72.05,13.15,1.98,0.30,3.04,4.15,15.57,22877.38,1671.87,50.82,298.85,0.00,9.52,0.98,-0.97,7.58,18.58
Sun TV Network,532733,SUNTV,Entertainment,555.15,21877.61,3994.19,2016.28,50.48,52.93,12.77,1.88,3.27,14.51,0.01,15.72,7213.13,691.92,1222.44,269.66,0.00,10.33,-0.10,0.04,0.06,34.97
Sundaram Finance,590071,SUNDARMFIN,Finance,4878.90,54206.46,8882.96,7058.80,79.46,80.42,28.24,4.11,1.69,2.66,4.63,15.27,1722.36,73.47,89.87,222.20,0.00,6.10,0.28,-0.19,8.85,11.87
Tata Motors,500570,TATAMOTORS,Automobiles,681.65,250963.78,437968.00,51624.00,11.79,12.56,11.61,2.16,0.18,7.65,0.62,28.08,-33558.00,5999.00,13248.00,97368.00,47269.00,12.87,0.05,-0.67,1.97,40.31
Tata Power Co.,500400,TATAPOWER,Power,377.75,120703.95,66219.68,12983.37,19.61,18.58,29.29,3.37,1.42,3.05,1.75,10.97,-16783.64,2575.64,5709.78,13984.48,4571.82,6.62,0.08,0.67,5.53,23.66
TCS,532540,TCS,IT - Software,3157.20,1142302.59,256148.00,67620.00,26.40,26.40,23.18,12.06,2.83,32.07,0.10,52.38,39321.00,4660.00,59046.00,13909.00,21.00,5.89,0.46,-0.56,0.14,31.25
Time Technoplast,532856,TIMETECHNO,Industrial Products,463.55,10519.30,5579.65,805.42,14.43,14.38,26.05,3.64,0.95,9.25,0.25,14.22,1766.35,5.53,1162.35,451.09,1148.28,5.76,-0.07,0.22,1.15,9.74
Torrent Power,532779,TORNTPOWER,Power,1270.20,64005.83,28037.90,4932.49,17.59,18.25,23.29,3.63,0.48,8.28,0.50,19.03,157.53,515.59,2362.25,1824.13,658.02,5.41,-0.49,0.36,2.25,37.65
Transrail Light,544317,TRANSRAILL,Electrical Equipment,761.40,10222.25,6051.82,752.59,12.44,12.69,26.85,5.43,0.37,6.02,0.35,21.63,1316.77,45.77,1317.14,2339.67,539.03,7.21,-1.64,0.82,0.89,11.03
TVS Holdings,520056,TVSHLTD,Finance,11876.00,24027.65,47456.11,7385.89,15.56,15.21,18.84,5.12,0.51,4.78,6.93,30.20,440.62,59.45,1749.53,7665.70,2416.58,12.20,-0.26,0.15,5.18,21.55
Union Bank (I),532477,UNIONBANK,Banks,129.67,98984.96,109365.28,74066.07,67.72,67.96,5.26,0.87,0.10,1.24,11.77,17.05,122413.21,21632.43,0.00,2750.22,0.00,7.08,0.30,0.59,14.00,18.27
UTI AMC,543238,UTIAMC,Capital Markets,1349.40,17288.14,1878.78,1090.14,58.02,59.52,24.21,3.75,2.19,14.79,0.00,16.28,246.19,6.28,79.72,62.35,0.00,6.25,-0.24,-0.15,0.00,9.74
Vedanta,500295,VEDL,Diversified Metals,428.20,167442.82,155028.00,42316.00,27.30,27.68,12.40,4.06,-1.21,9.77,2.22,38.48,-34719.00,5595.00,3636.00,10195.00,14474.00,13.88,0.09,-0.55,2.62,18.75
Welspun Corp,532144,WELCORP,Industrial Products,874.35,23048.47,14391.80,1819.24,12.64,12.05,14.14,3.08,0.35,8.93,0.15,18.59,1568.30,1265.91,1769.13,3224.50,4211.54,9.90,0.22,-0.05,0.49,12.09
Welspun Living,514162,WELSPUNLIV,Textiles & Apparels,114.28,11105.83,10269.17,1179.08,11.48,12.31,20.52,2.30,10.52,6.51,0.57,13.69,2215.73,132.75,1644.93,1122.91,2183.37,6.99,0.31,-0.60,2.92,46.37
Wipro,507685,WIPRO,IT - Software,252.03,264209.19,89259.20,17900.20,20.05,20.23,19.63,3.19,8.57,10.82,0.23,16.59,8004.80,4255.70,11774.50,8825.20,69.40,7.09,0.31,-0.19,1.00,22.36
Zensar Tech.,504067,ZENSARTECH,IT - Software,804.55,18281.18,5377.50,831.10,15.46,15.47,27.13,4.49,1.80,12.77,0.03,16.43,1178.70,174.50,790.10,343.70,0.00,5.13,0.63,-0.42,0.14,18.32
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,987.85,99400.82,23607.70,7063.00,29.92,30.37,21.35,4.15,11.30,14.64,0.13,21.21,3153.40,141.60,4024.70,2305.80,3944.00,6.51,0.14,-0.18,0.50,14.79
