Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,496.7,43.72,21722.53,3683.44,2815.42,76.43,76.43,19.59,2.89,0.78,4.38,2.49,15.94,675.52,-13.1,27.02,123.65,0.0,7.07,0.77,-0.33,6.73,0.0,11.78
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1400.9,38.76,11107.49,2764.62,2040.97,73.82,73.67,16.18,2.24,1.07,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.04,0.01,-0.46,7.85,0.0,25.43
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1341.3,42.82,25187.97,25961.85,2957.97,11.39,11.39,11.85,1.21,0.38,8.02,0.02,10.86,5611.37,428.97,3841.63,2453.81,1789.12,9.02,-0.5,-0.1,0.19,0.56,32.5
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1043.0,49.72,12420.32,3414.04,529.01,15.5,15.36,28.37,6.3,0.74,13.93,0.0,22.9,406.24,113.53,284.3,916.5,605.4,5.23,0.75,-1.76,0.01,0.2,10.85
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,795.95,47.24,15645.46,7344.9,1120.63,15.26,15.26,21.42,2.77,0.76,8.79,0.25,13.45,1948.76,-14.5,1466.3,835.08,2510.64,5.06,-0.24,-0.09,1.67,1.48,22.49
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1101.1,43.84,13514.81,2551.83,797.29,31.24,31.24,23.15,4.05,3.01,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,5.76,-0.09,0.24,0.07,0.45,7.77
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,307.95,34.6,28131.79,5425.77,2028.11,37.38,35.42,27.19,4.58,22.29,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,9.9,1.46,0.95,4.15,1.32,14.57
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,419.35,47.29,26632.94,28470.6,4170.34,14.65,14.65,12.96,1.59,0.49,7.32,0.22,13.07,2614.57,-899.51,3190.84,3224.29,5452.28,9.27,1.49,-2.06,1.34,1.42,22.41
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,279.1,50.03,13977.15,2192.24,1821.12,83.07,83.07,14.84,2.82,0.64,7.76,1.56,20.11,754.67,53.24,0.0,19.79,0.0,8.63,0.47,-0.38,4.25,1.59,23.5
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,528.0,43.98,13840.98,9303.19,1004.42,10.8,10.8,32.51,3.46,5.29,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,5.2,-0.16,0.34,2.14,0.73,12.0
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6394.95,38.15,18827.89,6273.54,1033.74,16.48,16.48,27.77,3.08,3.22,9.3,0.03,11.49,1285.57,206.32,1271.0,852.24,815.47,5.07,0.04,-0.06,0.2,0.5,11.16
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1014.7,37.47,76060.82,18636.34,10019.77,53.76,53.76,28.83,3.89,1.27,1.51,8.44,14.32,6000.56,2977.94,0.0,0.0,0.0,5.58,1.51,-1.29,12.81,0.1,6.94
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1530.6,47.69,88897.53,33653.08,6845.73,20.34,20.34,25.07,2.32,1.1,6.57,0.21,10.06,14669.74,428.28,7094.37,5567.27,12052.94,6.42,-0.77,1.14,1.45,0.26,6.49
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,982.25,42.41,13382.71,6065.86,748.04,12.33,12.33,21.75,4.0,0.68,16.75,0.0,20.17,2325.06,198.68,143.89,243.18,940.27,7.09,0.53,-0.44,0.01,0.91,38.37
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1230.0,29.9,382663.29,135731.89,81034.17,59.7,59.29,13.85,1.72,0.4,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.58,-0.66,-2.13,15.01,0.08,13.28
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1018.0,59.04,633802.11,81985.12,55987.21,68.29,68.29,32.92,5.59,1.77,3.81,3.82,18.25,16950.65,-262.72,1908.08,2104.53,0.0,5.16,1.2,-1.13,7.91,0.53,7.66
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1876.95,58.58,300415.21,150530.32,57097.72,37.93,37.93,30.24,3.84,1.92,2.83,5.52,13.23,-132648.93,-382.27,9332.08,9052.12,0.0,7.81,0.35,-0.33,7.7,0.08,14.49
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,84.18,41.34,70141.56,11149.86,10142.42,90.96,90.96,27.2,3.11,1.01,2.24,4.6,12.11,-231.05,-13.62,27.8,126.1,0.0,5.8,-0.18,-0.09,10.27,0.0,29.56
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,246.4,37.11,127422.26,134298.12,86240.6,64.22,64.22,6.46,0.76,0.64,1.01,11.13,12.7,120458.62,22527.32,0.0,4097.35,0.0,5.59,-0.59,0.45,17.29,3.53,24.31
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,142.65,47.97,64943.77,75613.28,54905.67,72.61,72.61,6.15,0.71,0.15,0.95,11.67,12.41,83562.95,9737.47,0.0,1654.25,0.0,6.01,0.0,-0.39,16.35,3.32,20.06
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,81.14,38.66,62409.26,30262.41,20806.29,68.75,69.25,8.31,1.72,0.21,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.73,0.35,0.27,15.61,2.77,14.14
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",524.5,46.53,17107.18,5697.22,1427.33,25.05,25.05,26.3,2.52,0.75,3.03,0.93,10.44,3133.57,198.36,600.69,881.7,11400.89,6.37,0.72,-1.12,4.78,0.38,34.6
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,817.0,34.72,10878.75,4292.09,3952.79,92.09,92.07,9.64,1.85,0.47,2.56,6.4,19.66,214.94,2.09,2.43,7.67,0.0,8.06,-0.08,-0.14,9.71,1.81,15.9
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,125.7,44.27,114018.09,126371.2,88031.49,69.66,69.66,6.32,0.94,0.35,1.09,14.64,16.08,200385.22,26712.02,0.0,3219.98,0.0,6.38,1.0,-1.56,15.13,3.35,22.84
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),240.0,58.27,23091.7,4731.14,3085.9,65.23,65.23,24.32,3.26,0.36,3.55,3.35,16.5,1359.73,10.87,32.67,127.11,0.0,6.57,-1.67,2.59,8.07,0.08,9.3
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,185.5,56.58,18348.24,5844.74,1369.47,23.43,23.55,18.86,9.63,3.28,27.26,0.03,45.86,936.45,36.0,473.21,786.05,546.34,7.68,-0.57,-0.31,0.05,4.72,19.21
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3321.0,38.06,13433.49,16466.7,2024.73,12.3,13.06,21.01,2.68,0.4,5.95,0.65,15.9,-2051.78,-33.05,1838.9,3447.82,1783.37,7.96,1.29,-2.73,2.45,1.05,25.17
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,31.03,40.36,28086.5,37270.22,23386.02,62.75,62.46,6.15,0.67,0.16,0.88,12.41,11.9,41227.22,5584.35,0.0,0.0,0.0,5.59,6.13,0.18,17.54,3.85,24.17
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,163.5,41.09,21673.05,18570.0,3447.0,18.56,18.56,14.01,1.76,2.43,3.7,1.73,12.57,-839.0,1260.0,2416.0,1848.0,698.0,9.24,-0.1,-0.15,6.23,3.71,20.05
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,432.1,31.16,17312.16,20793.66,2678.49,12.88,12.88,8.86,1.66,0.36,15.14,0.1,20.42,3406.84,255.66,2075.2,936.46,2279.82,14.51,-0.06,-0.18,0.41,2.52,25.59
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1516.7,34.49,28480.18,39072.72,21543.5,55.14,55.14,11.71,1.81,0.49,2.23,13.61,17.46,3697.85,510.31,327.05,339.4,0.0,9.7,0.8,-0.81,9.69,0.09,26.52
Cholaman.Inv.&Fn,511243,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1725.7,46.14,147143.23,31119.56,21229.1,68.22,68.22,28.09,4.79,1.11,2.34,6.93,19.35,14067.6,411.96,327.05,212.05,0.0,6.23,0.71,-0.41,9.88,0.12,7.96
CIE Automotive,532756,CIEINDIA,INE536H01010,Auto Components,Auto Components & Equipments,415.5,30.83,15762.55,9997.34,1481.84,14.82,14.48,17.65,1.95,0.14,8.08,0.07,11.8,1085.8,109.92,1341.42,2002.47,1216.67,7.47,-0.67,0.22,0.42,1.72,21.01
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,220.4,54.2,21836.87,6869.76,4779.72,69.58,69.58,16.51,2.1,1.36,1.51,7.92,13.2,8868.99,1038.83,0.0,494.19,0.0,5.7,4.11,-4.72,14.65,0.92,9.33
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,427.25,36.9,263302.64,168400.29,41241.99,24.49,24.49,8.59,2.22,-12.45,11.41,0.12,28.5,57876.5,12034.03,14120.59,12554.39,15654.3,19.2,-0.56,1.99,0.33,6.17,13.03
CreditAcc. Gram.,541770,CREDITACC,INE741K01010,Finance,Microfinance Institutions,1517.0,54.44,24319.04,6058.92,2997.79,49.48,49.48,31.23,3.05,-15.69,2.6,3.01,10.51,1569.78,3.62,0.0,40.33,0.0,6.33,0.08,0.54,8.05,0.0,5.72
DCM Shriram,523367,DCMSHRIRAM,INE499A01024,Diversified,Diversified,1009.05,40.14,15735.37,13538.15,1497.34,11.06,11.06,18.06,2.04,-36.12,6.51,0.38,11.85,1838.88,172.94,1081.1,1218.25,3108.12,6.69,-0.1,-0.08,2.45,1.11,30.89
Deepak Fertilis.,500645,DEEPAKFERT,INE501A01019,Chemicals & Petrochemicals,Commodity Chemicals,1574.1,54.36,19871.04,11506.03,1683.79,14.63,14.63,26.96,2.91,-1.84,5.03,0.83,11.27,1604.71,103.0,2343.2,2157.54,1737.77,5.43,1.45,-0.29,4.16,0.63,6.3
eClerx Services,532927,ECLERX,INE738I01010,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1861.5,67.91,17507.51,4117.03,1051.45,25.54,25.54,24.76,6.86,1.81,20.67,0.15,29.02,1699.54,101.18,666.45,100.01,0.62,5.61,-0.11,-0.81,0.39,0.03,25.47
Edelweiss.Fin.,532922,EDELWEISS,INE532F01054,Finance,Holding Company,117.1,44.37,11083.86,10416.95,3090.37,29.67,29.67,18.18,2.46,0.86,1.79,4.02,13.52,-9563.59,372.2,478.33,1384.59,0.0,13.09,0.79,0.43,5.44,1.31,12.55
EIH,500840,EIHOTEL,INE230A01023,Leisure Services,Hotels & Resorts,324.3,44.87,20280.58,2939.63,1023.77,34.83,34.83,28.36,3.85,1.12,12.09,0.05,14.48,798.06,90.57,256.67,310.69,63.79,5.68,-0.1,0.03,0.23,0.47,25.41
Emmvee Photovol.,544608,EMMVEE,INE1C6T01020,Electrical Equipment,Other Electrical Equipment,330.7,44.23,22895.82,5577.58,1931.98,34.64,34.34,17.99,6.22,0.05,22.33,0.1,51.12,1575.0,55.59,695.02,882.13,1710.55,7.58,-2.48,0.47,0.21,0.0,10.99
Engineers India,532178,ENGINERSIN,INE510A01028,Construction,Civil Construction,225.0,39.0,12645.95,3928.18,695.88,17.72,17.72,18.31,3.99,0.7,12.42,0.01,23.79,801.37,242.45,479.28,586.56,0.52,7.97,2.03,-0.49,0.02,1.75,15.73
Firstsour.Solu.,532809,FSL,INE684F01012,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),253.8,51.74,17944.33,9556.39,1604.7,16.79,16.79,24.02,4.11,1.77,8.85,0.67,17.63,-766.38,-90.79,2078.59,557.94,0.0,5.66,-0.08,-0.47,2.49,2.13,33.47
Five-Star Bus.Fi,543663,FIVESTAR,INE128S01021,Finance,Non Banking Financial Company (NBFC),536.0,52.94,15822.18,3218.12,2209.2,68.65,68.65,14.35,2.17,0.65,7.27,1.11,16.06,2111.31,27.85,0.0,31.81,0.0,10.08,4.77,-4.51,3.73,0.38,26.47
Force Motors,500033,FORCEMOT,INE451A01017,Automobiles,Passenger Cars & Utility Vehicles,17627.1,40.6,23225.98,9057.05,1483.15,16.38,16.38,21.89,5.55,0.1,18.11,0.0,29.23,1787.4,321.81,191.15,1040.32,1258.01,5.92,-0.29,-1.42,0.0,0.23,33.45
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1430.0,52.6,20415.69,5409.09,3147.88,58.2,58.2,8.14,1.19,22.61,13.4,0.06,15.93,5994.04,903.33,639.18,360.21,285.91,16.84,-2.44,2.59,0.4,2.51,20.47
Glenmark Pharma.,532296,GLENMARK,INE935A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,2193.25,44.95,61893.69,16982.51,4572.42,26.92,26.92,20.95,5.87,0.28,16.44,0.06,30.49,4923.28,-1805.46,4963.35,3743.87,3430.78,7.23,-0.68,0.54,0.13,0.11,11.35
Godawari Power,532734,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,240.95,32.09,16218.24,5380.65,1253.07,23.29,23.29,19.93,2.77,49.83,12.12,0.08,15.2,1772.11,82.04,131.54,442.94,926.36,7.56,0.47,0.06,0.38,0.42,24.7
Godfrey Phillips,500163,GODFRYPHLP,INE260B01028,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,2127.1,34.83,33178.96,6391.11,1584.64,24.79,24.79,21.71,5.33,0.58,19.97,0.04,26.62,2605.29,488.61,907.43,532.31,2264.35,6.08,0.38,-0.11,0.12,1.5,46.11
Gujarat Energy,539336,GUJENERGY,INE844O01030,Gas,LPG/CNG/PNG/LNG Supplier,266.7,25.86,25022.66,23614.44,3052.02,12.92,12.92,13.99,1.0,2.71,8.86,0.18,13.22,4712.69,538.93,1752.37,1654.39,1121.58,10.68,9.42,6.87,1.14,2.18,35.56
H U D C O,540530,HUDCO,INE031A01017,Finance,Financial Institution,195.3,36.17,39097.11,13150.4,11987.93,91.16,91.16,9.7,1.78,0.29,2.73,6.45,20.2,226.29,176.73,0.77,10.62,0.0,6.72,-0.94,0.18,11.66,2.35,20.9
