Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,497.85,45.33,21772.81,3683.44,2815.42,76.43,76.43,19.64,2.91,0.78,4.38,2.49,15.94,675.52,-13.1,27.02,123.65,0.0,7.06,0.77,-0.33,6.73,0.0,11.57
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1376.5,40.13,10914.26,2764.62,2040.97,73.82,73.67,15.89,2.16,1.05,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.03,0.01,-0.46,7.85,0.0,24.16
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1340.0,49.07,25163.46,25441.73,2629.19,10.33,11.39,13.26,1.21,0.42,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.48,-0.5,-0.1,0.23,0.55,32.56
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1104.7,52.66,13559.03,2551.83,797.29,31.24,31.24,23.21,4.06,3.02,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,5.61,-0.09,0.24,0.07,0.44,7.47
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,302.95,34.42,27675.06,5425.77,2028.11,37.38,35.42,26.81,4.48,21.98,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,9.98,1.46,0.95,4.15,1.34,15.95
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,423.85,44.28,26918.77,28470.6,4170.34,14.65,14.65,13.0,1.6,0.5,7.32,0.22,13.07,2614.57,-899.51,3190.84,3224.29,5452.28,9.35,1.49,-2.06,1.34,1.42,21.58
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,281.45,46.0,14094.83,2192.24,1821.12,83.07,83.07,14.98,2.8,0.64,7.76,1.56,20.11,754.67,53.24,0.0,19.79,0.0,8.74,0.47,-0.38,4.25,1.61,22.86
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,512.0,48.69,13421.58,9303.19,1004.42,10.8,10.8,31.52,3.28,5.13,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,5.11,-0.16,0.34,2.14,0.72,14.67
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6648.1,65.62,19573.2,6643.49,1188.81,17.89,16.48,24.58,3.15,2.85,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.41,0.04,-0.06,0.17,0.44,7.64
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,957.75,46.35,13048.93,6065.86,749.88,12.36,12.36,23.44,4.0,0.85,15.19,0.0,18.29,1073.29,198.68,143.89,243.18,940.27,6.52,0.53,-0.44,0.02,1.02,39.91
