Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,448.85,42.92,19556.56,3520.63,2695.55,76.56,76.30,18.76,2.82,0.69,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.56,0.20,0.08,6.58,18.06
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1254.60,23.95,23559.79,24689.33,3153.91,12.77,14.07,9.36,1.18,1.41,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,10.95,-1.18,0.95,0.19,40.91
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1312.60,37.74,302417.67,36486.63,21627.40,59.27,59.53,23.94,4.51,0.88,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.33,-1.14,-0.51,3.05,17.13
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,150.43,54.64,290099.66,54254.83,19886.27,36.65,38.11,25.33,4.96,0.67,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.34,0.71,0.11,2.76,17.69
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,878.30,45.33,25365.85,1815.63,1082.18,59.60,64.91,24.91,7.12,2.18,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.37,0.49,-0.13,0.05,16.08
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,292.25,35.58,76557.99,44263.78,15953.88,36.04,35.13,21.58,2.38,0.88,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,7.17,1.85,-0.95,9.64,20.86
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,598.65,37.84,21012.62,7443.86,1236.48,16.61,16.23,27.31,3.54,1.20,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.43,-0.84,0.99,1.80,36.75
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,663.25,38.45,13037.05,7266.82,1159.51,15.96,15.11,19.65,2.45,6.18,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.29,-0.13,0.19,1.64,40.13
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,972.70,60.30,11938.56,2512.27,781.18,31.09,28.67,21.23,3.96,4.51,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.33,1.66,-1.76,0.08,20.60
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,672.45,17.00,12307.54,13062.79,1509.33,11.55,13.17,16.30,1.58,0.82,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,8.43,0.88,-0.60,0.27,38.64
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,227.53,46.38,20683.73,4733.20,1562.04,33.00,37.85,26.88,3.56,1.15,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,10.24,3.24,-0.66,3.07,30.74
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,154.13,29.55,90533.72,53811.19,10427.68,19.38,18.97,25.11,7.19,0.09,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,7.02,0.14,0.09,5.55,28.45
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,842.70,36.03,63056.47,17887.79,9304.97,52.02,53.37,27.26,3.47,1.18,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,6.15,-0.64,1.95,11.60,18.91
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),429.85,40.21,36503.96,3693.87,3340.79,90.44,89.63,10.03,2.25,0.12,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,8.68,-0.07,0.37,0.84,37.11
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1176.00,48.37,16022.49,5980.89,759.89,12.71,11.30,25.33,5.32,0.77,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.94,-0.03,1.00,0.02,21.04
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1161.30,34.13,360922.60,130819.57,77849.31,59.51,63.58,13.75,1.75,0.53,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.89,-0.22,0.69,14.07,18.12
