Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,486.70,21112.42,3375.53,2577.37,76.35,76.30,21.37,3.06,0.79,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.92,-0.18,0.53,6.89,11.15
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1558.20,12337.75,2527.53,1878.12,74.31,75.29,20.45,2.64,1.19,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.42,2.61,-3.89,7.82,30.39
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1778.90,33405.48,24060.83,3569.63,14.84,14.07,10.34,1.68,1.56,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.87,-1.58,0.38,0.13,21.60
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,924.95,11014.60,3232.42,500.38,15.48,15.20,26.35,6.18,0.46,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.29,-0.22,-1.08,0.24,42.19
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,140.58,271104.24,55474.57,20671.12,37.26,38.11,22.53,4.64,0.60,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.11,0.94,-0.93,2.56,23.08
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,741.20,21399.11,1782.66,1066.81,59.84,64.91,22.04,6.00,1.93,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,6.08,-0.50,0.66,0.05,18.69
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,400.40,14726.10,12793.14,1421.99,11.12,10.85,29.32,2.73,2.74,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.79,3.41,-2.99,2.61,29.75
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,881.40,10813.13,2481.22,740.22,29.83,28.67,20.39,3.59,4.33,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.61,-0.15,0.42,0.08,30.03
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,931.25,17044.24,12875.97,1550.66,12.04,13.17,21.12,2.19,1.07,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.47,2.24,-1.42,0.26,28.94
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2577.40,23412.93,4660.51,1528.72,32.80,37.85,29.93,4.02,1.28,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,8.41,-1.56,-1.55,3.13,24.91
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,293.30,14686.20,1998.39,1683.70,84.25,84.58,17.41,3.15,0.65,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,7.97,9.83,4.95,4.27,19.61
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1172.20,68081.57,32514.48,6618.84,20.36,20.65,19.89,1.94,2.52,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,8.13,0.67,-0.17,1.43,14.12
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),2624.40,44574.15,3865.32,3616.75,93.57,89.63,11.09,2.75,0.13,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,7.78,0.09,6.17,0.77,20.92
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,805.65,10976.63,5963.96,745.01,12.49,11.30,17.75,3.65,0.54,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,8.48,0.19,-0.61,0.02,16.51
Bajaj Finance,500034,BAJFINANCE,Finance,Non Banking Financial Company (NBFC),1006.40,626230.57,76194.74,52179.07,68.48,68.79,34.22,6.07,1.03,3.99,3.85,19.22,11609.47,56.70,1631.26,2054.22,0.00,5.07,-0.13,0.26,7.75,8.72
Bajaj Finserv,532978,BAJAJFINSV,Finance,Holding Company,2065.80,330076.25,141479.18,53466.32,37.79,37.01,34.10,4.32,1.37,2.96,5.13,13.39,20015.70,29.28,7937.86,7873.72,0.00,7.36,0.40,-0.29,7.51,5.89
Bajaj Housing,544252,BAJAJHFL,Finance,Housing Finance Company,95.82,79840.43,10327.38,9394.08,90.96,91.85,33.82,3.77,0.75,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.38,-0.05,-0.13,10.06,30.06
Banco Products,500039,BANCOINDIA,Auto Components,Auto Components & Equipments,707.10,10114.17,3521.99,603.79,17.14,19.02,23.37,6.19,0.66,16.03,0.45,32.18,1423.36,96.36,768.67,434.69,1376.40,5.55,-0.14,0.57,1.22,19.63
Bandhan Bank,541153,BANDHANBNK,Banks,Private Sector Bank,145.29,23405.80,21742.03,9378.08,43.13,51.91,19.06,0.95,0.11,1.49,6.76,11.88,9601.39,3083.77,0.00,0.00,0.00,6.76,1.30,-0.90,13.34,24.52
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,285.00,147383.82,131574.32,83732.48,63.64,64.41,7.66,0.93,0.20,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.03,0.14,0.63,15.69,6.23
Bank of India,532149,BANKINDIA,Banks,Public Sector Bank,140.76,64083.35,73784.35,53001.26,71.83,71.03,6.40,0.77,0.15,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.26,-0.34,0.71,15.56,7.05
Bank of Maha,532525,MAHABANK,Banks,Public Sector Bank,57.45,44187.98,27237.84,17719.17,65.05,62.68,7.26,1.41,0.11,1.64,10.66,22.81,16792.12,3439.62,0.00,0.00,0.00,5.85,-0.34,0.46,15.82,6.68
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,159.72,14213.15,9056.86,1114.49,12.31,12.32,31.22,2.86,2.93,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.69,-3.12,0.89,1.64,7.52
Birlasoft Ltd,532400,BSOFT,IT - Software,Computers - Software & Consulting,427.95,11920.25,5293.39,709.98,13.41,12.98,25.82,3.22,7.57,12.12,0.04,15.59,2554.35,95.78,1073.04,256.19,5.02,6.20,-0.50,-1.13,0.21,30.04
BLS Internat.,540073,BLS,Leisure Services,"Tour, Travel Related Services",320.25,13186.00,2652.82,749.16,28.24,29.58,21.90,6.19,0.33,24.22,0.19,34.31,1196.14,83.35,157.25,132.97,0.96,6.02,0.03,-1.72,0.54,38.68
