Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,500.55,59.30,21713.67,3375.53,2577.37,76.35,76.30,21.98,3.14,0.81,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.81,-0.18,0.53,6.89,8.63
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1443.40,35.87,11428.77,2527.53,1878.12,74.31,75.29,18.95,2.44,1.10,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.70,2.61,-3.89,7.82,35.51
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1748.80,40.42,32840.24,24060.83,3569.63,14.84,14.07,10.16,1.65,1.53,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.05,-1.58,0.38,0.13,17.64
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,976.80,53.61,11632.05,3232.42,500.38,15.48,15.20,27.83,6.53,0.49,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.01,-0.22,-1.08,0.24,36.70
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,148.17,56.01,285741.32,55474.57,20671.12,37.26,38.11,23.75,4.89,0.63,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,5.84,0.94,-0.93,2.56,18.92
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,833.60,66.04,24072.49,1782.66,1066.81,59.84,64.91,24.79,6.75,2.17,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.40,-0.50,0.66,0.05,8.56
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,726.15,44.49,25487.87,7425.45,1172.28,15.79,16.23,35.55,4.29,1.56,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.03,-0.15,0.09,1.90,29.98
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,390.85,45.94,14374.86,12793.14,1421.99,11.12,10.85,28.62,2.67,2.67,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.95,3.41,-2.99,2.61,29.82
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,913.00,54.10,11200.81,2481.22,740.22,29.83,28.67,21.12,3.71,4.48,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.39,-0.15,0.42,0.08,27.53
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,928.30,47.88,16990.24,12875.97,1550.66,12.04,13.17,21.05,2.18,1.06,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.49,2.24,-1.42,0.26,22.49
