Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,505.05,56.41,22087.73,3672.58,2803.94,76.35,76.35,19.99,2.94,0.79,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.11,0.7,-0.06,6.73,0.0,7.8
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1483.9,63.17,11765.53,2683.46,1977.01,73.67,73.67,17.96,2.34,1.19,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.63,7.84,-7.98,8.11,0.0,31.07
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1345.5,42.87,25266.69,25961.85,2957.97,11.39,11.39,11.97,1.22,0.38,8.02,0.02,10.86,5611.37,428.97,3841.63,2453.81,1789.12,9.05,0.25,-0.06,0.19,0.56,33.68
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,783.0,61.72,15390.91,7344.9,1118.46,15.23,15.23,21.13,2.71,0.75,8.78,0.25,13.43,1978.76,-12.33,1466.3,835.08,2510.64,5.18,0.0,0.03,1.67,1.42,29.33
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,849.4,50.14,15546.2,13548.86,1544.23,11.4,11.4,19.98,1.86,44.4,7.37,0.05,10.01,1388.15,351.06,1167.27,1202.82,2282.79,6.93,-0.17,-0.06,0.34,1.24,19.72
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,341.05,54.02,31149.8,5137.68,1819.89,35.42,35.42,34.13,5.02,27.98,4.49,1.3,15.59,8225.39,14.56,434.45,9170.28,0.0,7.55,0.77,0.36,4.65,1.39,5.38
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,421.8,60.17,26788.57,28470.6,4143.23,14.55,14.55,12.9,1.63,0.49,7.34,0.22,13.16,2614.58,-899.51,3190.84,3224.29,5452.28,9.26,-0.33,-0.11,1.34,1.43,21.96
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,265.1,49.25,13274.66,2192.24,1819.65,83.0,83.0,14.06,2.59,0.6,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,9.09,2.14,-2.85,4.25,1.71,27.34
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,154.95,46.44,91015.39,56362.08,10745.0,19.06,19.06,24.49,6.37,0.53,4.37,4.49,28.11,10624.64,252.0,3087.44,9291.24,4671.8,7.21,-0.67,0.16,6.24,2.27,28.07
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,979.5,31.39,13345.3,6065.86,748.04,12.33,12.33,21.76,4.13,0.68,16.75,0.0,20.17,2325.06,198.68,143.89,243.18,940.27,6.88,2.66,-0.35,0.01,0.88,38.54
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,9750.0,44.82,272510.32,62905.0,13061.07,20.76,20.76,25.33,7.01,1.2,16.15,0.58,29.11,14713.65,2703.75,3473.44,8804.01,6294.49,5.06,0.28,-0.02,1.5,1.53,10.01
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),990.8,62.0,616867.67,81982.38,55733.22,67.98,67.98,32.22,5.34,1.73,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.38,0.24,-0.16,7.95,0.56,10.13
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1780.5,52.72,284977.87,150503.77,56742.71,37.7,37.7,28.72,3.65,1.83,2.83,5.52,13.22,-127167.85,-336.42,9332.08,9052.12,0.0,7.99,1.02,-0.83,7.75,0.08,18.88
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,88.1,58.33,73407.9,11147.2,10136.79,90.94,90.94,28.52,3.27,1.06,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.72,-0.21,0.05,10.28,0.0,29.01
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,279.85,54.33,144720.56,134298.12,86240.6,64.22,64.22,7.28,0.87,0.73,1.01,11.13,12.7,120458.62,22527.32,0.0,4097.35,0.0,5.53,0.2,-0.15,17.29,3.08,14.04
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,144.1,50.88,65603.93,75613.28,54905.67,72.61,72.61,6.12,0.73,0.15,0.95,11.67,12.41,83562.95,9737.47,0.0,1654.25,0.0,6.0,-1.22,1.44,16.35,3.19,19.25
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1875.0,60.67,1142489.86,210972.8,119674.5,56.73,56.73,39.85,7.67,0.81,6.88,1.31,21.86,-84290.3,-235.7,7977.6,45015.2,600.9,5.3,0.99,-0.96,2.79,0.85,13.78
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",259.2,46.55,10672.26,2998.22,818.87,27.31,27.31,15.55,4.36,0.31,22.02,0.17,32.74,1201.29,95.16,170.57,152.71,0.87,8.16,0.07,-0.23,0.52,0.77,37.54
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",544.15,50.91,17748.16,5697.22,1427.33,25.05,25.05,27.26,2.56,0.78,3.03,0.93,10.44,3133.57,198.36,600.69,881.7,11400.89,6.4,1.19,-1.39,4.78,0.34,38.25
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,885.4,63.99,11789.54,4216.27,3881.5,92.06,92.06,10.83,1.95,0.53,2.54,6.4,19.66,218.86,1.98,2.43,5.05,0.0,7.77,-0.09,0.13,9.89,1.7,8.86
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,130.15,45.09,118054.51,126371.2,88031.49,69.66,69.66,6.54,1.0,0.37,1.09,14.64,16.08,200385.22,26712.02,0.0,3219.98,0.0,6.36,0.44,-0.37,15.13,3.19,20.1
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,187.45,59.73,18541.03,5844.74,1369.47,23.43,23.55,18.96,9.81,3.3,27.26,0.03,45.86,936.45,36.0,473.21,786.05,546.34,7.65,-0.38,-1.2,0.05,4.58,19.35
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3457.0,61.35,13983.62,15678.0,2047.2,13.06,13.06,18.71,2.76,0.35,5.96,0.65,15.9,-2051.78,-30.85,1838.9,3447.82,1783.37,8.0,0.42,-0.37,2.35,0.86,22.1
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,32.51,50.96,29426.06,36167.7,22069.31,61.02,61.02,6.62,0.75,0.17,0.87,12.83,11.77,38450.26,6415.43,0.0,0.0,0.0,5.56,6.0,-0.01,17.62,3.72,20.55
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,169.6,45.43,22481.72,18570.0,3447.0,18.56,18.56,14.65,1.8,2.54,3.7,1.73,12.57,-839.0,1260.0,2416.0,1848.0,698.0,8.97,0.63,-0.27,6.23,3.54,17.07
Chalet Hotels,542399,CHALET,INE427F01016,Leisure Services,Hotels & Resorts,825.45,59.92,18076.87,2769.75,1187.41,42.87,42.87,28.08,4.88,0.47,8.98,0.64,19.15,-383.51,41.65,68.73,164.89,269.34,5.05,0.58,-0.37,2.37,0.12,23.71
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,476.6,56.19,19095.06,20793.66,2678.49,12.88,12.88,9.7,1.83,0.39,15.14,0.1,20.42,3406.84,255.66,2075.2,936.46,2279.82,13.09,0.74,-0.56,0.41,2.1,17.93
