Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,482.85,62.17,21037.93,3520.63,2695.55,76.56,76.3,20.19,3.03,0.75,4.31,2.55,16.86,1641.75,-8.34,0.0,108.12,0.0,7.14,0.7,-0.06,6.58,11.86
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1355.1,69.91,10743.62,2604.99,1927.47,73.99,75.29,17.14,2.33,1.0,3.27,3.08,14.11,2153.46,2.5,7.79,3.22,0.0,8.15,7.84,-7.98,7.63,39.46
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1429.55,51.57,26845.16,24689.33,3153.91,12.77,14.07,10.61,1.33,1.6,9.46,0.02,13.23,5242.34,716.8,3678.49,2001.25,1985.75,9.6,0.25,-0.06,0.19,32.67
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,905.4,62.28,10781.78,3211.94,495.23,15.42,15.2,25.51,6.07,0.45,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.32,0.08,-0.82,0.24,34.86
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,341.6,57.0,89513.58,44263.78,15953.88,36.04,35.13,25.23,2.78,1.03,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.0,6.79,-0.96,1.86,9.64,7.5
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,740.5,67.38,25991.64,7443.86,1236.48,16.61,16.23,33.78,4.38,1.48,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.43,-1.74,1.69,1.8,21.76
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,334.3,62.63,12295.03,12543.26,1554.35,12.39,11.71,20.87,2.48,0.68,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,9.47,1.66,0.0,2.48,30.27
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,757.5,67.7,14889.68,7266.82,1159.51,15.96,15.11,22.42,2.81,7.05,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.4,0.0,0.03,1.64,31.63
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1065.95,76.86,13083.1,2512.27,781.18,31.09,28.67,23.29,4.36,4.94,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,5.75,0.14,0.22,0.08,12.99
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,765.25,55.34,14005.96,13062.79,1509.33,11.55,13.17,18.55,1.8,0.94,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.3,0.88,-0.6,0.27,30.17
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,245.05,67.14,12270.74,2101.94,1755.64,83.52,84.58,13.82,2.67,0.52,7.42,1.57,18.58,609.69,49.67,0.0,12.49,0.0,9.35,2.14,-2.85,4.08,32.84
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,175.2,50.93,102909.92,53811.19,10427.68,19.38,18.97,28.6,8.12,0.1,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.46,0.14,0.09,5.55,18.67
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),467.35,50.77,39688.57,3693.87,3340.79,90.44,89.63,10.85,2.48,0.13,31.3,0.17,34.14,369.48,23.74,17.59,53.94,0.0,8.14,0.02,-0.22,0.84,31.62
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),918.55,52.92,571885.06,79373.52,53111.16,66.91,68.79,31.43,5.44,0.95,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.0,5.48,0.47,-0.48,7.62,16.68
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1826.2,56.34,292292.44,149145.43,54959.49,36.85,37.01,29.83,3.84,1.2,2.96,5.13,13.39,20015.7,-351.61,7937.86,7873.72,0.0,7.97,0.25,-0.05,7.31,16.8
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,89.58,68.66,74641.0,10764.45,9778.23,90.84,91.85,30.01,3.49,0.67,2.35,4.44,13.46,-148.78,-10.08,26.82,122.1,0.0,5.71,0.85,0.03,9.66,34.61
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,515.9,52.69,10418.58,6170.83,821.73,13.32,13.12,23.23,2.7,-4.33,5.97,0.2,10.96,677.85,71.68,99.72,35.0,883.42,6.79,0.17,-0.12,1.08,17.82
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,175.55,60.4,28280.71,21694.54,9522.44,43.89,51.91,28.07,1.14,0.16,1.49,6.76,11.88,9601.39,2662.95,0.0,0.0,0.0,6.45,0.94,-1.12,13.64,8.8
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,280.5,53.0,145056.65,132604.32,83027.27,62.61,64.41,7.48,0.89,0.2,1.18,10.45,15.53,106937.68,24128.67,0.0,0.0,0.0,5.92,0.2,-0.15,16.01,13.84
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,148.05,48.93,67402.22,74518.88,53019.58,71.15,71.03,6.63,0.77,0.16,0.94,11.54,12.35,63717.28,9692.57,0.0,0.0,0.0,6.14,-1.22,1.44,15.77,17.04
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,35.85,61.54,16695.33,13802.55,1758.25,12.74,12.74,21.17,,0.17,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,11.24,,,0.13,20.7
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1842.45,48.73,1122627.04,203465.8,115191.7,56.61,49.17,36.67,8.87,0.44,5.35,1.77,23.18,-104864.5,2365.5,8908.9,45232.6,429.6,5.06,0.14,1.33,3.13,15.28
