Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,483.40,20969.27,3375.53,2577.37,76.35,76.30,21.23,3.04,0.79,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.95,-0.18,0.53,6.89,11.76
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1540.00,12193.64,2527.53,1878.12,74.31,75.29,20.21,2.60,1.18,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.46,2.61,-3.89,7.82,31.20
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1782.30,33469.32,24060.83,3569.63,14.84,14.07,10.36,1.68,1.56,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.85,-1.58,0.38,0.13,21.45
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,929.50,11068.78,3232.42,500.38,15.48,15.20,26.48,6.21,0.46,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.26,-0.22,-1.08,0.24,41.91
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,141.18,272261.32,55474.57,20671.12,37.26,38.11,22.63,4.66,0.60,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.09,0.94,-0.93,2.56,22.75
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,730.65,21094.52,1782.66,1066.81,59.84,64.91,21.72,5.92,1.90,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,6.17,-0.50,0.66,0.05,19.85
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,397.20,14608.41,12793.14,1421.99,11.12,10.85,29.09,2.71,2.71,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.85,3.41,-2.99,2.61,30.32
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,894.25,10970.78,2481.22,740.22,29.83,28.67,20.68,3.64,4.39,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.52,-0.15,0.42,0.08,29.01
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,945.15,17298.64,12875.97,1550.66,12.04,13.17,21.44,2.22,1.08,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.38,2.24,-1.42,0.26,28.33
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2478.30,22512.71,4660.51,1528.72,32.80,37.85,28.78,3.87,1.23,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,8.88,-1.56,-1.55,3.13,28.62
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,288.95,14468.38,1998.39,1683.70,84.25,84.58,17.16,3.11,0.64,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.05,9.83,4.95,4.27,20.80
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1172.60,68104.80,32514.48,6618.84,20.36,20.65,19.90,1.94,2.52,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,8.12,0.67,-0.17,1.43,14.09
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),2529.80,42967.41,3865.32,3616.75,93.57,89.63,10.69,2.65,0.13,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,8.06,0.09,6.17,0.77,23.77
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,812.00,11063.15,5963.96,745.01,12.49,11.30,17.89,3.68,0.54,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,8.41,0.19,-0.61,0.02,15.85
Bajaj Finance,500034,BAJFINANCE,Finance,Non Banking Financial Company (NBFC),1010.30,628657.34,76194.74,52179.07,68.48,68.79,34.35,6.09,1.03,3.99,3.85,19.22,11609.47,56.70,1631.26,2054.22,0.00,5.05,-0.13,0.26,7.75,8.36
Bajaj Finserv,532978,BAJAJFINSV,Finance,Holding Company,2065.80,330076.25,141479.18,53466.32,37.79,37.01,34.10,4.32,1.37,2.96,5.13,13.39,20015.70,29.28,7937.86,7873.72,0.00,7.36,0.40,-0.29,7.51,5.89
Bajaj Housing,544252,BAJAJHFL,Finance,Housing Finance Company,96.23,80182.06,10327.38,9394.08,90.96,91.85,33.96,3.79,0.75,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.37,-0.05,-0.13,10.06,31.07
Banco Products,500039,BANCOINDIA,Auto Components,Auto Components & Equipments,710.90,10168.52,3521.99,603.79,17.14,19.02,23.49,6.22,0.66,16.03,0.45,32.18,1423.36,96.36,768.67,434.69,1376.40,5.52,-0.14,0.57,1.22,19.20
Bandhan Bank,541153,BANDHANBNK,Banks,Private Sector Bank,141.34,22769.47,21742.03,9378.08,43.13,51.91,18.54,0.93,0.10,1.49,6.76,11.88,9601.39,3083.77,0.00,0.00,0.00,6.79,1.30,-0.90,13.34,26.57
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,286.10,147952.67,131574.32,83732.48,63.64,64.41,7.69,0.93,0.20,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.03,0.14,0.63,15.69,5.87
Bank of India,532149,BANKINDIA,Banks,Public Sector Bank,138.16,62899.66,73784.35,53001.26,71.83,71.03,6.28,0.75,0.15,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.26,-0.34,0.71,15.56,8.76
Bank of Maha,532525,MAHABANK,Banks,Public Sector Bank,56.72,43626.50,27237.84,17719.17,65.05,62.68,7.17,1.39,0.10,1.64,10.66,22.81,16792.12,3439.62,0.00,0.00,0.00,5.86,-0.34,0.46,15.82,7.86
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,156.89,13961.31,9056.86,1114.49,12.31,12.32,30.67,2.81,2.87,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.78,-3.12,0.89,1.64,9.15
Birlasoft Ltd,532400,BSOFT,IT - Software,Computers - Software & Consulting,423.10,11785.15,5293.39,709.98,13.41,12.98,25.53,3.18,7.49,12.12,0.04,15.59,2554.35,95.78,1073.04,256.19,5.02,6.27,-0.50,-1.13,0.21,32.23
BLS Internat.,540073,BLS,Leisure Services,"Tour, Travel Related Services",317.75,13083.07,2652.82,749.16,28.24,29.58,21.73,6.14,0.33,24.22,0.19,34.31,1196.14,83.35,157.25,132.97,0.96,6.07,0.03,-1.72,0.54,39.16
Brigade Enterpr.,532929,BRIGADE,Realty,"Residential, Commercial Projects",875.55,21407.05,5588.84,1480.83,26.50,28.00,26.91,3.30,0.58,3.39,0.83,14.92,2662.87,235.85,625.85,1003.99,10443.57,5.78,-0.16,-0.66,3.80,34.60
Canara Bank,532483,CANBK,Banks,Public Sector Bank,145.56,132032.40,125841.25,76573.02,60.85,62.10,6.90,1.15,0.16,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.65,0.82,0.51,14.47,5.61
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals & Biotechnology,Pharmaceuticals,1928.20,14656.58,2039.67,697.27,34.19,33.59,24.89,4.64,1.16,18.32,0.00,22.66,2043.22,110.74,694.45,209.15,329.43,5.28,-0.12,0.35,0.01,26.99
Capri Global,531595,CGCL,Finance,Non Banking Financial Company (NBFC),179.90,17309.15,3903.31,2540.55,65.09,61.76,24.15,2.59,0.74,2.66,2.52,11.76,1250.02,5.52,43.85,133.28,0.00,7.57,-0.24,0.11,6.88,22.36
Castrol India,500870,CASTROLIND,Petroleum Products,Lubricants,186.63,18459.99,5635.47,1355.54,24.05,23.83,18.90,10.15,2.85,26.09,0.04,41.83,827.05,76.97,562.13,770.16,612.05,7.53,0.03,-0.04,0.05,25.94
CEAT,500878,CEATLTD,Auto Components,Tyres & Rubber Products,3799.70,15369.82,14022.58,1620.09,11.55,11.16,29.32,3.36,0.37,4.66,0.68,11.77,-2208.06,-23.79,1724.60,3547.77,1921.70,5.53,0.98,-1.18,3.06,14.38
Central Bank,532885,CENTRALBK,Banks,Public Sector Bank,36.20,32766.07,34595.01,20430.76,59.06,57.65,7.24,0.85,0.13,0.85,11.87,11.43,43254.30,6433.96,0.00,0.00,0.00,5.72,-0.20,-0.09,17.08,39.77
CESC,500084,CESC,Power,Integrated Power Utilities,167.77,22239.10,17907.00,3347.00,18.69,16.76,15.34,1.75,-26.00,3.55,1.48,11.34,707.00,1152.00,3003.00,1839.00,612.00,8.97,0.27,0.16,5.74,13.90
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,Fertilizers,426.85,17101.84,19477.16,2543.99,13.06,15.02,9.18,1.74,16.69,13.81,0.01,19.78,3215.87,347.55,2260.21,1791.83,2068.93,15.30,-2.56,1.23,0.04,42.51
Chola Financial,504973,CHOLAHLDNG,Finance,Investment Company,1914.40,35948.12,36160.19,20178.18,55.80,57.02,16.13,2.63,0.56,2.36,13.68,19.11,-1097.78,421.82,211.86,395.95,0.00,9.55,1.09,-0.93,9.22,16.73
CIE Automotive,532756,CIEINDIA,Auto Components,Auto Components & Equipments,405.85,15396.42,9123.42,1326.97,14.54,15.07,19.22,2.22,0.70,8.47,0.07,13.15,1085.46,120.02,1268.42,1661.71,1110.20,7.01,0.04,0.08,0.44,21.04
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1490.90,120430.61,28349.57,7199.40,25.40,25.87,22.13,3.66,0.86,14.72,0.01,17.77,18620.79,1038.58,6902.26,3035.06,6160.12,5.91,1.00,-0.70,0.07,10.88
City Union Bank,532210,CUB,Banks,Private Sector Bank,264.75,19647.05,6269.92,4325.87,68.99,70.59,16.26,1.98,1.17,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.14,1.52,-1.42,13.50,6.83
Container Corpn.,531344,CONCOR,Transport Services,Logistics Solution Provider,503.25,38328.42,9004.30,1913.95,21.26,21.72,29.25,3.00,3.98,9.18,0.07,10.79,3959.14,407.11,432.21,120.03,50.50,5.02,-0.30,-0.36,0.51,25.99
Cyient,532175,CYIENT,IT - Services,IT Enabled Services,1139.00,12654.54,7328.40,1018.90,13.90,15.47,22.44,2.27,4.10,8.87,0.08,12.81,2894.00,164.80,1171.20,404.10,596.80,7.61,2.79,-3.81,0.49,45.93
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,Commodity Chemicals,1229.30,15518.42,10910.95,1942.77,17.81,18.73,15.77,2.38,1.42,7.47,0.68,15.56,1643.01,112.96,1713.47,2332.01,1740.03,8.31,0.34,-0.31,2.71,30.88
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,Pharmaceuticals,1250.80,104395.57,34310.00,8454.40,24.64,26.18,18.09,2.90,0.48,12.95,0.16,17.96,12851.70,1302.70,9775.40,3532.30,7582.20,7.26,1.26,-0.64,0.75,11.03
Elecon Engg.Co,505700,ELECON,Electrical Equipment,Heavy Electrical Equipment,474.45,10646.65,2395.16,593.85,24.79,24.38,23.70,4.74,0.56,17.05,0.11,22.96,1254.48,163.56,511.07,210.45,272.19,5.59,0.33,-1.30,0.44,33.79
Engineers India,532178,ENGINERSIN,Construction,Civil Construction,192.05,10794.02,3566.47,590.69,16.56,16.66,20.08,3.99,0.33,11.39,0.01,23.17,460.76,147.65,499.99,586.19,0.64,7.29,-0.56,-0.13,0.03,24.82
Finolex Cables,500144,FINCABLES,Industrial Products,Cables - Electricals,740.60,11326.69,5548.00,569.28,10.26,9.69,18.83,2.36,1.80,11.25,0.00,12.39,3425.83,263.43,228.66,268.30,794.03,6.91,0.31,-0.77,0.03,43.66
Five-Star Bus.Fi,543663,FIVESTAR,Finance,Non Banking Financial Company (NBFC),565.80,16661.36,3065.77,2198.93,71.73,74.26,15.07,2.45,0.45,8.22,1.23,18.65,2095.00,22.74,0.00,29.12,0.00,9.59,2.68,-2.33,3.83,33.47
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,1085.90,15503.09,4903.16,2483.47,50.65,50.30,8.69,1.02,0.18,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,18.33,0.73,0.24,0.60,8.03
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,Pharmaceuticals,1950.80,55051.73,15955.06,4101.31,25.71,17.65,21.90,5.75,3.50,8.69,0.13,15.79,4493.72,-1811.28,3773.12,2951.33,3280.72,7.19,0.97,0.11,0.32,14.67
Godawari Power,532734,GPIL,Industrial Products,Iron & Steel Products,235.11,15747.56,5396.61,1123.69,20.82,22.23,21.18,3.01,-1.28,13.86,0.04,17.23,1513.51,101.13,98.78,304.89,862.45,6.96,-0.24,0.12,0.18,18.93
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,Pharmaceuticals,554.85,13464.47,4842.21,1007.59,20.81,21.15,26.36,3.38,5.34,8.21,0.45,13.86,669.59,27.64,760.54,755.08,1488.29,5.25,-5.61,0.85,2.35,10.67
Gujarat Gas,539336,GUJGASLTD,Gas,LPG/CNG/PNG/LNG Supplier,394.55,27160.43,15906.19,1797.08,11.30,11.57,24.33,3.12,-6.40,9.49,0.02,14.25,179.17,265.07,954.56,647.91,60.84,5.80,-0.03,-0.16,0.10,24.55
H U D C O,540530,HUDCO,Finance,Financial Institution,211.06,42252.10,11761.56,11460.76,97.44,100.45,15.07,2.34,0.92,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.81,0.66,-0.02,11.02,20.04
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,1666.00,452096.60,122427.00,25922.00,21.17,21.79,26.63,6.35,3.04,16.95,0.10,25.00,37284.00,1797.00,20169.00,6721.00,160.00,5.40,1.63,-1.92,0.29,17.21
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),752.50,62446.00,17420.50,9794.90,56.23,58.62,29.01,3.23,1.00,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.32,5.77,-0.94,9.44,15.63
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,5945.50,118958.52,42175.84,6035.64,14.31,14.15,22.52,5.66,0.94,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,5.90,-1.45,1.71,0.10,6.96
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,Zinc,512.65,216610.98,33845.00,17483.00,51.66,51.04,20.71,15.91,8.09,30.23,0.82,72.42,-1822.00,970.00,188.00,2244.00,2242.00,6.48,0.11,-0.04,0.76,6.27
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,1187.20,12334.37,1751.54,1394.24,79.60,80.29,27.24,3.06,1.01,3.51,2.40,16.46,1400.30,6.41,6.46,15.92,0.00,6.69,6.95,2.80,6.98,21.84
I O B,532388,IOB,Banks,Public Sector Bank,36.64,70556.15,29979.65,18570.68,61.94,59.02,16.55,2.03,0.66,0.89,11.07,11.02,24922.19,5725.00,0.00,0.00,0.00,5.57,-0.07,0.23,15.87,37.60
IDBI Bank,500116,IDBI,Banks,Private Sector Bank,94.45,101556.44,28937.85,20399.04,70.49,70.28,10.94,1.49,0.25,1.97,4.81,13.55,30305.60,6543.01,0.00,0.00,0.00,6.59,-0.04,-0.07,12.16,11.72
Indiamart Inter.,542726,INDIAMART,Retailing,Internet & Catalogue Retail,2234.70,13427.67,1472.50,479.20,32.54,34.12,24.97,6.28,1.18,13.93,0.01,26.92,1578.10,256.30,4.40,36.40,0.00,5.25,-2.30,2.32,0.04,20.16
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,782.80,105440.34,64543.17,44355.43,68.72,68.06,8.95,1.37,0.23,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.16,0.57,0.14,14.91,12.89
Indian Renewable,544026,IREDA,Finance,Financial Institution,133.02,37368.39,7606.77,6753.23,88.78,93.03,21.69,2.89,0.56,2.39,5.41,18.05,-1147.39,23.92,5.22,4.91,0.00,6.33,-0.38,-0.12,10.38,43.24
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,184.75,25865.03,15643.80,1806.61,11.55,13.36,16.20,2.31,3.64,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.69,0.09,0.39,0.05,19.39
Indus Towers,534816,INDUSTOWER,Telecom - Services,Telecom - Infrastructure,404.25,106647.73,31520.30,20315.50,64.45,68.55,11.40,2.95,0.70,16.26,0.58,32.50,4427.10,343.50,4851.50,2546.20,20.20,11.02,0.08,-1.30,1.51,5.99
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,1584.80,658424.88,169458.00,40467.00,23.88,24.07,23.41,6.37,3.63,18.62,0.08,28.83,59369.00,4073.00,33968.00,3839.00,0.00,6.25,2.07,-1.84,0.22,21.03
