Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,471.3,53.83,20566.45,3520.63,2695.55,76.56,76.3,19.73,2.97,0.73,4.31,2.55,16.86,1641.75,-8.34,0.0,108.12,0.0,7.35,0.2,0.08,6.58,13.96
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1411.0,48.98,26497.75,24689.33,3153.91,12.77,14.07,10.53,1.33,1.59,9.46,0.02,13.23,5242.34,716.8,3678.49,2001.25,1985.75,9.74,-1.18,0.95,0.19,33.55
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,857.1,54.4,10207.85,3211.94,495.23,15.42,15.2,24.15,5.73,0.42,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.69,-0.07,0.04,0.24,38.34
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,338.4,58.04,88703.52,44263.78,15953.88,36.04,35.13,25.0,2.75,1.02,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.0,6.8,-0.96,1.86,9.64,8.37
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,610.25,45.26,21434.13,7443.86,1236.48,16.61,16.23,27.86,3.61,1.22,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.3,-0.84,0.99,1.8,35.53
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,303.8,59.66,11171.34,12543.26,1554.35,12.39,11.71,18.95,2.26,0.61,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,10.21,1.66,0.0,2.48,36.63
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,726.25,57.11,14271.05,7266.82,1159.51,15.96,15.11,21.51,2.68,6.76,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.8,-0.13,0.19,1.64,34.45
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1044.25,73.8,12823.12,2512.27,781.18,31.09,28.67,22.8,4.25,4.84,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,5.89,1.66,-1.76,0.08,14.76
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,751.45,46.77,13748.66,13062.79,1509.33,11.55,13.17,18.21,1.77,0.92,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.56,0.88,-0.6,0.27,31.43
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,267.62,66.36,24366.51,4733.2,1562.04,33.0,37.85,31.67,4.19,1.36,7.78,0.77,27.07,3734.86,9.63,283.0,7590.87,0.0,8.13,3.24,-0.66,3.07,18.53
