Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,474.15,44.47,20568.45,3375.53,2577.37,76.35,76.30,20.82,2.98,0.77,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.03,0.20,0.08,6.89,13.44
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1463.20,49.03,11585.55,2527.53,1878.12,74.31,75.29,19.20,2.48,1.12,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.65,0.17,-1.16,7.82,34.63
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1678.50,38.64,31520.09,24689.33,3153.91,12.77,14.07,12.53,1.58,1.89,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,8.20,-1.18,0.95,0.19,20.95
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,841.00,40.59,10014.90,3232.42,500.38,15.48,15.20,23.96,5.62,0.42,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.81,-0.07,0.04,0.24,39.50
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,133.88,36.09,258183.49,54254.83,19886.27,36.65,38.11,22.54,4.42,0.60,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.92,0.71,0.11,2.76,26.74
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,766.50,41.78,22134.79,1815.63,1082.18,59.60,64.91,21.74,6.21,1.90,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,6.15,0.49,-0.13,0.05,15.92
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,344.30,42.66,90120.09,41693.04,15151.78,36.34,35.13,27.62,2.80,1.13,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.41,1.85,-0.95,10.16,6.77
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,697.00,45.80,24464.70,7425.45,1172.28,15.79,16.23,34.13,4.12,1.50,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.24,-0.84,0.99,1.90,26.36
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,334.05,22.81,12285.85,12793.14,1421.99,11.12,10.85,24.46,2.28,2.28,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,9.05,1.66,0.00,2.61,33.04
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,763.30,26.00,15003.66,7083.25,1128.07,15.93,15.11,23.65,2.82,7.44,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.37,-0.13,0.19,1.70,31.10
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,940.00,64.26,11537.22,2512.27,781.18,31.09,28.67,20.51,3.82,4.35,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.54,1.66,-1.76,0.08,25.38
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,830.15,26.49,15193.85,12875.97,1550.66,12.04,13.17,18.83,1.95,0.95,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,7.25,0.88,-0.60,0.26,25.14
Angel One,543235,ANGELONE,INE732I01013,Capital Markets,Stockbroking & Allied,2588.40,53.74,23517.03,4733.20,1562.04,33.00,37.85,30.57,4.05,1.31,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,8.53,3.24,-0.66,3.07,21.21
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,269.80,45.15,13509.77,1998.39,1683.70,84.25,84.58,16.02,2.90,0.60,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.43,1.42,-2.17,4.27,26.05
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1150.60,43.91,66827.03,32514.48,6618.84,20.36,20.65,19.53,1.91,2.47,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,8.28,0.06,-0.26,1.43,10.01
