Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,480.55,54.99,20896.07,3520.63,2695.55,76.56,76.30,20.05,3.02,0.74,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.29,0.20,0.08,6.58,12.28
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1385.00,20.41,26008.54,24689.33,3153.91,12.77,14.07,10.34,1.30,1.56,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,9.92,-1.18,0.95,0.19,34.77
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1365.50,35.92,314605.62,36486.63,21627.40,59.27,59.53,24.90,4.69,0.91,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.15,-1.14,-0.51,3.05,13.79
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,155.60,66.82,300069.85,54254.83,19886.27,36.65,38.11,26.20,5.13,0.70,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.19,0.71,0.11,2.76,14.86
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,318.65,39.37,83469.46,44263.78,15953.88,36.04,35.13,23.52,2.59,0.96,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.96,1.85,-0.95,9.64,13.72
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,619.85,38.07,21756.74,7443.86,1236.48,16.61,16.23,28.28,3.66,1.24,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.21,-0.84,0.99,1.80,34.51
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,280.60,26.76,10320.04,12543.26,1554.35,12.39,11.71,17.51,2.09,0.57,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.86,1.66,0.00,2.48,43.76
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,670.00,21.12,13169.73,7266.82,1159.51,15.96,15.11,19.85,2.48,6.24,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.24,-0.13,0.19,1.64,39.53
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,936.10,55.20,11489.35,2512.27,781.18,31.09,28.67,20.43,3.81,4.34,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.57,1.66,-1.76,0.08,23.59
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,777.70,33.04,14233.88,13062.79,1509.33,11.55,13.17,18.85,1.83,0.95,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.30,0.88,-0.60,0.27,29.87
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,216.98,34.70,19724.68,4733.20,1562.04,33.00,37.85,25.64,3.39,1.10,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,10.98,3.24,-0.66,3.07,33.95
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,221.22,32.88,11077.43,2101.94,1755.64,83.52,84.58,12.46,2.38,0.47,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,10.01,1.42,-2.17,4.08,39.37
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,176.11,34.92,103444.45,53811.19,10427.68,19.38,18.97,28.69,8.22,0.10,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.43,0.14,0.09,5.55,18.25
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,902.05,36.96,67493.59,17887.79,9304.97,52.02,53.37,29.18,3.71,1.26,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,6.01,-0.64,1.95,11.60,13.20
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),477.95,49.39,40588.73,3693.87,3340.79,90.44,89.63,11.15,2.51,0.13,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,7.85,-0.07,0.37,0.84,30.07
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1244.20,55.63,16951.68,5980.89,759.89,12.71,11.30,26.80,5.63,0.81,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.60,-0.03,1.00,0.02,16.47
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1228.10,35.05,381618.96,130819.57,77849.31,59.51,63.58,14.53,1.86,0.56,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.82,-0.22,0.69,14.07,13.41
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),868.60,30.86,540484.77,79373.52,53111.16,66.91,68.79,29.68,5.24,0.89,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.63,0.47,-0.48,7.62,21.22
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1774.70,30.45,284049.61,149145.43,54959.49,36.85,37.01,28.95,3.71,1.16,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,8.09,0.25,-0.05,7.31,19.15
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,81.30,25.08,67741.88,10764.45,9778.23,90.84,91.85,27.23,3.20,0.60,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,6.02,0.85,0.03,9.66,40.66
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,159.58,39.17,25707.90,21694.54,9522.44,43.89,51.91,25.52,1.05,0.14,1.49,6.76,11.88,9601.39,2662.95,0.00,0.00,0.00,6.53,0.94,-1.12,13.64,17.09
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,283.25,39.26,146478.83,132604.32,83027.27,62.61,64.41,7.53,0.89,0.20,1.18,10.45,15.53,106937.68,24128.67,0.00,0.00,0.00,5.91,-0.21,1.13,16.01,12.99
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,151.38,37.90,68918.29,74518.88,53019.58,71.15,71.03,6.76,0.80,0.16,0.94,11.54,12.35,63717.28,9692.57,0.00,0.00,0.00,6.13,-0.45,1.58,15.77,15.17
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,62.48,39.00,48056.84,28257.38,18659.70,66.03,62.68,7.42,1.44,0.11,1.64,10.54,22.81,9929.94,3584.64,0.00,0.00,0.00,5.71,3.44,2.57,15.82,18.86
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,176.94,42.89,15745.52,9230.62,1139.62,12.35,12.32,32.72,3.17,3.07,5.35,0.29,14.09,2326.48,93.54,1709.59,1307.61,960.03,5.29,5.27,1.23,1.60,11.95
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,34.21,47.02,15931.60,13802.55,1758.25,12.74,12.74,20.19,,0.16,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,11.78,,,0.13,24.33
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1827.00,35.14,1041774.64,203465.80,115191.70,56.61,49.17,34.00,8.84,0.41,5.35,1.77,23.18,-104864.50,2365.50,8908.90,45232.60,429.60,5.41,0.14,1.33,3.13,15.99
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,362.70,40.82,10137.69,5278.22,790.46,14.98,12.98,20.77,2.73,6.09,12.12,0.04,15.59,2554.35,47.72,1073.04,256.19,5.02,8.09,2.19,-0.34,0.19,23.48
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,828.05,42.02,11025.83,4141.20,3807.55,91.94,92.25,11.32,2.02,0.51,2.20,6.61,18.22,213.97,1.48,0.75,3.26,0.00,8.10,0.82,0.72,9.52,14.77
