Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,481.15,20859.88,3375.53,2577.37,76.35,76.30,21.11,3.02,0.78,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.97,-0.18,0.53,6.89,12.17
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1546.50,12245.11,2527.53,1878.12,74.31,75.29,20.30,2.62,1.18,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.45,2.61,-3.89,7.82,30.91
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1850.60,34751.91,24060.83,3569.63,14.84,14.07,10.76,1.74,1.63,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.45,-1.58,0.38,0.13,20.40
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,147.49,284429.96,55474.57,20671.12,37.26,38.11,23.64,4.87,0.63,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,5.86,0.94,-0.93,2.56,19.29
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,735.35,21230.22,1782.66,1066.81,59.84,64.91,21.86,5.96,1.91,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,6.13,-0.50,0.66,0.05,19.37
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,404.10,14862.18,12793.14,1421.99,11.12,10.85,29.59,2.76,2.76,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.73,3.41,-2.99,2.61,29.11
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,898.50,11022.92,2481.22,740.22,29.83,28.67,20.78,3.66,4.41,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.49,-0.15,0.42,0.08,28.68
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,951.90,17422.18,12875.97,1550.66,12.04,13.17,21.59,2.24,1.09,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.34,2.24,-1.42,0.26,30.01
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2703.80,24561.14,4660.51,1528.72,32.80,37.85,31.40,4.22,1.35,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,7.87,-1.56,-1.55,3.13,22.82
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,279.10,13973.43,1998.39,1683.70,84.25,84.58,16.57,3.00,0.62,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.24,9.83,4.95,4.27,23.50
