Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,497.0,47.76,21735.63,3817.29,2907.72,76.17,76.43,18.86,2.89,0.75,4.38,2.49,15.94,675.52,-0.48,27.02,123.65,0.0,7.32,0.77,-0.33,6.49,0.0,11.72
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1404.55,46.76,11136.73,2764.62,2040.97,73.82,73.67,16.14,2.22,1.07,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.02,0.01,-0.46,7.85,0.0,20.87
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1331.25,43.83,24999.14,25441.73,2629.19,10.33,11.39,13.21,1.21,0.42,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.58,-0.5,-0.1,0.23,0.56,33.0
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,372.5,50.23,26331.06,2369.9,2057.79,86.83,88.04,44.27,4.38,0.3,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,5.15,12.05,0.79,9.71,0.05,6.56
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,406.0,52.88,111100.5,48185.84,17802.62,36.95,36.69,27.68,3.1,-4.17,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.27,-0.35,0.93,10.0,0.0,5.73
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,845.35,59.93,16616.43,7783.95,1167.13,14.99,15.26,22.29,2.98,0.79,8.79,0.25,13.45,1948.76,-1.23,1466.3,835.08,2510.64,5.03,-0.24,-0.09,1.61,1.42,15.88
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,289.35,33.76,26437.53,5425.77,2028.11,37.38,35.42,25.6,4.36,20.98,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.63,1.46,0.95,4.15,1.41,19.73
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,446.0,59.21,28325.51,29307.63,4143.45,14.14,14.65,13.22,1.68,0.5,7.32,0.22,13.07,2614.57,-466.33,3190.84,3224.29,5452.28,8.97,1.49,-2.06,1.33,1.34,17.48
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,254.3,35.99,12735.84,2272.27,1872.29,82.4,83.07,12.98,2.55,0.56,7.76,1.56,20.11,754.67,53.74,0.0,19.79,0.0,9.48,0.47,-0.38,4.13,1.75,30.3
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,866.85,31.54,11810.43,6065.86,749.88,12.36,12.36,21.19,3.65,0.77,15.19,0.0,18.29,1073.29,198.68,143.89,243.18,940.27,7.46,0.53,-0.44,0.02,1.14,45.61
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1226.0,39.17,381488.22,135731.89,81034.17,59.7,59.29,13.75,1.73,0.4,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.57,-0.66,-2.13,15.01,0.08,13.56
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1082.0,55.32,673648.27,85963.63,58573.63,68.14,68.29,32.96,5.86,1.77,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.23,1.2,-1.13,7.56,0.49,8.12
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2009.0,61.86,321550.53,157641.68,59568.13,37.79,37.93,31.39,4.09,2.0,2.83,5.52,13.23,-132648.93,-344.19,9332.08,9052.12,0.0,7.9,0.35,-0.33,7.38,0.07,8.47
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,84.75,43.9,70616.57,11604.2,10595.59,91.31,90.96,26.13,3.13,0.97,2.24,4.6,12.11,-231.05,-12.76,27.8,126.1,0.0,6.04,-0.18,-0.09,9.83,0.0,28.17
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,249.7,45.46,129128.86,136546.33,87323.66,63.95,64.22,5.88,0.76,0.59,1.01,10.89,12.7,104206.96,17511.43,0.0,0.0,0.0,5.78,-0.59,0.45,16.61,3.35,23.3
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,145.4,52.16,66195.77,77243.58,55814.43,72.26,72.61,5.62,0.72,0.13,0.95,11.83,12.41,83817.63,10440.65,0.0,0.0,0.0,6.05,0.0,-0.39,16.25,3.26,18.52
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,81.81,43.39,62924.58,30262.41,20806.29,68.75,69.25,8.4,1.76,0.21,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.72,0.35,0.27,15.61,2.68,13.43
Bayer Crop Sci.,506285,BAYERCROP,INE462A01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4116.8,39.47,18501.72,5595.4,892.9,15.96,15.4,25.3,6.2,47.74,12.59,0.03,23.7,2293.4,165.2,1115.5,1237.9,2135.5,5.49,-0.25,0.08,0.09,3.62,27.85
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1941.2,46.66,1211316.73,220049.3,125138.6,56.87,55.23,38.83,7.96,0.86,6.42,1.31,20.27,-97990.9,-165.9,7977.6,45015.2,600.9,5.46,0.11,-1.31,2.63,1.23,10.74
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",264.0,64.77,10869.98,3178.18,867.04,27.28,27.31,15.38,4.44,0.31,22.02,0.17,32.74,1201.29,92.78,170.57,152.71,0.87,8.58,0.11,-2.0,0.5,0.77,32.8
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",592.35,65.71,19320.24,5697.22,1433.11,25.15,25.15,29.64,2.75,0.84,3.04,0.93,10.47,3083.18,192.58,600.69,881.7,11400.89,5.69,0.72,-1.12,4.77,0.33,26.14
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,818.5,44.33,10898.71,4292.09,3952.79,92.09,92.07,9.66,1.82,0.47,2.56,6.4,19.66,214.94,2.09,2.43,7.67,0.0,8.05,-0.08,-0.14,9.71,1.84,15.75
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,131.8,55.66,119551.18,127805.38,91290.72,71.43,69.66,5.99,0.96,0.33,1.09,14.28,16.08,196176.59,23532.04,0.0,0.0,0.0,6.27,1.0,-1.56,15.37,3.15,19.09
