Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
CIE Automotive,532756,CIEINDIA,Auto Components,Auto Components & Equipments,396.00,37.93,15022.75,9123.42,1326.97,14.54,15.07,18.75,2.17,0.68,8.47,0.07,13.15,1085.46,120.02,1268.42,1661.71,1110.20,7.18,0.04,0.08,0.44,20.54
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1496.30,43.36,120866.81,28349.57,7199.40,25.40,25.87,22.21,3.67,0.86,14.72,0.01,17.77,18620.79,1038.58,6902.26,3035.06,6160.12,5.89,1.00,-0.70,0.07,10.56
Cyient,532175,CYIENT,IT - Services,IT Enabled Services,1121.60,41.85,12461.22,7328.40,1018.90,13.90,15.47,22.10,2.24,4.04,8.87,0.08,12.81,2894.00,164.80,1171.20,404.10,596.80,7.74,2.79,-3.81,0.49,42.37
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,Commodity Chemicals,1252.60,41.66,15812.55,10910.95,1942.77,17.81,18.73,16.06,2.43,1.45,7.47,0.68,15.56,1643.01,112.96,1713.47,2332.01,1740.03,8.19,0.34,-0.31,2.71,29.57
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,Pharmaceuticals,1265.80,50.22,105647.51,34310.00,8454.40,24.64,26.18,18.30,2.93,0.48,12.95,0.16,17.96,12851.70,1302.70,9775.40,3532.30,7582.20,7.17,1.26,-0.64,0.75,9.97
Elecon Engg.Co,505700,ELECON,Electrical Equipment,Heavy Electrical Equipment,480.85,41.61,10790.27,2395.16,593.85,24.79,24.38,24.02,4.81,0.57,17.05,0.11,22.96,1254.48,163.56,511.07,210.45,272.19,5.52,0.33,-1.30,0.44,32.89
Engineers India,532178,ENGINERSIN,Construction,Civil Construction,201.14,56.40,11304.92,3566.47,590.69,16.56,16.66,21.04,4.18,0.34,11.39,0.01,23.17,460.76,147.65,499.99,586.19,0.64,6.92,-0.56,-0.13,0.03,21.26
Finolex Cables,500144,FINCABLES,Industrial Products,Cables - Electricals,773.40,54.04,11828.33,5548.00,569.28,10.26,9.69,19.66,2.46,1.88,11.25,0.00,12.39,3425.83,263.43,228.66,268.30,794.03,6.62,0.31,-0.77,0.03,36.64
Five-Star Bus.Fi,543663,FIVESTAR,Finance,Non Banking Financial Company (NBFC),558.40,39.75,16446.75,3065.77,2198.93,71.73,74.26,14.88,2.42,0.45,8.22,1.23,18.65,2095.00,22.74,0.00,29.12,0.00,9.68,2.68,-2.33,3.83,34.34
Gallantt Ispat L,532726,GALLANTT,Industrial Products,Iron & Steel Products,524.10,32.26,12645.53,4331.00,760.61,17.56,16.18,25.67,4.07,0.82,11.96,0.21,15.11,1105.58,32.43,132.12,0.00,470.11,5.12,0.06,0.14,0.98,34.67
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,1109.70,53.31,15842.87,4903.16,2483.47,50.65,50.30,8.88,1.04,0.19,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,17.80,0.73,0.24,0.60,6.01
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,Pharmaceuticals,2020.10,61.99,57007.39,15955.06,4101.31,25.71,17.65,22.68,5.95,3.63,8.69,0.13,15.79,4493.72,-1811.28,3773.12,2951.33,3280.72,6.94,0.97,0.11,0.32,11.64
Godawari Power,532734,GPIL,Industrial Products,Iron & Steel Products,252.50,56.21,16912.33,5396.61,1123.69,20.82,22.23,22.75,3.23,-1.38,13.86,0.04,17.23,1513.51,101.13,98.78,304.89,862.45,6.47,-0.24,0.12,0.18,12.93
Gujarat Gas,539336,GUJGASLTD,Gas,LPG/CNG/PNG/LNG Supplier,391.70,43.66,26964.24,15906.19,1797.08,11.30,11.57,24.15,3.10,-6.36,9.49,0.02,14.25,179.17,265.07,954.56,647.91,60.84,5.84,-0.03,-0.16,0.10,24.37
H U D C O,540530,HUDCO,Finance,Financial Institution,216.23,45.17,43287.08,11761.56,11460.76,97.44,100.45,15.44,2.40,0.94,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.77,0.66,-0.02,11.02,14.97
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,1674.70,59.20,454457.49,122427.00,25922.00,21.17,21.79,26.77,6.38,3.06,16.95,0.10,25.00,37284.00,1797.00,20169.00,6721.00,160.00,5.37,1.63,-1.92,0.29,16.77
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),753.55,50.37,62547.53,17420.50,9794.90,56.23,58.62,29.06,3.23,1.00,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.32,5.77,-0.94,9.44,15.51
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,5698.50,38.81,114016.51,42175.84,6035.64,14.31,14.15,21.58,5.43,0.90,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,6.15,-1.45,1.71,0.10,10.82
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,1125.00,43.42,11691.36,1751.54,1394.24,79.60,80.29,25.82,2.90,0.95,3.51,2.40,16.46,1400.30,6.41,6.46,15.92,0.00,6.90,6.95,2.80,6.98,25.94
I O B,532388,IOB,Banks,Public Sector Bank,33.92,22.08,65318.35,29979.65,18570.68,61.94,59.02,15.33,1.88,0.61,0.89,11.07,11.02,24922.19,5725.00,0.00,0.00,0.00,5.64,-0.07,0.23,15.87,37.81
IDBI Bank,500116,IDBI,Banks,Private Sector Bank,100.91,57.12,108502.49,28937.85,20399.04,70.49,70.28,11.69,1.59,0.26,1.97,4.81,13.55,30305.60,6543.01,0.00,0.00,0.00,6.48,-0.04,-0.07,12.16,5.68
IIFL Capital,542773,IIFLCAPS,Capital Markets,Stockbroking & Allied,333.35,58.49,10362.78,2309.18,865.20,37.47,44.24,17.72,3.68,0.56,8.57,0.62,31.58,2076.38,138.55,75.09,7.22,0.00,11.74,0.12,-0.31,1.85,13.87
Indiamart Inter.,542726,INDIAMART,Retailing,Internet & Catalogue Retail,2230.70,40.62,13403.64,1472.50,479.20,32.54,34.12,24.92,6.26,1.18,13.93,0.01,26.92,1578.10,256.30,4.40,36.40,0.00,5.26,-2.30,2.32,0.04,20.30
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,777.20,38.19,104686.04,64543.17,44355.43,68.72,68.06,8.88,1.36,0.22,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.16,0.57,0.14,14.91,13.51
Indian Renewable,544026,IREDA,Finance,Financial Institution,138.10,49.07,38795.48,7606.77,6753.23,88.78,93.03,22.52,3.00,0.58,2.39,5.41,18.05,-1147.39,23.92,5.22,4.91,0.00,6.25,-0.38,-0.12,10.38,41.07
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,193.73,47.69,27122.23,15643.80,1806.61,11.55,13.36,16.98,2.42,3.82,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.24,0.09,0.39,0.05,15.48
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,1663.40,66.72,674453.46,169458.00,40467.00,23.88,24.07,23.98,6.69,3.72,18.62,0.08,28.83,59369.00,4073.00,33968.00,3839.00,0.00,6.10,2.11,-2.34,0.22,16.11
ITC,500875,ITC,Diversified FMCG,Diversified FMCG,406.60,55.92,509427.50,78551.59,26392.45,33.60,34.30,25.25,7.17,2.77,22.16,0.01,27.32,31741.61,17684.49,6503.38,5157.96,18762.59,5.43,0.50,-0.59,0.01,13.76
J & K Bank,532209,J&KBANK,Banks,Private Sector Bank,99.30,39.67,10934.74,12985.51,8892.98,68.48,69.38,5.23,0.73,0.09,1.28,10.34,15.77,17797.09,1058.33,0.00,0.00,0.00,6.28,-0.11,-0.16,15.52,15.31
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products,166.78,51.70,10665.72,18636.17,2796.81,15.01,16.58,7.76,0.88,0.12,7.13,0.43,16.31,3482.24,125.62,3073.75,2125.19,5528.69,14.76,-0.42,0.23,2.25,45.14
L T Foods,532783,LTFOODS,Agricultural Food & other Products,Other Agricultural Products,404.10,52.36,14032.49,9732.83,1082.95,11.13,11.27,22.06,3.35,0.81,9.06,0.43,16.70,2622.59,104.75,846.20,810.83,3538.72,6.41,1.12,-0.03,1.85,22.07
LIC Housing Fin.,500253,LICHSGFIN,Finance,Housing Finance Company,539.45,47.62,29673.15,28804.92,27033.67,93.85,94.28,5.37,0.77,0.16,1.80,7.08,16.05,-2129.25,1.37,3.97,66.28,0.00,8.93,-0.06,-0.08,10.13,16.57
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,Pharmaceuticals,2107.00,58.72,96247.51,24750.69,6745.64,27.25,23.24,22.26,4.90,0.37,12.41,0.32,20.62,9445.32,279.70,6290.15,3407.15,5954.96,5.78,1.01,-0.75,1.08,12.33
M & M Fin. Serv.,532720,M&MFIN,Finance,Non Banking Financial Company (NBFC),389.65,66.40,54160.23,19699.23,12394.35,62.92,63.11,21.95,2.19,0.83,1.69,4.90,10.90,4769.58,127.30,235.40,1000.26,0.00,7.19,-0.04,0.26,9.97,5.49
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier,1130.10,38.78,11162.88,7753.14,1531.45,19.75,21.81,11.27,1.80,0.63,12.67,0.03,17.72,144.71,153.50,486.48,389.89,60.70,11.83,0.37,-1.89,0.16,28.79
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,Stockbroking & Allied,893.60,49.09,53685.84,7769.82,3900.66,50.20,54.51,26.52,4.17,1.10,7.64,1.22,25.25,3947.62,61.82,1706.74,15.89,0.00,6.26,0.40,0.23,4.07,18.55
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,916.25,55.38,16410.94,4387.70,1737.10,39.59,49.58,10.67,1.90,0.08,24.23,0.03,28.00,5266.70,404.30,1718.90,512.60,818.00,13.49,0.06,-1.43,0.14,35.48
Nava,513023,NAVA,Power,Power Generation,563.00,51.65,15932.97,4017.64,1735.07,43.19,46.07,17.22,1.97,0.71,13.70,0.20,15.03,3931.02,134.34,943.89,128.62,687.52,9.60,0.06,0.12,1.06,23.43
NLC India,513683,NLCINDIA,Power,Power Generation,249.77,55.73,34634.02,16251.48,4230.82,26.03,30.98,13.26,1.73,0.27,4.68,1.22,14.47,-1774.41,2301.46,2990.61,1818.42,1944.26,7.56,-0.39,0.30,5.53,14.56
NTPC,532555,NTPC,Power,Power Generation,322.55,46.25,312765.97,186754.31,53490.38,28.64,28.91,13.17,1.63,1.57,4.26,1.33,12.13,-13789.34,11139.02,31750.32,10231.93,16854.12,8.26,0.01,0.31,5.51,13.16
Nuvama Wealth,543988,NUVAMA,Capital Markets,Stockbroking & Allied,1523.00,63.04,27689.08,4411.52,2361.48,53.53,53.34,27.00,7.25,0.51,4.04,2.37,30.87,5745.99,21.24,836.94,1909.55,0.00,10.07,1.24,-0.84,3.94,10.52
O N G C,500312,ONGC,Oil,Oil Exploration & Production,233.77,36.62,294089.19,657927.61,98563.11,14.98,14.52,8.03,0.80,-0.98,5.15,0.48,10.63,-20933.20,11878.24,21037.36,38229.06,55460.72,17.35,0.11,-0.10,2.40,14.53
Oberoi Realty,533273,OBEROIRLTY,Realty,"Residential, Commercial Projects",1672.40,52.71,60808.84,5327.81,3014.84,56.59,58.70,27.23,3.63,0.97,10.23,0.18,14.67,12364.24,285.90,244.39,517.78,9606.36,5.12,3.05,-3.30,0.95,28.83
Oil India,533106,OIL,Oil,Oil Exploration & Production,408.90,47.80,66511.99,33468.01,9784.51,29.24,35.19,11.13,1.18,1.98,7.08,0.64,13.26,7670.00,2385.41,3610.81,1925.03,4722.94,10.44,0.80,-0.60,3.69,17.32
Oracle Fin.Serv.,532466,OFSS,IT - Software,Software Products,7782.00,38.83,67716.55,7072.50,3080.10,43.55,44.93,28.53,9.18,3.57,24.01,0.00,29.34,5830.60,290.40,1431.40,68.70,0.00,5.25,-0.05,0.11,0.01,41.13
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,Fertilizers,160.11,51.19,16618.92,18974.64,1920.21,10.12,9.20,17.00,2.03,1.66,5.19,0.87,14.14,1306.36,153.11,4023.97,4918.56,4821.43,8.02,-3.62,1.04,3.17,31.69
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,Carbon Black,305.70,29.52,12028.15,8375.11,1200.21,14.33,15.91,34.45,2.98,31.32,3.76,1.36,12.46,-501.60,48.19,1756.89,1672.04,1071.59,5.23,0.45,0.28,5.91,35.16
Petronet LNG,532522,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,281.05,60.97,42157.50,47431.60,5035.24,10.62,10.84,11.49,2.00,2.46,14.92,0.12,21.16,12090.29,843.92,2494.88,1838.76,1277.29,15.16,0.79,-1.01,0.50,19.59
PNB Housing,540173,PNBHOUSING,Finance,Housing Finance Company,966.30,64.83,25172.94,8184.49,7690.21,93.96,92.72,11.46,1.40,0.34,2.52,3.62,12.27,781.46,27.79,31.03,22.83,0.00,8.76,2.69,-5.57,8.51,15.38
Power Fin.Corpn.,532810,PFC,Finance,Financial Institution,352.30,48.13,116262.59,113492.35,109205.64,96.22,96.42,4.70,0.92,0.26,2.75,7.88,21.01,18683.87,145.09,293.09,193.17,0.00,9.87,-0.07,0.18,9.16,25.81
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission,268.05,50.11,249302.69,46180.55,37884.28,82.04,84.81,16.40,2.52,5.92,5.91,1.37,17.00,-3892.53,2090.92,9766.44,661.04,1883.52,7.23,0.84,-0.84,5.00,16.75
Punjab Natl.Bank,532461,PNB,Banks,Public Sector Bank,120.93,52.64,138984.16,129502.98,95371.61,73.64,72.67,8.16,0.98,0.12,1.07,12.22,15.17,189158.58,17765.09,0.00,0.00,0.00,6.24,0.48,0.15,15.36,5.38
Ratnamani Metals,520111,RATNAMANI,Industrial Products,Iron & Steel Products,2314.70,40.34,16224.20,5374.76,905.36,16.84,15.88,26.75,4.19,1.41,12.11,0.06,16.01,2182.63,85.00,924.46,325.39,1220.41,5.31,-0.39,-0.13,0.28,30.49
REC Ltd,532955,RECLTD,Finance,Financial Institution,354.75,55.21,93413.62,59513.92,57456.60,96.54,96.18,5.41,1.12,0.33,2.73,6.18,21.51,12770.98,126.06,264.89,2.75,0.00,9.53,0.35,-1.19,8.97,34.87
Rites,541556,RITES,Construction,Civil Construction,242.60,60.42,11659.45,2229.67,546.71,24.52,24.48,28.36,4.43,-3.06,7.19,0.00,14.66,1683.54,129.85,901.51,265.57,86.91,7.13,0.02,0.04,0.01,23.26
S C I,523598,SCI,Transport Services,Shipping,217.99,41.38,10153.97,5295.70,1617.45,30.54,31.49,12.63,1.19,-12.89,7.02,0.33,10.53,2033.73,401.74,1216.72,862.24,153.16,8.31,0.01,0.35,2.77,22.29
Sandur Manganese,504918,SANDUMA,Consumable Fuels,Coal,240.48,69.95,11689.85,4640.86,1128.30,24.31,24.93,19.52,4.03,-1.50,10.80,0.64,18.64,375.07,56.12,403.35,683.63,938.52,7.33,0.11,0.01,1.88,5.06
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel,536.25,63.56,18896.45,5718.87,1768.53,30.92,26.65,17.77,2.70,-3.34,8.51,0.38,13.44,3061.27,193.92,305.74,207.61,684.61,7.77,-0.94,0.31,1.64,16.20
SBFC Finance,543959,SBFC,Finance,Non Banking Financial Company (NBFC),106.00,49.11,11622.61,1492.95,1021.28,68.41,68.63,29.61,3.37,0.40,4.41,1.80,11.58,354.36,1.02,30.88,13.70,0.00,5.80,1.22,-0.11,6.16,13.82
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,576.00,58.90,22699.27,4359.52,2229.72,51.15,53.03,13.68,1.84,3.57,14.47,0.01,15.69,7059.03,659.63,1466.40,424.29,0.00,9.72,-0.16,-0.20,0.07,17.94
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,379.70,44.46,121327.04,66066.92,13014.41,19.70,18.58,30.02,3.22,1.46,3.05,1.86,10.97,-11313.90,2802.54,6798.91,7209.85,5251.53,6.22,0.39,0.14,6.19,8.90
TCS,532540,TCS,IT - Software,Computers - Software & Consulting,3319.00,70.16,1200843.25,257688.00,68867.00,26.72,26.40,23.88,11.28,2.92,32.07,0.10,52.38,79215.00,3663.00,54182.00,14246.00,26.00,5.69,0.69,-1.15,0.16,23.22
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,1280.80,47.95,64539.97,28738.09,5231.02,18.20,18.25,21.58,3.43,0.45,8.28,0.55,19.03,2117.26,468.80,3440.93,2281.23,778.98,5.56,0.75,-0.97,2.51,21.90
TVS Holdings,520056,TVSHLTD,Finance,Investment Company,14090.00,41.71,28507.03,50450.82,7970.31,15.80,15.21,19.79,5.16,0.54,4.78,6.25,30.20,-1080.43,64.53,2216.37,9263.55,2544.80,11.73,-0.15,0.17,5.09,13.54
Ujjivan Small,542904,UJJIVANSFB,Banks,Other Bank,53.00,48.14,10273.85,6465.58,2517.15,38.93,46.40,24.64,1.65,0.44,1.65,6.77,12.42,2594.80,947.20,0.00,0.00,0.00,6.92,3.31,-2.50,12.17,5.86
Union Bank (I),532477,UNIONBANK,Banks,Public Sector Bank,150.76,47.53,115084.24,109143.51,73474.88,67.32,67.96,6.22,0.91,0.12,1.24,10.38,17.05,112599.00,21257.19,0.00,0.00,0.00,6.96,-0.23,0.16,13.79,5.86
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,1134.70,45.17,14575.96,1758.93,919.11,52.25,59.52,24.79,3.32,2.25,14.79,0.00,16.28,147.23,7.48,104.18,55.43,0.00,6.21,0.24,-0.08,0.00,24.10
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,810.85,44.44,21389.46,15463.58,2010.74,13.00,12.05,12.06,2.61,0.30,8.93,0.19,18.59,2174.29,1271.79,1629.25,2650.10,5152.72,11.13,0.17,-0.34,0.63,18.47
