Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,494.55,43.37,21641.41,3683.44,2815.42,76.43,76.43,19.54,2.87,0.77,4.38,2.49,15.94,675.52,-13.1,27.02,123.65,0.0,7.09,0.77,-0.33,6.73,0.0,12.16
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1385.5,38.35,10988.39,2764.62,2040.97,73.82,73.67,15.96,2.17,1.06,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.07,0.01,-0.46,7.85,0.0,22.51
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1370.4,45.4,25721.1,25441.73,2629.19,10.33,11.39,13.47,1.25,0.43,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.58,-0.5,-0.1,0.23,0.55,31.03
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1129.8,45.55,13891.66,2551.83,797.29,31.24,31.24,23.77,4.15,3.09,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,5.74,-0.09,0.24,0.07,0.45,5.37
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,302.0,33.73,27583.75,5425.77,2028.11,37.38,35.42,26.65,4.44,21.84,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.06,1.46,0.95,4.15,1.36,16.22
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,426.0,47.74,27039.23,28470.6,4170.34,14.65,14.65,13.12,1.64,0.5,7.32,0.22,13.07,2614.57,-899.51,3190.84,3224.29,5452.28,9.28,1.49,-2.06,1.34,1.4,21.18
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,280.95,47.98,14067.26,2192.24,1821.12,83.07,83.07,14.92,2.81,0.64,7.76,1.56,20.11,754.67,53.24,0.0,19.79,0.0,8.7,0.47,-0.38,4.25,1.62,23.0
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,517.4,43.81,13556.69,9303.19,1004.42,10.8,10.8,31.88,3.33,5.19,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,5.22,-0.16,0.34,2.14,0.72,13.77
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6803.0,59.42,20038.25,6643.49,1188.81,17.89,16.48,25.22,3.18,2.92,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.53,0.04,-0.06,0.17,0.45,5.49
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,950.0,42.8,12946.62,6065.86,749.88,12.36,12.36,23.24,3.93,0.84,15.19,0.0,18.29,1073.29,198.68,143.89,243.18,940.27,6.67,0.53,-0.44,0.02,1.05,40.39
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1235.9,30.73,384498.74,135731.89,81034.17,59.7,59.29,13.81,1.72,0.4,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.58,-0.66,-2.13,15.01,0.08,12.86
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1928.5,63.04,308359.81,150530.32,57097.72,37.93,37.93,31.08,3.92,1.98,2.83,5.52,13.23,-132648.93,-382.27,9332.08,9052.12,0.0,7.75,0.35,-0.33,7.7,0.08,12.14
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,87.53,46.54,72932.86,11149.86,10142.42,90.96,90.96,28.42,3.18,1.06,2.24,4.6,12.11,-231.05,-13.62,27.8,126.1,0.0,5.77,-0.18,-0.09,10.27,0.0,25.81
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,243.05,35.53,125741.48,136546.33,87323.66,63.95,64.22,5.57,0.74,0.56,1.01,10.89,12.7,104206.96,17511.43,0.0,0.0,0.0,5.79,-0.59,0.45,16.61,3.52,25.34
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,137.75,40.01,62744.9,77243.58,55814.43,72.26,72.61,5.37,0.68,0.13,0.95,11.83,12.41,83817.63,10440.65,0.0,0.0,0.0,6.07,0.0,-0.39,16.25,3.35,22.81
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,80.71,43.96,62070.82,30262.41,20806.29,68.75,69.25,8.25,1.72,0.21,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.71,0.35,0.27,15.61,2.75,14.59
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",564.2,56.15,18381.73,5697.22,1433.11,25.15,25.15,28.13,2.74,0.8,3.04,0.93,10.47,3083.18,192.58,600.69,881.7,11400.89,6.07,0.72,-1.12,4.77,0.36,29.65
