Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,472.5,48.11,20621.79,3672.58,2803.94,76.35,76.35,18.71,2.69,0.74,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.26,0.7,-0.06,6.73,0.0,13.75
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1343.1,51.18,10649.18,2683.46,1977.01,73.67,73.67,16.23,2.15,1.08,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.84,7.84,-7.98,8.11,0.0,37.61
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1397.0,58.64,26233.9,25961.85,2950.2,11.36,11.36,12.39,1.32,0.4,7.97,0.02,10.79,5611.37,436.74,3841.63,2453.81,1789.12,8.4,0.25,-0.06,0.19,0.53,31.14
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,890.25,54.84,10601.34,3280.44,503.95,15.36,15.36,25.53,5.26,0.67,13.93,0.0,22.9,406.24,110.06,284.3,916.5,605.4,5.4,0.08,-0.82,0.01,0.22,30.29
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,749.5,62.69,26322.2,8333.21,1451.85,17.42,17.42,29.31,4.34,1.15,8.66,0.69,16.81,2450.62,326.58,481.0,706.9,128.56,6.03,-1.74,1.69,2.63,0.97,20.65
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,735.1,49.53,14449.34,7344.9,1118.46,15.23,15.23,19.77,2.59,0.7,8.78,0.25,13.43,1978.76,-12.33,1466.3,835.08,2510.64,5.32,0.0,0.03,1.67,1.48,33.65
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1051.6,53.01,12907.29,2551.83,797.29,31.24,31.24,22.08,3.92,2.87,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,5.93,0.14,0.22,0.07,0.46,8.48
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,886.55,65.48,16226.15,13548.86,1544.23,11.4,11.4,20.88,2.05,46.4,7.37,0.05,10.01,1388.15,351.06,1167.27,1202.82,2282.79,6.46,-0.17,-0.06,0.34,1.13,16.21
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,394.45,49.21,25051.57,28470.6,4143.23,14.55,14.55,12.16,1.55,0.46,7.34,0.22,13.16,2614.58,-899.51,3190.84,3224.29,5452.28,9.76,-0.33,-0.11,1.34,1.23,27.02
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,259.6,53.03,12999.26,2192.24,1819.65,83.0,83.0,13.79,2.55,0.59,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,9.09,2.14,-2.85,4.25,1.71,28.85
