Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,470.05,39.24,20390.60,3375.53,2577.37,76.35,76.30,20.64,2.95,0.76,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.06,0.20,0.08,6.89,14.19
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1384.70,27.57,10963.99,2527.53,1878.12,74.31,75.29,18.17,2.34,1.06,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.85,0.17,-1.16,7.82,38.14
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1696.80,37.37,31863.74,24060.83,3569.63,14.84,14.07,9.86,1.60,1.49,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.39,-1.18,0.95,0.13,20.09
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,137.48,36.06,265125.98,55474.57,20671.12,37.26,38.11,22.04,4.54,0.58,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.23,0.71,0.11,2.56,24.77
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,786.65,46.46,22716.68,1782.66,1066.81,59.84,64.91,23.40,6.37,2.05,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.73,0.49,-0.13,0.05,13.71
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,672.90,26.82,23618.79,7425.45,1172.28,15.79,16.23,32.95,3.98,1.45,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.43,-0.84,0.99,1.90,28.91
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,349.85,27.00,12866.95,12793.14,1421.99,11.12,10.85,25.62,2.39,2.39,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.72,1.66,0.00,2.61,31.93
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,765.15,18.13,15040.03,7083.25,1128.07,15.93,15.11,23.71,2.83,7.46,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.36,-0.13,0.19,1.70,30.94
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,868.35,40.75,10653.04,2481.22,740.22,29.83,28.67,20.08,3.53,4.26,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.71,1.66,-1.76,0.08,31.07
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,854.25,24.05,15634.94,12875.97,1550.66,12.04,13.17,19.38,2.01,0.98,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,7.05,0.88,-0.60,0.26,22.97
Angel One,543235,ANGELONE,INE732I01013,Capital Markets,Stockbroking & Allied,2635.80,57.68,23947.69,4733.20,1562.04,33.00,37.85,31.13,4.12,1.34,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,8.32,3.24,-0.66,3.07,19.76
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,262.65,28.95,13151.75,1998.39,1683.70,84.25,84.58,15.60,2.82,0.59,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.58,1.42,-2.17,4.27,28.01
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,180.79,54.04,106193.42,50976.16,9941.54,19.50,18.97,31.76,8.44,0.11,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.94,0.14,0.09,5.90,5.74
