Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,472.7,39.24,20595.7,3672.58,2803.94,76.35,76.35,18.6,2.7,0.74,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.38,0.7,-0.06,6.73,0.0,13.71
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1325.0,47.11,10504.99,2683.46,1977.01,73.67,73.67,16.02,2.09,1.06,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.91,7.84,-7.98,8.11,0.0,38.46
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1359.3,41.09,25525.94,25961.85,2950.2,11.36,11.36,12.07,1.25,0.39,7.97,0.02,10.79,5611.37,436.74,3841.63,2453.81,1789.12,8.82,0.25,-0.06,0.19,0.55,33.0
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,282.6,42.58,17124.75,2023.38,1781.34,88.04,88.04,34.48,3.42,0.23,2.12,3.93,10.38,3765.58,486.38,332.95,15.27,17.37,5.9,0.18,-0.43,11.07,0.07,12.86
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,880.25,47.64,10482.33,3211.94,495.23,15.42,15.2,24.82,5.88,0.43,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.54,0.08,-0.82,0.24,0.23,36.67
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,351.2,52.59,92042.99,45508.98,16694.14,36.68,36.68,24.17,2.67,-3.25,1.27,5.22,11.74,-66325.64,505.92,843.34,1842.17,0.0,6.36,-0.96,1.86,10.59,0.0,6.58
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,700.65,50.98,24592.84,7443.86,1236.48,16.61,16.23,31.97,4.17,1.4,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.61,-1.74,1.69,1.8,1.04,25.97
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,751.1,41.45,14763.85,7344.9,1118.46,15.23,15.23,20.24,2.61,0.72,8.78,0.25,13.43,1978.76,-12.33,1466.3,835.08,2510.64,5.53,0.0,0.03,1.67,1.44,32.21
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1057.3,49.82,12977.23,2551.83,797.29,31.24,31.24,22.21,3.91,2.89,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,6.01,0.14,0.22,0.07,0.47,7.98
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,817.0,43.46,14953.17,13062.79,1509.33,11.55,13.17,19.85,1.91,1.0,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.03,-0.17,-0.06,0.27,1.28,25.45
