Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,468.5,39.4,20447.26,3672.58,2803.94,76.35,76.35,18.42,2.66,0.73,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.41,0.7,-0.06,6.73,0.0,14.48
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1323.0,36.62,24844.29,25961.85,2957.97,11.39,11.39,11.72,1.21,0.37,8.02,0.02,10.86,5611.37,428.97,3841.63,2453.81,1789.12,9.12,0.25,-0.06,0.19,0.57,34.79
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,890.5,49.54,10604.38,3280.44,503.95,15.36,15.36,25.62,5.24,0.67,13.93,0.0,22.9,406.24,110.06,284.3,916.5,605.4,5.54,0.08,-0.82,0.01,0.23,29.96
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,351.6,44.86,92182.2,45508.98,16694.14,36.68,36.68,24.29,2.69,-3.26,1.27,5.22,11.74,-66325.64,505.92,843.34,1842.17,0.0,6.4,-0.96,1.86,10.59,0.0,6.48
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,783.0,59.28,27483.31,8333.21,1451.85,17.42,17.42,30.6,4.54,1.2,8.66,0.69,16.81,2450.62,326.58,481.0,706.9,128.56,5.96,-1.74,1.69,2.63,0.93,17.11
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,729.7,49.61,14343.19,7344.9,1118.46,15.23,15.23,19.71,2.52,0.7,8.78,0.25,13.43,1978.76,-12.33,1466.3,835.08,2510.64,5.38,0.0,0.03,1.67,1.52,34.14
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1032.0,36.27,12666.74,2551.83,797.29,31.24,31.24,21.74,3.83,2.83,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,6.33,0.14,0.22,0.07,0.49,10.18
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,831.0,43.31,15209.43,13548.86,1544.23,11.4,11.4,19.48,1.88,43.29,7.37,0.05,10.01,1388.15,351.06,1167.27,1202.82,2282.79,7.09,-0.17,-0.06,0.34,1.28,21.46
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,391.45,42.07,24861.01,28470.6,4143.23,14.55,14.55,12.06,1.48,0.45,7.34,0.22,13.16,2614.58,-899.51,3190.84,3224.29,5452.28,10.1,-0.33,-0.11,1.34,1.29,27.58
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,252.5,45.28,12648.7,2192.24,1819.65,83.0,83.0,13.41,2.5,0.58,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,9.28,2.14,-2.85,4.25,1.78,30.79
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,143.8,32.17,84466.02,56362.08,10745.0,19.06,19.06,22.65,5.99,0.49,4.37,4.49,28.11,10624.64,252.0,3087.44,9291.24,4671.8,7.53,-0.67,0.16,6.24,2.41,33.25
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,978.5,42.18,73246.16,18636.34,10019.77,53.76,53.76,27.74,3.69,1.22,1.51,8.44,14.32,6000.56,2977.94,0.0,0.0,0.0,5.62,0.03,0.82,12.81,0.1,9.37
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1441.5,51.06,83722.61,33653.08,6845.73,20.34,20.34,23.58,2.24,1.04,6.57,0.21,10.06,14669.74,428.28,7094.37,5567.27,12052.94,6.74,-1.84,1.29,1.45,0.28,7.0
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),470.7,41.86,39973.05,2608.8,2298.52,88.11,88.11,20.7,2.68,0.1,10.93,0.23,13.13,-457.15,45.08,35.45,356.82,30.92,5.56,0.02,-0.22,1.44,0.04,31.13
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1027.15,27.03,13994.5,6065.86,748.04,12.33,12.33,22.89,4.24,0.72,16.75,0.0,20.17,2325.06,198.68,143.89,243.18,940.27,6.34,2.66,-0.35,0.01,0.84,35.55
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1292.45,47.84,401959.15,132538.24,76694.75,57.87,57.87,15.23,1.89,0.44,1.47,7.56,13.17,94565.22,29673.71,0.0,0.0,0.0,5.51,0.7,-0.54,15.18,0.08,8.87
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),886.9,38.68,552179.87,81982.38,55733.22,67.98,67.98,28.72,4.82,1.54,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.69,0.24,-0.16,7.95,0.61,19.56
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1690.0,33.69,270492.95,150503.77,56742.71,37.7,37.7,27.2,3.51,1.73,2.83,5.52,13.22,-127167.85,-336.42,9332.08,9052.12,0.0,8.16,1.02,-0.83,7.75,0.09,23.01
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,83.98,41.35,69974.92,11147.2,10136.79,90.94,90.94,27.32,3.13,1.02,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.86,-0.21,0.05,10.28,0.0,34.31
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,273.8,41.06,141591.82,134298.12,86240.6,64.22,64.22,7.14,0.81,0.71,1.01,11.13,12.7,120458.62,22527.32,0.0,4097.35,0.0,5.56,0.2,-0.15,17.29,3.1,15.9
