Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,500.45,57.12,21804.77,3672.58,2803.94,76.35,76.35,19.67,2.87,0.78,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.09,0.7,-0.06,6.73,0.0,8.64
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1415.9,71.02,11225.62,2683.46,1977.01,73.67,73.67,17.16,2.19,1.14,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.67,7.84,-7.98,8.11,0.0,34.23
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1414.6,48.49,26564.33,25961.85,2950.2,11.36,11.36,12.55,1.33,0.4,7.97,0.02,10.79,5611.37,436.74,3841.63,2453.81,1789.12,8.48,0.25,-0.06,0.19,0.53,30.27
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,904.15,51.15,10766.81,3211.94,495.23,15.42,15.2,25.51,6.04,0.45,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.5,0.08,-0.82,0.24,0.23,34.95
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,739.65,63.71,25961.72,7443.86,1236.48,16.61,16.23,33.74,4.29,1.48,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.24,-1.74,1.69,1.8,0.96,21.85
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,337.3,57.53,12405.38,12543.26,1554.35,12.39,11.71,21.06,2.52,0.68,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,9.41,1.36,-0.62,2.48,0.73,29.64
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,782.0,63.66,15371.28,7266.82,1159.51,15.96,15.11,23.18,2.94,7.29,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.39,0.0,0.03,1.64,1.39,29.42
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1121.1,72.5,13760.0,2512.27,781.18,31.09,28.67,24.5,4.61,5.2,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,5.47,0.14,0.22,0.08,0.44,8.49
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,896.0,62.72,16398.97,13062.79,1509.33,11.55,13.17,21.79,2.16,1.1,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,6.46,-0.17,-0.06,0.27,1.15,18.24
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,275.2,68.96,13780.4,2192.24,1819.65,83.0,83.0,14.55,2.81,0.62,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,8.98,2.14,-2.85,4.25,1.59,24.57
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,170.7,47.56,100266.73,53811.19,10427.68,19.38,18.97,27.8,7.97,0.1,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.64,-0.67,0.16,5.55,1.86,20.76
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),490.05,51.8,41616.28,3693.87,3340.79,90.44,89.63,11.47,2.59,0.13,31.3,0.17,34.14,369.48,23.74,17.59,53.94,0.0,7.91,0.02,-0.22,0.84,0.04,28.3
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1450.5,49.93,19762.46,5980.89,759.89,12.71,11.3,31.2,6.6,0.94,15.68,0.0,19.53,2792.81,213.81,219.87,697.06,541.79,5.15,2.66,-0.35,0.02,0.65,8.99
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1292.35,48.43,401741.09,132538.24,76694.75,57.87,57.87,15.23,1.89,0.44,1.47,7.56,13.17,94565.22,29673.71,0.0,0.0,0.0,5.49,0.7,-0.54,15.18,0.08,8.88
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),972.45,66.91,605442.98,81982.38,55733.22,67.98,67.98,31.47,5.23,1.69,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.32,0.24,-0.16,7.95,0.55,11.8
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1824.25,56.94,291980.3,150503.77,56742.71,37.7,37.7,29.27,3.77,1.87,2.83,5.52,13.22,-127167.85,-336.42,9332.08,9052.12,0.0,7.86,1.02,-0.83,7.75,0.05,16.89
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,87.93,50.8,73266.19,11147.2,10136.79,90.94,90.94,28.5,3.22,1.06,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.73,-0.21,0.05,10.28,0.0,31.68
