Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AU Small Finance,540611,AUBANK,Banks,739.95,55156.65,16673.13,8607.88,51.63,53.37,25.25,3.21,1.09,1.58,7.92,14.19,7006.29,2827.65,0.00,210.84,0.00,6.25,1.70,2.10,11.89,12.02
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,1158.10,67857.55,31723.73,6551.10,20.65,20.65,19.48,2.08,2.40,7.37,0.25,11.15,12480.12,621.85,5745.93,4188.85,10543.72,8.14,0.70,-0.95,1.50,27.28
Axis Bank,532215,AXISBANK,Banks,1064.20,330064.06,128563.88,78314.42,60.91,63.58,11.85,1.76,0.46,1.78,7.43,16.30,90167.24,29958.10,0.00,6193.80,0.00,6.54,0.35,-0.13,12.85,16.97
Bajaj Finance,500034,BAJFINANCE,Finance,886.55,550927.57,73107.06,50059.96,68.47,68.79,31.62,5.70,0.95,3.99,3.74,19.22,12937.90,59.18,1913.11,1878.04,0.00,5.47,-0.26,0.26,7.34,9.42
Bajaj Finserv,532978,BAJAJFINSV,Finance,1972.60,315184.64,137779.99,51699.34,37.52,37.01,33.09,4.35,1.33,2.96,4.92,13.39,-121431.86,29.53,8319.35,7964.85,0.00,7.71,1.10,0.87,7.05,7.61
Bajaj Housing,544252,BAJAJHFL,Finance,115.92,96588.42,9982.68,9123.08,91.39,91.85,42.67,4.84,0.95,2.35,4.11,13.46,-212.69,3.01,21.88,76.46,0.00,5.09,-0.13,-0.08,9.04,38.50
Bandhan Bank,541153,BANDHANBNK,Banks,173.44,27940.69,21888.01,10207.15,46.63,50.64,13.60,1.15,0.08,1.49,6.66,11.94,0.00,3132.05,0.00,0.00,0.00,7.30,0.16,1.61,12.17,21.13
Bank of Baroda,532134,BANKBARODA,Banks,242.26,125281.42,130143.00,81093.72,62.31,64.41,6.44,0.82,0.17,1.18,10.37,15.53,0.00,25344.36,0.00,0.00,0.00,6.39,0.82,-0.90,14.97,9.25
Bank of India,532149,BANKINDIA,Banks,112.17,51067.28,72728.68,51338.40,70.59,71.03,5.18,0.63,0.12,0.94,11.91,12.35,0.00,9458.93,0.00,0.00,0.00,6.37,0.07,-0.35,15.72,13.95
Bank of Maha,532525,MAHABANK,Banks,56.76,43657.27,26126.89,16663.95,63.78,62.68,7.59,1.52,0.11,1.64,11.53,22.81,37828.80,3386.14,0.00,663.37,0.00,5.94,-0.27,0.17,16.51,16.54
Birlasoft Ltd,532400,BSOFT,IT - Software,409.75,11391.17,5375.24,697.50,12.98,12.98,22.41,3.27,6.57,12.12,0.04,15.59,920.79,108.48,980.16,235.33,10.39,6.39,-2.11,0.70,0.21,42.74
Brigade Enterpr.,532929,BRIGADE,Realty,1009.00,24662.74,5074.21,1414.21,27.87,27.87,36.24,4.37,0.32,3.41,0.97,14.65,2373.93,239.33,629.12,785.77,8868.81,5.08,0.57,-0.88,4.00,30.41
Canara Bank,532483,CANBK,Banks,110.09,99858.80,123951.13,75867.53,61.21,62.10,5.40,0.95,0.13,1.08,14.67,17.75,162006.81,31349.49,0.00,2572.54,0.00,6.99,-0.44,0.84,14.18,7.72
Capri Global,531595,CGCL,Finance,181.18,17422.91,3247.50,2005.29,61.75,61.75,36.41,3.47,1.12,2.66,3.62,11.76,867.22,3.34,58.78,102.53,0.00,6.06,6.01,3.74,8.17,21.80
Castrol India,500870,CASTROLIND,Petroleum Products,222.45,22003.03,5461.61,1291.77,23.65,23.83,23.30,9.66,3.51,26.09,0.04,41.83,1292.57,96.71,437.69,703.65,524.21,6.23,0.35,-0.33,0.06,21.78
CEAT,500878,CEATLTD,Auto Components,3352.80,13562.11,13554.46,1478.99,10.91,11.15,29.57,3.10,0.37,4.65,0.49,11.72,-1732.81,-24.23,1653.31,2740.19,1411.53,5.83,-1.45,2.11,2.34,17.19
Central Bank,532885,CENTRALBK,Banks,36.88,33381.57,34053.81,19718.00,57.90,57.65,7.92,0.91,0.14,0.85,11.80,11.43,38551.56,6575.73,0.00,948.92,0.00,5.86,-0.81,-0.30,16.60,43.16
CESC,500084,CESC,Power,177.03,23466.57,17001.00,2689.00,15.82,15.82,17.14,1.95,45.11,3.65,1.50,11.67,-139.00,1622.00,2428.00,1588.00,725.00,8.30,0.28,-0.08,5.79,16.77
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,532.70,21342.75,16646.20,2483.47,14.92,14.92,12.94,2.45,6.64,14.40,0.01,20.62,2447.93,346.81,367.92,630.27,1802.29,11.79,1.98,-3.07,0.04,28.25
Chola Financial,504973,CHOLAHLDNG,Finance,1912.50,35912.44,33196.06,18927.50,57.02,57.02,16.52,2.87,0.58,2.36,13.93,19.11,-8003.21,261.85,204.19,2289.25,0.00,9.42,-0.37,0.64,9.23,16.81
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1484.80,124898.03,25845.98,18174.03,70.32,70.32,29.30,5.28,1.15,2.38,7.40,19.71,7527.49,309.48,204.19,236.94,0.00,6.28,0.56,-0.27,9.60,11.85
CIE Automotive,532756,CIEINDIA,Auto Components,404.30,15337.62,8886.21,1301.88,14.65,15.07,19.60,2.21,0.71,8.47,0.07,13.15,1085.46,126.54,1268.42,1661.71,1110.20,6.98,0.57,-0.23,0.45,33.10
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1574.00,127140.04,27811.15,7190.24,25.85,25.87,23.64,4.08,0.92,14.72,0.01,17.76,10471.78,960.24,5506.37,2837.49,5642.11,5.55,1.09,-1.04,0.06,7.52
City Union Bank,532210,CUB,Banks,204.33,15141.02,5834.04,4118.49,70.59,70.59,13.48,1.60,0.97,1.51,6.94,12.58,5422.25,898.06,0.00,472.76,0.00,6.35,2.16,-0.66,13.31,12.19
Cyient,532175,CYIENT,IT - Services,1232.40,13689.77,7396.50,1101.60,14.89,15.47,21.88,2.58,4.00,8.87,0.10,12.81,2610.00,145.20,1406.70,393.40,576.60,7.58,1.50,-2.48,0.53,42.88
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1607.40,20291.47,10651.84,1973.32,18.53,18.73,20.68,3.25,1.76,7.58,0.67,16.03,675.87,92.84,1617.21,1713.58,1068.80,6.90,0.94,0.52,2.51,9.63
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1299.80,108478.94,33519.90,8521.00,25.42,26.18,19.18,3.23,0.50,12.95,0.14,17.96,8653.60,1286.10,9042.00,2647.80,7108.50,7.23,1.10,-0.42,0.58,8.56
Engineers India,532178,ENGINERSIN,Construction,216.54,12170.47,3087.59,512.25,16.59,16.59,20.99,4.56,0.34,11.59,0.01,23.55,475.31,160.26,444.43,475.94,0.70,5.83,3.54,0.38,0.03,19.04
Federal Bank,500469,FEDERALBNK,Banks,205.21,50435.38,28106.08,19294.93,68.65,68.65,12.13,1.46,0.43,1.25,9.15,12.87,0.00,3924.17,0.00,0.00,0.00,6.71,-0.90,0.58,13.61,6.72
Finolex Cables,500144,FINCABLES,Industrial Products,908.25,13890.72,5318.89,541.28,10.18,10.18,19.82,2.53,3.71,11.76,0.00,13.42,3423.11,429.45,242.56,241.72,717.03,6.71,-0.50,0.10,0.02,43.55
Five-Star Bus.Fi,543663,FIVESTAR,Finance,649.35,19119.62,2968.38,2159.22,72.74,74.12,17.59,3.03,0.53,8.22,1.26,18.65,2072.20,19.46,0.00,26.72,0.00,8.63,0.39,-0.62,3.69,31.19
G M D C,532181,GMDCLTD,Minerals & Mining,411.10,13072.98,2765.31,595.06,21.52,22.36,19.64,2.04,1.27,9.07,0.02,10.95,1961.06,372.83,84.99,235.66,91.33,6.91,0.03,0.10,0.15,12.98
G R Infraproject,543317,GRINFRA,Construction,1247.50,12068.35,7394.70,1636.25,22.13,22.13,11.79,1.42,1.64,7.36,0.59,12.73,3221.87,392.97,224.72,875.27,538.01,11.13,0.11,0.04,2.77,31.08
GAIL (India),532155,GAIL,Gas,182.98,120311.17,142476.40,14310.54,10.04,10.87,12.35,1.42,-2.56,8.20,0.25,13.04,-397.81,5091.90,9436.44,7759.85,6249.92,9.57,-0.09,0.12,1.62,25.72
Godawari Power,532734,GPIL,Industrial Products,194.14,12995.80,5375.73,1193.71,22.21,22.21,16.01,2.65,-0.97,13.89,0.06,17.27,1328.94,108.89,132.34,459.95,931.82,9.10,0.24,-0.07,0.27,23.45
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,490.45,11900.46,4481.61,947.72,21.15,21.15,24.74,3.20,5.01,8.21,0.39,13.86,1112.32,41.19,942.22,726.07,1342.82,5.76,1.07,-1.90,1.98,32.31
Gujarat Gas,539336,GUJGASLTD,Gas,451.85,31104.91,16486.95,1879.76,11.40,11.40,27.09,3.66,-6.79,9.43,0.02,14.17,0.86,212.78,1023.97,719.94,61.86,5.12,0.19,-0.11,0.09,34.51
H U D C O,540530,HUDCO,Finance,216.36,43313.11,10311.29,10357.66,100.45,100.45,15.99,2.41,0.97,2.44,5.97,15.67,628.32,37.09,1.84,0.00,0.00,6.90,0.57,-0.50,10.33,31.84
HCL Technologies,532281,HCLTECH,IT - Software,1472.40,399560.05,119347.00,25746.00,21.57,21.79,23.54,5.74,2.60,17.01,0.09,25.22,34070.00,1838.00,19523.00,3016.00,133.00,6.09,0.73,-0.59,0.27,26.83
HDB FINANC SER,544429,HDBFS,Finance,745.00,61802.72,16300.28,9555.38,58.62,58.62,28.40,,0.98,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.32,,,9.34,16.47
Hero Motocorp,500182,HEROMOTOCO,Automobiles,4325.20,86510.79,40923.42,5788.87,14.15,14.15,20.31,4.49,0.85,15.62,0.04,23.05,-678.08,1039.93,3381.29,5699.66,2013.34,6.75,-0.12,-0.38,0.12,30.76
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,692.70,155665.38,238496.00,31805.00,13.34,13.34,9.36,1.26,1.25,6.70,0.52,14.47,36385.00,1832.00,19834.00,40632.00,48801.00,12.76,0.25,-0.55,2.40,10.35
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,437.40,184815.45,33562.00,17161.00,51.13,50.92,18.14,13.91,6.95,30.27,0.82,72.52,468.00,918.00,112.00,2208.00,1882.00,7.39,0.67,-0.07,0.76,34.16
Home First Finan,543259,HOMEFIRST,Finance,1304.30,13466.04,1647.13,1313.80,79.76,80.29,32.59,4.66,1.20,3.51,3.79,16.46,1019.31,6.00,5.55,16.09,0.00,5.90,2.07,1.19,7.33,14.13
I O B,532388,IOB,Banks,37.92,73020.99,28981.53,17080.75,58.94,59.02,19.15,2.16,0.77,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.42,-0.22,-0.14,16.09,44.61
IDBI Bank,500116,IDBI,Banks,93.02,100018.85,29273.85,19604.77,66.97,70.28,12.64,1.62,0.28,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.19,-0.03,0.08,13.01,12.53
IIFL Capital,542773,IIFLCAPS,Capital Markets,338.15,10482.01,2382.47,918.57,38.56,41.46,14.86,4.18,0.44,9.01,0.37,33.18,1630.01,221.56,45.43,3.14,0.00,14.59,0.61,-1.74,0.87,24.69
Indian Renewable,544026,IREDA,Finance,150.49,42276.12,7179.45,6333.03,88.21,93.03,27.07,3.94,0.70,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,5.94,2.44,0.30,10.25,44.01
Indraprastha Gas,532514,IGL,Gas,205.95,28833.03,14927.80,1973.28,13.22,13.22,16.83,2.72,3.02,11.49,0.01,16.92,329.28,695.41,706.70,934.57,48.76,8.22,-2.19,2.15,0.04,27.81
Indus Towers,534816,INDUSTOWER,Telecom - Services,390.55,105250.76,30122.80,20844.70,69.20,69.20,10.60,3.24,0.62,16.69,0.65,33.36,3143.00,345.80,4767.50,2445.00,7.60,11.87,-0.25,1.09,1.43,15.23
Infosys,500209,INFY,IT - Software,1513.70,628832.25,165954.00,39741.00,23.95,24.07,23.06,6.62,3.58,18.62,0.09,28.83,52214.00,3803.00,32414.00,3616.00,0.00,6.35,1.07,-0.97,0.22,24.57
ITC,500875,ITC,Diversified FMCG,408.45,511464.43,75323.34,25839.45,34.30,34.30,25.90,7.30,2.84,22.16,0.00,27.32,13271.67,17794.88,4719.67,4807.30,15637.56,5.28,1.72,-1.89,0.01,17.56
J & K Bank,532209,J&KBANK,Banks,106.17,11691.25,12816.16,8701.52,67.89,68.04,5.44,0.82,0.09,1.29,10.62,15.77,0.00,1201.72,0.00,0.00,0.00,6.38,-0.82,0.37,15.24,14.24
Jindal Saw,500378,JINDALSAW,Industrial Products,216.64,13854.31,20828.89,3454.17,16.58,16.58,9.41,1.21,0.16,7.13,0.43,13.70,3120.33,120.30,3563.82,2522.22,4920.51,16.70,0.37,-1.87,1.62,43.56
Jindal Stain.,532508,JSL,Ferrous Metals,677.85,55839.22,39312.21,4622.93,11.76,11.76,22.29,3.35,-3.36,7.49,0.38,16.14,3555.50,283.79,3107.01,9139.88,9700.28,6.60,0.18,-0.11,1.62,15.59
Karur Vysya Bank,590003,KARURVYSYA,Banks,260.05,20938.93,9957.10,6418.90,64.47,63.85,10.45,1.75,0.25,1.73,8.66,17.68,0.00,1893.41,0.00,0.00,0.00,7.11,0.60,0.29,12.43,6.31
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,920.80,13375.05,6349.13,1184.81,18.66,18.66,31.08,4.33,0.82,4.59,1.89,14.94,430.94,89.63,695.86,708.31,591.30,5.89,0.62,-0.67,5.43,34.46
Larsen & Toubro,500510,LT,Construction,3495.60,480770.64,264293.56,33715.16,12.76,13.43,30.93,4.92,1.35,4.98,1.36,16.55,-147.25,5035.75,53713.68,52459.34,7670.55,5.78,0.77,-0.47,3.88,11.81
LIC Housing Fin.,500253,LICHSGFIN,Finance,598.25,32907.52,28110.08,26501.43,94.28,94.28,6.05,0.91,0.18,1.80,7.45,16.05,-4666.21,3.56,11.62,216.24,0.00,8.74,0.86,-1.30,10.25,23.32
M & M Fin. Serv.,532720,M&MFIN,Finance,251.95,35020.32,19138.19,12018.27,62.80,63.11,15.29,1.63,0.58,1.69,5.53,10.89,4461.21,117.09,246.69,1440.65,0.00,7.96,1.02,-1.35,10.09,24.51
Mahanagar Gas,539957,MGL,Gas,1389.10,13721.22,7309.97,1576.66,21.57,21.81,12.65,2.33,0.62,13.54,0.03,18.94,50.37,182.54,345.62,415.41,48.92,10.63,-1.30,1.72,0.11,30.15
Manappuram Fin.,531213,MANAPPURAM,Finance,258.85,21909.96,10007.00,5440.06,54.36,54.36,18.21,1.76,-5.64,2.51,2.90,10.04,3965.76,33.88,0.00,120.13,0.00,9.61,0.62,1.28,6.93,9.18
Marksans Pharma,524404,MARKSANS,Pharmaceuticals & Biotechnology,227.50,10309.48,2622.85,528.66,20.16,20.16,27.12,4.18,1.00,12.91,0.13,16.77,1726.04,70.35,540.04,305.70,845.52,5.19,0.95,-2.30,0.63,36.58
Maruti Suzuki,532500,MARUTI,Automobiles,12469.00,392028.57,152913.00,20156.30,13.18,13.18,27.04,4.07,0.37,11.73,0.00,15.95,-1046.30,5266.10,6539.70,20501.50,6913.20,5.06,-0.31,0.24,0.00,8.85
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,937.40,56198.13,8758.54,4873.50,55.64,54.51,20.19,5.07,0.84,7.64,1.33,25.25,6175.79,62.44,2403.60,5320.76,0.00,7.99,-0.27,1.28,3.06,11.90
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,958.50,17167.68,4429.50,2196.00,49.58,49.58,9.12,2.26,0.07,24.24,0.04,27.98,4326.50,354.50,1246.60,274.90,765.80,15.16,0.17,-1.97,0.12,41.52
Nava,513023,NAVA,Power,603.65,17518.00,3983.55,1835.17,46.07,46.07,16.05,2.30,0.66,13.70,0.12,15.03,2904.19,149.89,1409.25,168.39,817.68,9.41,0.21,0.52,0.55,10.42
NLC India,513683,NLCINDIA,Power,239.45,33203.01,15282.96,4840.23,31.67,31.67,12.67,1.77,0.25,4.81,1.20,14.87,-2686.02,1672.73,3141.45,1898.00,1912.65,8.37,-0.38,0.04,4.85,20.58
NMDC,526371,NMDC,Minerals & Mining,71.80,63125.25,23905.52,8148.67,34.09,34.09,9.66,2.13,-0.84,17.04,0.14,23.60,13708.32,1592.39,7744.61,321.46,2637.72,16.26,-0.64,0.49,0.46,13.55
NTPC,532555,NTPC,Power,334.60,324450.45,186664.79,52329.86,28.03,28.77,13.54,1.76,1.08,4.77,1.36,13.59,-8021.48,11632.93,34720.30,11159.96,18722.26,8.20,1.70,-1.70,5.42,25.39
Nuvama Wealth,543988,NUVAMA,Capital Markets,7210.00,25959.68,4158.26,2216.21,53.30,53.30,26.35,7.43,0.50,4.04,2.25,30.86,6293.84,18.42,749.81,6043.52,0.00,15.78,0.55,0.56,3.66,15.28
O N G C,500312,ONGC,Oil,241.44,303738.26,663262.31,88860.71,13.40,13.40,8.36,0.88,-1.03,5.23,0.55,10.68,-32058.58,13278.07,21227.80,38975.53,58956.33,14.45,-0.08,-0.03,2.80,30.02
Oil India,533106,OIL,Oil,440.70,71684.61,32512.48,11157.63,34.32,34.32,10.94,1.44,1.87,7.15,0.62,13.35,3491.11,1666.29,3281.69,2305.51,5044.09,11.04,0.10,-0.35,2.92,42.61
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,216.24,17631.26,15196.84,1574.13,10.36,9.08,21.98,4.32,2.00,5.30,1.07,14.44,897.68,119.75,2534.69,2028.29,2286.99,6.83,-6.26,6.80,3.03,7.74
Petronet LNG,532522,PETRONET,Gas,292.85,43927.50,49446.76,5120.85,10.36,10.84,11.84,2.21,2.41,15.04,0.13,21.31,11142.49,811.86,3266.89,2563.04,1204.42,13.65,-0.32,0.27,0.52,23.92
PNB Housing,540173,PNBHOUSING,Finance,1006.30,26177.28,7884.11,7344.04,93.15,92.70,12.82,1.55,0.38,2.52,3.70,12.27,787.38,25.71,49.85,24.63,0.00,8.60,8.11,2.73,8.53,16.30
Power Fin.Corpn.,532810,PFC,Finance,410.60,135502.18,106501.62,103260.74,96.96,96.96,5.89,1.15,0.33,2.75,8.25,21.01,14512.20,97.08,274.06,152.15,0.00,9.41,-0.06,-0.18,9.41,27.52
Power Grid Corpn,532898,POWERGRID,Power,293.10,272600.70,45792.32,38955.11,85.07,85.07,17.56,2.94,5.32,6.01,1.41,17.26,-10745.86,1943.37,7964.75,620.44,1802.52,7.11,0.19,-0.29,4.68,19.97
Punjab Natl.Bank,532461,PNB,Banks,109.29,125606.38,124009.85,90116.89,72.67,72.67,6.80,0.94,0.10,1.07,12.64,15.17,171247.77,17559.94,0.00,4430.52,0.00,6.11,0.39,-0.19,15.77,13.50
REC Ltd,532955,RECLTD,Finance,400.10,105355.29,58043.68,56365.13,97.11,96.17,6.24,1.34,0.38,2.73,6.33,21.50,5415.84,140.23,235.13,133.75,0.00,9.43,0.72,-1.32,8.79,38.28
Rites,541556,RITES,Construction,262.80,12630.27,2217.81,515.00,23.22,23.22,32.82,4.78,-3.55,7.19,0.00,14.66,1697.73,117.94,739.97,364.28,78.08,6.16,-0.02,0.14,0.02,31.56
S C I,523598,SCI,Transport Services,215.43,10034.73,5605.83,1764.28,31.47,31.47,11.90,1.21,-26.44,7.09,0.27,10.64,1945.74,225.16,1192.87,807.74,192.76,8.89,-0.59,1.46,2.15,27.37
Sarda Energy,504614,SARDAEN,Ferrous Metals,446.05,15717.97,4642.85,1237.35,26.65,26.65,22.45,2.50,-4.91,8.71,0.46,13.76,2118.61,172.04,221.04,194.39,808.78,6.33,0.02,0.37,2.51,21.13
SBFC Finance,543959,SBFC,Finance,106.68,11615.54,1396.06,955.64,68.45,68.63,31.62,3.63,0.42,4.41,1.65,11.58,315.95,1.10,14.81,9.46,0.00,5.71,-0.68,0.59,5.61,11.47
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,890.65,10990.44,2516.24,602.95,23.96,23.96,26.91,9.22,0.32,23.85,0.14,42.61,931.56,17.09,1048.68,463.98,341.97,5.46,2.09,0.56,0.28,36.29
Shriram Finance,511218,SHRIRAMFIN,Finance,638.35,120058.51,43778.40,31553.83,72.08,72.05,14.11,2.13,0.32,3.04,4.15,15.57,22877.38,1671.87,50.82,298.85,0.00,9.29,0.98,-0.97,7.58,12.61
Shriram Pistons,544344,SHRIPISTON,Auto Components,2368.10,10431.44,3549.83,724.29,20.40,20.40,20.82,4.36,0.46,14.87,0.21,23.20,1332.83,111.40,583.72,410.69,472.32,7.16,0.19,0.58,0.72,9.75
St Bk of India,500112,SBIN,Banks,799.20,737710.96,490937.79,238894.58,48.66,48.66,9.51,1.46,0.32,1.15,12.42,17.20,494623.49,172405.53,0.00,27793.09,0.00,6.19,0.62,-0.61,14.85,9.34
Sun TV Network,532733,SUNTV,Entertainment,574.20,22628.34,4015.09,2127.84,53.00,53.00,12.97,1.94,3.31,14.51,0.01,15.73,7213.13,641.71,1222.44,269.66,0.00,10.24,-0.10,0.04,0.05,37.70
Sundaram Finance,590071,SUNDARMFIN,Finance,4745.50,52724.34,8512.82,6845.77,80.42,80.42,28.44,4.00,1.70,2.66,4.63,15.27,1722.36,50.16,89.87,222.20,0.00,5.94,0.28,-0.19,9.20,14.28
Tata Motors,500570,TATAMOTORS,Automobiles,692.35,254903.22,439695.00,55216.00,12.56,12.56,9.03,2.19,0.14,7.65,0.62,28.08,-33558.00,11774.00,13248.00,97368.00,47269.00,13.80,0.05,-0.67,1.82,41.14
Tata Power Co.,500400,TATAPOWER,Power,399.85,127765.65,65478.24,12165.59,18.58,18.58,34.17,3.56,1.66,3.05,1.75,10.97,-16783.64,2973.33,5709.78,13984.48,4571.82,5.97,0.08,0.67,5.89,19.20
TCS,532540,TCS,IT - Software,3056.00,1105687.55,256148.00,67620.00,26.40,26.40,22.44,11.67,2.74,32.07,0.10,52.38,39321.00,4660.00,59046.00,13909.00,21.00,6.08,0.46,-0.56,0.14,33.45
Time Technoplast,532856,TIMETECHNO,Industrial Products,447.60,10157.34,5457.04,784.95,14.38,14.38,26.18,3.51,0.96,9.27,0.25,14.25,1766.35,5.27,1162.35,451.08,1148.28,5.79,-0.07,0.22,1.18,12.84
Torrent Power,532779,TORNTPOWER,Power,1324.90,66762.18,29165.26,5321.58,18.25,18.25,23.64,3.79,0.49,8.28,0.50,19.03,157.53,472.99,2362.25,1824.13,658.02,5.44,-0.49,0.36,2.16,34.97
TVS Holdings,520056,TVSHLTD,Finance,11583.00,23434.85,44993.16,6843.94,15.21,15.21,20.62,4.99,0.56,4.78,6.93,30.20,440.62,69.60,1749.53,7665.70,2416.58,11.36,-0.26,0.15,5.63,23.48
Union Bank (I),532477,UNIONBANK,Banks,132.73,101320.85,109365.28,74066.07,67.72,67.96,5.39,0.89,0.11,1.24,11.77,17.05,122413.21,21632.43,0.00,2750.22,0.00,7.07,0.30,0.59,14.00,16.34
UTI AMC,543238,UTIAMC,Capital Markets,1326.20,16989.14,1878.78,1090.14,58.02,59.52,23.79,3.69,2.15,14.79,0.00,16.28,246.19,6.28,79.72,62.35,0.00,6.37,-0.24,-0.15,0.00,11.29
Vedanta,500295,VEDL,Diversified Metals,439.50,171861.56,152968.00,42343.00,27.68,27.68,12.42,4.17,-1.21,9.77,2.22,38.48,-34719.00,5544.00,3636.00,10195.00,14474.00,13.59,0.09,-0.55,2.63,16.60
Welspun Corp,532144,WELCORP,Industrial Products,924.55,24336.18,14391.80,1819.24,12.64,12.05,15.00,3.26,0.38,8.93,0.15,18.50,1568.30,1265.91,1769.13,3224.50,4211.54,9.37,0.22,-0.05,0.49,7.04
Welspun Living,514162,WELSPUNLIV,Textiles & Apparels,136.26,13241.86,10545.09,1298.50,12.31,12.31,20.72,2.75,10.63,6.51,0.57,13.69,2215.73,152.54,1644.93,1122.91,2183.37,6.87,0.31,-0.60,2.56,36.06
Wipro,507685,WIPRO,IT - Software,251.80,263956.34,89259.20,17900.20,20.05,20.23,19.61,3.18,8.56,10.82,0.23,16.59,8004.80,4255.70,11774.50,8825.20,69.40,7.10,0.31,-0.19,1.00,22.43
Zensar Tech.,504067,ZENSARTECH,IT - Software,808.45,18365.50,5377.50,831.10,15.46,15.47,27.25,4.51,1.81,12.77,0.03,16.43,1178.70,174.50,790.10,343.70,0.00,5.10,0.63,-0.42,0.14,17.92
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,994.85,100105.19,23241.50,7058.50,30.37,30.37,21.56,4.18,11.41,14.64,0.13,21.21,3153.40,49.90,4024.70,2305.80,3944.00,6.35,0.14,-0.18,0.50,24.88
