Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,478.75,54.22,20806.12,3520.63,2695.55,76.56,76.30,19.96,3.01,0.74,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.30,0.20,0.08,6.58,12.60
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1373.20,16.90,25786.95,24689.33,3153.91,12.77,14.07,10.25,1.29,1.55,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,10.01,-1.18,0.95,0.19,35.33
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1373.90,36.81,316540.94,36486.63,21627.40,59.27,59.53,25.05,4.72,0.92,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.12,-1.14,-0.51,3.05,13.26
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,154.06,65.38,297100.01,54254.83,19886.27,36.65,38.11,25.94,5.08,0.69,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.23,0.71,0.11,2.76,15.70
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,314.60,35.93,82406.50,44263.78,15953.88,36.04,35.13,23.22,2.56,0.95,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.99,1.85,-0.95,9.64,14.81
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,604.10,32.84,21203.91,7443.86,1236.48,16.61,16.23,27.56,3.57,1.21,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.37,-0.84,0.99,1.80,36.18
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,278.50,23.45,10242.80,12543.26,1554.35,12.39,11.71,17.37,2.08,0.56,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.93,1.66,0.00,2.48,44.18
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,675.30,22.18,13273.91,7266.82,1159.51,15.96,15.11,20.01,2.50,6.29,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.19,-0.13,0.19,1.64,39.05
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,925.45,51.85,11358.64,2512.27,781.18,31.09,28.67,20.20,3.77,4.29,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.65,1.66,-1.76,0.08,24.46
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,769.05,28.57,14075.57,13062.79,1509.33,11.55,13.17,18.64,1.81,0.94,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.39,0.88,-0.60,0.27,30.65
