Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,462.80,48.08,20164.37,3520.63,2695.55,76.56,76.30,19.35,2.91,0.72,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.43,0.20,0.08,6.58,15.52
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1334.30,25.54,25056.45,24689.33,3153.91,12.77,14.07,9.96,1.26,1.50,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,10.30,-1.18,0.95,0.19,37.16
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1344.20,39.52,309698.18,36486.63,21627.40,59.27,59.53,24.51,4.62,0.90,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.22,-1.14,-0.51,3.05,15.14
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,150.11,56.08,289482.55,54254.83,19886.27,36.65,38.11,25.27,4.95,0.67,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.35,0.71,0.11,2.76,17.86
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,899.70,48.17,25983.89,1815.63,1082.18,59.60,64.91,25.52,7.29,2.23,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.24,0.49,-0.13,0.05,14.03
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,302.40,36.79,79212.82,44263.78,15953.88,36.04,35.13,22.32,2.46,0.91,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,7.09,1.85,-0.95,9.64,18.12
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,599.80,36.84,21052.98,7443.86,1236.48,16.61,16.23,27.36,3.54,1.20,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.42,-0.84,0.99,1.80,36.63
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,277.00,34.66,10187.63,12543.26,1554.35,12.39,11.71,17.28,2.06,0.56,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.97,1.66,0.00,2.48,43.47
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,673.20,38.59,13232.63,7266.82,1159.51,15.96,15.11,19.95,2.49,6.27,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.21,-0.13,0.19,1.64,39.24
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,969.80,61.60,11902.97,2512.27,781.18,31.09,28.67,21.17,3.95,4.49,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.34,1.66,-1.76,0.08,20.84
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,727.20,24.37,13309.60,13062.79,1509.33,11.55,13.17,17.62,1.71,0.89,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.80,0.88,-0.60,0.27,34.43
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,230.44,48.17,20948.27,4733.20,1562.04,33.00,37.85,27.23,3.60,1.17,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,10.05,3.24,-0.66,3.07,29.85
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,200.31,22.61,10030.38,2101.94,1755.64,83.52,84.58,11.28,2.15,0.42,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,10.63,1.42,-2.17,4.08,45.10
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,167.13,34.44,98169.73,53811.19,10427.68,19.38,18.97,27.23,7.80,0.10,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.66,0.14,0.09,5.55,22.42
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,877.50,38.67,65660.44,17887.79,9304.97,52.02,53.37,28.39,3.61,1.23,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,6.07,-0.64,1.95,11.60,15.56
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),493.40,52.91,41900.79,3693.87,3340.79,90.44,89.63,11.51,2.59,0.14,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,7.62,-0.07,0.37,0.84,27.81
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1178.60,48.96,16057.91,5980.89,759.89,12.71,11.30,25.39,5.33,0.77,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.92,-0.03,1.00,0.02,20.87
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1192.70,35.61,370657.87,130819.57,77849.31,59.51,63.58,14.12,1.80,0.55,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.85,-0.22,0.69,14.07,15.91
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),849.00,36.33,528288.71,79373.52,53111.16,66.91,68.79,29.01,5.12,0.87,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.71,0.47,-0.48,7.62,22.99
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1704.40,30.23,272797.74,149145.43,54959.49,36.85,37.01,27.80,3.56,1.11,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,8.23,0.25,-0.05,7.31,22.35
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,78.75,26.32,65617.14,10764.45,9778.23,90.84,91.85,26.37,3.10,0.59,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,6.10,0.85,0.03,9.66,42.52
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,149.99,35.04,24162.97,21694.54,9522.44,43.89,51.91,23.99,0.98,0.14,1.49,6.76,11.88,9601.39,2662.95,0.00,0.00,0.00,6.59,0.94,-1.12,13.64,22.08
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,270.50,36.88,139885.35,132604.32,83027.27,62.61,64.41,7.19,0.85,0.19,1.18,10.45,15.53,106937.68,24128.67,0.00,0.00,0.00,5.93,-0.21,1.13,16.01,16.91
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,146.33,38.39,66619.19,74518.88,53019.58,71.15,71.03,6.53,0.77,0.15,0.94,11.54,12.35,63717.28,9692.57,0.00,0.00,0.00,6.14,-0.45,1.58,15.77,18.00
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,63.88,45.26,49133.65,28257.38,18659.70,66.03,62.68,7.59,1.47,0.11,1.64,10.54,22.81,9929.94,3584.64,0.00,0.00,0.00,5.70,3.44,2.57,15.82,17.04
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,31.45,34.94,14646.27,13802.55,1758.25,12.74,12.74,18.56,,0.15,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,12.88,,,0.13,30.44
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1802.10,36.46,1098038.24,203465.80,115191.70,56.61,49.17,35.84,8.72,0.43,5.35,1.77,23.18,-104864.50,2365.50,8908.90,45232.60,429.60,5.17,0.14,1.33,3.13,17.13
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",259.40,50.73,10680.56,2876.43,789.05,27.43,29.58,16.58,5.01,0.25,24.22,0.19,34.31,1196.14,89.60,157.25,132.97,0.96,8.01,0.02,-0.45,0.51,38.53
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,831.65,44.47,11073.76,4141.20,3807.55,91.94,92.25,11.37,2.03,0.51,2.20,6.61,18.22,213.97,1.48,0.75,3.26,0.00,8.09,0.82,0.72,9.52,14.40
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,133.15,38.78,120775.72,126028.23,83510.19,66.26,62.10,5.98,1.03,0.14,1.08,14.22,17.75,204647.60,28939.54,0.00,0.00,0.00,6.57,-1.76,2.72,14.60,18.26
Caplin Point Lab,524742,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1586.30,33.16,12057.74,2089.48,724.66,34.68,33.59,19.65,3.82,0.91,18.32,0.00,22.66,2043.22,113.06,694.45,209.15,329.43,6.72,-0.05,0.07,0.01,33.82
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),169.46,51.28,16304.66,4302.79,2807.07,65.24,61.76,19.32,2.44,0.59,2.66,2.52,11.76,1250.02,9.57,43.85,133.28,0.00,8.67,-0.18,-0.33,6.20,26.86
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,173.78,21.38,17188.97,5721.50,1347.52,23.55,23.55,17.94,9.05,3.12,27.26,0.03,45.86,936.45,44.90,473.21,786.05,546.34,8.09,-0.37,-0.59,0.05,25.23
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3451.70,45.34,13962.16,14879.73,1842.54,12.38,11.16,22.42,3.05,0.28,4.66,0.68,11.77,-2208.06,-79.13,1724.60,3547.77,1921.70,7.04,-0.57,0.71,2.60,22.22
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,33.06,33.14,29923.93,35123.16,20468.99,58.28,57.65,6.20,0.76,0.11,0.85,12.26,11.43,42226.98,7138.50,0.00,0.00,0.00,5.53,-0.04,-0.03,17.60,26.83
