Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,577.35,58.93,22752.48,4359.52,2229.72,51.15,53.03,13.71,1.84,3.58,14.47,0.01,15.69,7059.03,659.63,1466.40,424.29,0.00,9.70,-0.16,-0.20,0.07,17.75
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,376.20,40.00,120208.67,66066.92,13014.41,19.70,18.58,29.75,3.19,1.45,3.05,1.86,10.97,-11313.90,2802.54,6798.91,7209.85,5251.53,6.26,0.39,0.14,6.19,9.74
TCS,532540,TCS,IT - Software,Computers - Software & Consulting,3251.50,56.16,1176421.16,257688.00,68867.00,26.72,26.40,23.39,11.06,2.86,32.07,0.10,52.38,79215.00,3663.00,54182.00,14246.00,26.00,5.81,0.69,-1.15,0.16,24.79
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,1284.30,48.96,64716.33,28738.09,5231.02,18.20,18.25,21.64,3.44,0.45,8.28,0.55,19.03,2117.26,468.80,3440.93,2281.23,778.98,5.55,0.75,-0.97,2.51,21.69
TVS Holdings,520056,TVSHLTD,Finance,Investment Company,13859.00,37.82,28039.67,50450.82,7970.31,15.80,15.21,19.47,5.08,0.53,4.78,6.25,30.20,-1080.43,64.53,2216.37,9263.55,2544.80,11.82,-0.15,0.17,5.09,14.96
Ujjivan Small,542904,UJJIVANSFB,Banks,Other Bank,51.76,41.71,10033.49,6465.58,2517.15,38.93,46.40,24.06,1.61,0.43,1.65,6.77,12.42,2594.80,947.20,0.00,0.00,0.00,6.95,3.31,-2.50,12.17,8.06
Union Bank (I),532477,UNIONBANK,Banks,Public Sector Bank,149.15,43.72,113855.23,109143.51,73474.88,67.32,67.96,6.16,0.90,0.12,1.24,10.38,17.05,112599.00,21257.19,0.00,0.00,0.00,6.97,-0.23,0.16,13.79,6.87
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,1110.70,38.48,14274.41,1758.93,919.11,52.25,59.52,24.28,3.25,2.20,14.79,0.00,16.28,147.23,7.48,104.18,55.43,0.00,6.34,0.24,-0.08,0.00,25.70
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,826.90,50.95,21812.85,15463.58,2010.74,13.00,12.05,12.30,2.66,0.31,8.93,0.19,18.59,2174.29,1271.79,1629.25,2650.10,5152.72,10.92,0.17,-0.34,0.63,16.86
Wipro,507685,WIPRO,IT - Software,Computers - Software & Consulting,264.24,58.82,277103.56,89654.90,17769.30,19.82,20.23,20.53,3.24,8.97,10.82,0.19,16.59,42836.50,4256.40,11862.60,6085.90,74.00,6.87,0.08,0.29,0.84,18.60
Zensar Tech.,504067,ZENSARTECH,IT - Software,Computers - Software & Consulting,713.10,39.25,16213.94,5490.80,850.10,15.48,15.47,23.15,3.79,1.54,12.77,0.03,16.43,2517.80,182.50,797.80,359.70,0.00,6.04,1.72,-1.26,0.13,27.60
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,904.60,35.42,91023.93,24493.90,7617.40,31.10,30.37,18.10,3.60,9.58,14.64,0.38,21.21,8865.40,147.90,4962.70,2461.50,4750.10,7.16,-0.23,0.21,1.37,14.58
