Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,477.40,20709.00,3375.53,2577.37,76.35,76.30,20.96,3.00,0.78,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.00,-0.18,0.53,6.89,12.85
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1472.30,11657.60,2527.53,1878.12,74.31,75.29,19.32,2.49,1.13,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.63,2.61,-3.89,7.82,34.22
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1758.90,33029.90,24060.83,3569.63,14.84,14.07,10.22,1.66,1.54,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.99,-1.58,0.38,0.13,17.54
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,947.40,11281.94,3232.42,500.38,15.48,15.20,26.99,6.33,0.47,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.16,-0.22,-1.08,0.24,40.79
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,143.00,275771.13,55474.57,20671.12,37.26,38.11,22.92,4.72,0.61,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.02,0.94,-0.93,2.56,21.75
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,772.85,22318.16,1782.66,1066.81,59.84,64.91,22.99,6.26,2.01,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.83,-0.50,0.66,0.05,15.22
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,346.80,90714.88,41693.04,15151.78,36.34,35.13,27.80,2.82,1.14,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.40,0.76,-0.37,10.16,6.00
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,387.00,14233.27,12793.14,1421.99,11.12,10.85,28.34,2.64,2.64,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.02,3.41,-2.99,2.61,32.11
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,887.65,10889.81,2481.22,740.22,29.83,28.67,20.53,3.61,4.36,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.57,-0.15,0.42,0.08,29.54
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,925.15,16932.59,12875.97,1550.66,12.04,13.17,20.98,2.18,1.06,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.52,2.24,-1.42,0.26,27.44
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2504.60,22751.62,4660.51,1528.72,32.80,37.85,29.09,3.91,1.25,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,8.75,-1.56,-1.55,3.13,23.76
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,284.95,14268.09,1998.39,1683.70,84.25,84.58,16.92,3.06,0.64,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.13,9.83,4.95,4.27,21.90
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1193.00,69289.63,32514.48,6618.84,20.36,20.65,20.25,1.98,2.56,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,7.98,0.67,-0.17,1.43,12.60
