Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,470.80,39.95,20423.13,3375.53,2577.37,76.35,76.30,20.67,2.96,0.76,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.05,0.20,0.08,6.89,14.06
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1388.10,28.85,10990.91,2527.53,1878.12,74.31,75.29,18.22,2.35,1.06,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.85,0.17,-1.16,7.82,37.99
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1716.70,42.87,32237.44,24060.83,3569.63,14.84,14.07,9.98,1.62,1.51,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.26,-1.18,0.95,0.13,19.15
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,137.63,36.49,265415.25,55474.57,20671.12,37.26,38.11,22.06,4.54,0.59,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.23,0.71,0.11,2.56,24.69
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,781.95,45.40,22580.95,1782.66,1066.81,59.84,64.91,23.26,6.33,2.04,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.76,0.49,-0.13,0.05,14.22
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,346.25,42.97,90630.50,41693.04,15151.78,36.34,35.13,27.78,2.81,1.14,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.40,1.85,-0.95,10.16,6.24
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,659.20,24.04,23137.92,7425.45,1172.28,15.79,16.23,32.28,3.89,1.42,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.54,-0.84,0.99,1.90,30.35
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,342.80,24.09,12607.66,12793.14,1421.99,11.12,10.85,25.10,2.34,2.34,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.87,1.66,0.00,2.61,32.75
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,761.80,17.52,14974.18,7083.25,1128.07,15.93,15.11,23.60,2.82,7.42,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.38,-0.13,0.19,1.70,31.24
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,861.30,38.73,10566.54,2481.22,740.22,29.83,28.67,19.92,3.50,4.23,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.77,1.66,-1.76,0.08,31.63
