Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,504.25,54.6,22052.74,3817.29,2907.72,76.17,76.43,19.11,2.89,0.76,4.38,2.49,15.94,675.52,-0.48,27.02,123.65,0.0,7.21,0.77,-0.33,6.49,0.0,10.44
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1378.65,42.81,10931.29,2764.62,2040.97,73.82,73.67,15.92,2.18,1.06,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.07,0.01,-0.46,7.85,0.0,22.33
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1366.0,52.54,25651.77,25441.73,2629.19,10.33,11.39,13.58,1.25,0.43,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.37,-0.5,-0.1,0.23,0.55,31.25
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,368.0,54.62,26012.96,2369.9,2057.79,86.83,88.04,43.67,4.43,0.29,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,5.09,12.05,0.79,9.71,0.05,7.69
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,828.0,58.9,16275.4,7783.95,1167.13,14.99,15.26,21.83,2.91,0.77,8.79,0.25,13.45,1948.76,-1.23,1466.3,835.08,2510.64,5.05,-0.24,-0.09,1.61,1.46,17.61
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,292.2,35.45,26697.99,5425.77,2028.11,37.38,35.42,25.83,4.42,21.17,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.33,1.46,0.95,4.15,1.36,18.93
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,445.2,66.97,28274.69,29307.63,4143.45,14.14,14.65,13.22,1.72,0.5,7.32,0.22,13.07,2614.57,-466.33,3190.84,3224.29,5452.28,8.85,1.49,-2.06,1.33,1.31,17.63
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,261.2,36.6,13081.38,2272.27,1872.29,82.4,83.07,13.27,2.56,0.57,7.76,1.56,20.11,754.67,53.74,0.0,19.79,0.0,9.39,0.47,-0.38,4.13,1.73,28.41
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6774.85,62.27,19946.3,6643.49,1188.81,17.89,16.48,25.06,3.22,2.9,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.41,0.04,-0.06,0.17,0.43,5.88
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,908.5,34.69,12377.93,6065.86,749.88,12.36,12.36,22.24,3.72,0.81,15.19,0.0,18.29,1073.29,198.68,143.89,243.18,940.27,7.19,0.53,-0.44,0.02,1.11,43.0
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1238.0,44.67,385222.26,135731.89,81034.17,59.7,59.29,13.78,1.75,0.4,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.55,-0.66,-2.13,15.01,0.08,12.71
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1082.0,70.28,673648.2,85963.63,58573.63,68.14,68.29,32.93,5.89,1.77,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.08,1.2,-1.13,7.56,0.48,8.12
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2001.9,73.07,320414.18,157641.68,59568.13,37.79,37.93,31.22,4.13,1.99,2.83,5.52,13.23,-132648.93,-344.19,9332.08,9052.12,0.0,7.81,0.35,-0.33,7.38,0.07,8.8
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,85.83,49.34,71516.46,11604.2,10595.59,91.31,90.96,26.42,3.17,0.98,2.24,4.6,12.11,-231.05,-12.76,27.8,126.1,0.0,6.01,-0.18,-0.09,9.83,0.0,27.25
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,250.0,50.9,129284.0,136546.33,87323.66,63.95,64.22,5.87,0.76,0.59,1.01,10.89,12.7,104206.96,17511.43,0.0,0.0,0.0,5.77,-0.59,0.45,16.61,3.36,23.21
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,144.8,52.46,65922.61,77243.58,55814.43,72.26,72.61,5.57,0.71,0.13,0.95,11.83,12.41,83817.63,10440.65,0.0,0.0,0.0,6.06,0.0,-0.39,16.25,3.24,18.86
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,78.53,40.2,60401.78,30262.41,20806.29,68.75,69.25,7.95,1.67,0.2,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.73,0.35,0.27,15.61,2.84,16.9
Bayer Crop Sci.,506285,BAYERCROP,INE462A01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4171.3,47.39,18746.64,5595.4,892.9,15.96,15.4,25.6,6.28,48.3,12.59,0.03,23.7,2293.4,165.2,1115.5,1237.9,2135.5,5.35,-0.25,0.08,0.09,3.59,27.34
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1959.0,54.88,1222423.95,220049.3,125138.6,56.87,55.23,39.14,7.98,0.86,6.42,1.31,20.27,-97990.9,-165.9,7977.6,45015.2,600.9,5.38,0.11,-1.31,2.63,1.23,9.92
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",253.75,59.36,10447.93,2998.22,818.87,27.31,27.31,15.2,4.24,0.3,22.02,0.17,32.74,1201.29,95.16,170.57,152.71,0.87,8.45,0.11,-2.0,0.52,0.76,37.35
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",578.0,57.18,18852.14,5697.22,1433.11,25.15,25.15,28.91,2.75,0.82,3.04,0.93,10.47,3083.18,192.58,600.69,881.7,11400.89,5.96,0.72,-1.12,4.77,0.34,27.93
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,805.0,34.87,10718.92,4292.09,3952.79,92.09,92.07,9.45,1.8,0.46,2.56,6.4,19.66,214.94,2.09,2.43,7.67,0.0,8.09,-0.08,-0.14,9.71,1.86,17.14
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,131.5,60.53,119279.08,127805.38,91290.72,71.43,69.66,6.01,0.97,0.34,1.09,14.28,16.08,196176.59,23532.04,0.0,0.0,0.0,6.26,1.0,-1.56,15.37,3.17,19.28
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),230.3,55.12,22158.48,5306.22,3521.43,66.36,65.23,19.7,3.1,0.3,3.55,3.35,16.5,1359.73,11.96,32.67,127.11,0.0,7.57,-1.67,2.59,7.05,0.08,12.96
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,191.9,83.09,18981.26,6219.38,1514.13,24.35,23.55,17.58,9.93,3.06,27.26,0.03,45.86,972.7,40.74,757.7,1213.15,1041.83,7.99,-0.57,-0.31,0.04,4.57,11.12
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3689.15,62.77,14922.65,16466.7,2024.73,12.3,13.16,23.44,3.0,0.44,6.04,0.65,16.14,-2051.78,-33.05,1838.9,3447.82,1783.37,7.25,1.29,-2.73,2.45,0.94,16.87
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,31.4,48.36,28421.41,37270.22,23386.02,62.75,62.46,6.26,0.7,0.16,0.88,12.41,11.9,41227.22,5584.35,0.0,0.0,0.0,5.59,6.13,0.18,17.54,3.85,23.26
Central Mine Pla,544739,CMPDI,INE05HV01027,Construction,Civil Construction,249.0,45.41,17778.6,2316.53,777.56,33.57,33.57,27.19,7.81,0.99,20.63,0.0,28.35,2059.34,80.92,1074.74,276.45,13.84,5.15,-3.27,-0.71,0.0,0.43,12.23
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,163.7,41.43,21699.59,18570.0,3447.0,18.56,18.56,14.1,1.76,2.45,3.7,1.73,12.57,-839.0,1260.0,2416.0,1848.0,698.0,9.24,-0.1,-0.15,6.23,3.64,19.95
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,450.25,55.0,18039.39,20123.07,2743.13,13.63,12.88,9.38,1.75,0.38,15.14,0.1,20.42,3406.84,203.16,2075.2,936.46,2279.82,13.7,-0.06,-0.18,0.41,2.41,22.46
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1629.0,62.15,30588.98,39155.6,21632.35,55.25,55.25,12.5,1.98,0.53,2.23,13.61,17.47,-1948.65,414.2,327.05,339.4,0.0,9.59,0.8,-0.81,9.69,0.08,21.08
CIE Automotive,532756,CIEINDIA,INE536H01010,Auto Components,Auto Components & Equipments,410.0,35.72,15553.88,9997.34,1481.84,14.82,14.48,17.34,2.01,0.14,8.08,0.07,11.8,1085.8,109.92,1341.42,2002.47,1216.67,7.63,-0.67,0.22,0.42,1.69,22.05
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,212.4,45.25,21044.34,7249.42,4979.06,68.68,69.58,15.01,2.01,1.24,1.51,7.92,13.2,8868.99,1038.55,0.0,494.19,0.0,6.08,4.11,-4.72,13.9,0.96,13.44
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,413.65,36.26,254921.24,157855.72,40789.08,25.84,24.49,8.23,2.14,-11.93,11.41,0.12,28.5,57876.5,12554.74,14120.59,12554.39,15654.3,19.86,-0.56,1.99,0.33,5.15,15.8
CreditAcc. Gram.,541770,CREDITACC,INE741K01010,Finance,Microfinance Institutions,1510.0,53.95,24206.85,6379.52,3639.35,57.05,49.48,20.02,3.09,-10.06,2.6,3.01,10.51,1569.78,3.8,0.0,40.33,0.0,7.6,0.08,0.54,6.61,0.0,7.61
DCM Shriram,523367,DCMSHRIRAM,INE499A01024,Diversified,Diversified,1017.45,41.52,15866.36,13840.48,1530.39,11.06,11.06,11.56,2.05,-7.76,6.32,0.38,11.5,1776.24,257.76,1081.1,1218.25,3108.12,6.8,-0.1,-0.08,2.41,1.11,29.02
Deepak Fertilis.,500645,DEEPAKFERT,INE501A01019,Chemicals & Petrochemicals,Commodity Chemicals,1530.0,48.26,19314.39,12103.54,2016.17,16.66,14.63,19.62,2.86,-1.34,5.03,0.83,11.27,1604.71,85.18,2343.2,2157.54,1737.77,6.75,1.45,-0.29,3.38,0.64,9.0
eClerx Services,532927,ECLERX,INE738I01010,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1770.75,57.8,16653.97,4334.83,1095.98,25.28,25.57,22.96,6.51,1.68,20.67,0.15,29.02,1699.54,105.11,666.45,100.01,0.62,5.87,-0.11,-0.81,0.38,0.05,29.1
Edelweiss.Fin.,532922,EDELWEISS,INE532F01054,Finance,Holding Company,118.55,56.32,11221.18,10507.9,2894.55,27.55,29.67,17.79,2.38,0.84,1.79,4.02,13.52,-9563.59,452.44,478.33,1384.59,0.0,12.42,0.79,0.43,5.63,1.27,11.46
EIH,500840,EIHOTEL,INE230A01023,Leisure Services,Hotels & Resorts,306.7,47.85,19179.91,3023.01,1030.47,34.09,34.83,26.44,3.65,1.05,12.09,0.05,14.48,798.06,202.4,256.67,310.69,63.79,5.63,-0.1,0.03,0.23,0.48,29.46
