Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,465.0,37.32,20354.73,3817.29,2907.72,76.17,76.43,17.69,2.73,0.7,4.38,2.49,15.94,675.52,-0.48,27.02,123.65,0.0,7.58,0.77,-0.33,6.49,0.0,17.41
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1272.25,30.44,10088.19,2764.62,2040.97,73.82,73.67,14.7,2.03,0.98,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.31,0.01,-0.46,7.85,0.0,28.32
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1306.6,48.99,24536.27,25441.73,2629.19,10.33,11.39,12.9,1.21,0.41,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.63,-0.5,-0.1,0.23,0.56,34.24
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,406.5,53.82,111274.17,48185.84,17802.62,36.95,36.69,27.59,3.12,-4.16,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.25,-0.35,0.93,10.0,0.0,5.62
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,823.35,52.85,16184.0,7783.95,1167.13,14.99,15.26,21.69,2.86,0.77,8.79,0.25,13.45,1948.76,-1.23,1466.3,835.08,2510.64,5.11,-0.24,-0.09,1.61,1.49,17.5
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5314.35,36.23,63541.04,15081.28,3032.21,20.11,20.44,27.91,4.59,0.89,12.92,0.15,18.89,6690.51,411.85,2979.11,2244.18,3333.22,5.08,1.25,0.27,0.63,1.0,10.43
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,295.9,48.59,27036.0,5425.77,2028.11,37.38,35.42,26.18,4.45,21.46,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.24,1.46,0.95,4.15,1.37,17.91
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,444.25,55.82,28214.35,29307.63,4143.45,14.14,14.65,13.18,1.68,0.5,7.32,0.22,13.07,2614.57,-466.33,3190.84,3224.29,5452.28,8.97,1.49,-2.06,1.33,1.33,17.81
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,256.6,45.16,12850.99,2272.27,1872.29,82.4,83.07,13.04,2.53,0.56,7.76,1.56,20.11,754.67,53.74,0.0,19.79,0.0,9.44,0.47,-0.38,4.13,1.72,27.39
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,543.7,51.41,14790.89,9797.83,1065.97,10.88,10.8,33.75,3.54,5.5,5.21,0.41,10.88,548.16,34.06,1443.79,1972.82,2173.53,5.08,2.74,-0.22,2.01,0.7,9.38
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,178.0,64.52,104554.55,57723.13,10981.93,19.03,5.58,28.05,7.36,0.62,4.27,4.49,27.43,4302.59,343.39,3087.44,9291.24,4671.8,6.65,2.69,-3.9,6.07,1.9,17.37
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6597.0,45.31,19422.68,6643.49,1188.81,17.89,16.48,24.45,3.13,2.83,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.63,0.04,-0.06,0.17,0.46,8.35
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1071.0,62.17,80317.52,19560.64,10699.71,54.7,55.22,28.11,4.01,1.23,1.51,8.34,14.25,5653.99,2856.55,0.0,314.51,0.0,5.58,1.51,-1.29,12.28,0.09,6.43
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,844.15,32.36,11501.16,6359.97,639.6,10.06,12.36,21.43,3.51,0.78,15.19,0.0,18.29,1073.29,213.58,143.89,243.18,940.27,7.3,0.53,-0.44,0.02,1.15,47.04
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1250.0,51.59,389113.14,135731.89,81034.17,59.7,59.29,14.08,1.75,0.41,1.47,7.47,13.12,118869.75,29291.88,0.0,0.0,0.0,5.55,-0.66,-2.13,15.01,0.08,11.87
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1077.0,51.93,670535.27,85963.63,58573.63,68.14,68.29,32.77,5.85,1.76,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.26,1.2,-1.13,7.56,0.49,8.54
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2002.25,55.73,320772.79,157641.68,59568.13,37.79,37.93,31.14,4.13,1.98,2.83,5.52,13.23,-132648.93,-344.19,9332.08,9052.12,0.0,7.93,0.35,-0.33,7.38,0.07,8.78
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,85.14,41.28,70941.49,11604.2,10595.59,91.31,90.96,26.23,3.16,0.98,2.24,4.6,12.11,-231.05,-12.76,27.8,126.1,0.0,6.08,-0.18,-0.09,9.83,0.0,27.23
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,236.55,43.1,122328.6,136546.33,87323.66,63.95,64.22,5.55,0.73,0.55,1.01,10.89,12.7,104206.96,17511.43,0.0,0.0,0.0,5.79,-0.59,0.45,16.61,3.57,27.34
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,144.6,58.0,65831.52,77243.58,55814.43,72.26,72.61,5.63,0.73,0.13,0.95,11.83,12.41,83817.63,10440.65,0.0,0.0,0.0,6.05,0.0,-0.39,16.25,3.25,18.97
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,84.5,65.97,64993.73,30262.41,20806.29,68.75,69.25,8.57,1.83,0.22,1.76,10.74,22.65,13442.37,3745.66,0.0,0.0,0.0,5.65,0.35,0.27,15.61,2.6,10.58
Bayer Crop Sci.,506285,BAYERCROP,INE462A01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4063.95,43.03,18264.25,5595.4,892.9,15.96,15.4,24.95,6.14,47.08,12.59,0.03,23.7,2293.4,165.2,1115.5,1237.9,2135.5,5.52,-0.25,0.08,0.09,3.7,25.96
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1878.0,43.51,1171966.05,220049.3,125138.6,56.87,55.23,37.6,7.76,0.83,6.42,1.31,20.27,-97990.9,-165.9,7977.6,45015.2,600.9,5.49,0.11,-1.31,2.63,1.27,13.64
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",654.65,72.36,21358.58,5531.63,1463.84,26.46,25.15,31.35,3.15,0.89,3.04,0.93,10.47,3083.18,254.05,600.69,881.7,11400.89,5.51,0.72,-1.12,4.6,0.31,18.37
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,804.0,39.23,10705.64,4292.09,3952.79,92.09,92.07,9.49,1.79,0.46,2.56,6.4,19.66,214.94,2.09,2.43,7.67,0.0,8.1,-0.08,-0.14,9.71,1.88,17.24
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,125.05,51.54,113428.53,127805.38,91290.72,71.43,69.66,5.73,0.93,0.32,1.09,14.28,16.08,196176.59,23532.04,0.0,0.0,0.0,6.27,1.0,-1.56,15.37,3.33,23.24
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),245.0,67.52,23572.86,5306.22,3521.43,66.36,65.23,20.96,3.24,0.31,3.55,3.35,16.5,1359.73,11.96,32.67,127.11,0.0,7.33,-1.67,2.59,7.05,0.08,7.41
