Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,474.70,46.38,20577.07,3520.63,2695.55,76.56,76.30,19.74,2.99,0.73,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.35,0.20,0.08,6.58,13.34
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1301.40,24.26,10326.24,2604.99,1927.47,73.99,75.29,16.47,2.20,0.96,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.28,0.17,-1.16,7.63,41.86
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1667.40,43.12,31307.91,24689.33,3153.91,12.77,14.07,12.44,1.57,1.88,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,8.25,-1.18,0.95,0.19,21.47
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,919.45,58.80,10941.16,3211.94,495.23,15.42,15.20,25.88,6.14,0.45,16.70,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.31,-0.07,0.04,0.24,33.85
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,152.74,63.85,294650.44,54254.83,19886.27,36.65,38.11,25.72,5.04,0.68,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.27,0.71,0.11,2.76,16.42
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,813.00,56.01,23469.05,1815.63,1082.18,59.60,64.91,23.05,6.59,2.02,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.80,0.49,-0.13,0.05,10.82
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,347.75,50.01,91040.39,44263.78,15953.88,36.04,35.13,25.66,2.83,1.05,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.74,1.85,-0.95,9.64,5.84
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,690.75,44.95,24238.27,7443.86,1236.48,16.61,16.23,31.50,4.08,1.38,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.57,-0.84,0.99,1.80,27.02
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,332.00,30.92,12217.67,12774.52,1515.79,11.87,11.71,20.71,2.47,0.67,3.65,0.73,14.91,2666.01,437.66,2795.20,3564.31,993.06,9.58,1.66,0.00,2.47,33.45
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,797.65,48.93,15692.41,7266.82,1159.51,15.96,15.11,23.65,2.95,7.44,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,5.31,-0.13,0.19,1.64,28.00
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,932.45,55.83,11429.12,2512.27,781.18,31.09,28.67,20.32,3.79,4.31,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.61,1.66,-1.76,0.08,25.98
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,865.45,48.49,15821.86,12875.97,1550.66,12.04,13.17,19.61,2.04,0.99,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.97,0.88,-0.60,0.26,21.96
