Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,497.0,60.57,21654.5,3520.63,2695.55,76.56,76.3,20.77,3.12,0.77,4.31,2.55,16.86,1641.75,-8.34,0.0,108.12,0.0,7.18,0.7,-0.06,6.58,9.27
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1347.75,66.13,10685.37,2604.99,1927.47,73.99,75.29,17.1,2.28,1.0,3.27,3.08,14.11,2153.46,2.5,7.79,3.22,0.0,8.26,0.17,-1.16,7.63,39.79
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1431.85,53.05,26888.39,24689.33,3153.91,12.77,14.07,10.68,1.35,1.61,9.46,0.02,13.23,5242.34,716.8,3678.49,2001.25,1985.75,9.53,0.25,-0.06,0.19,32.56
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,915.1,62.0,10897.32,3211.94,495.23,15.42,15.2,25.72,6.11,0.45,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.33,-0.07,0.04,0.24,34.17
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,340.0,56.01,89094.29,44263.78,15953.88,36.04,35.13,25.1,2.74,1.03,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.0,6.81,-0.96,1.86,9.64,7.93
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,708.85,58.43,24880.74,7443.86,1236.48,16.61,16.23,32.21,4.12,1.41,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.84,-1.74,1.69,1.8,25.11
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,334.15,70.05,12289.55,12543.26,1554.35,12.39,11.71,20.92,2.47,0.68,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,9.18,1.66,0.0,2.48,30.3
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,782.1,61.26,15373.2,7266.82,1159.51,15.96,15.11,23.26,2.85,7.31,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.64,0.0,0.03,1.64,29.41
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1064.05,77.68,13059.78,2512.27,781.18,31.09,28.67,23.17,4.34,4.92,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,5.75,0.14,0.22,0.08,13.15
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,781.0,53.81,14294.44,13062.79,1509.33,11.55,13.17,18.96,1.83,0.96,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.35,0.88,-0.6,0.27,28.73
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,246.5,67.59,12343.35,2101.94,1755.64,83.52,84.58,13.86,2.64,0.52,7.42,1.57,18.58,609.69,49.67,0.0,12.49,0.0,9.34,2.14,-2.85,4.08,32.44
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,174.75,52.46,102645.59,53811.19,10427.68,19.38,18.97,28.52,8.13,0.1,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.41,0.14,0.09,5.55,18.88
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),462.95,47.94,39314.89,3693.87,3340.79,90.44,89.63,10.84,2.41,0.13,31.3,0.17,34.14,369.48,23.74,17.59,53.94,0.0,8.34,0.02,-0.22,0.84,32.27
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),908.7,52.5,565752.47,79373.52,53111.16,66.91,68.79,31.03,5.44,0.93,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.0,5.49,0.47,-0.48,7.62,17.58
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1838.55,55.36,294269.16,149145.43,54959.49,36.85,37.01,30.01,3.84,1.2,2.96,5.13,13.39,20015.7,-351.61,7937.86,7873.72,0.0,7.98,0.25,-0.05,7.31,16.24
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,91.83,64.55,76515.75,10764.45,9778.23,90.84,91.85,30.72,3.59,0.68,2.35,4.44,13.46,-148.78,-10.08,26.82,122.1,0.0,5.79,0.85,0.03,9.66,32.97
