Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,483.15,20937.99,3375.53,2577.37,76.35,76.30,21.19,3.04,0.78,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.96,-0.18,0.53,6.89,11.80
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1576.60,12477.18,2527.53,1878.12,74.31,75.29,20.68,2.67,1.21,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.38,2.61,-3.89,7.82,29.56
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1870.20,35109.73,24060.83,3569.63,14.84,14.07,10.87,1.76,1.64,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.34,-1.58,0.38,0.13,19.56
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,148.13,285702.63,55474.57,20671.12,37.26,38.11,23.75,4.89,0.63,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,5.84,0.94,-0.93,2.56,18.94
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,729.90,21062.79,1782.66,1066.81,59.84,64.91,21.69,5.91,1.90,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,6.18,-0.50,0.66,0.05,19.96
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,411.10,15136.43,12793.14,1421.99,11.12,10.85,30.14,2.81,2.81,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.62,3.41,-2.99,2.61,27.88
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,900.80,11024.90,2481.22,740.22,29.83,28.67,20.79,3.66,4.41,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.49,-0.15,0.42,0.08,28.49
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,945.30,17305.94,12875.97,1550.66,12.04,13.17,21.45,2.22,1.08,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.38,2.24,-1.42,0.26,30.49
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2764.20,25117.06,4660.51,1528.72,32.80,37.85,32.11,4.32,1.38,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,7.64,-1.56,-1.55,3.13,21.09
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,280.70,14091.12,1998.39,1683.70,84.25,84.58,16.71,3.02,0.63,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.19,9.83,4.95,4.27,23.06
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1235.80,71647.04,32514.48,6618.84,20.36,20.65,20.93,2.05,2.65,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,7.72,0.67,-0.17,1.43,9.46
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),2743.80,46612.51,3865.32,3616.75,93.57,89.63,11.60,2.88,0.14,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,7.45,0.09,6.17,0.77,17.32
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,801.40,10925.26,5963.96,745.01,12.49,11.30,17.66,3.63,0.53,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,8.52,0.19,-0.61,0.02,16.95
Bajaj Housing,544252,BAJAJHFL,Finance,Housing Finance Company,105.35,87781.14,10327.38,9394.08,90.96,91.85,37.18,4.14,0.83,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.15,-0.05,-0.13,10.06,28.67
Bandhan Bank,541153,BANDHANBNK,Banks,Private Sector Bank,149.64,24111.36,21742.03,9378.08,43.13,51.91,19.63,0.98,0.11,1.49,6.76,11.88,9601.39,3083.77,0.00,0.00,0.00,6.74,1.30,-0.90,13.34,22.26
Birlasoft Ltd,532400,BSOFT,IT - Software,Computers - Software & Consulting,383.05,10682.02,5293.39,709.98,13.41,12.98,23.14,2.88,6.79,12.12,0.04,15.59,2554.35,95.78,1073.04,256.19,5.02,6.94,-0.50,-1.13,0.21,38.65
BLS Internat.,540073,BLS,Leisure Services,"Tour, Travel Related Services",321.20,13239.89,2652.82,749.16,28.24,29.58,21.99,6.21,0.34,24.22,0.19,34.31,1196.14,83.35,157.25,132.97,0.96,5.99,0.03,-1.72,0.54,38.50
Brigade Enterpr.,532929,BRIGADE,Realty,"Residential, Commercial Projects",898.50,21983.84,5588.84,1480.83,26.50,28.00,27.64,3.39,0.59,3.39,0.83,14.92,2662.87,235.85,625.85,1003.99,10443.57,5.65,-0.16,-0.66,3.80,32.97
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals & Biotechnology,Pharmaceuticals,1908.70,14509.48,2039.67,697.27,34.19,33.59,24.64,4.59,1.15,18.32,0.00,22.66,2043.22,110.74,694.45,209.15,329.43,5.34,-0.12,0.35,0.01,27.73
Capri Global,531595,CGCL,Finance,Non Banking Financial Company (NBFC),191.05,18381.95,3903.31,2540.55,65.09,61.76,25.65,2.75,0.79,2.66,2.52,11.76,1250.02,5.52,43.85,133.28,0.00,7.33,-0.24,0.11,6.88,17.54
Castrol India,500870,CASTROLIND,Petroleum Products,Lubricants,191.27,18928.80,5635.47,1355.54,24.05,23.83,19.38,10.40,2.92,26.09,0.04,41.83,827.05,76.97,562.13,770.16,612.05,7.34,0.03,-0.04,0.05,24.10
