Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,490.0,55.49,21349.48,3520.63,2695.55,76.56,76.3,20.48,3.09,0.76,4.31,2.55,16.86,1641.75,-8.34,0.0,108.12,0.0,7.21,0.7,-0.06,6.58,10.55
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1380.0,66.63,10941.03,2604.99,1927.47,73.99,75.29,17.46,2.3,1.02,3.27,3.08,14.11,2153.46,2.5,7.79,3.22,0.0,8.06,7.84,-7.98,7.63,35.9
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1426.55,51.96,26788.82,24689.33,3153.91,12.77,14.07,10.55,1.35,1.59,9.46,0.02,13.23,5242.34,716.8,3678.49,2001.25,1985.75,9.57,0.25,-0.06,0.19,29.69
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,884.1,54.15,10528.14,3211.94,495.23,15.42,15.2,24.9,5.94,0.43,16.7,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.43,0.08,-0.82,0.24,36.4
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,346.75,58.33,90866.61,44263.78,15953.88,36.04,35.13,25.62,2.86,1.05,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.0,6.73,-0.96,1.86,9.64,6.11
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,703.6,60.43,24696.39,7443.86,1236.48,16.61,16.23,32.05,4.22,1.41,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.42,-1.74,1.69,1.8,25.66
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,338.4,55.92,12445.81,12543.26,1554.35,12.39,11.71,21.11,2.54,0.68,3.65,0.73,14.91,2666.01,287.63,2795.2,3564.31,993.06,9.64,1.36,-0.62,2.48,29.41
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,755.0,58.09,14840.55,7266.82,1159.51,15.96,15.11,22.34,2.78,7.03,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.7,5.55,0.0,0.03,1.64,31.85
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1026.75,45.83,12601.93,2512.27,781.18,31.09,28.67,22.43,4.17,4.76,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.12,0.14,0.22,0.08,16.19
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,880.0,66.73,16106.25,13062.79,1509.33,11.55,13.17,21.29,2.1,1.08,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,6.39,-0.17,-0.06,0.27,19.7
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,308.7,65.25,28118.33,5136.61,1817.88,35.39,35.39,30.7,4.54,25.16,4.49,1.3,15.59,8087.75,15.63,434.45,9170.28,0.0,8.58,0.77,0.36,4.65,6.52
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,260.45,71.37,13041.82,2101.94,1755.64,83.52,84.58,14.63,2.81,0.55,7.42,1.57,18.58,609.69,49.67,0.0,12.49,0.0,8.92,2.14,-2.85,4.08,28.61
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,162.1,42.76,95215.22,53811.19,10427.68,19.38,18.97,26.41,7.54,0.09,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.7,-0.67,0.16,5.55,24.75
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1015.95,58.36,76029.53,18636.34,10019.77,53.76,53.76,28.83,3.86,1.27,1.51,8.44,14.32,6000.56,2977.94,0.0,0.0,0.0,5.51,0.03,0.82,12.81,5.9
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1386.0,60.25,80499.17,33181.86,6814.2,20.54,20.65,22.8,2.28,2.89,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,7.03,-1.84,1.29,1.39,5.05
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),478.0,55.63,40593.05,3693.87,3340.79,90.44,89.63,11.19,2.54,0.13,31.3,0.17,34.14,369.48,23.74,17.59,53.94,0.0,7.72,0.02,-0.22,0.84,30.07
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1274.7,46.94,396254.56,132538.24,76694.75,57.87,57.87,14.92,1.86,0.43,1.47,7.56,13.17,94565.22,29673.71,0.0,0.0,0.0,5.49,0.7,-0.54,15.18,10.12
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),939.05,56.11,584648.23,81982.38,55733.22,67.98,67.98,30.47,5.12,1.64,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.48,0.24,-0.16,7.95,14.83
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1746.95,45.28,279608.01,149145.43,54959.49,36.85,37.01,28.49,3.65,1.14,2.96,5.13,13.39,20015.7,-351.61,7937.86,7873.72,0.0,8.11,1.02,-0.83,7.31,20.41
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,87.2,53.47,72657.95,11147.2,10136.79,90.94,90.94,28.33,3.27,1.05,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.71,-0.21,0.05,10.28,32.25
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,519.5,54.8,10491.28,6170.83,821.73,13.32,13.12,23.42,2.72,-4.37,5.97,0.2,10.96,677.85,71.68,99.72,35.0,883.42,6.49,0.17,-0.12,1.08,17.25
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,263.5,42.19,136265.31,132604.32,83027.27,62.61,64.41,7.0,0.83,0.18,1.18,10.45,15.53,106937.68,24128.67,0.0,0.0,0.0,5.94,0.2,-0.15,16.01,19.06
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,139.9,42.73,63691.87,74518.88,53019.58,71.15,71.03,6.34,0.74,0.15,0.94,11.54,12.35,63717.28,9692.57,0.0,0.0,0.0,6.15,-1.22,1.44,15.77,21.6
