Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,510.25,49.92,22315.1,3683.44,2815.42,76.43,76.43,20.15,2.92,0.8,4.38,2.49,15.94,675.52,-13.1,27.02,123.65,0.0,6.97,0.77,-0.33,6.73,0.0,9.37
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1441.4,59.89,11428.56,2764.62,2040.97,73.82,73.67,16.56,2.29,1.1,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.71,0.01,-0.46,7.85,0.0,24.97
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1358.7,55.73,25514.62,25961.85,2957.97,11.39,11.39,12.02,1.26,0.38,8.02,0.02,10.86,5611.37,428.97,3841.63,2453.81,1789.12,8.67,-0.5,-0.1,0.19,0.54,31.62
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,312.3,41.59,28529.17,5425.77,2028.11,37.38,35.42,27.6,4.67,22.62,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,9.21,1.46,0.95,4.15,1.26,13.36
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,425.5,50.25,27023.5,28470.6,4170.34,14.65,14.65,13.1,1.65,0.5,7.32,0.22,13.07,2614.57,-899.51,3190.84,3224.29,5452.28,9.18,1.49,-2.06,1.34,1.38,21.28
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,294.6,66.86,14753.29,2192.24,1821.12,83.07,83.07,15.71,2.88,0.67,7.76,1.56,20.11,754.67,53.24,0.0,19.79,0.0,8.31,0.47,-0.38,4.25,1.49,19.25
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,523.05,51.28,13711.24,9303.19,1004.42,10.8,10.8,32.17,3.43,5.24,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,5.04,-0.16,0.34,2.14,0.69,12.83
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,152.5,45.26,89576.27,56362.08,10745.0,19.06,19.06,24.12,6.24,0.52,4.37,4.49,28.11,10624.64,252.0,3087.44,9291.24,4671.8,7.13,2.69,-3.9,6.24,2.28,29.21
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6127.55,40.67,18040.56,6273.54,1033.74,16.48,16.48,26.57,2.9,3.08,9.3,0.03,11.49,1285.57,206.32,1271.0,852.24,815.47,5.02,0.04,-0.06,0.2,0.48,14.87
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,980.05,42.65,73463.51,18636.34,10019.77,53.76,53.76,27.85,3.74,1.22,1.51,8.44,14.32,6000.56,2977.94,0.0,0.0,0.0,5.54,1.51,-1.29,12.81,0.1,10.12
