Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,503.25,60.79,21830.80,3375.53,2577.37,76.35,76.30,22.10,3.16,0.82,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.79,-0.18,0.53,6.89,8.13
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1439.90,35.34,11401.06,2527.53,1878.12,74.31,75.29,18.90,2.44,1.10,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.71,2.61,-3.89,7.82,35.67
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1771.60,48.73,33268.39,24060.83,3569.63,14.84,14.07,10.30,1.67,1.56,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.91,-1.58,0.38,0.13,16.56
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,952.45,47.99,11342.08,3232.42,500.38,15.48,15.20,27.13,6.36,0.47,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.14,-0.22,-1.08,0.24,36.66
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,146.20,51.96,281942.24,55474.57,20671.12,37.26,38.11,23.43,4.82,0.62,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,5.91,0.94,-0.93,2.56,20.00
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,853.65,69.52,24651.48,1782.66,1066.81,59.84,64.91,25.39,6.91,2.22,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.28,-0.50,0.66,0.05,6.36
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,382.50,40.12,14067.76,12793.14,1421.99,11.12,10.85,28.01,2.61,2.61,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.10,3.41,-2.99,2.61,28.88
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,898.60,48.40,11024.15,2481.22,740.22,29.83,28.67,20.78,3.66,4.41,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.49,-0.15,0.42,0.08,28.67
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,925.85,46.71,16945.40,12875.97,1550.66,12.04,13.17,21.00,2.18,1.06,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.51,2.24,-1.42,0.26,20.37
Angel One,543235,ANGELONE,INE732I01013,Capital Markets,Stockbroking & Allied,2402.00,39.63,21823.49,4660.51,1528.72,32.80,37.85,27.90,3.75,1.20,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,9.28,-1.56,-1.55,3.13,26.88
