Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,475.20,51.95,20651.84,3520.63,2695.55,76.56,76.30,19.81,2.99,0.73,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.34,0.20,0.08,6.58,13.25
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1291.30,36.12,10226.05,2604.99,1927.47,73.99,75.29,16.31,2.18,0.95,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.32,0.17,-1.16,7.63,42.31
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1613.10,36.94,30291.96,24689.33,3153.91,12.77,14.07,12.04,1.52,1.82,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,8.53,-1.18,0.95,0.19,24.03
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,894.25,51.82,10649.01,3211.94,495.23,15.42,15.20,25.19,5.97,0.44,16.70,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.45,-0.07,0.04,0.24,35.67
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,141.34,46.72,272569.87,54254.83,19886.27,36.65,38.11,23.80,4.66,0.63,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.64,0.71,0.11,2.76,22.66
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,698.75,48.22,24526.13,7443.86,1236.48,16.61,16.23,31.87,4.13,1.40,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,5.51,-0.84,0.99,1.80,26.18
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,297.10,19.30,10926.88,12543.26,1554.35,12.39,11.71,18.54,2.21,0.60,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.39,1.66,0.00,2.48,40.45
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,729.60,27.51,14341.25,7266.82,1159.51,15.96,15.11,21.62,2.70,6.80,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,5.77,-0.13,0.19,1.64,34.15
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,920.05,52.83,11292.36,2512.27,781.18,31.09,28.67,20.08,3.74,4.26,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.69,1.66,-1.76,0.08,24.90
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,853.70,46.77,15624.88,13062.79,1509.33,11.55,13.17,20.69,2.01,1.04,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,6.66,0.88,-0.60,0.27,23.02
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,246.50,42.67,22408.21,4733.20,1562.04,33.00,37.85,29.13,3.85,1.25,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,9.13,3.24,-0.66,3.07,24.96
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,245.70,41.10,12303.00,2101.94,1755.64,83.52,84.58,13.84,2.64,0.52,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,9.37,1.42,-2.17,4.08,32.66
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,972.70,44.77,72741.74,17887.79,9304.97,52.02,53.37,31.45,4.01,1.36,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.86,-0.64,1.95,11.60,6.40
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),489.95,37.75,41607.80,3693.87,3340.79,90.44,89.63,11.43,2.57,0.13,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,7.67,-0.07,0.37,0.84,28.32
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1335.55,68.71,18196.29,5980.89,759.89,12.71,11.30,28.77,6.04,0.87,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,5.20,-0.03,1.00,0.02,10.33
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1012.95,57.39,630306.30,79373.52,53111.16,66.91,68.79,34.61,6.11,1.04,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.13,0.47,-0.48,7.62,8.12
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2041.30,54.05,326720.27,149145.43,54959.49,36.85,37.01,33.30,4.26,1.33,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,7.60,0.25,-0.05,7.31,7.00
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,87.57,34.47,72966.25,10764.45,9778.23,90.84,91.85,29.33,3.45,0.65,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,5.83,0.85,0.03,9.66,36.08
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,33.42,28.98,15563.69,13802.55,1758.25,12.74,12.74,19.73,,0.16,7.56,0.04,20.99,1707.68,597.81,1847.76,2173.27,2316.74,12.07,,,0.13,26.08
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1929.60,36.74,1100278.24,203465.80,115191.70,56.61,49.17,35.91,9.34,0.43,5.35,1.77,23.18,-104864.50,2365.50,8908.90,45232.60,429.60,5.16,0.14,1.33,3.13,11.27
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,383.75,42.36,10726.05,5278.22,790.46,14.98,12.98,21.97,2.89,6.44,12.12,0.04,15.59,2554.35,47.72,1073.04,256.19,5.02,7.63,2.19,-0.34,0.19,19.04
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",279.25,47.45,11497.86,2876.43,789.05,27.43,29.58,17.85,5.40,0.27,24.22,0.19,34.31,1196.14,89.60,157.25,132.97,0.96,7.39,0.02,-0.45,0.51,34.85
Brigade Enterpr.,532929,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",716.15,33.00,17516.56,5700.01,1477.73,25.93,28.00,23.10,2.70,0.50,3.39,0.83,14.92,2662.87,199.08,625.85,1003.99,10443.57,6.76,0.27,-0.53,3.87,46.25
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,887.00,44.96,11810.77,4141.20,3807.55,91.94,92.25,12.13,2.16,0.55,2.20,6.61,18.22,213.97,1.48,0.75,3.26,0.00,7.97,0.82,0.72,9.52,8.70
Caplin Point Lab,524742,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1728.60,44.34,13139.38,2089.48,724.66,34.68,33.59,21.41,4.16,1.00,18.32,0.00,22.66,2043.22,113.06,694.45,209.15,329.43,6.13,-0.05,0.07,0.01,27.88
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),167.87,41.18,16151.68,4302.79,2807.07,65.24,61.76,19.14,2.42,0.59,2.66,2.52,11.76,1250.02,9.57,43.85,133.28,0.00,8.71,-0.18,-0.33,6.20,27.55
Castrol India,500870,CASTROLIND,INE172A01027,Petroleum Products,Lubricants,187.65,53.09,18560.88,5721.50,1347.52,23.55,23.55,19.21,9.77,3.18,27.49,0.03,46.26,936.45,44.90,473.21,786.05,546.34,7.52,-0.37,-0.59,0.05,25.54
CEAT,500878,CEATLTD,INE482A01020,Auto Components,Tyres & Rubber Products,3702.90,40.52,14978.26,14879.73,1842.54,12.38,11.16,24.05,3.28,0.30,4.66,0.68,11.77,-2208.06,-79.13,1724.60,3547.77,1921.70,6.64,-0.57,0.71,2.60,16.56
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,40.44,69.27,36603.87,35123.16,20468.99,58.28,57.65,7.59,0.93,0.14,0.85,12.26,11.43,42226.98,7138.50,0.00,0.00,0.00,5.45,-0.04,-0.03,17.60,14.50
CESC,500084,CESC,INE486A01021,Power,Integrated Power Utilities,159.78,58.58,21179.96,18351.00,3516.00,19.16,16.76,14.38,1.67,-24.37,3.55,1.48,11.34,707.00,1017.00,3003.00,1839.00,612.00,9.32,-0.04,0.79,5.69,13.75
Chambal Fert.,500085,CHAMBLFERT,INE085A01013,Fertilizers & Agrochemicals,Fertilizers,458.80,56.41,18381.93,20457.36,2586.80,12.64,15.02,9.60,1.87,17.45,13.81,0.01,19.78,3215.87,288.99,2260.21,1791.83,2068.93,14.10,0.65,-2.68,0.04,38.20
