Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,487.1,45.81,21302.71,3817.29,2907.72,76.17,76.43,18.46,2.8,0.73,4.38,2.49,15.94,675.52,-0.48,27.02,123.65,0.0,7.35,0.77,-0.33,6.49,0.0,13.48
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1383.0,46.93,10965.84,2764.62,2040.97,73.82,73.67,15.95,2.17,1.06,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,8.02,0.01,-0.46,7.85,0.0,22.08
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1314.0,39.97,24675.19,25441.73,2629.19,10.33,11.39,12.98,1.21,0.41,8.02,0.02,10.86,5611.37,397.77,3841.63,2453.81,1789.12,7.69,-0.5,-0.1,0.23,0.57,33.87
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,365.0,53.81,25800.93,2369.9,2057.79,86.83,88.04,43.29,4.41,0.29,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,5.1,12.05,0.79,9.71,0.05,8.44
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,400.2,48.61,109513.23,48185.84,17802.62,36.95,36.69,27.28,3.0,-4.11,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.31,-0.35,0.93,10.0,0.0,7.08
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,823.8,55.8,16192.86,7783.95,1167.13,14.99,15.26,21.7,2.86,0.77,8.79,0.25,13.45,1948.76,-1.23,1466.3,835.08,2510.64,5.07,-0.24,-0.09,1.61,1.44,18.03
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5380.0,36.15,64325.94,15081.28,3032.21,20.11,20.44,28.35,4.67,0.9,12.92,0.15,18.89,6690.51,411.85,2979.11,2244.18,3333.22,5.02,1.25,0.27,0.63,0.98,9.33
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,294.0,31.86,26862.42,5425.77,2028.11,37.38,35.42,25.99,4.34,21.3,4.49,1.3,15.59,8225.39,17.09,434.45,9170.28,0.0,10.86,1.46,0.95,4.15,1.42,18.44
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,439.6,59.27,27918.96,29307.63,4143.45,14.14,14.65,13.08,1.69,0.5,7.32,0.22,13.07,2614.57,-466.33,3190.84,3224.29,5452.28,8.95,1.49,-2.06,1.33,1.37,18.67
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,257.4,32.14,12891.04,2272.27,1872.29,82.4,83.07,13.12,2.58,0.56,7.76,1.56,20.11,754.67,53.74,0.0,19.79,0.0,9.63,0.47,-0.38,4.13,1.79,29.45
