Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,445.10,39.17,19393.17,3520.63,2695.55,76.56,76.30,18.61,2.80,0.69,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.60,0.20,0.08,6.58,18.75
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1329.80,24.50,24971.95,24689.33,3153.91,12.77,14.07,9.92,1.25,1.50,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,10.33,-1.18,0.95,0.19,37.37
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1303.60,32.86,300344.11,36486.63,21627.40,59.27,59.53,23.77,4.48,0.87,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.36,-1.14,-0.51,3.05,17.70
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,147.85,53.07,285124.21,54254.83,19886.27,36.65,38.11,24.89,4.88,0.66,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.43,0.71,0.11,2.76,19.10
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,889.25,46.54,25682.09,1815.63,1082.18,59.60,64.91,25.22,7.20,2.21,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.30,0.49,-0.13,0.05,15.03
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,294.95,31.46,77261.31,44263.78,15953.88,36.04,35.13,21.77,2.40,0.89,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,7.15,1.85,-0.95,9.64,20.13
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,587.95,32.56,20637.05,7443.86,1236.48,16.61,16.23,26.82,3.47,1.18,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.54,-0.84,0.99,1.80,37.88
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,646.55,27.32,12708.79,7266.82,1159.51,15.96,15.11,19.16,2.39,6.03,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.44,-0.13,0.19,1.64,41.64
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,934.15,52.73,11465.42,2512.27,781.18,31.09,28.67,20.39,3.80,4.33,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.59,1.66,-1.76,0.08,23.75
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,727.00,24.27,13305.94,13062.79,1509.33,11.55,13.17,17.62,1.71,0.89,9.28,0.04,12.34,1398.88,162.37,1228.44,1191.66,2255.25,7.81,0.88,-0.60,0.27,34.45
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,220.91,41.19,20081.94,4733.20,1562.04,33.00,37.85,26.10,3.45,1.12,7.78,0.77,27.07,3734.86,9.63,283.00,7590.87,0.00,10.69,3.24,-0.66,3.07,32.75
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,201.36,23.03,10082.96,2101.94,1755.64,83.52,84.58,11.34,2.16,0.43,7.42,1.57,18.58,609.69,49.67,0.00,12.49,0.00,10.60,1.42,-2.17,4.08,44.81
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,161.98,28.65,95144.70,53811.19,10427.68,19.38,18.97,26.39,7.56,0.09,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,6.80,0.14,0.09,5.55,24.81
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,849.55,31.35,63569.03,17887.79,9304.97,52.02,53.37,27.48,3.50,1.19,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,6.13,-0.64,1.95,11.60,18.25
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),480.50,49.71,40805.29,3693.87,3340.79,90.44,89.63,11.21,2.52,0.13,31.30,0.17,34.14,369.48,23.74,17.59,53.94,0.00,7.81,-0.07,0.37,0.84,29.70
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1115.00,42.42,15191.39,5980.89,759.89,12.71,11.30,24.02,5.05,0.73,15.68,0.00,19.53,2792.81,213.81,219.87,697.06,541.79,6.28,-0.03,1.00,0.02,25.14
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1170.60,30.60,363789.81,130819.57,77849.31,59.51,63.58,13.85,1.77,0.54,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.88,-0.22,0.69,14.07,17.46
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),812.60,25.47,505638.88,79373.52,53111.16,66.91,68.79,27.77,4.90,0.84,3.99,3.85,19.22,11609.47,-231.85,1631.26,2054.22,0.00,5.85,0.47,-0.48,7.62,26.29
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1675.50,24.75,268172.15,149145.43,54959.49,36.85,37.01,27.33,3.50,1.09,2.96,5.13,13.39,20015.70,-351.61,7937.86,7873.72,0.00,8.29,0.25,-0.05,7.31,23.67
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,78.51,24.91,65417.16,10764.45,9778.23,90.84,91.85,26.29,3.09,0.58,2.35,4.44,13.46,-148.78,-10.08,26.82,122.10,0.00,6.11,0.85,0.03,9.66,42.69
