Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,488.20,21143.59,3375.53,2577.37,76.35,76.30,21.40,3.07,0.79,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,6.92,-0.18,0.53,6.89,10.88
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,1643.10,13007.90,2527.53,1878.12,74.31,75.29,21.56,2.78,1.26,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.23,2.61,-3.89,7.82,26.59
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,1836.90,34494.64,24060.83,3569.63,14.84,14.07,10.68,1.73,1.61,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,10.53,-1.58,0.38,0.13,20.99
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,972.40,11579.65,3232.42,500.38,15.48,15.20,27.70,6.50,0.48,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.03,-0.22,-1.08,0.24,39.23
Adani Power,533096,ADANIPOWER,Power,Integrated Power Utilities,151.61,292375.26,55474.57,20671.12,37.26,38.11,24.30,5.00,0.64,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,5.72,0.94,-0.93,2.56,17.04
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,739.10,21338.48,1782.66,1066.81,59.84,64.91,21.98,5.99,1.92,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,6.10,-0.50,0.66,0.05,18.95
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,388.95,14304.98,12793.14,1421.99,11.12,10.85,28.48,2.65,2.66,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,7.99,3.41,-2.99,2.61,31.76
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,907.75,11136.40,2481.22,740.22,29.83,28.67,21.00,3.69,4.46,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.42,-0.15,0.42,0.08,27.94
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,960.10,17572.27,12875.97,1550.66,12.04,13.17,21.78,2.26,1.10,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,6.28,2.24,-1.42,0.26,29.40
Angel One,543235,ANGELONE,Capital Markets,Stockbroking & Allied,2813.90,25552.39,4660.51,1528.72,32.80,37.85,32.67,4.39,1.40,7.78,0.77,27.07,3734.86,8.42,283.00,7590.87,0.00,7.46,-1.56,-1.55,3.13,19.68
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,288.25,14431.53,1998.39,1683.70,84.25,84.58,17.11,3.10,0.64,7.42,1.57,18.58,609.69,43.67,0.00,12.49,0.00,8.06,9.83,4.95,4.27,20.99
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1235.80,72410.29,32514.48,6618.84,20.36,20.65,21.16,2.07,2.68,7.35,0.22,11.08,13147.96,523.16,5891.11,4750.60,11191.88,7.63,0.67,-0.17,1.43,9.46
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),2726.00,46299.77,3865.32,3616.75,93.57,89.63,11.52,2.86,0.14,31.30,0.17,34.14,369.48,24.48,17.59,53.94,0.00,7.50,0.09,6.17,0.77,17.86
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,841.65,11467.11,5963.96,745.01,12.49,11.30,18.54,3.81,0.56,15.68,0.00,19.53,2792.81,189.68,219.87,697.06,541.79,8.09,0.19,-0.61,0.02,12.78
Bajaj Finance,500034,BAJFINANCE,Finance,Non Banking Financial Company (NBFC),1005.60,625732.78,76194.74,52179.07,68.48,68.79,34.19,6.06,1.03,3.99,3.85,19.22,11609.47,56.70,1631.26,2054.22,0.00,5.07,-0.13,0.26,7.75,8.79
Bajaj Finserv,532978,BAJAJFINSV,Finance,Holding Company,2050.20,327583.67,141479.18,53466.32,37.79,37.01,33.84,4.28,1.36,2.96,5.13,13.39,20015.70,29.28,7937.86,7873.72,0.00,7.39,0.40,-0.29,7.51,6.60
Bajaj Housing,544252,BAJAJHFL,Finance,Housing Finance Company,106.06,88372.74,10327.38,9394.08,90.96,91.85,37.43,4.17,0.83,2.35,4.44,13.46,-148.78,3.07,26.82,122.10,0.00,5.13,-0.05,-0.13,10.06,28.19
Banco Products,500039,BANCOINDIA,Auto Components,Auto Components & Equipments,787.45,11263.47,3521.99,603.79,17.14,19.02,26.02,6.89,0.73,16.03,0.45,32.18,1423.36,96.36,768.67,434.69,1376.40,5.01,-0.14,0.57,1.22,10.50
Bandhan Bank,541153,BANDHANBNK,Banks,Private Sector Bank,152.88,24628.53,21742.03,9378.08,43.13,51.91,20.05,1.00,0.11,1.49,6.76,11.88,9601.39,3083.77,0.00,0.00,0.00,6.72,1.30,-0.90,13.34,20.57
Birlasoft Ltd,532400,BSOFT,IT - Software,Computers - Software & Consulting,391.30,10899.39,5293.39,709.98,13.41,12.98,23.61,2.94,6.92,12.12,0.04,15.59,2554.35,95.78,1073.04,256.19,5.02,6.80,-0.50,-1.13,0.21,37.33
BLS Internat.,540073,BLS,Leisure Services,"Tour, Travel Related Services",322.80,13291.00,2652.82,749.16,28.24,29.58,22.08,6.24,0.34,24.22,0.19,34.31,1196.14,83.35,157.25,132.97,0.96,5.97,0.03,-1.72,0.54,38.20
Brigade Enterpr.,532929,BRIGADE,Realty,"Residential, Commercial Projects",925.20,22620.98,5588.84,1480.83,26.50,28.00,28.44,3.49,0.61,3.39,0.83,14.92,2662.87,235.85,625.85,1003.99,10443.57,5.51,-0.16,-0.66,3.80,30.98
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals & Biotechnology,Pharmaceuticals,1931.30,14680.14,2039.67,697.27,34.19,33.59,24.93,4.65,1.16,18.32,0.00,22.66,2043.22,110.74,694.45,209.15,329.43,5.27,-0.12,0.35,0.01,26.87
Capri Global,531595,CGCL,Finance,Non Banking Financial Company (NBFC),195.02,18763.93,3903.31,2540.55,65.09,61.76,26.18,2.81,0.80,2.66,2.52,11.76,1250.02,5.52,43.85,133.28,0.00,7.24,-0.24,0.11,6.88,15.83
Castrol India,500870,CASTROLIND,Petroleum Products,Lubricants,190.87,18879.38,5635.47,1355.54,24.05,23.83,19.33,10.38,2.91,26.09,0.04,41.83,827.05,76.97,562.13,770.16,612.05,7.36,0.03,-0.04,0.05,24.26
