Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,471.30,51.74,20534.72,3520.63,2695.55,76.56,76.30,19.70,2.97,0.73,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.36,0.20,0.08,6.58,13.96
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1367.90,32.97,25687.42,24689.33,3153.91,12.77,14.07,10.21,1.29,1.54,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,10.05,-1.18,0.95,0.19,35.58
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1375.90,44.17,317001.73,36486.63,21627.40,59.27,59.53,25.09,4.73,0.92,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.11,-1.14,-0.51,3.05,13.14
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,153.65,60.37,296309.33,54254.83,19886.27,36.65,38.11,25.87,5.07,0.69,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.24,0.71,0.11,2.76,15.92
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,939.80,53.97,27142.01,1815.63,1082.18,59.60,64.91,26.66,7.61,2.33,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.02,0.49,-0.13,0.05,10.20
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,314.70,44.47,82434.77,44263.78,15953.88,36.04,35.13,23.23,2.56,0.95,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.99,1.85,-0.95,9.64,14.78
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,611.75,40.91,21472.43,7443.86,1236.48,16.61,16.23,27.91,3.61,1.23,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.29,-0.84,0.99,1.80,35.37
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,282.65,40.61,10395.43,12543.26,1554.35,12.39,11.71,17.63,2.11,0.57,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.80,1.66,0.00,2.48,42.32
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,694.15,45.71,13644.43,7266.82,1159.51,15.96,15.11,20.57,2.57,6.47,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.04,-0.13,0.19,1.64,37.35
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,984.75,64.60,12086.46,2512.27,781.18,31.09,28.67,21.49,4.01,4.56,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.25,1.66,-1.76,0.08,19.62
