Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,515.6,55.83,22547.1,3672.58,2803.94,76.35,76.35,20.35,2.98,0.81,4.38,2.49,15.93,674.8,-1.62,0.0,123.65,0.0,7.18,0.7,-0.06,6.73,0.0,5.88
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1461.2,67.2,11585.49,2683.46,1977.01,73.67,73.67,17.7,2.28,1.17,3.29,3.11,13.92,2050.61,1.38,14.89,10.59,0.0,7.6,7.84,-7.98,8.11,0.0,32.13
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1344.5,49.86,25247.92,25961.85,2957.97,11.39,11.39,11.93,1.24,0.38,8.02,0.02,10.86,5611.37,428.97,3841.63,2453.81,1789.12,8.86,0.25,-0.06,0.19,0.55,33.73
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,975.0,68.57,11610.62,3280.44,503.95,15.36,15.36,27.99,5.74,0.73,13.93,0.0,22.9,406.24,110.06,284.3,916.5,605.4,5.01,0.08,-0.82,0.01,0.2,21.12
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,761.7,52.53,14972.17,7344.9,1118.46,15.23,15.23,20.54,2.64,0.73,8.78,0.25,13.43,1978.76,-12.33,1466.3,835.08,2510.64,5.35,0.0,0.03,1.67,1.44,31.25
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1068.15,54.02,13110.45,2551.83,797.29,31.24,31.24,22.5,3.91,2.93,15.79,0.02,18.99,2141.32,34.75,1072.96,372.37,691.93,5.99,0.14,0.22,0.07,0.48,7.04
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,844.35,52.82,15453.75,13548.86,1544.23,11.4,11.4,19.87,1.88,44.16,7.37,0.05,10.01,1388.15,351.06,1167.27,1202.82,2282.79,6.87,-0.17,-0.06,0.34,1.26,20.19
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,425.55,64.08,27026.69,28470.6,4143.23,14.55,14.55,12.94,1.62,0.49,7.34,0.22,13.16,2614.58,-899.51,3190.84,3224.29,5452.28,9.17,-0.33,-0.11,1.34,1.15,21.27
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,271.5,59.69,13595.15,2192.24,1819.65,83.0,83.0,14.37,2.7,0.62,7.76,1.56,20.11,750.96,53.24,0.0,19.79,0.0,8.87,2.14,-2.85,4.25,1.7,25.59
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,156.7,54.68,92043.31,56362.08,10745.0,19.06,19.06,24.69,6.52,0.54,4.37,4.49,28.11,10624.64,252.0,3087.44,9291.24,4671.8,7.0,-0.67,0.16,6.24,2.22,27.26
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,965.05,26.93,13148.3,6065.86,748.04,12.33,12.33,21.42,4.1,0.67,16.75,0.0,20.17,2325.06,198.68,143.89,243.18,940.27,6.92,2.66,-0.35,0.01,0.92,39.45
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,10065.85,46.19,281338.4,62905.0,13061.07,20.76,20.76,26.09,7.23,1.24,16.15,0.58,29.11,14713.65,2703.75,3473.44,8804.01,6294.49,5.03,0.28,-0.02,1.5,1.52,7.1
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),961.3,62.26,598500.97,81982.38,55733.22,67.98,67.98,31.26,5.28,1.68,3.81,3.82,18.23,17440.01,-241.64,1908.08,2104.53,0.0,5.39,0.24,-0.16,7.95,0.56,12.81
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1780.0,54.39,284897.81,150503.77,56742.71,37.7,37.7,28.66,3.66,1.83,2.83,5.52,13.22,-127167.85,-336.42,9332.08,9052.12,0.0,7.97,1.02,-0.83,7.75,0.08,18.91
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,88.52,54.9,73757.75,11147.2,10136.79,90.94,90.94,28.66,3.28,1.07,2.24,4.6,12.1,-195.63,-10.05,27.8,126.1,0.0,5.76,-0.21,0.05,10.28,0.0,28.67
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,281.0,62.01,145315.31,134298.12,86240.6,64.22,64.22,7.26,0.88,0.72,1.01,11.13,12.7,120458.62,22527.32,0.0,4097.35,0.0,5.53,0.2,-0.15,17.29,3.0,13.68
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,146.3,56.81,66605.59,75613.28,54905.67,72.61,72.61,6.33,0.74,0.15,0.95,11.67,12.41,83562.95,9737.47,0.0,1654.25,0.0,5.99,-1.22,1.44,16.35,3.16,18.02
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1908.6,58.07,1162963.27,210972.8,119674.5,56.73,56.73,40.52,7.78,0.83,6.88,1.31,21.86,-84290.3,-235.7,7977.6,45015.2,600.9,5.37,0.99,-0.96,2.79,0.86,12.24
