Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,468.40,38.32,20319.02,3375.53,2577.37,76.35,76.30,20.57,2.94,0.76,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.07,0.20,0.08,6.89,14.49
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1479.50,53.22,11714.61,2527.53,1878.12,74.31,75.29,19.42,2.50,1.13,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.61,0.17,-1.16,7.82,33.90
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1669.10,35.61,31343.57,24060.83,3569.63,14.84,14.07,9.70,1.57,1.47,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.58,-1.18,0.95,0.13,21.39
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1308.40,26.25,301450.01,34745.59,20643.43,59.41,59.53,25.12,4.21,0.92,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,5.12,-1.14,-0.51,3.19,15.53
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,132.96,33.31,256409.30,55474.57,20671.12,37.26,38.11,21.31,4.39,0.57,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.42,0.71,0.11,2.56,27.24
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,780.50,45.49,22539.08,1815.63,1082.18,59.60,64.91,22.14,6.32,1.94,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,6.04,0.49,-0.13,0.05,14.38
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,347.45,45.12,90944.60,41693.04,15151.78,36.34,35.13,27.87,2.82,1.14,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.39,1.85,-0.95,10.16,5.92
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,651.35,22.51,22862.39,7425.45,1172.28,15.79,16.23,31.89,3.85,1.40,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.61,-0.84,0.99,1.90,31.18
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,340.40,25.25,12519.39,12793.14,1421.99,11.12,10.85,24.93,2.32,2.33,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.92,1.66,0.00,2.61,31.77
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,764.55,22.60,15028.23,7083.25,1128.07,15.93,15.11,23.69,2.83,7.45,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.36,-0.13,0.19,1.70,30.99
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,883.50,48.08,10843.76,2512.27,781.18,31.09,28.67,19.28,3.59,4.09,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.96,1.66,-1.76,0.08,29.87
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,831.20,20.59,15213.07,12875.97,1550.66,12.04,13.17,18.85,1.96,0.95,9.28,0.04,12.34,1398.88,320.15,1228.44,1191.66,2255.25,7.24,0.88,-0.60,0.26,25.05
