Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,478.40,53.82,20802.58,3520.63,2695.55,76.56,76.30,19.96,3.01,0.74,4.31,2.55,16.86,1641.75,-8.34,0.00,108.12,0.00,7.31,0.20,0.08,6.58,12.67
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1405.20,26.16,26387.87,24689.33,3153.91,12.77,14.07,10.49,1.32,1.58,9.46,0.02,13.23,5242.34,716.80,3678.49,2001.25,1985.75,9.78,-1.18,0.95,0.19,33.82
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,844.55,44.93,10057.17,3211.94,495.23,15.42,15.20,23.79,5.64,0.42,16.70,0.08,28.65,314.99,124.57,276.23,784.88,612.28,5.77,-0.07,0.04,0.24,39.24
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1401.90,42.42,322992.03,36486.63,21627.40,59.27,59.53,25.56,4.82,0.93,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,5.03,-1.14,-0.51,3.05,11.50
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,154.07,63.97,297119.29,54254.83,19886.27,36.65,38.11,25.94,5.08,0.69,12.46,0.83,26.10,9774.09,2156.96,9437.92,2976.65,3140.31,5.23,0.71,0.11,2.76,15.69
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,328.45,46.80,86036.54,44263.78,15953.88,36.04,35.13,24.25,2.67,0.99,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.88,1.85,-0.95,9.64,11.06
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,609.50,36.08,21393.45,7443.86,1236.48,16.61,16.23,27.80,3.60,1.22,8.27,0.41,15.53,2504.41,304.65,538.52,439.25,114.95,6.31,-0.84,0.99,1.80,35.60
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,287.95,37.03,10590.36,12543.26,1554.35,12.39,11.71,17.96,2.15,0.58,3.65,0.73,14.91,2666.01,287.63,2795.20,3564.31,993.06,10.65,1.66,0.00,2.48,42.28
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,676.30,25.67,13293.56,7266.82,1159.51,15.96,15.11,20.04,2.50,6.30,7.99,0.28,11.38,1619.58,2.29,1313.93,887.37,2540.70,6.18,-0.13,0.19,1.64,38.96
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,941.95,56.98,11561.15,2512.27,781.18,31.09,28.67,20.56,3.83,4.37,15.37,0.02,18.69,1986.62,22.07,1002.85,409.92,722.51,6.53,1.66,-1.76,0.08,23.11
