Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,338.95,813.11,277.91,47.08,16.94,15.84,23.45,3.26,0.30,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.34,0.41,-0.01,0.02,3.43
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1518.10,327994.99,34745.59,20643.43,59.41,59.53,27.33,4.89,1.00,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.76,-0.12,0.08,3.19,1.99
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,355.75,93058.32,41693.04,15151.78,36.34,35.13,28.52,2.89,1.17,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.33,0.76,-0.37,10.16,1.22
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3858.30,36037.59,4309.96,1187.95,27.56,26.91,31.98,4.89,1.67,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.00,0.16,-0.34,0.70,1.57
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5638.50,67470.25,13890.16,2810.50,20.23,19.38,28.70,5.05,3.09,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.26,0.13,0.36,0.81,3.91
Apis India,506166,,Food Products,Other Food Products,1152.75,635.17,365.95,37.48,10.24,10.21,27.63,4.11,0.56,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.18,0.00,0.00,1.32,0.00
Arham Tech,,ARHAM,Consumer Durables,Consumer Electronics,153.55,259.81,83.08,16.00,19.26,18.14,24.65,7.01,,12.33,0.96,26.43,26.36,0.78,23.31,11.15,42.38,5.37,0.00,0.00,2.25,4.63
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1066.40,27149.51,4684.11,752.02,16.05,16.67,94.65,7.35,394.38,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,1.94,3.38,1.13,5.07,0.71
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,160.00,94040.34,50976.16,9941.54,19.50,18.97,28.13,7.47,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.44,-0.29,0.47,5.90,2.74
Asian Paints,500820,ASIANPAINT,Consumer Durables,Paints,2954.40,283672.27,34378.17,6201.28,18.04,17.71,70.59,14.47,8.40,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.03,0.52,-0.21,0.61,0.27
AU Small Finance,540611,AUBANK,Banks,Other Bank,953.05,71171.67,17273.80,8933.99,51.72,53.37,32.74,3.92,1.42,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.68,3.05,-3.18,12.07,1.44
Autoriders Intl.,512277,,Transport Services,Logistics Solution Provider,890.70,310.04,93.09,25.73,27.64,28.79,36.56,5.80,0.92,10.00,0.34,19.99,3.26,0.87,18.24,4.98,0.00,4.33,0.00,0.00,1.29,0.00
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",692.90,1552.32,2.40,1.85,77.08,77.08,482.09,115.59,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,2.95
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1258.00,390417.37,129272.60,77132.26,59.67,63.58,15.02,1.97,0.58,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.05,1.65,-1.92,13.49,3.53
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,64.52,304.92,211.79,26.18,12.36,18.43,13.08,2.49,0.02,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,7.64,0.00,0.00,1.83,0.00
Bajaj Auto,532977,BAJAJ-AUTO,Automobiles,2/3 Wheelers,9085.50,253806.00,54683.29,10730.21,19.62,18.74,30.47,7.43,2.94,15.63,0.58,22.77,-1347.55,1824.54,3099.19,7666.69,2145.55,4.46,0.77,-0.64,1.63,4.26
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,296.90,153278.43,131574.32,83732.48,63.64,64.41,7.97,0.97,0.21,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.01,0.14,0.63,15.69,2.32
Bank of India,532149,BANKINDIA,Banks,Public Sector Bank,145.73,66364.06,73784.35,53001.26,71.83,71.03,6.62,0.79,0.15,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.24,-0.34,0.71,15.56,3.76
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,169.86,15117.32,9056.86,1114.49,12.31,12.32,33.20,3.04,3.11,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.37,-3.12,0.89,1.64,1.64
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1421.40,67981.61,15268.83,2695.80,17.66,17.80,62.89,7.26,79.61,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.70,0.85,-0.75,3.35,2.69
BharatRohan Air.,544535,,Agricultural Food & other Products,Other Agricultural Products,126.50,252.03,46.97,11.16,23.76,28.40,23.31,3.08,0.15,30.04,0.05,36.10,79.03,0.05,23.47,1.88,13.71,4.80,,,0.36,4.82
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2104.00,1262177.10,194613.50,109005.50,56.01,49.17,39.20,10.18,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.37,0.31,0.70,3.28,3.25
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,903.70,12041.74,4054.47,3728.00,91.95,92.25,13.07,2.20,0.59,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.76,-0.65,0.42,9.72,2.30
Canara Bank,532483,CANBK,Banks,Public Sector Bank,152.03,138130.56,125841.25,76573.02,60.85,62.10,7.22,1.20,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.63,0.82,0.51,14.47,1.41
Cash UR Drive,,CUDML,Media,Advertising & Media Agencies,159.95,282.24,153.58,24.32,15.84,14.91,13.84,2.36,0.20,17.73,0.00,41.82,65.57,3.13,56.31,28.91,0.00,10.67,,,0.00,3.93
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1711.60,144293.11,28536.73,19741.86,69.18,70.32,31.06,5.55,1.22,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.18,1.22,-1.11,9.44,3.95
City Union Bank,532210,CUB,Banks,Private Sector Bank,273.00,20248.55,6269.92,4325.87,68.99,70.59,16.76,2.04,1.20,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.10,1.52,-1.42,13.50,3.92
Coforge,532541,COFORGE,IT - Software,Computers - Software & Consulting,1913.90,64063.88,14342.30,2271.60,15.84,14.05,56.25,9.29,8.61,10.05,0.14,15.98,1638.20,191.80,3152.10,1226.50,0.00,2.85,2.55,-3.33,0.53,4.56
Concord Control,543619,,Industrial Manufacturing,Industrial Products,2583.20,2614.26,156.26,35.59,22.78,23.44,86.00,18.81,0.82,23.08,0.13,27.39,107.26,3.78,55.45,21.94,44.95,1.43,-0.20,0.00,0.49,2.78
Cospower Engine.,543172,,Industrial Manufacturing,Industrial Products,950.00,159.08,53.20,9.59,18.03,21.70,41.11,7.79,1.58,3.40,1.08,11.82,15.70,-0.18,18.30,8.87,17.50,4.63,0.00,0.00,2.68,4.90
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4514.50,125199.79,11643.62,2441.09,20.97,20.02,54.33,15.85,1.56,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.44,-0.80,0.85,0.01,1.30
Cupid,530843,CUPID,Personal Products,Personal Care,353.05,9476.88,266.82,89.44,33.52,23.22,153.52,24.86,4.26,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.91,0.24,1.63,0.32,1.82
DCB Bank,532772,DCBBANK,Banks,Private Sector Bank,182.06,5847.56,7049.26,4843.95,68.72,70.22,8.73,0.96,0.30,0.88,11.85,11.43,2314.01,825.08,0.00,0.00,0.00,7.63,0.14,-1.20,12.47,4.43
E Factor Experie,,EFACTOR,Other Consumer Services,Other Consumer Services,328.50,429.95,206.01,33.90,16.46,15.70,17.21,5.65,0.18,15.61,0.28,31.98,65.55,2.13,93.53,25.77,0.00,7.93,-0.31,0.08,0.61,4.85
eClerx Services,532927,ECLERX,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),4794.80,22851.05,3691.52,917.66,24.86,24.04,37.21,8.71,4.72,17.14,0.15,22.80,1852.07,93.85,550.93,78.57,0.25,3.81,-0.32,0.79,0.46,1.50
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7112.50,195115.87,21427.66,5173.56,24.14,25.03,38.20,8.83,0.92,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.36,-1.05,1.16,0.07,2.40
Emmvee Photovol.,544608,EMMVEE,Electrical Equipment,Other Electrical Equipment,239.34,16588.02,2335.61,721.94,30.91,30.91,29.02,,0.12,12.12,2.15,104.58,532.84,24.71,277.93,326.22,1095.89,3.20,,,3.48,0.83
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,258.45,63630.49,28739.84,19099.94,66.46,69.68,16.13,1.75,0.57,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.41,1.54,-1.32,13.53,1.35
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments,2264.50,5963.66,2606.80,351.42,13.48,13.30,26.60,5.52,0.92,15.29,0.06,20.99,546.09,24.32,330.82,284.54,248.38,5.25,1.54,2.51,0.20,4.78
Game Changers,544594,,Textiles & Apparels,Other Textile Products,125.55,224.64,117.69,23.40,19.88,16.18,14.78,,0.04,26.05,0.47,80.63,25.95,0.09,34.32,7.91,14.80,9.28,,,0.62,2.30
Global Education,,GLOBAL,Other Consumer Services,Education,96.91,493.29,69.91,27.16,38.85,49.67,24.89,4.40,0.76,24.87,0.00,26.67,39.00,4.09,32.53,8.29,3.82,5.57,0.00,0.03,0.00,1.51
Greenleaf Envi.,,GREENLEAF,Other Utilities,Waste Management,177.20,105.06,49.55,8.92,18.00,17.03,16.62,,0.15,22.43,0.48,44.61,13.52,0.11,25.56,11.29,5.18,8.06,,,0.84,0.95
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,989.80,1521877.49,346185.22,147511.76,42.61,44.41,21.03,2.82,0.92,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.96,0.30,-0.46,11.90,3.01
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,6270.50,125460.18,42175.84,6035.64,14.31,14.15,23.75,5.97,1.00,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,5.59,-1.45,1.71,0.10,1.10
Hitachi Energy,543187,POWERINDIA,Electrical Equipment,Heavy Electrical Equipment,22755.00,101482.28,6815.40,858.77,12.60,9.48,141.49,22.13,4.91,5.77,0.02,13.79,3610.83,223.82,2094.80,1930.85,1183.60,1.02,-2.35,2.48,0.09,0.27
ICICI Lombard,540716,ICICIGI,Insurance,General Insurance,1986.70,98808.25,25477.17,3595.83,14.11,14.22,35.28,6.18,1.39,3.79,0.00,18.80,-40690.71,103.46,0.00,0.00,0.00,3.76,-0.11,0.10,0.00,4.25
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,859.45,115862.75,64543.17,44355.43,68.72,68.06,9.83,1.51,0.25,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.08,0.57,0.14,14.91,4.36
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1332.00,7190.86,2570.56,462.50,17.99,20.69,21.76,2.86,-2.45,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,6.28,0.02,0.29,0.91,4.46
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,122.38,4888.58,2304.40,305.83,13.27,13.45,27.21,4.72,2.99,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.46,0.76,0.33,0.05,1.31
Jindal Poly Inve,536773,JPOLYINVST,Finance,Investment Company,1060.10,1108.90,43.09,42.71,99.12,98.77,5.03,0.68,-0.24,13.79,0.01,14.17,-1.80,156.85,0.00,0.02,0.00,17.62,0.00,0.00,0.12,4.52
JK Tyre & Indust,530007,JKTYRE,Auto Components,Tyres & Rubber Products,454.40,12480.59,15312.53,1600.82,10.45,10.88,22.87,2.38,0.65,3.74,0.92,11.07,1181.60,62.66,3122.13,2108.99,2356.49,7.25,0.79,-0.02,3.96,4.54
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,250.74,24263.16,10381.07,6707.93,64.62,65.02,11.53,1.89,0.27,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.58,0.50,0.40,13.08,3.00
Knowledge Marine,543273,KMEW,Engineering Services,Dredging,2949.20,3608.40,203.73,81.27,39.89,38.98,73.18,13.28,2.12,15.07,0.61,25.77,51.91,5.41,76.79,17.39,0.40,1.98,-0.01,10.40,1.98,4.08
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),119.47,52995.59,3930.10,3100.08,78.88,78.88,166.66,1.17,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,5.20,,,1.03,4.39
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments,1911.90,6086.47,2790.14,449.32,16.10,16.14,20.06,3.05,2.65,11.85,0.09,16.06,492.31,78.33,359.62,331.14,497.97,6.68,-0.27,-0.11,0.45,3.19
