Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,164.2,66.29,182.53,89.63,14.95,16.68,16.68,18.88,3.34,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,7.05,2.76,0.0,0.88,0.0,4.42
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,136.25,62.45,239.23,24.23,19.03,78.54,78.54,15.77,3.45,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,9.33,-3.3,-0.55,0.0,0.0,3.37
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,394.2,50.31,107857.36,45513.0,16698.16,36.69,36.69,27.69,3.02,-4.18,1.27,5.22,12.04,-106247.85,501.9,843.34,1842.17,0.0,6.01,-0.35,0.93,10.59,0.0,4.18
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,346.3,68.05,372.94,172.73,25.07,14.51,14.51,24.32,6.22,,20.25,0.25,29.43,55.96,0.27,63.24,13.92,0.0,6.38,1.18,0.04,0.63,0.0,2.45
Antelopus Selan,530075.0,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,896.8,64.2,3153.38,278.88,158.6,56.87,56.87,35.2,4.8,0.82,12.8,0.01,15.93,116.98,8.89,67.21,8.33,40.83,3.88,0.73,0.15,0.03,0.0,4.02
Apcotex Industri,523694.0,APCOTEXIND,INE116A01032,Industrial Products,Rubber,564.0,63.7,2924.08,1441.5,177.41,12.31,12.31,29.11,4.71,-12.28,10.11,0.16,17.09,174.84,18.21,244.49,184.46,128.18,4.89,-0.32,0.05,0.67,1.43,2.62
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8816.5,59.09,126767.83,25228.5,3769.3,14.94,14.94,64.8,13.37,1.9,9.42,0.9,22.11,418.5,217.3,3484.9,2251.8,542.4,2.32,0.96,-1.13,2.71,0.23,2.14
Apollo Ingredie.,503639.0,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,124.72,99.54,129.71,4.9,0.92,18.78,18.78,182.68,18.55,1.41,15.97,0.0,17.17,4.09,0.13,0.57,0.18,0.0,0.77,0.0,0.0,0.03,0.0,0.0
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,425.95,81.22,513.35,30.65,11.46,37.39,37.39,68.36,10.5,0.73,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,2.24,,,0.4,0.0,0.0
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,254.5,65.06,436.47,46.57,7.45,16.0,16.0,94.48,18.75,0.5,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,1.64,0.0,0.0,1.0,0.0,2.1
