Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A.K.Capital Serv,530499.0,AKCAPIT,INE701G01012,Finance,Non Banking Financial Company (NBFC),1724.0,75.45,1137.84,571.92,399.51,69.85,69.85,10.3,1.09,1.29,2.68,2.95,10.94,832.75,1.09,6.86,3.61,0.0,9.34,0.0,0.0,7.91,2.19,4.17
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,472.15,62.3,1132.63,349.03,56.69,16.24,16.24,25.81,4.11,0.49,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,5.29,0.02,0.29,0.01,0.21,1.84
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,142.85,74.93,158.79,89.63,14.95,16.68,16.68,16.42,2.9,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,8.48,0.0,0.0,0.88,0.0,2.06
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,346.15,70.11,20975.73,2023.38,1781.34,88.04,88.04,42.24,4.2,0.28,2.12,3.93,10.38,3765.58,486.38,332.95,15.27,17.37,5.34,0.18,-0.43,11.07,0.06,0.36
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,3164.7,68.07,25909.78,1339.37,480.39,35.87,35.87,72.69,15.58,1.17,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,1.91,-2.1,2.81,0.07,0.05,0.78
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1790.5,62.14,412523.84,38735.77,22868.19,59.04,59.04,31.8,4.27,1.17,8.17,0.66,16.38,4959.83,2151.73,6382.54,2736.24,685.0,4.18,-0.03,0.15,3.23,0.42,2.85
ADF Foods,519183.0,ADFFOODS,INE982B01027,Food Products,Packaged Foods,288.8,67.81,3172.86,683.23,130.65,19.12,19.12,33.51,5.54,1.61,13.8,0.02,17.8,326.48,13.27,143.75,69.66,119.5,4.14,0.1,0.24,0.09,0.4,4.26
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,3533.3,89.13,41640.2,4220.81,566.13,13.41,13.41,113.11,22.17,2.33,10.27,0.1,25.42,1054.2,12.84,1404.36,1601.01,1103.73,1.32,4.56,1.35,0.34,0.0,0.0
Aeroflex,543972.0,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,439.85,67.08,5820.53,441.94,99.74,22.57,22.57,104.84,12.97,5.35,11.2,0.02,14.06,212.0,1.36,129.82,80.71,83.72,1.32,0.25,0.5,0.12,0.07,4.11
AIA Engineering,532683.0,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4596.5,75.19,42894.73,4419.86,1256.29,28.42,28.42,33.7,5.33,5.02,15.53,0.0,17.02,6724.42,484.69,1168.61,219.52,1256.27,3.89,-0.23,0.22,0.01,0.34,1.29
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1282.3,74.0,2642.7,301.16,65.77,21.84,21.84,57.49,11.26,,14.15,0.24,23.6,224.96,2.36,135.47,50.38,103.18,2.25,-0.22,-0.25,0.9,0.0,4.52
Akme Fintrade,544200.0,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),10.37,60.94,442.55,149.1,111.42,74.73,74.73,10.45,1.03,0.24,5.26,1.19,10.5,132.56,0.0,0.0,0.31,0.0,13.36,-0.86,0.22,4.56,0.0,0.29
