Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,INE470A01017,Diversified,Diversified,36485.00,63.17,41118.60,4750.64,878.41,18.49,17.31,74.20,25.52,3.44,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.16,0.27,0.07,0.12,3.33
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2002.70,68.85,16396.33,1215.10,381.83,31.42,23.05,57.14,11.60,1.89,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.38,-0.89,-0.17,0.02,2.81
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1032.50,61.56,124032.43,26519.34,7801.47,29.42,29.73,55.23,5.30,2.19,3.37,1.95,13.64,4156.33,814.13,6160.26,4390.34,710.62,4.06,0.17,0.41,6.81,3.30
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1561.70,62.39,359809.29,36486.63,21627.40,59.27,59.53,28.48,5.36,1.04,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,4.57,-1.14,-0.51,3.05,1.41
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,352.90,54.12,92375.26,44263.78,15953.88,36.04,35.13,26.03,2.87,1.07,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.70,1.85,-0.95,9.64,4.44
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4070.40,57.92,37985.12,4310.63,1195.12,27.72,26.91,32.62,5.16,1.70,13.66,0.14,15.42,6091.93,442.71,793.50,204.05,1173.69,3.98,0.08,-0.09,0.67,3.23
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5750.50,55.04,68755.85,13890.16,2810.50,20.23,19.38,29.25,5.15,3.15,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.18,-0.39,0.50,0.81,3.08
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),165.00,82.81,193.28,13.29,7.82,58.84,58.51,37.24,3.69,22.17,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,3.99,0.00,0.00,0.49,0.00
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,205.80,71.28,120883.93,50976.16,9941.54,19.50,18.97,36.16,9.61,0.13,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.43,0.14,0.09,5.90,0.28
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1005.30,57.55,75154.30,17887.79,9304.97,52.02,53.37,32.49,4.14,1.41,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.80,-0.64,1.95,11.60,2.39
