Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Belrise Industri,544405,BELRISE,Auto Components,132.32,11774.88,8290.82,1021.14,12.32,12.32,33.13,,3.14,5.36,1.10,14.11,2208.13,61.63,1591.13,1065.71,769.73,5.16,,,3.94,0.88
Bosch,500530,BOSCHLTD,Auto Components,37910.00,111810.39,18087.40,2309.70,12.77,12.77,55.56,8.09,3.03,10.70,0.01,15.55,4405.40,815.60,2365.00,2958.20,1942.30,2.47,-0.02,0.09,0.04,3.02
Canara Bank,532483,CANBK,Banks,113.51,102960.96,123951.13,75867.53,61.21,62.10,5.57,0.98,0.13,1.08,14.67,17.75,162006.81,31349.49,0.00,2572.54,0.00,6.98,-0.44,0.84,14.18,4.85
Carysil,524091,CARYSIL,Consumer Durables,909.05,2585.58,815.57,137.32,16.84,16.84,40.56,4.91,-126.75,7.03,0.51,14.48,357.30,9.83,146.01,79.84,221.14,3.99,-0.37,0.28,2.43,4.01
Chandan Healthca,,CHANDAN,Healthcare Services,256.30,626.71,230.12,41.34,17.96,17.96,28.27,5.11,0.16,13.84,0.39,27.09,79.45,2.05,46.70,25.78,31.37,5.48,,,1.31,3.28
Choice Intl.,531358,CHOICEIN,Finance,762.20,15217.74,943.61,314.39,33.32,31.26,88.43,14.81,2.06,7.36,0.45,18.87,856.03,10.06,274.63,26.92,19.49,2.07,0.03,0.34,1.47,4.73
CSB Bank,542867,CSBBANK,Banks,425.90,7388.76,3597.14,1948.44,54.17,54.17,12.44,1.64,1.38,1.42,9.43,14.31,0.00,972.06,0.00,0.00,0.00,6.27,-2.26,2.30,14.52,1.88
Cupid,530843,CUPID,Personal Products,147.18,3951.30,203.18,61.43,30.23,30.23,96.54,11.55,2.73,11.83,0.06,12.72,274.46,0.00,67.03,1.25,41.67,1.46,0.00,-0.68,0.33,3.17
Dharni Capital,543753,,Capital Markets,54.85,111.73,6.52,2.60,39.88,39.88,29.02,5.28,,17.92,0.10,20.02,3.50,2.61,0.26,0.00,0.00,4.45,0.00,0.00,0.41,4.77
Exhicon Events,543895,,Other Consumer Services,551.95,715.47,143.51,35.12,24.47,24.47,27.52,6.38,0.34,24.62,0.00,26.63,65.77,2.99,34.57,9.57,2.58,5.09,-0.59,0.02,0.00,3.05
Fabtech Techn.,544332,,Industrial Manufacturing,453.00,558.07,150.03,16.04,10.69,10.69,41.96,5.91,0.77,12.51,0.01,18.21,81.83,0.87,53.04,21.02,19.05,2.96,,,0.06,3.62
Faze Three,530079,FAZE3Q,Textiles & Apparels,734.80,1786.96,658.91,75.70,11.49,11.49,44.86,4.29,-5.72,6.35,0.43,10.02,265.23,14.02,80.83,39.05,185.95,3.36,0.87,0.08,2.73,1.76
Federal Bank,500469,FEDERALBNK,Banks,212.70,52268.29,28106.08,19294.93,68.65,68.65,12.57,1.51,0.44,1.25,9.15,12.87,0.00,3924.17,0.00,0.00,0.00,6.67,-0.90,0.58,13.61,3.32
Federal-Mogul Go,505744,FMGOETZE,Auto Components,596.00,3315.55,1800.19,284.32,15.79,15.79,20.46,2.62,0.48,10.14,0.00,13.63,772.02,43.93,333.61,306.60,186.39,8.89,0.12,0.14,0.01,4.18
Fiem Industries,532768,FIEMIND,Auto Components,2011.60,5294.46,2422.61,322.19,13.30,13.30,26.21,5.10,0.90,15.29,0.02,20.99,492.25,19.87,242.35,230.53,233.48,5.46,1.46,1.69,0.08,2.11
Foce India,,FOCE,Consumer Durables,1980.00,968.80,104.25,18.35,17.60,17.60,67.28,12.29,4.12,11.08,0.38,20.11,36.19,0.39,57.66,17.89,3.14,1.85,0.00,0.00,1.63,0.00
Fortis Health.,532843,FORTIS,Healthcare Services,846.55,63910.98,7782.75,1587.95,20.40,20.40,76.08,7.17,2.48,6.67,0.28,10.13,27.83,-10.88,784.49,807.61,115.29,1.94,0.33,-0.22,1.94,0.37
G M D C,532181,GMDCLTD,Minerals & Mining,452.45,14387.91,2850.84,637.49,22.36,22.36,20.98,2.24,1.36,9.07,0.02,10.95,1967.55,354.71,84.99,235.66,91.33,6.44,0.03,0.10,0.14,4.22
Gallantt Ispat L,532726,GALLANTT,Industrial Products,644.70,15555.38,4292.73,694.43,16.18,16.18,38.82,5.47,1.23,11.99,0.13,15.14,1241.44,15.62,90.18,91.15,436.26,3.76,0.00,0.01,0.64,1.57
GE Vernova T&D,522275,GVT&D,Electrical Equipment,2521.00,64550.21,4292.30,818.70,19.07,19.07,106.11,36.40,1.31,14.76,0.02,40.34,896.21,62.59,1468.92,1025.89,703.52,1.30,-1.43,1.45,0.04,1.91
GHV Infra,505504,,Construction,1375.80,1983.22,184.88,24.93,13.48,13.48,115.64,46.58,0.34,15.49,0.73,82.12,15.11,0.00,133.56,128.97,13.24,1.24,0.00,0.00,1.24,0.00
Gillette India,507815,GILLETTE,Personal Products,10946.00,35673.01,2880.17,774.48,26.89,24.08,66.85,34.86,6.45,22.23,0.00,42.49,500.63,32.56,379.03,651.34,453.47,2.05,-0.29,0.49,0.00,4.86
Global Health,543654,MEDANTA,Healthcare Services,1326.20,35629.74,3692.32,877.07,23.75,23.75,68.73,10.52,1.79,11.46,0.21,16.48,1008.53,29.20,291.86,194.81,67.14,2.16,0.27,-0.22,0.94,1.76
Globe Civil,544424,GLOBECIVIL,Construction,91.65,547.32,378.58,53.59,14.16,14.16,22.76,,0.36,7.03,1.39,26.15,211.19,2.99,136.49,70.58,111.54,7.65,,,2.81,3.53
Grand Continent,,GCHOTELS,Leisure Services,168.00,418.65,72.62,19.18,26.41,26.41,39.35,3.92,0.26,10.02,0.10,15.56,41.13,0.62,5.29,3.88,1.13,4.61,,,0.61,4.14
GSM Foils,,GSMFOILS,Industrial Products,205.60,263.41,164.81,18.87,11.45,11.36,21.79,8.43,,23.72,0.57,45.66,43.74,0.08,33.77,7.36,18.86,6.63,0.00,0.00,0.96,0.00
GTV Engineering,539479,,Industrial Manufacturing,1414.45,441.86,102.77,16.17,15.73,15.73,39.99,9.35,0.25,15.02,0.24,26.42,35.66,0.18,14.05,5.37,7.74,3.50,0.00,0.16,0.74,2.00
Hawkins Cookers,508486,,Consumer Durables,9448.35,4998.18,1115.76,154.53,13.85,13.85,43.58,13.04,3.97,20.66,0.06,32.00,287.97,13.53,61.00,79.10,150.17,3.27,0.27,0.01,0.15,4.56
HDFC AMC,541729,HDFCAMC,Capital Markets,5563.00,118997.88,3690.55,2972.78,80.55,82.62,45.68,14.62,2.19,30.18,0.00,32.35,-141.31,619.81,133.18,39.56,0.00,2.97,-1.35,1.46,0.00,1.63
HDFC Bank,500180,HDFCBANK,Banks,2014.20,1544471.17,342193.10,136606.41,39.92,44.41,21.88,2.95,0.95,1.74,6.41,14.45,270754.86,144781.31,0.00,13653.91,0.00,5.91,0.09,0.54,11.89,1.15
ICICI Bank,532174,ICICIBANK,Banks,1483.40,1058676.18,190829.78,55519.60,29.09,28.78,20.02,3.39,0.75,2.18,5.97,17.97,0.00,111063.13,0.00,0.00,0.00,5.95,-0.86,0.94,11.17,0.44
Iconik Sports,511260,,Finance,56.90,192.56,12.71,3.48,27.38,27.38,74.06,3.02,0.41,9.49,0.00,15.03,6.37,0.00,11.40,4.75,0.00,1.81,-0.05,5.35,0.00,0.00
Indian Bank,532814,INDIANB,Banks,652.15,87842.26,63283.90,43060.82,68.04,68.06,7.65,1.23,0.19,1.35,10.89,17.09,36744.95,9788.23,0.00,1995.02,0.00,6.37,0.27,-0.20,14.52,0.98
Indo Borax & Ch.,524342,INDOBORAX,Chemicals & Petrochemicals,291.66,935.94,175.26,45.89,26.18,26.18,22.02,2.79,3.98,12.73,0.00,13.52,138.00,15.59,15.79,5.43,47.07,6.57,0.01,0.00,0.00,0.69
Indosolar,533257,WAAREEINDO,Electrical Equipment,268.83,1118.43,518.03,159.03,30.70,29.34,6.33,27.68,0.08,28.03,1.24,420.74,-14.88,2.60,4.66,82.93,74.43,10.94,0.05,0.01,0.40,0.00
InfoBeans Tech.,543644,INFOBEAN,IT - Software,592.05,1447.88,409.67,75.96,18.54,17.32,26.62,4.34,-2.47,9.84,0.06,12.37,125.31,22.74,86.43,3.42,0.00,5.19,0.00,-0.11,0.27,0.49
Interglobe Aviat,539448,INDIGO,Transport Services,5844.00,225883.38,80803.00,18006.20,22.28,22.28,31.14,24.26,0.68,7.33,7.21,129.08,28500.10,3306.80,739.80,4190.90,820.30,4.62,3.36,2.19,5.29,2.91
J K Cements,532644,JKCEMENT,Cement & Cement Products,6622.00,51167.04,12424.11,2228.54,17.94,17.12,55.80,8.40,12.83,5.11,0.99,13.87,1944.59,287.66,786.55,1098.07,1175.13,3.25,-1.45,1.42,3.32,1.02
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1342.35,592.42,151.69,40.39,26.63,26.63,18.82,3.45,1.52,17.51,0.02,19.87,40.11,6.72,20.73,8.16,8.88,7.62,0.00,0.00,0.09,4.80
Karnika Industri,,KARNIKA,Textiles & Apparels,707.80,877.64,172.55,26.03,15.09,15.09,48.68,12.36,0.83,13.14,0.85,29.05,114.80,3.73,74.57,20.96,50.01,3.06,0.00,0.01,2.10,2.10
Karur Vysya Bank,590003,KARURVYSYA,Banks,270.70,21796.45,9957.10,6418.90,64.47,63.85,10.87,1.83,0.26,1.73,8.66,17.68,0.00,1893.41,0.00,0.00,0.00,7.06,0.60,0.29,12.43,2.47
Kilburn Engg.,522101,,Industrial Manufacturing,525.70,2546.38,424.46,101.00,23.79,23.79,40.81,5.28,,10.26,0.19,17.17,252.79,3.16,105.48,63.50,47.98,3.71,1.69,0.06,0.91,3.81
Krishana Phosch.,,KRISHANA,Fertilizers & Agrochemicals,521.75,3159.33,1473.01,206.25,14.00,13.54,31.37,8.23,0.73,9.20,0.98,25.29,425.26,13.27,378.44,166.68,148.90,5.38,0.00,1.33,1.99,4.11
Krishna Institu.,543308,KIMS,Healthcare Services,789.35,31584.97,3035.10,782.90,25.79,25.79,83.74,14.77,20.57,8.52,1.20,19.02,130.60,42.70,395.40,269.10,64.00,1.87,-0.30,0.10,4.01,1.13
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1193.25,1238.14,370.20,80.39,21.72,21.72,31.10,4.69,-1.01,9.46,0.43,16.31,211.60,1.92,154.31,55.79,83.47,4.79,0.01,0.00,1.76,3.38
L&T Finance Ltd,533519,LTF,Finance,210.10,52476.92,16399.41,9927.89,60.54,60.41,19.74,2.05,0.43,2.37,3.61,10.79,9911.02,16.56,116.95,1371.70,0.00,7.31,0.82,0.71,9.43,2.19
Lemon Tree Hotel,541233,LEMONTREE,Leisure Services,156.09,12366.18,1286.08,633.86,49.29,49.29,62.91,10.63,1.02,6.00,1.85,18.45,160.49,2.33,78.62,61.61,13.84,3.44,0.30,0.44,4.32,3.89
Lloyds Metals,512455,LLOYDSME,Minerals & Mining,1533.40,80248.75,6721.40,1953.22,29.06,29.06,55.35,12.53,0.49,21.73,0.12,31.47,830.80,51.32,171.42,36.29,431.76,2.39,0.14,0.08,0.41,4.96
M & M,500520,M&M,Automobiles,3260.90,405502.32,159210.82,30518.19,19.17,19.17,31.36,5.26,1.15,5.51,1.67,18.05,56375.77,3718.47,8279.70,30855.30,20330.93,5.48,-0.20,0.23,4.58,1.27
M B Agro Prod.,,MBAPL,Fertilizers & Agrochemicals,434.40,3806.51,1268.51,168.76,13.30,13.73,51.30,9.43,190.00,6.57,0.79,15.23,391.72,12.70,256.28,94.01,166.97,3.57,0.00,0.08,2.17,4.24
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,219.90,340.63,149.73,18.00,12.02,12.02,36.51,3.79,,3.37,1.18,10.95,102.19,6.07,1.90,29.24,74.90,5.28,0.00,0.19,5.07,0.00
Manorama Indust.,541974,MANORAMA,Food Products,1592.00,9490.56,770.84,191.05,24.78,24.78,84.70,20.54,1.27,13.02,1.04,28.05,756.72,18.56,101.73,14.31,549.04,1.90,-0.53,0.59,2.57,2.54
Max Healthcare,543220,MAXHEALTH,Healthcare Services,1267.40,123209.89,7028.46,1848.80,26.30,26.30,108.88,13.13,4.83,8.32,0.32,12.72,21.48,82.01,687.31,807.92,106.21,1.31,-0.18,0.02,1.83,3.57
Meghna Infracon,538668,,Realty,576.50,1252.37,39.88,11.34,28.44,28.44,135.54,56.97,,34.74,0.15,52.56,11.51,0.35,7.12,7.17,21.91,0.92,0.00,5.33,0.29,4.24
Monika Alcobev,544451,,Beverages,277.00,594.16,236.14,46.46,19.67,19.67,26.86,,0.20,8.19,1.81,28.63,250.14,3.53,101.88,24.18,149.42,6.40,,,3.67,4.47
Moving Media,,MMEL,Commercial Services & Supplies,81.25,152.80,37.06,28.63,77.25,77.25,14.69,,,16.34,1.05,40.74,23.38,0.00,14.78,6.40,0.00,8.13,,,2.64,2.69
MRF,500290,MRF,Auto Components,150880.00,63990.37,28152.50,4094.65,14.54,14.54,34.25,3.46,0.68,6.62,0.20,10.62,3664.83,405.67,3370.25,2822.00,5624.78,4.22,-0.56,1.13,1.33,1.39
Muthoot Finance,533398,MUTHOOTFIN,Finance,2662.20,106878.94,20214.17,14683.97,72.64,72.64,20.04,3.64,2.02,4.67,3.38,19.58,5542.14,110.32,11.86,137.13,0.00,7.42,0.46,-0.18,6.77,2.05
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,5077.60,25996.53,2349.38,533.72,22.72,22.72,90.08,9.59,29.44,6.27,0.56,11.52,602.14,43.73,582.42,326.96,322.42,1.67,-0.16,1.82,3.20,1.98
NESCO,505355,NESCO,Commercial Services & Supplies,1281.30,9028.03,732.01,437.76,59.80,59.80,23.17,3.43,0.88,13.76,0.00,15.82,-27.57,113.66,15.66,11.85,10.42,5.78,-0.13,-0.01,0.00,3.37
Osiajee Texfab,540198,,Textiles & Apparels,290.30,156.76,7.09,5.01,70.66,70.66,31.35,10.47,0.34,28.96,0.13,40.11,5.00,0.03,0.00,0.09,2.53,3.21,0.00,0.00,0.39,3.55
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,757.85,8637.78,1430.31,419.85,29.35,29.35,30.78,,0.20,35.48,0.72,87.47,659.37,2.62,627.11,79.31,212.26,4.57,,,0.81,3.03
Powergrid Infra.,543290,PGINVIT,Power,93.88,8543.07,1266.49,1685.91,133.12,133.12,7.29,1.11,0.20,11.62,0.14,15.36,890.80,38.56,222.83,1.89,30.73,15.67,,,0.76,2.81
Pramara Promotio,,PRAMARA,Media,203.15,183.55,86.42,12.49,14.45,14.45,31.11,2.95,0.49,6.65,0.55,12.39,87.73,1.17,32.09,7.14,39.46,5.96,-0.03,-0.01,2.71,2.10
R M Drip & Sprin,,RMDRIP,Industrial Products,612.50,1530.03,130.34,35.71,27.40,27.40,63.94,19.14,0.32,21.79,0.32,39.70,85.14,0.66,107.21,12.84,17.54,2.18,0.35,0.85,0.75,0.45
Radico Khaitan,532497,RADICO,Beverages,2726.30,36496.30,4842.64,674.17,13.92,13.92,105.74,13.56,9.58,7.98,0.28,13.62,1516.35,4.85,1182.18,664.66,1105.46,1.45,-0.81,0.82,1.39,2.28
Rainbow Foundat.,531694,,Realty,118.85,589.71,156.13,39.51,25.31,25.31,73.62,7.35,0.39,1.18,3.31,10.51,338.23,0.95,60.11,62.73,654.75,4.69,0.00,0.00,6.63,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,428.00,1173.80,319.47,73.07,22.87,22.87,24.85,5.09,0.20,9.42,0.96,22.41,54.51,23.71,37.20,32.99,2.73,5.68,0.07,0.42,2.91,4.24
RRPSemiconductor,504346,,Finance,2889.60,3936.79,31.59,11.33,35.87,35.87,465.34,232.95,1.17,43.08,0.71,196.29,28.94,0.36,24.15,6.35,0.00,0.30,0.00,0.00,1.03,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,825.50,17232.59,1642.05,390.44,23.78,23.78,99.35,7.94,0.41,6.45,0.13,10.92,946.96,37.34,352.87,332.65,118.33,1.77,8.38,2.21,0.95,1.77
SBFC Finance,543959,SBFC,Finance,114.49,12465.91,1305.12,895.65,68.63,68.63,36.07,3.90,0.48,4.41,1.65,11.58,315.95,0.46,14.81,9.46,0.00,5.09,-0.68,0.59,5.98,4.99
Schaeffler India,505790,SCHAEFFLER,Auto Components,4160.50,65030.14,8337.09,1533.96,18.40,18.18,64.04,12.08,4.05,14.85,0.01,19.17,2754.11,125.87,1273.82,1118.73,1454.13,2.15,-0.06,0.08,0.03,4.90
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,925.35,22125.12,2636.71,382.77,14.52,14.52,86.93,39.38,0.84,14.48,0.93,65.80,570.50,42.22,667.05,500.26,338.90,1.71,-0.25,0.10,1.37,2.05
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,678.85,3126.35,398.25,89.70,22.52,22.52,53.59,3.98,0.19,6.31,0.40,11.78,625.82,19.26,123.88,67.22,56.63,3.01,-0.15,-0.51,3.42,3.71
Sh.Pushkar Chem.,539334,SHREEPUSHK,Chemicals & Petrochemicals,370.45,1197.95,806.28,83.90,10.41,10.41,20.44,2.22,8.93,7.44,0.19,11.58,290.36,10.77,174.27,157.21,160.27,5.65,0.00,-0.44,1.40,3.73
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,908.75,8198.79,4319.85,614.98,14.24,14.24,27.42,3.28,-5.54,6.84,0.00,12.62,1314.09,59.51,1955.44,1310.20,971.93,4.92,-0.90,0.79,0.02,1.86
Simplex Castings,513472,,Industrial Products,391.20,281.60,171.88,31.08,18.08,18.08,18.61,4.97,0.15,9.19,1.36,33.69,81.19,1.34,51.14,17.79,57.92,8.09,0.00,0.00,2.68,4.59
Sirca Paints,543686,SIRCA,Consumer Durables,420.40,2304.16,374.00,67.44,18.03,18.03,46.93,6.59,2.29,12.25,0.00,14.92,220.26,5.16,93.30,38.74,108.02,2.92,0.00,0.90,0.00,2.23
Sobhagya Mercant,512014,,Commercial Services & Supplies,569.80,478.63,160.40,25.53,15.92,15.92,30.82,5.99,2.50,11.97,0.08,24.43,81.87,0.00,107.24,70.15,1.95,5.14,0.00,0.00,0.27,0.02
Steelcast,513517,STEELCAS,Industrial Products,1241.80,2513.40,376.17,106.26,28.25,28.25,34.83,7.71,1.18,20.24,0.00,24.24,126.80,4.45,97.51,31.69,42.96,3.91,0.56,0.13,0.00,2.68
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,920.25,8481.27,4565.34,802.82,17.59,17.59,2.41,3.32,0.02,60.15,0.74,150.67,1694.82,3313.32,1202.94,1032.50,1277.57,6.50,-0.42,-0.30,2.83,3.74
String Metaverse,534535,,IT - Services,292.25,3402.73,407.36,41.24,10.12,10.12,96.53,35.06,,25.16,0.00,25.97,22.08,0.86,1.51,0.00,0.00,1.04,0.00,0.00,0.01,0.05
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1266.60,9952.04,2760.39,373.13,13.52,12.54,69.79,7.24,-9.33,4.72,0.46,11.30,746.47,-26.04,564.05,600.72,607.96,2.33,-0.06,0.56,2.29,3.68
Synergy Green,541929,SGIL,Industrial Products,563.40,875.69,362.27,52.29,14.43,14.43,51.85,8.13,0.38,6.26,1.45,21.88,105.36,1.41,56.96,59.81,53.41,4.16,0.00,0.39,3.83,2.48
Tejas Cargo,,TEJASCARGO,Transport Services,281.10,671.63,501.15,96.73,19.30,19.30,35.13,3.88,0.43,6.42,0.92,16.72,138.92,6.94,95.97,7.29,2.46,5.41,,,3.73,1.20
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1337.05,7085.62,723.47,204.41,28.25,27.59,67.33,12.96,-3.68,12.86,0.05,16.01,86.28,16.11,73.00,76.21,46.54,2.34,-0.43,0.82,0.15,1.53
Tilaknagar Inds.,507205,TI,Beverages,493.35,9561.80,1434.15,254.88,17.77,17.77,41.65,10.83,0.44,20.44,0.05,29.89,512.43,17.57,410.51,147.83,165.24,2.55,0.12,-0.03,0.18,2.37
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3519.90,119124.06,11516.09,3720.99,32.31,32.31,62.19,15.69,2.94,13.26,0.42,26.52,2657.88,-0.94,1866.45,1820.02,2541.25,2.41,0.29,-0.22,1.09,1.97
Transteel Seatin,,TRANSTEEL,Consumer Durables,145.40,293.40,88.65,22.04,24.86,24.86,23.16,2.93,0.23,8.32,0.38,14.23,87.11,0.28,17.52,12.12,29.35,6.37,-0.60,8.46,1.80,1.16
Travel Food,544443,TRAVELFOOD,Leisure Services,1162.70,15310.37,1687.74,554.12,32.83,32.83,42.24,,0.13,21.49,0.32,39.10,-127.32,122.22,106.18,374.34,8.89,3.52,,,0.61,2.13
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,187.00,196.60,89.85,13.49,15.01,15.01,24.54,3.14,,10.85,0.02,13.56,20.52,0.66,7.54,6.86,3.76,5.72,0.00,0.00,0.13,0.00
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,897.00,684.24,50.85,13.78,27.10,27.10,71.20,11.12,1.08,14.75,0.03,16.95,51.90,1.81,19.72,4.24,18.11,1.94,0.60,0.00,0.16,3.55
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,152.40,1939.80,366.46,63.32,17.28,17.17,38.92,6.32,0.54,11.52,0.27,17.11,197.17,4.62,79.02,7.59,75.80,3.02,0.69,0.52,1.35,2.87
Vinyas Innovativ,,VINYAS,Industrial Manufacturing,1396.70,1757.71,396.64,40.84,10.30,10.30,90.51,11.96,0.54,6.08,0.71,14.12,209.48,3.52,177.05,30.80,76.42,2.09,0.76,0.45,2.68,3.01
Vishal Mega Mart,544307,VMM,Retailing,140.01,65263.85,10716.35,1530.18,14.28,14.28,103.27,10.06,2.19,6.83,0.27,10.51,1276.32,58.56,66.44,1478.57,1850.31,1.50,15.09,5.82,1.73,2.38
Voler Car,,VOLERCAR,Transport Services,170.80,190.33,42.40,4.77,11.25,11.25,43.55,5.14,0.62,16.11,0.00,21.80,36.46,0.75,4.48,2.53,0.00,3.30,,,0.00,2.95
