Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,477.4,62.63,1145.23,349.03,56.69,16.24,16.24,26.12,4.15,0.49,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,5.28,0.02,0.29,0.01,0.21,0.75
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,144.9,76.09,161.08,89.63,14.95,16.68,16.68,16.66,2.94,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,8.34,0.0,0.0,0.88,0.0,0.65
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,356.25,75.29,21587.81,2023.38,1781.34,88.04,88.04,43.42,4.26,0.29,2.12,3.93,10.38,3765.58,486.38,332.95,15.27,17.37,5.18,0.18,-0.43,11.07,0.06,0.74
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,3316.0,69.11,27148.45,1339.37,480.39,35.87,35.87,76.18,16.5,1.23,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,1.89,-2.1,2.81,0.07,0.05,0.82
Adani Green,541450.0,ADANIGREEN,INE364U01010,Power,Power Generation,1525.1,62.01,251210.86,12928.0,10785.0,83.42,83.42,137.25,12.61,7.92,1.74,5.19,11.4,-10316.0,1072.0,2129.0,407.0,136.0,2.6,0.25,-0.32,11.87,0.0,0.48
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1823.1,59.43,420034.79,38735.77,22868.19,59.04,59.04,32.4,4.38,1.19,8.17,0.66,16.38,4959.83,2151.73,6382.54,2736.24,685.0,4.21,-0.03,0.15,3.23,0.42,1.09
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,357.5,51.61,93729.16,45508.98,16694.14,36.68,36.68,24.62,2.68,-3.31,1.27,5.22,11.74,-66325.64,505.92,843.34,1842.17,0.0,6.33,-0.96,1.86,10.59,0.0,4.91
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,309.6,69.67,209.69,68.91,12.77,18.53,18.53,20.94,2.98,0.06,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,6.49,-6.95,-1.77,0.0,0.0,1.71
AIA Engineering,532683.0,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4630.7,77.27,43213.88,4419.86,1256.29,28.42,28.42,33.94,5.45,5.06,15.53,0.0,17.02,6724.42,484.69,1168.61,219.52,1256.27,3.82,-0.23,0.22,0.01,0.34,2.88
Akme Fintrade,544200.0,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),10.7,67.24,456.63,149.1,111.42,74.73,74.73,10.79,1.07,0.25,5.26,1.19,10.5,132.56,0.0,0.0,0.31,0.0,13.03,-0.86,0.22,4.56,0.0,1.29
Anlon Tech,,ANLON,INE0LR101013,Commercial Services & Supplies,Diversified Commercial Services,671.0,75.54,419.74,105.92,20.93,19.76,19.76,30.24,5.77,0.65,14.62,0.16,21.11,42.4,0.66,35.89,13.76,10.2,4.83,-1.01,0.0,0.57,0.0,1.61
Antelopus Selan,530075.0,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,891.9,76.17,3136.12,278.88,158.6,56.87,56.87,35.03,4.75,0.82,12.8,0.01,15.93,116.98,8.89,67.21,8.33,40.83,3.79,0.02,0.03,0.03,0.0,2.76
Apcotex Industri,523694.0,APCOTEXIND,INE116A01032,Industrial Products,Rubber,540.2,73.55,2800.62,1441.5,177.41,12.31,12.31,27.91,4.5,-11.78,10.11,0.16,17.09,174.84,18.21,244.49,184.46,128.18,5.09,0.0,0.02,0.67,1.44,3.52
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8300.0,59.55,119341.26,25228.5,3769.3,14.94,14.94,61.08,12.57,1.79,9.42,0.9,22.11,418.5,217.3,3484.9,2251.8,542.4,2.48,1.26,-0.92,2.71,0.23,2.24
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,229.65,84.43,393.85,46.57,7.45,16.0,16.0,85.25,16.91,0.45,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,1.83,0.0,0.0,1.0,0.0,0.0
Arvind Ltd,500101.0,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,493.7,67.57,12941.97,9303.19,1004.42,10.8,10.8,30.42,3.17,4.95,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,5.31,0.74,-0.41,2.14,0.76,4.11
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,383.05,67.0,1862.05,791.05,95.35,12.05,12.05,32.2,3.5,0.62,7.75,0.32,12.93,376.29,3.0,347.73,229.58,0.29,4.92,0.23,0.09,1.78,0.27,2.31
