Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accretion Nutraveda,544694,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,198.50,56.44,143.71,16.00,3.72,23.25,23.25,55.06,,,33.68,0.54,81.18,7.38,0.05,7.97,2.82,5.13,2.38,,,1.25,4.57
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2241.30,57.93,18349.77,1215.10,381.83,31.42,23.05,63.94,12.98,2.12,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.12,-0.89,-0.17,0.02,3.57
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1674.50,58.32,19725.29,3776.23,407.41,10.79,7.96,77.72,12.41,4.19,6.24,0.08,20.87,787.30,11.68,1053.91,1424.28,948.22,1.91,0.13,-0.07,0.34,4.80
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",306.30,61.32,3828.67,347.69,117.58,33.82,28.72,45.63,11.11,2.04,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.76,0.00,3.00,1.30,4.58
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",429.00,62.79,507.71,151.68,22.56,14.87,10.78,39.60,5.95,0.21,12.68,0.30,45.92,77.21,0.14,73.48,33.72,46.54,4.18,,,1.18,4.66
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,168.65,,203.26,20.49,10.20,49.78,49.78,30.57,,,43.59,0.17,91.72,1.86,0.07,4.92,3.49,3.30,4.52,,,0.25,0.00
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),231.30,75.05,270.95,13.29,7.82,58.84,58.51,52.21,5.17,31.08,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,2.84,0.00,0.00,0.49,4.80
Atlanta Electric,544527,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1072.00,65.53,8243.32,1515.38,267.07,17.62,15.56,52.78,10.49,0.59,16.64,0.46,40.80,531.17,12.16,210.70,337.95,384.95,3.28,0.31,0.21,1.35,4.03
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,188.20,99.93,889.44,220.50,31.00,14.06,18.43,32.39,7.25,0.06,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.32,0.00,0.00,1.58,0.00
Bhaskar Agrochem,524534,,INE972C01018,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,196.65,79.18,102.45,115.65,12.11,10.47,10.00,15.86,4.92,0.40,7.20,0.74,24.71,7.15,-0.30,29.47,25.70,28.15,8.88,0.00,0.00,1.48,1.16
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1034.30,53.13,13810.79,4068.78,704.41,17.31,17.87,36.78,6.62,2.46,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.82,-0.30,0.49,2.82,3.73
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,454.20,57.57,279911.12,138777.62,40358.98,29.08,32.83,9.37,2.66,0.35,14.25,0.13,38.89,48598.10,10896.19,14420.39,9839.56,11532.25,15.81,-0.27,0.26,0.33,4.58
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1441.30,60.79,20577.03,5120.73,2708.09,52.88,50.30,9.10,1.35,0.19,10.90,0.08,14.09,8111.23,707.70,429.16,297.08,267.73,15.51,0.36,0.82,0.49,4.50
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,264.00,93.02,509.05,42.11,10.70,25.41,25.41,98.84,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.71,,,4.12,3.47
Identixweb,544388,,INE0PA401012,IT - Software,Computers - Software & Consulting,97.45,71.22,101.75,10.16,6.51,64.07,65.24,23.55,3.24,,19.52,0.00,24.76,15.31,0.29,0.00,0.09,3.90,6.32,-3.14,3.01,0.02,3.51
Ipca Labs.,524494,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1544.40,57.84,39182.08,9504.54,1923.55,20.24,19.46,37.10,5.28,-25.07,7.89,0.17,12.75,3714.40,-139.13,2077.06,821.60,2515.87,4.03,0.54,0.20,0.79,4.90
J B Chemicals &,506943,JBCHEPHARM,INE572A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,2084.90,57.43,33474.88,4193.04,1132.73,27.01,26.34,44.41,8.58,2.07,15.50,0.01,20.12,1880.96,62.65,937.73,409.74,576.58,3.04,-0.12,-0.76,0.02,4.23
Karnataka Bank,532652,KTKBANK,INE614B01018,Banks,Private Sector Bank,231.32,65.09,8748.10,8918.97,5907.59,66.24,68.33,7.58,0.69,0.21,1.07,8.27,11.10,16894.32,1432.26,0.00,0.00,0.00,6.80,-0.27,-2.91,14.19,2.90
Maruti Interior,543464,,INE0JSJ01014,Consumer Durables,Houseware,71.85,65.50,433.97,57.62,9.90,17.18,19.02,73.93,11.27,4.29,10.64,0.18,14.45,13.50,0.26,11.43,4.20,9.53,1.97,0.00,0.00,0.81,0.83
