Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,INE470A01017,Diversified,Diversified,37635.00,68.85,42414.65,4750.64,878.41,18.49,17.31,76.54,26.33,3.55,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.10,0.27,0.07,0.12,1.04
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2050.00,71.68,16783.58,1215.10,381.83,31.42,23.05,58.49,11.87,1.94,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.32,-0.89,-0.17,0.02,3.30
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1016.75,58.91,122140.41,26519.34,7801.47,29.42,29.73,54.38,5.22,2.15,3.37,1.95,13.64,4156.33,814.13,6160.26,4390.34,710.62,4.11,0.17,0.41,6.81,4.77
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1554.70,61.31,358196.52,36486.63,21627.40,59.27,59.53,28.35,5.34,1.04,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,4.59,-1.14,-0.51,3.05,1.85
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,353.75,54.78,92597.75,44263.78,15953.88,36.04,35.13,26.10,2.88,1.07,1.32,4.86,11.49,-60389.17,518.02,389.61,1641.74,0.00,6.69,1.85,-0.95,9.64,4.21
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4108.40,59.69,38339.74,4310.63,1195.12,27.72,26.91,32.92,5.20,1.72,13.66,0.14,15.42,6091.93,442.71,793.50,204.05,1173.69,3.94,0.08,-0.09,0.67,2.32
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,2891.30,64.35,36122.64,5201.63,1358.57,26.12,27.30,35.60,8.37,4.09,19.43,0.06,24.91,2233.83,128.75,1447.50,430.05,812.14,3.64,0.68,-0.56,0.19,4.29
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5811.50,58.84,69485.20,13890.16,2810.50,20.23,19.38,29.56,5.21,3.18,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.14,-0.39,0.50,0.81,2.06
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),170.00,85.34,199.14,13.29,7.82,58.84,58.51,38.37,3.80,22.84,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,3.87,0.00,0.00,0.49,1.88
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,209.73,74.08,123192.35,50976.16,9941.54,19.50,18.97,36.85,9.79,0.13,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.36,0.14,0.09,5.90,0.60
Astral,532830,ASTRAL,INE006I01046,Industrial Products,Plastic Products - Industrial,1532.20,62.18,41162.58,6161.50,980.90,15.92,16.22,79.89,10.90,40.15,10.52,0.07,14.89,952.00,22.40,371.50,898.60,1076.30,1.80,1.70,-1.40,0.35,3.94
