Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,181.74,69.73,16172.66,9056.86,1114.49,12.31,12.32,35.52,3.25,3.33,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.04,-3.12,0.89,1.64,2.13
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1454.60,62.96,69542.77,15268.83,2695.80,17.66,17.80,64.34,7.43,81.44,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.64,0.85,-0.75,3.35,1.09
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2099.80,50.64,1263334.40,194613.50,109005.50,56.01,49.17,39.23,10.16,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.37,0.31,0.70,3.28,3.44
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,927.20,55.94,12346.05,4054.47,3728.00,91.95,92.25,13.40,2.26,0.61,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.71,-0.65,0.42,9.72,4.56
Canara Bank,532483,CANBK,Banks,Public Sector Bank,154.03,65.97,139715.24,125841.25,76573.02,60.85,62.10,7.30,1.21,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.62,0.82,0.51,14.47,0.30
Choice Intl.,531358,CHOICEIN,Finance,Holding Company,831.50,64.54,18523.87,971.39,328.59,33.83,32.07,102.16,13.97,2.28,7.36,0.40,19.61,854.99,17.18,280.83,13.67,26.40,1.80,0.03,-1.83,1.46,1.68
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1701.50,51.45,143581.67,28536.73,19741.86,69.18,70.32,30.91,5.52,1.21,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.20,1.22,-1.11,9.44,4.52
City Union Bank,532210,CUB,Banks,Private Sector Bank,297.40,68.05,22070.00,6269.92,4325.87,68.99,70.59,18.26,2.22,1.31,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,5.97,1.52,-1.42,13.50,1.67
Coal India,533278,COALINDIA,Consumable Fuels,Coal,398.00,64.55,245276.59,140712.05,43344.96,30.80,32.83,7.86,2.33,0.29,14.25,0.13,38.89,48598.10,10429.96,14420.39,9839.56,11532.25,19.21,0.14,-0.20,0.32,4.61
CSB Bank,542867,CSBBANK,Banks,Private Sector Bank,440.30,69.57,7638.58,4050.37,2141.76,52.88,56.29,12.30,1.63,1.36,1.42,9.36,14.31,2946.14,1194.75,0.00,0.00,0.00,6.78,1.47,-1.14,13.18,1.50
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4389.90,47.21,121688.03,11643.62,2441.09,20.97,20.02,52.80,15.41,1.51,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.51,-0.80,0.85,0.01,4.88
Cupid,530843,CUPID,Personal Products,Personal Care,509.00,92.47,13664.98,266.82,89.44,33.52,23.22,221.37,35.84,6.15,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.62,0.24,1.63,0.32,0.59
E Factor Experie,,EFACTOR,Other Consumer Services,Other Consumer Services,337.00,55.40,441.07,206.01,33.90,16.46,15.70,17.66,5.79,0.18,15.61,0.28,31.98,65.55,2.13,93.53,25.77,0.00,7.74,-0.31,0.08,0.61,3.16
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7192.50,52.17,197289.73,21427.66,5173.56,24.14,25.03,38.63,8.93,0.93,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.33,-1.05,1.16,0.07,2.47
EPW India,,EPWINDIA,IT - Hardware,Computers Hardware & Equipments,116.55,,133.79,51.88,5.85,11.28,11.28,33.12,,,23.78,1.98,135.57,11.61,0.03,13.16,10.26,21.43,3.86,,,2.91,0.00
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,267.60,66.78,65882.27,28739.84,19099.94,66.46,69.68,16.70,1.81,0.59,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.37,1.54,-1.32,13.53,1.29
Game Changers,544594,,Textiles & Apparels,Other Textile Products,154.10,66.92,275.73,117.69,23.40,19.88,16.18,18.14,,0.05,26.05,0.47,80.63,25.95,0.09,34.32,7.91,14.80,7.64,,,0.62,4.85
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,Pharmaceuticals,598.40,59.83,14521.30,4842.21,1007.59,20.81,21.15,28.43,3.65,5.76,8.21,0.45,13.86,669.59,27.64,760.54,755.08,1488.29,4.90,-5.61,0.85,2.35,4.54
Happy Forgings,544057,HAPPYFORGE,Industrial Products,Castings & Forgings,1123.10,68.82,10593.97,1437.48,420.69,29.27,28.88,39.03,5.41,1.66,13.05,0.10,15.46,647.93,33.36,379.72,42.32,225.08,3.49,0.04,-0.14,0.52,0.49
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,990.90,48.03,1524457.76,346185.22,147511.76,42.61,44.41,21.07,2.82,0.92,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.96,0.30,-0.46,11.90,2.90
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,Aluminium,884.15,69.83,198688.53,253570.00,33291.00,13.13,13.34,11.09,1.47,1.73,6.51,0.56,14.02,37401.00,2311.00,20649.00,46404.00,60379.00,10.54,-0.82,0.53,2.72,0.74
Hindustan Copper,513599,HINDCOPPER,Non - Ferrous Metals,Copper,533.35,88.48,51576.23,2293.58,868.42,37.86,35.66,89.89,17.26,11.99,12.88,0.05,18.72,260.04,83.93,166.67,242.53,369.35,1.51,-2.24,1.34,0.18,2.31
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,Zinc,625.30,75.92,264209.20,33845.00,17483.00,51.66,51.04,25.26,19.41,9.87,30.23,0.82,72.42,-1822.00,970.00,188.00,2244.00,2242.00,5.36,0.11,-0.04,0.76,4.73
ICICI AMC,544658,ICICIAMC,Capital Markets,Asset Management Company,2641.30,,130548.50,4977.33,3634.65,73.02,73.02,44.60,,2.01,67.62,0.00,82.84,3406.43,2.34,172.08,200.21,0.00,2.72,,,0.00,1.77
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1476.10,64.28,7964.17,2570.56,462.50,17.99,20.69,24.10,3.17,-2.72,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,5.70,0.02,0.29,0.91,0.65
Indus Towers,534816,INDUSTOWER,Telecom - Services,Telecom - Infrastructure,422.05,63.08,111343.66,31520.30,20315.50,64.45,68.55,11.90,3.08,0.73,16.26,0.58,32.50,4427.10,343.50,4851.50,2546.20,20.20,10.62,0.08,-1.30,1.51,1.85
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,124.47,59.01,4966.10,2304.40,305.83,13.27,13.45,27.64,4.80,3.04,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.38,0.76,0.33,0.05,4.25
Jindal Stain.,532508,JSL,Ferrous Metals,Iron & Steel,836.00,70.60,68921.48,41205.54,4896.13,11.88,11.37,24.98,3.81,-3.77,7.50,0.38,16.15,2319.01,361.96,3050.61,10354.59,10079.32,5.80,-0.01,0.16,1.61,1.51
JK Tyre & Indust,530007,JKTYRE,Auto Components,Tyres & Rubber Products,504.70,67.20,14549.97,15312.53,1600.82,10.45,10.88,26.66,2.64,0.75,3.74,0.92,11.07,1181.60,62.66,3122.13,2108.99,2356.49,6.46,0.79,-0.02,3.96,3.37
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,259.17,60.58,25048.37,10381.07,6707.93,64.62,65.02,11.90,1.96,0.28,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.54,0.50,0.40,13.08,4.64
KEI Industries,517569,KEI,Industrial Products,Cables - Electricals,4352.50,59.94,41610.16,10703.71,1074.46,10.04,10.18,52.63,6.72,2.31,11.70,0.04,15.58,4039.55,127.62,1663.26,1077.22,2105.97,2.79,1.08,-0.77,0.21,4.86
Kesar India,543542,,Realty,"Residential, Commercial Projects",1157.70,83.45,2871.06,59.98,7.74,12.90,30.40,743.80,23.95,10.64,18.33,0.24,46.19,120.84,0.96,0.81,40.39,98.03,0.25,0.00,-1.53,4.03,0.19
L. T. Elevator,544518,,Industrial Manufacturing,Industrial Products,216.00,74.61,413.92,83.86,22.07,26.32,26.56,28.93,4.49,0.16,13.78,0.07,31.83,72.32,0.28,33.24,7.59,35.15,5.37,,,0.30,4.87
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),305.45,56.51,76442.76,16715.82,10157.49,60.77,60.41,28.33,2.90,0.63,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,6.01,0.23,0.21,9.80,3.14
Larsen & Toubro,500510,LT,Construction,Civil Construction,4052.00,54.51,557385.37,270722.51,34311.35,12.67,13.43,34.67,5.50,1.51,4.98,1.32,16.55,50175.32,5318.76,53654.94,52869.21,8313.65,5.19,-0.14,0.15,3.84,2.13
LTIMindtree,540005,LTIM,IT - Software,Computers - Software & Consulting,6074.00,48.10,180087.56,39667.50,6769.00,17.06,17.09,36.99,7.69,7.10,15.83,0.10,21.53,16335.80,1156.20,6510.00,1433.00,3.10,3.84,0.47,-0.22,0.35,4.80
M & M,500520,M&M,Automobiles,Passenger Cars & Utility Vehicles,3660.30,52.69,455168.86,175704.22,33298.56,18.95,19.17,31.98,5.49,1.18,5.51,1.53,18.05,34754.07,4399.51,9541.57,34621.91,24588.45,5.53,0.38,-0.49,4.09,3.57
M & M Fin. Serv.,532720,M&MFIN,Finance,Non Banking Financial Company (NBFC),404.40,68.52,56210.43,19699.23,12394.35,62.92,63.11,22.78,2.27,0.87,1.69,4.90,10.90,4769.58,127.30,235.40,1000.26,0.00,7.11,-0.04,0.26,9.97,1.92
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),309.55,69.28,26201.39,9432.22,4342.27,46.04,54.36,58.34,2.06,-20.12,2.51,3.02,10.14,2814.48,9.89,0.00,121.22,0.00,6.54,0.56,0.45,9.45,2.93
Marico,531642,MARICO,Agricultural Food & other Products,Edible Oil,739.10,53.16,95941.66,12265.00,2206.00,17.99,19.75,57.59,23.67,5.99,21.01,0.14,41.34,2556.00,194.00,1666.00,1892.00,1598.00,2.30,-0.73,0.59,0.26,3.45
Maruti Suzuki,532500,MARUTI,Automobiles,Passenger Cars & Utility Vehicles,16647.00,60.93,523385.96,160633.80,19629.10,12.22,13.23,35.41,5.25,0.49,11.69,0.00,15.89,-2819.00,5645.10,7330.50,22281.70,10850.10,3.66,-0.70,0.58,0.01,1.06
Maxvolt Energy,,MAXVOLT,Auto Components,Auto Components & Equipments,491.50,63.24,535.93,197.23,26.98,13.68,13.03,29.35,6.57,0.03,15.93,0.50,25.25,74.62,1.78,17.05,9.01,36.58,5.02,-1.81,-0.01,1.46,3.44
Meghna Infracon,538668,,Realty,"Residential, Commercial Projects",625.60,71.58,1359.04,41.34,12.12,29.32,28.70,139.25,55.47,,34.74,0.27,52.57,22.65,0.29,11.79,2.70,25.79,0.88,0.00,0.58,0.54,1.48
Midwest,544587,MIDWESTLTD,Consumer Durables,Granites & Marbles,1788.70,73.02,6468.09,626.18,174.80,27.92,27.92,55.29,,3.19,12.50,0.35,18.69,156.08,40.23,190.96,44.25,26.50,2.44,,,1.44,2.91
Motherson Wiring,543498,MSUMI,Auto Components,Auto Components & Equipments,48.82,62.51,32375.77,10065.69,1032.73,10.26,10.69,52.79,17.57,5.36,17.64,0.14,35.90,1114.91,3.86,1448.77,1493.16,1461.47,2.58,0.35,-0.10,0.30,3.40
Multi Comm. Exc.,534091,MCX,Capital Markets,Exchange and Data Platform,10889.00,65.93,55532.12,1340.15,836.59,62.43,59.79,79.77,26.61,1.55,14.48,0.00,34.33,468.75,112.62,36.71,136.49,0.00,1.63,1.41,-2.69,0.00,2.94
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC),3799.10,57.95,152521.89,24544.40,18643.48,75.96,72.88,20.88,4.65,2.11,4.67,3.76,19.58,5131.04,147.83,9.71,159.62,0.00,6.97,-0.84,0.74,6.61,2.34
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,316.60,79.52,58147.76,18029.33,8454.10,46.89,44.72,9.51,2.93,0.45,25.01,0.00,32.72,7167.52,499.68,27.54,782.74,2021.79,16.26,-0.31,1.16,0.01,0.71
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,Specialty Chemicals,6136.50,59.93,31448.10,2790.96,778.98,27.91,22.72,70.81,8.73,23.14,6.27,0.33,11.52,1341.83,54.43,699.46,391.83,357.95,2.14,0.87,0.60,1.69,1.39
Nestle India,500790,NESTLEIND,Food Products,Packaged Foods,1274.10,61.08,245686.53,21023.38,4828.55,22.97,23.62,82.06,53.83,7.76,27.10,0.10,83.02,-594.11,18.56,321.25,2300.78,2489.81,1.72,0.57,-0.46,0.11,2.86
NMDC,526371,NMDC,Minerals & Mining,Industrial Minerals,83.41,68.71,73332.55,26689.39,8894.94,33.33,34.09,10.44,2.26,-0.91,17.01,0.11,23.60,15590.67,1550.24,7800.24,394.60,2649.56,15.03,-0.10,0.83,0.36,0.88
Pajson Agro,544657,,Food Products,Other Food Products,181.20,,431.43,187.27,30.26,16.16,16.16,21.12,,,33.74,0.69,60.09,19.35,0.00,18.80,48.23,69.59,6.13,,,1.39,1.01
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing",594.00,55.51,660.41,239.23,24.40,10.20,11.45,78.72,9.95,4.17,4.86,1.47,11.37,62.28,-0.72,37.18,13.97,93.42,2.61,0.00,0.40,4.96,2.62
Pramara Promotio,,PRAMARA,Media,Advertising & Media Agencies,349.70,60.92,487.63,108.84,15.78,14.50,14.45,49.66,4.15,0.78,6.65,0.25,12.10,118.84,2.06,33.72,4.36,31.88,3.29,-0.11,-0.07,1.77,3.65
PropshareTitania,544462,,Realty,Real Estate Investment Trusts (REITs),1061300.00,52.13,473.55,39.51,32.87,83.19,83.19,52.79,10.46,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,6.00,,,0.00,0.81
Punjab Natl.Bank,532461,PNB,Banks,Public Sector Bank,122.38,56.94,140650.64,129502.98,95371.61,73.64,72.67,8.26,0.99,0.12,1.07,12.22,15.17,189158.58,17765.09,0.00,0.00,0.00,6.24,0.48,0.15,15.36,4.24
R M Drip & Sprin,544456,RMDRIP,Industrial Products,Plastic Products - Industrial,82.26,66.22,2054.85,157.87,46.91,29.71,27.40,65.38,23.72,0.32,21.80,0.41,39.70,99.89,2.22,101.54,17.76,22.09,2.20,0.00,0.04,0.77,4.90
Ratnabhumi Dev.,540796,,Realty,"Residential, Commercial Projects",245.35,59.51,336.13,118.83,20.08,16.90,10.26,62.71,7.80,1.01,2.09,3.02,15.02,138.59,1.07,0.14,1.84,158.97,4.35,0.00,0.00,6.43,3.23
RDB Rasayans,533608,,Industrial Products,Packaging,180.85,69.15,320.37,118.66,22.04,18.57,10.24,9.78,1.38,1.57,12.65,0.00,13.08,219.15,23.35,17.91,2.64,4.29,14.25,0.00,0.00,0.00,2.24
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,910.35,56.25,19229.43,2053.18,544.08,26.50,24.17,67.14,8.42,0.29,6.34,0.18,11.05,713.99,43.95,491.99,244.90,122.23,2.27,8.31,7.92,0.95,3.46
Sandur Manganese,504918,SANDUMA,Consumable Fuels,Coal,240.96,65.65,11713.18,4640.86,1128.30,24.31,24.93,19.56,4.04,-1.50,10.80,0.64,18.64,375.07,56.12,403.35,683.63,938.52,7.32,0.11,0.01,1.88,4.87
Sawaliya Food,,SAWALIYA,Agricultural Food & other Products,Other Agricultural Products,315.60,73.53,313.02,34.18,12.24,35.81,35.81,44.97,6.92,,19.43,0.38,75.86,42.04,0.13,14.82,1.50,16.33,3.66,,,1.46,2.23
SBI,500112,SBIN,Banks,Public Sector Bank,973.45,56.10,898554.47,505419.84,234329.37,46.36,48.66,11.43,1.58,0.38,1.15,11.08,17.20,106052.01,187912.23,0.00,0.00,0.00,6.05,2.11,0.24,15.04,2.57
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,Pharmaceuticals,823.60,57.69,3792.97,516.98,128.80,24.91,22.52,43.54,4.66,0.15,6.31,0.30,11.82,386.07,25.70,199.52,123.80,62.61,3.42,-0.89,0.62,1.84,3.10
Sh. Rama Multi.,532310,SHREERAMA,Industrial Products,Packaging,64.85,65.79,866.11,229.43,40.03,17.45,15.22,15.36,5.17,0.12,29.31,0.13,40.38,75.99,3.56,47.84,15.97,33.22,3.82,0.00,-0.04,0.65,3.93
Sheetal Univer.,,SHEETAL,Agricultural Food & other Products,Other Agricultural Products,161.50,77.34,185.01,94.73,16.97,17.91,13.14,19.43,4.08,0.08,15.16,0.56,23.79,26.58,0.99,35.09,10.78,19.38,7.44,0.00,0.00,1.62,2.18
Shish Industries,540693,,Industrial Products,Plastic Products - Industrial,18.77,82.06,716.92,133.44,14.37,10.77,9.85,79.84,6.71,1.67,4.93,0.45,10.36,50.49,2.72,26.78,8.91,29.06,1.55,0.17,0.00,4.03,0.00
Shreeji Ship. Gl,544490,SHREEJISPG,Transport Services,Shipping,360.65,67.20,5875.65,607.61,199.49,32.83,32.83,43.42,8.23,3.01,18.25,0.30,37.95,292.95,24.65,153.84,49.59,26.70,3.15,,,1.19,4.07
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),979.40,77.57,184260.60,45601.30,33103.56,72.59,72.05,21.03,3.04,0.47,3.04,3.87,15.57,12046.73,1594.94,26.68,333.98,0.00,7.95,2.33,-3.00,7.22,0.53
Shriram Pistons,544344,SHRIPISTON,Auto Components,Auto Components & Equipments,3159.00,64.43,13915.34,3816.09,783.38,20.53,20.40,25.77,5.28,0.56,14.87,0.20,23.20,1491.40,109.24,590.80,405.00,506.70,5.72,-0.11,0.11,0.70,3.10
Shukra Pharma.,524632,,Pharmaceuticals & Biotechnology,Pharmaceuticals,62.36,71.85,2730.62,35.12,12.15,34.60,39.03,228.31,41.49,1.71,11.64,0.06,15.90,48.92,5.30,4.19,8.27,15.90,0.52,0.00,0.00,0.26,4.44
Shyam Dhani Ind.,,SHYAMDHANI,Food Products,Other Food Products,139.65,,288.46,124.68,14.56,11.68,11.68,35.74,,,11.93,1.73,41.22,12.44,0.03,10.28,8.39,45.15,4.01,,,3.57,0.00
Silver Touch,543525,SILVERTUC,IT - Software,Computers - Software & Consulting,1011.85,77.43,1283.13,308.77,47.96,15.53,13.01,49.41,8.85,0.99,10.44,0.33,17.60,84.50,0.00,112.31,28.81,0.59,3.05,0.00,0.05,1.20,3.52
Sobhagya Mercant,512014,,Commercial Services & Supplies,Diversified Commercial Services,915.80,55.45,769.27,208.45,32.36,15.52,14.25,35.70,8.51,2.90,11.97,0.07,24.43,85.68,0.00,131.84,89.82,2.60,4.12,0.00,0.00,0.21,0.52
Stellant Secu.,526071,,Finance,Other Financial Services,368.20,95.74,136.32,43.85,41.64,94.96,89.36,4.37,4.11,0.02,79.38,0.00,81.90,39.88,0.11,1.49,0.00,9.07,40.95,-0.19,0.00,0.00,0.00
Tenneco Clean,544612,TENNIND,Auto Components,Auto Components & Equipments,503.00,57.55,20301.30,4890.43,815.27,16.67,16.67,35.88,,,22.27,0.02,42.63,292.21,40.99,619.21,924.17,299.94,3.77,,,0.03,3.73
Titan Company,500114,TITAN,Consumer Durables,"Gems, Jewellery And Watches",3974.10,63.31,352815.10,67904.00,6916.00,10.18,9.42,85.45,27.56,5.84,9.24,0.97,31.75,9184.00,462.00,1437.00,2544.00,37657.00,1.82,1.40,-1.43,1.88,1.43
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,3822.10,59.35,129357.23,12248.00,3993.00,32.60,32.31,59.71,15.31,2.82,13.26,0.33,26.52,1757.00,-86.00,2185.00,1675.00,2467.00,2.39,0.63,-0.17,0.90,1.55
TVS Motor Co.,532343,TVSMOTOR,Automobiles,2/3 Wheelers,3634.60,52.93,172675.16,48838.15,7449.63,15.25,14.91,66.27,21.28,1.63,5.15,2.08,28.39,2152.36,37.92,2176.76,9122.71,2544.80,3.40,-0.46,0.48,2.68,2.69
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,862.30,64.52,986.65,62.97,18.93,30.06,27.20,72.12,13.69,1.12,14.04,0.03,16.14,60.58,2.14,25.15,1.86,16.87,1.91,0.98,0.69,0.11,2.20
Vedanta,500295,VEDL,Diversified Metals,Diversified Metals,605.55,76.87,236793.55,157262.00,43884.00,27.91,27.68,18.55,5.90,-1.80,9.77,2.12,38.48,-21699.00,956.00,3714.00,11857.00,17237.00,11.44,-0.22,0.48,2.39,1.70
