Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
360 ONE,542772.0,360ONE,INE466L01038,Capital Markets,Stockbroking & Allied,1185.0,55.56,48216.38,4621.1,2858.24,61.85,62.06,38.18,4.9,1.68,5.18,1.62,14.39,1953.59,149.24,503.56,250.63,0.0,4.61,5.95,-4.78,5.61,1.04,4.14
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7680.1,62.65,162747.71,13476.81,1883.21,13.97,15.49,105.56,17.39,3.55,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.33,0.61,-0.52,0.07,0.51,3.08
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,569.35,68.17,1365.81,349.03,56.69,16.24,16.24,31.13,4.94,0.59,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.44,-0.05,0.33,0.01,0.18,0.42
Accretion Nutraveda,544694.0,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,299.0,62.79,216.48,33.59,6.89,20.51,20.51,42.7,6.1,0.26,19.38,0.12,25.02,27.74,0.11,8.11,0.75,8.99,3.19,-0.9,0.0,0.63,0.0,1.48
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,135.5,64.61,237.91,24.23,19.03,78.54,78.54,15.67,3.44,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.64,-3.3,-0.55,0.0,0.0,4.91
Aegeus Technolog,544858.0,,INE0WR901013,Commercial Services & Supplies,Diversified Commercial Services,144.05,,120.63,40.92,6.84,16.72,16.72,30.03,,,13.06,0.77,29.98,5.11,0.28,15.77,4.31,4.53,5.35,,,1.76,0.0,0.0
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3619.0,61.67,45222.62,5776.17,1467.06,25.4,27.5,39.86,9.99,1.67,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.39,3.44,-0.58,0.17,0.88,1.34
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1378.8,71.35,16927.75,2590.4,836.69,32.3,31.24,27.21,5.05,3.54,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,4.96,-0.09,0.24,0.07,0.37,2.76
Ameenji Rubber,544555.0,,INE14QA01016,Industrial Products,Rubber,187.0,78.03,210.95,123.25,19.28,15.64,15.64,33.26,3.88,,5.12,0.55,16.5,20.32,0.69,22.63,30.71,51.25,6.93,-3.6,-2.37,2.01,0.0,0.85
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,2002.05,66.44,2312.13,141.78,42.76,30.16,30.16,81.71,10.06,1.91,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.77,0.08,0.0,0.14,0.0,1.74
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2198.85,73.18,36510.05,1155.7,454.72,39.35,47.37,78.9,35.62,2.43,34.03,0.08,45.3,627.41,200.14,41.39,0.13,0.0,1.72,1.3,0.59,0.13,0.3,1.26
Anawil Wire,,ANAWIL,INE1J5V01013,Electrical Equipment,Heavy Electrical Equipment,400.45,,1001.15,143.23,61.45,42.9,42.9,27.29,,0.3,18.06,1.43,56.59,41.48,0.31,38.95,46.67,50.69,4.67,,,2.54,0.0,0.04
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,874.0,72.16,49225.24,2002.34,792.89,39.6,39.26,82.96,16.12,3.98,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.65,1.93,1.29,0.07,0.23,2.88
Apex Ecotech,,APEXECO,INE0T4V01015,Other Utilities,Water Supply & Management,283.0,57.16,373.15,148.65,21.77,14.65,14.65,21.92,5.9,0.32,22.87,0.02,31.09,61.72,1.28,16.76,6.66,4.42,7.09,1.87,0.0,0.06,0.0,1.29
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,484.15,85.85,583.49,30.65,11.46,37.39,37.39,77.7,11.94,0.83,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,1.88,,,0.4,0.0,2.1
Archit Organosys,524640.0,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,62.7,64.74,128.67,144.84,15.64,10.8,11.65,17.29,1.67,-2.66,6.43,0.33,11.04,17.7,2.49,24.55,17.49,2.95,8.08,0.0,0.0,2.08,0.8,3.54
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,188.9,80.64,412.02,118.57,19.03,16.05,16.05,33.77,4.19,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,4.05,0.0,0.2,1.42,0.0,3.05
Arrow Greentech,516064.0,ARROWGREEN,INE570D01018,Industrial Products,Packaging,775.0,75.09,1169.32,200.51,64.58,32.21,32.21,24.7,5.0,0.43,20.42,0.01,22.41,184.23,8.53,34.24,5.6,25.25,5.77,0.17,0.14,0.03,0.51,4.2
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,318.85,67.49,5047.58,1092.7,199.72,18.28,17.46,43.76,5.4,1.1,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.56,-0.49,0.09,1.45,0.14,2.16
Arvind SmartSp.,539301.0,ARVSMART,INE034S01021,Realty,"Residential, Commercial Projects",662.0,66.99,3036.34,779.92,286.85,36.78,26.93,16.49,4.68,0.29,3.3,0.9,15.47,455.34,20.23,15.46,201.9,2222.16,8.6,0.39,0.02,1.96,0.91,4.58
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,409.75,62.58,1993.3,791.05,95.35,12.05,12.05,34.54,3.69,0.67,7.75,0.32,12.93,376.29,3.0,347.73,229.58,0.29,4.48,-0.54,0.05,1.78,0.25,3.35
Atul,500027.0,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6890.0,65.47,20285.36,6643.49,1188.81,17.89,16.48,25.54,3.25,2.96,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.33,0.04,-0.06,0.17,0.44,4.28
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1105.0,62.04,82867.36,19560.64,10699.71,54.7,53.76,29.01,4.14,1.28,1.51,8.44,14.32,6000.56,2856.55,0.0,0.0,0.0,5.62,1.51,-1.29,12.28,0.09,0.08
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1656.6,65.52,96215.59,34935.29,7081.31,20.27,20.41,25.46,2.53,1.11,6.61,0.21,10.1,13922.5,586.02,7094.37,5567.27,12052.94,6.22,-0.77,1.14,1.37,0.24,1.46
Avalon Tech,543896.0,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,1936.0,64.78,12934.7,1764.3,201.41,11.42,10.81,96.83,17.9,3.33,9.81,0.3,16.94,521.51,30.08,381.27,251.27,463.29,1.49,-1.45,1.39,1.08,0.0,3.39
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,538.65,89.95,2545.66,259.62,48.63,18.73,18.91,83.76,17.63,1.98,12.11,0.56,22.18,98.9,0.48,136.05,32.24,37.53,1.88,0.0,0.0,1.73,0.11,0.02
B C C Fuba India,517246.0,,INE788D01016,IT - Hardware,Computers Hardware & Equipments,233.0,71.3,459.99,82.29,14.31,17.39,14.84,54.59,10.11,1.49,9.65,0.35,17.03,25.26,0.24,19.04,15.93,14.44,2.89,0.14,0.0,1.25,0.0,1.69
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11730.0,67.13,322344.91,71460.48,14161.38,19.82,20.82,27.36,8.52,1.3,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.92,-0.93,0.19,1.35,1.28,1.12
Bansal Roofing,538546.0,,INE319Q01012,Industrial Products,Iron & Steel Products,133.9,63.52,176.53,163.99,16.84,10.27,10.25,15.79,4.21,0.44,18.18,0.07,27.98,10.23,0.19,3.5,5.69,19.46,8.55,0.0,0.0,0.2,0.74,4.36
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,255.0,73.11,24662.43,7528.33,1052.69,13.98,13.98,51.14,4.36,2.36,6.7,0.24,12.59,2133.99,89.95,1239.49,1188.05,852.88,3.12,2.96,3.23,1.54,0.21,4.92
Bikewo Green,,BIKEWO,INE0SQH01013,Automobiles,Auto Dealer,95.3,90.51,124.29,54.49,5.62,10.31,10.31,27.61,2.98,,9.83,0.15,11.2,17.11,0.01,14.94,0.21,2.88,3.85,0.0,0.0,1.29,0.0,0.0
Bosch,500530.0,BOSCHLTD,INE323A01026,Auto Components,Auto Components & Equipments,46720.0,76.48,137805.81,21088.0,2832.2,13.43,13.23,58.29,9.29,4.32,9.96,0.01,14.57,4123.1,791.7,2772.7,3434.5,2124.2,2.35,0.12,-0.12,0.04,0.57,1.13
CFF Fluid,543920.0,,INE0NJ001013,Aerospace & Defense,Aerospace & Defense,1023.45,59.82,2146.56,208.74,59.21,28.37,28.37,54.74,8.05,0.96,15.19,0.07,18.95,226.24,0.22,104.61,19.65,53.69,2.59,0.14,0.0,0.37,0.13,2.53
Chembond Chemic.,544450.0,CHEMBONDCH,INE0TGX01019,Chemicals & Petrochemicals,Specialty Chemicals,279.95,69.56,752.98,347.25,50.23,14.47,14.61,19.69,3.63,1.78,14.43,0.0,17.74,143.56,4.05,114.36,31.2,23.45,6.96,0.59,-0.01,0.0,0.46,1.08
