Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
360 ONE,542772.0,360ONE,INE466L01038,Capital Markets,Stockbroking & Allied,1208.0,58.54,49233.73,4621.1,2858.24,61.85,62.98,38.95,5.0,1.71,5.18,1.62,14.39,2024.11,149.24,503.56,250.63,0.0,4.52,5.95,-4.78,5.61,1.0,2.28
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7650.0,51.72,162109.86,13476.81,1883.21,13.97,15.49,105.12,17.36,3.53,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.37,0.61,-0.52,0.07,0.52,3.46
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,592.0,67.97,1420.15,349.03,56.69,16.24,16.24,32.38,5.16,0.61,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.21,-0.05,0.33,0.01,0.17,4.67
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,397.0,69.86,28062.96,2369.9,2057.79,86.83,88.04,47.08,4.83,0.31,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,4.8,12.05,0.79,9.71,0.05,3.52
Action Const.Eq.,532762.0,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1146.65,62.39,13654.68,3414.04,529.01,15.5,15.36,31.3,6.79,0.82,13.93,0.0,22.9,406.24,113.53,284.3,916.5,605.4,4.38,0.75,-1.76,0.01,0.17,4.13
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,409.2,56.03,111999.95,48185.84,17802.62,36.95,36.69,27.88,3.11,-4.21,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.23,-0.35,0.93,10.0,0.0,4.99
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1609.0,67.08,4620.03,640.4,247.18,38.6,40.05,31.45,6.7,0.29,20.15,0.54,36.01,373.34,7.12,131.25,14.18,29.43,4.23,7.11,0.63,1.83,0.0,1.71
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,410.75,77.08,442.37,211.32,31.05,14.69,14.51,22.87,7.36,,20.25,0.25,29.43,55.96,0.64,63.24,13.92,0.0,6.64,1.18,0.04,0.5,0.0,0.06
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1348.1,64.89,16550.84,2590.4,836.69,32.3,31.27,26.64,4.96,4.79,14.87,0.02,17.88,1360.94,48.17,1072.96,372.37,691.93,4.94,-0.09,0.24,0.07,0.37,4.93
Alkyl Amines,506767.0,ALKYLAMINE,INE150B01039,Chemicals & Petrochemicals,Specialty Chemicals,2078.9,68.48,10632.81,1658.33,341.67,20.6,18.54,47.22,6.94,-5.87,9.77,0.0,12.27,406.98,33.0,230.5,151.21,122.81,2.9,0.09,0.05,0.0,0.47,2.82
