Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35910.00,40470.57,4750.64,878.41,18.49,17.31,73.03,25.12,3.39,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.20,0.02,-0.41,0.12,2.95
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,308.55,740.18,277.91,47.08,16.94,15.84,21.35,2.96,0.27,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,7.01,0.41,-0.01,0.02,4.77
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,1023.85,122993.32,25619.95,7466.81,29.14,29.73,54.53,5.57,2.16,3.37,1.83,13.64,1374.14,769.47,4217.86,2955.62,625.24,3.97,3.08,-2.79,6.35,2.49
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1512.70,326764.22,34745.59,20643.43,59.41,59.53,27.23,4.87,1.00,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.77,-0.12,0.08,3.19,0.72
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,331.40,86585.64,41693.04,15151.78,36.34,35.13,26.54,2.84,1.09,1.32,4.61,11.49,-95387.25,530.84,688.25,1318.24,0.00,6.98,0.76,-0.37,9.09,4.05
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3693.00,34832.51,4309.96,1187.95,27.56,26.91,30.91,4.73,1.61,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.14,0.16,-0.34,0.70,2.28
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products,948.05,1935.33,224.08,49.39,22.04,20.36,55.71,9.72,,15.88,0.00,24.80,167.99,2.87,47.50,23.66,83.17,2.44,-1.15,-0.54,0.01,2.26
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5722.50,68421.07,13890.16,2810.50,20.23,19.38,29.11,5.13,3.13,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.20,0.13,0.36,0.81,2.48
Anand Rathi Shar,544530,ARSSBL,Capital Markets,Stockbroking & Allied,733.40,4600.27,843.57,311.42,36.92,36.92,46.30,3.52,1.74,3.50,0.93,23.04,1282.52,1.22,356.18,2551.26,0.00,12.04,,,4.23,0.62
Anlon Healthcare,544497,AHCL,Pharmaceuticals & Biotechnology,Pharmaceuticals,142.98,759.96,120.29,32.55,27.06,27.06,27.89,3.55,0.06,13.27,0.27,40.45,225.62,0.16,107.45,16.56,56.53,3.90,,,1.87,4.36
Apis India,506166,,Food Products,Other Food Products,1045.65,576.16,365.95,37.48,10.24,10.21,25.06,3.73,0.51,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.67,0.00,0.00,1.32,0.00
Arihant Academy,,ARIHANTACA,Other Consumer Services,Education,540.00,326.98,51.05,7.11,13.93,13.82,53.34,11.26,1.76,11.36,0.00,19.24,-3.37,3.47,2.99,0.22,0.00,2.50,0.00,0.00,0.00,0.00
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,969.35,24711.37,4684.11,752.02,16.05,16.67,86.15,6.68,358.96,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,2.11,3.38,1.13,5.07,1.68
Asarfi Hospital,543943,,Healthcare Services,Hospital,175.85,346.03,147.29,28.18,19.13,20.47,24.63,3.89,1.07,6.71,0.54,14.06,17.78,7.98,46.84,15.27,2.88,6.27,-1.01,-0.05,1.99,2.85
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,689.90,6590.35,3728.75,531.43,14.25,13.78,16.54,4.62,0.27,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.94,0.09,1.60,2.36,4.84
