Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,246.91,68.51,3267.38,407.78,88.59,21.72,21.22,66.52,8.87,2.70,13.14,0.03,16.57,164.45,0.86,123.31,75.00,72.25,2.07,0.07,0.29,0.14,1.63
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,346.70,86.27,237.84,24.56,4.85,19.75,19.75,67.19,10.96,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,2.01,-2.80,-10.03,1.74,0.00
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),231.30,75.05,270.95,13.29,7.82,58.84,58.51,52.21,5.17,31.08,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,2.84,0.00,0.00,0.49,4.80
Atishay,538713,,INE011R01013,IT - Software,Software Products,209.25,61.06,230.84,58.44,10.15,17.37,18.83,29.86,4.49,0.10,13.17,0.10,15.43,20.80,2.35,18.37,3.86,0.80,4.59,0.00,0.00,0.49,4.45
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1279.60,61.70,74319.38,33181.86,6814.20,20.54,20.65,21.05,2.12,2.66,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,7.68,0.06,-0.26,1.39,3.05
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,188.20,99.93,889.44,220.50,31.00,14.06,18.43,32.39,7.25,0.06,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.32,0.00,0.00,1.58,0.00
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1043.30,55.93,13930.97,4068.78,704.41,17.31,17.87,37.10,6.68,2.48,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.79,-0.30,0.49,2.82,2.89
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,460.30,62.25,283670.38,138777.62,40358.98,29.08,32.83,9.50,2.69,0.36,14.25,0.13,38.89,48598.10,10896.19,14420.39,9839.56,11532.25,15.59,-0.27,0.26,0.33,3.30
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,256.10,90.72,493.82,42.11,10.70,25.41,25.41,95.89,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.76,,,4.12,2.25
Identixweb,544388,,INE0PA401012,IT - Software,Computers - Software & Consulting,97.00,74.49,101.28,10.16,6.51,64.07,65.24,23.44,3.22,,19.52,0.00,24.76,15.31,0.29,0.00,0.09,3.90,6.35,-3.14,3.01,0.02,3.96
Ipca Labs.,524494,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1557.00,62.04,39501.75,9504.54,1923.55,20.24,19.46,37.40,5.32,-25.27,7.89,0.17,12.75,3714.40,-139.13,2077.06,821.60,2515.87,4.00,0.54,0.20,0.79,2.38
J & K Bank,532209,J&KBANK,INE168A01041,Banks,Private Sector Bank,123.66,60.83,13617.22,13090.78,9028.99,68.97,69.38,6.35,0.88,0.10,1.28,10.21,15.77,18288.62,1098.21,0.00,0.00,0.00,6.11,0.08,0.29,15.62,3.75
